"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633271448070887e-05, 1.321692458547522e+00, 6.869484334982322e-01, 9.994570635137129e-02, 3.779283331469756e+00
1, 9.990000128750000e-01, -1.454904250111399e-04, 1.191479402785517e+00, 6.927239516232525e-01, 1.014266611161609e-01, 3.418763457831264e+00
2, 9.977599978450000e-01, -3.277057954514550e-04, 1.184199702237535e+00, 7.433616365704718e-01, 1.111321762912385e-01, 3.407617366737995e+00
3, 9.960200190539999e-01, -5.909979443257680e-04, 1.172608877411288e+00, 7.609313392790666e-01, 1.191598489583625e-01, 3.379049826097700e+00
4, 9.937800168990000e-01, -9.509603571992557e-04, 1.166015471494554e+00, 7.671678173566824e-01, 1.299347772929721e-01, 3.362361379695060e+00
5, 9.910500049590000e-01, -1.432766407452673e-03, 1.161542009662588e+00, 7.729625875819671e-01, 1.455829963814136e-01, 3.351659699212878e+00
6, 9.878399968150000e-01, -2.069728504956226e-03, 1.154515155734539e+00, 7.787183500231477e-01, 1.652274574151531e-01, 3.334167569527321e+00
7, 9.841300249100000e-01, -2.901038869281583e-03, 1.143526968893542e+00, 7.885783439181300e-01, 1.869810148126220e-01, 3.306821869342845e+00
8, 9.799500107769999e-01, -3.940535137703194e-03, 1.127156318215806e+00, 8.041458743456423e-01, 2.075399121693304e-01, 3.266018573292911e+00
9, 9.752799868580000e-01, -5.185122116617667e-03, 1.105424593327055e+00, 8.254814575515340e-01, 2.227301175342402e-01, 3.211791183717990e+00
10, 9.701499938960000e-01, -6.584760385617242e-03, 1.079528460400459e+00, 8.508530690121128e-01, 2.290500442806302e-01, 3.147035978880107e+00
11, 9.645400047300000e-01, -8.076330330566747e-03, 1.052148219584921e+00, 8.767838665951581e-01, 2.247728957062674e-01, 3.078316044190443e+00
12, 9.584699869160000e-01, -9.579054750269645e-03, 1.028076625114714e+00, 8.993321000068779e-01, 2.110861304516710e-01, 3.017774239928185e+00
13, 9.519400000570000e-01, -1.103373197349284e-02, 1.011528747396151e+00, 9.157243013300775e-01, 1.919607973266477e-01, 2.976162073934026e+00
14, 9.449599981310000e-01, -1.241111699354071e-02, 1.003651865566021e+00, 9.252671901706297e-01, 1.724219593498114e-01, 2.956406656536083e+00
15, 9.375399947170000e-01, -1.371714835499521e-02, 1.002444816751932e+00, 9.290574181176142e-01, 1.564607260089986e-01, 2.953408095241778e+00
16, 9.296900033950000e-01, -1.498270666707120e-02, 1.004534165809660e+00, 9.293416012637671e-01, 1.458696707933456e-01, 2.958656742997122e+00
17, 9.214000105860000e-01, -1.625048396441722e-02, 1.006892028806877e+00, 9.284100588618486e-01, 1.403770588768015e-01, 2.964542650992852e+00
18, 9.126999974250000e-01, -1.755162225087232e-02, 1.007645415324689e+00, 9.278741445437388e-01, 1.384895507087028e-01, 2.966358029168005e+00
19, 9.035800099370001e-01, -1.891020230878634e-02, 1.006203274800329e+00, 9.284412553569157e-01, 1.384702986138704e-01, 2.962618711508414e+00
20, 8.940600156780000e-01, -2.033164072136989e-02, 1.002804283333389e+00, 9.301801724926110e-01, 1.389292634666993e-01, 2.953936096218354e+00
21, 8.841500282290000e-01, -2.181221326074020e-02, 9.980266595039892e-01, 9.327780537259143e-01, 1.390378915704009e-01, 2.941763401466347e+00
22, 8.738499879840000e-01, -2.334410400556592e-02, 9.924689641222357e-01, 9.358292706575188e-01, 1.384749752239593e-01, 2.927601708643548e+00
23, 8.631799817090000e-01, -2.491515817104634e-02, 9.866059268412135e-01, 9.390213070810434e-01, 1.372554256805741e-01, 2.912651222619241e+00
24, 8.521599769590000e-01, -2.651450245531674e-02, 9.807027616782116e-01, 9.421382770519647e-01, 1.355365714178597e-01, 2.897574952635753e+00
25, 8.407700061800000e-01, -2.813907054435848e-02, 9.748637935437757e-01, 9.451043496466746e-01, 1.335040996108321e-01, 2.882639575465695e+00
26, 8.290500044819999e-01, -2.977898438128230e-02, 9.690752853198732e-01, 9.479071345802816e-01, 1.312856772811121e-01, 2.867808880360256e+00
27, 8.170099854470000e-01, -3.142984692988108e-02, 9.632779405849724e-01, 9.505820610916217e-01, 1.289491143367308e-01, 2.852935678908070e+00
28, 8.046399950980000e-01, -3.309027040261053e-02, 9.574067055250652e-01, 9.531388009412503e-01, 1.265050021603955e-01, 2.837848703451174e+00
29, 7.919700145720000e-01, -3.475326799563766e-02, 9.514373607225428e-01, 9.556024132234965e-01, 1.239301195809603e-01, 2.822489737291869e+00
30, 7.790099978450000e-01, -3.641417224763558e-02, 9.453629314895382e-01, 9.579944934157855e-01, 1.211953639090790e-01, 2.806845982638634e+00
31, 7.657799720760000e-01, -3.806655607079085e-02, 9.391497895557851e-01, 9.602920243452028e-01, 1.182638817766820e-01, 2.790820621447661e+00
32, 7.522799968720000e-01, -3.970608095334101e-02, 9.327701242514586e-01, 9.624945818396814e-01, 1.151136493790807e-01, 2.774339804824348e+00
33, 7.385200262070000e-01, -4.132682569730547e-02, 9.262607223794868e-01, 9.645987152965658e-01, 1.117341836272568e-01, 2.757501658956629e+00
34, 7.245299816130000e-01, -4.292050084778905e-02, 9.197038878072504e-01, 9.665695454981952e-01, 1.081214613442184e-01, 2.740515875430465e+00
35, 7.103199958800001e-01, -4.448131003121333e-02, 9.131756584018986e-01, 9.683824721957901e-01, 1.042840432139616e-01, 2.723577829111344e+00
36, 6.958900094030001e-01, -4.600470795123036e-02, 9.067443997693319e-01, 9.700497809301059e-01, 1.002441836076188e-01, 2.706873166560059e+00
37, 6.812700033190000e-01, -4.748331348024526e-02, 9.004312807378130e-01, 9.715252824079662e-01, 9.601973782750239e-02, 2.690443559860378e+00
38, 6.664699912070000e-01, -4.891240627387065e-02, 8.942981398645202e-01, 9.728416713616282e-01, 9.164564589637103e-02, 2.674462733867906e+00
39, 6.514999866490000e-01, -5.028777024477638e-02, 8.883808807167042e-01, 9.739893236190310e-01, 8.715410507816856e-02, 2.659022023315506e+00
40, 6.363800168040000e-01, -5.160490477187697e-02, 8.827305095579365e-01, 9.749672518862982e-01, 8.257997844497152e-02, 2.644254962483069e+00
41, 6.211299896240000e-01, -5.286011684908144e-02, 8.774324097225866e-01, 9.757955292905713e-01, 7.796047359511903e-02, 2.630392089537902e+00
42, 6.057599782940000e-01, -5.405127046231616e-02, 8.725793717103898e-01, 9.764701112277161e-01, 7.333011351797222e-02, 2.617675068442244e+00
43, 5.902799963950000e-01, -5.517686313706247e-02, 8.682652898225300e-01, 9.770267345403587e-01, 6.872482095908744e-02, 2.606360541356264e+00
44, 5.747100114820000e-01, -5.623534929506602e-02, 8.644896647402893e-01, 9.774641794676293e-01, 6.417355047904040e-02, 2.596443882723944e+00
45, 5.590599775310000e-01, -5.722655406038273e-02, 8.612030916164375e-01, 9.778177405421759e-01, 5.970869993475642e-02, 2.587803739407949e+00
46, 5.433599948880000e-01, -5.814968225932873e-02, 8.583703008623231e-01, 9.780821102238524e-01, 5.535001719661588e-02, 2.580343181825099e+00
47, 5.276100039480000e-01, -5.900631933822199e-02, 8.561410926277243e-01, 9.782964334969434e-01, 5.112218806702735e-02, 2.574467508453631e+00
48, 5.118399858470000e-01, -5.979680247248183e-02, 8.547989918145886e-01, 9.784611640113083e-01, 4.703422982272166e-02, 2.570920990882982e+00
49, 4.960500001910000e-01, -6.052339587075112e-02, 8.546093445067263e-01, 9.786194334825946e-01, 4.309975270543790e-02, 2.570414267315771e+00
50, 4.802699983120000e-01, -6.118718836624046e-02, 8.555679186099274e-01, 9.787653343248459e-01, 3.931786396665128e-02, 2.572933393725709e+00
51, 4.645099937920000e-01, -6.179038565636565e-02, 8.573043581977642e-01, 9.788912549445598e-01, 3.568606162369706e-02, 2.577501361057886e+00
52, 4.487800002100000e-01, -6.233517493484224e-02, 8.592601612648256e-01, 9.789465447950519e-01, 3.219486388823081e-02, 2.582631433525007e+00
53, 4.331099987030000e-01, -6.282304527742094e-02, 8.613928488808135e-01, 9.789082912628363e-01, 2.882769788127520e-02, 2.588204252412829e+00
54, 4.174999892710000e-01, -6.325633446849908e-02, 8.650492611033046e-01, 9.787859527632650e-01, 2.556829983754622e-02, 2.597774253435162e+00
55, 4.019699990750000e-01, -6.363649876557327e-02, 8.729352335281939e-01, 9.785969306429407e-01, 2.239220867368037e-02, 2.618497137016124e+00
56, 3.865399956700000e-01, -6.396475957749051e-02, 8.861502038849078e-01, 9.783054446058050e-01, 1.927111552949504e-02, 2.653312311651856e+00
57, 3.712300062180000e-01, -6.424202943801249e-02, 8.964729619841856e-01, 9.779187781142836e-01, 1.617143935270327e-02, 2.680507301400340e+00
58, 3.560400009160000e-01, -6.446912540669891e-02, 8.848601285466853e-01, 9.779243419406329e-01, 1.306387484651165e-02, 2.649746545049014e+00
59, 3.409900069240000e-01, -6.464599889576367e-02, 8.340844113813870e-01, 9.763565017333420e-01, 9.883284700246520e-03, 2.515421500650647e+00
60, 3.261100053790000e-01, -6.477209534282789e-02, 7.780530855705375e-01, 9.715986063162807e-01, 6.588308917897051e-03, 2.367459543718257e+00
61, 3.113999962810000e-01, -6.484664567493011e-02, 7.565159393648221e-01, 9.680191870740070e-01, 3.180058752869861e-03, 2.310341717947164e+00
62, 2.968699932100000e-01, -6.486815227834497e-02, 7.554733100190228e-01, 9.673017882819278e-01, -4.036922460889678e-04, 2.307381273461310e+00
63, 2.825500071050000e-01, -6.483460546465529e-02, 7.579722764083482e-01, 9.672913796243192e-01, -4.240295899215495e-03, 2.313844639422909e+00
64, 2.684499919410000e-01, -6.474356808647153e-02, 7.576016558633724e-01, 9.671460165754001e-01, -8.388314040547996e-03, 2.312842606598537e+00
65, 2.545700073240000e-01, -6.459192750187100e-02, 7.555464506725662e-01, 9.666373997235762e-01, -1.290142587198239e-02, 2.307358900462203e+00
66, 2.409400045870000e-01, -6.437640035357778e-02, 7.537664174676658e-01, 9.661519442645181e-01, -1.784778478560356e-02, 2.302607460247741e+00
