"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633228550030646e-05, 1.435083365596821e-01, -4.223039949763633e-01, -9.467741425336884e-02, 1.369676341415414e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.290603072817620e+00
1, 9.990000128750000e-01, -1.454633389843079e-04, -1.159696703905279e-01, 1.027536416865397e-01, -7.980490403786575e-02, -2.005041012724371e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.694361579682385e-01
2, 9.977599978450000e-01, -3.274087222641381e-04, -1.229194774809724e-01, 1.293014669613641e-01, -1.015404307447723e-01, -2.422081537265013e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.778065813895376e-02
3, 9.960200190539999e-01, -5.893938985080824e-04, -1.344247895999763e-01, 1.505857347588757e-01, -1.035430722242319e-01, -2.895802137653937e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.415204687634754e-02
4, 9.937800168990000e-01, -9.451650727582735e-04, -1.475088337453342e-01, 1.737301057428264e-01, -1.129110771112635e-01, -3.435253384333217e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.220131464994890e-02
5, 9.910500049590000e-01, -1.416750770919387e-03, -1.519532729578369e-01, 1.831939870414432e-01, -1.263749814352676e-01, -3.618396196706852e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.724735121071623e-02
6, 9.878399968150000e-01, -2.033327972274196e-03, -1.501169239318690e-01, 1.838244831479328e-01, -1.441031205600692e-01, -3.623512717228988e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.285651216034211e-02
7, 9.841300249100000e-01, -2.829666943889619e-03, -1.402511459509203e-01, 1.732066360685739e-01, -1.649303510327004e-01, -3.410033221186937e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.943995705248291e-02
8, 9.799500107769999e-01, -3.817124794380973e-03, -1.209489340770510e-01, 1.494344695491020e-01, -1.863242840553599e-01, -2.949356202916668e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.563221213498996e-02
9, 9.752799868580000e-01, -4.992685948932402e-03, -9.214619589581707e-02, 1.124814610018966e-01, -2.046837041000710e-01, -2.240280202436631e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.092063974251182e-02
10, 9.701499938960000e-01, -6.310796381260407e-03, -5.585108888052884e-02, 6.525046686449208e-02, -2.161563557153891e-01, -1.332710456526143e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.005424877864647e-03
11, 9.645400047300000e-01, -7.714975848546638e-03, -1.635910433524697e-02, 1.358234772405431e-02, -2.177293606766799e-01, -3.357849512058410e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.826195475834412e-04
12, 9.584699869160000e-01, -9.132470326653951e-03, 1.974493284665562e-02, -3.406067883362137e-02, -2.086441567039129e-01, 5.846480939534265e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.178997893032305e-03
13, 9.519400000570000e-01, -1.051001058016749e-02, 4.582179329531442e-02, -6.933666721989647e-02, -1.915573032731287e-01, 1.252094002216798e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.217562125181868e-03
14, 9.449599981310000e-01, -1.182086595087610e-02, 5.838399869273829e-02, -8.777421842689098e-02, -1.716210130964586e-01, 1.571629309282341e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.896804208653196e-03
15, 9.375399947170000e-01, -1.306963604678852e-02, 5.926110012786571e-02, -9.127724941273502e-02, -1.539867767151057e-01, 1.587350669183684e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.419599887893746e-03
