Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.782848,0,2.26152,-0,6.07365e-08,0,0,0,0,0,0,0.94245,1.18434,0.0194168,1.51369,0.904607,-0.22897,-0.000131729,0.000175953,-4.46765e-07,0.0002198,1.13389,0,0,0,0,3.73131
1,0.787883,0,2.2768,-0,6.07513e-08,0,0,0,0,0,0,0.958057,1.18434,0.0183749,1.52344,0.91072,-0.216744,-0.000151351,0.000194988,3.56384e-06,0.00024686,1.13425,0,0,0,0,3.95953
2,0.790106,0,2.28359,-0,6.07586e-08,0,0,0,0,0,0,0.966224,1.18434,0.017772,1.52858,0.913436,-0.211313,-0.000153893,0.000203803,5.39047e-06,0.000255436,1.13443,0,0,0,0,4.03396
3,0.348663,0,1.00098,-0,6.0454e-08,0,0,0,0,0,0,0.730781,1.18434,0.0168443,1.39175,0.400391,-1.2374,0.000994817,-0.000384509,0.000186176,0.00108267,1.12689,0,0,0,0,5.38752
4,0.420422,0,1.20809,-0,6.04944e-08,0,0,0,0,0,0,0.740655,1.18434,0.0178217,1.39698,0.483235,-1.07171,0.000510694,-0.000223034,8.87883e-05,0.000564302,1.12789,0,0,0,0,4.23831
5,0.519434,0,1.49609,-0,6.05989e-08,0,0,0,0,0,0,0.75073,1.18434,0.0187321,1.40236,0.598435,-0.841314,4.64012e-05,1.38572e-05,2.32835e-06,4.84821e-05,1.13048,0,0,0,0,1.34469
6,0.792255,0,2.29007,-0,6.0764e-08,0,0,0,0,0,0,0.973334,1.18434,0.0171842,1.53308,0.91603,-0.206125,-0.000151279,0.00020772,5.05095e-06,0.000257019,1.13457,0,0,0,0,4.06453
7,0.835898,0,2.41571,-0,6.07543e-08,0,0,0,0,0,0,1.11051,1.18434,0.00359601,1.62354,0.966286,-0.105613,1.04041e-05,0.000276367,-1.92638e-05,0.000277233,1.13433,0,0,0,0,4.24745
8,0.835772,0,2.41533,-0,6.07539e-08,0,0,0,0,0,0,1.11073,1.18434,0.00355868,1.62369,0.966133,-0.105919,1.07222e-05,0.000276114,-1.88641e-05,0.000276966,1.13432,0,0,0,0,4.24567
9,0.833003,0,2.40658,-0,6.07396e-08,0,0,0,0,0,0,1.118,1.18434,0.00239881,1.62867,0.962631,-0.112923,2.0391e-05,0.000263322,-6.41182e-06,0.000264188,1.13396,0,0,0,0,4.13158
10,0.827736,0,2.39046,-0,6.07225e-08,0,0,0,0,0,0,1.12484,1.18434,0.00144865,1.63338,0.956186,-0.125814,2.63198e-05,0.000241922,2.63777e-06,0.000243364,1.13354,0,0,0,0,3.89435
11,0.824522,0,2.3803,-0,6.07055e-08,0,0,0,0,0,0,1.13138,1.18434,0.000661215,1.63789,0.95212,-0.133945,6.63698e-05,0.000202805,2.38462e-06,0.000213402,1.13312,0,0,0,0,3.54077
12,0.802955,0,2.31762,-0,6.06981e-08,0,0,0,0,0,0,1.13775,1.18434,0,1.6423,0.927047,-0.184091,4.63015e-06,3.11697e-05,-0.000371055,0.000372391,1.13293,0,0,0,0,4.37836
13,0.797301,0,2.30511,-0,6.0773e-08,0,0,0,0,0,0,0.988203,1.18434,0.0159309,1.54255,0.922043,-0.194098,-0.000136229,0.000215157,3.35668e-06,0.000254681,1.13479,0,0,0,0,4.06121
14,0.802669,0,2.32096,-0,6.07795e-08,0,0,0,0,0,0,1.00259,1.18434,0.0147308,1.55179,0.928383,-0.181419,-0.000116936,0.00022119,7.9954e-07,0.000250199,1.13495,0,0,0,0,4.01204
15,0.808044,0,2.33674,-0,6.07842e-08,0,0,0,0,0,0,1.01643,1.18434,0.0135742,1.56076,0.934694,-0.168796,-9.62793e-05,0.000225214,-1.99659e-06,0.000244939,1.13507,0,0,0,0,3.97308
16,0.813278,0,2.35204,-0,6.07875e-08,0,0,0,0,0,0,1.02966,1.18434,0.0124248,1.5694,0.940816,-0.156552,-7.72924e-05,0.000229289,-5.32866e-06,0.000242024,1.13515,0,0,0,0,3.92748
17,0.818298,0,2.36667,-0,6.07897e-08,0,0,0,0,0,0,1.04224,1.18434,0.0112381,1.57767,0.94667,-0.144846,-6.05811e-05,0.000233672,-9.0339e-06,0.000241566,1.13521,0,0,0,0,3.92032
18,0.822968,0,2.38024,-0,6.07907e-08,0,0,0,0,0,0,1.05413,1.18434,0.0100589,1.58554,0.952095,-0.133995,-4.63509e-05,0.000239727,-1.29801e-05,0.000244512,1.13523,0,0,0,0,3.94562
19,0.87978,0,2.53791,-0,6.06709e-08,0,0,0,0,0,0,1.09455,1.18434,-0.00558356,1.61268,1.01516,-0.00785788,0.000758494,0.000178412,0.000117588,0.000788018,1.13226,0,0,0,0,7.38148
20,0.872784,0,2.51729,-0,6.0663e-08,0,0,0,0,0,0,1.08551,1.18434,-0.0066559,1.60656,1.00692,-0.0243489,0.000775402,0.000193008,0.000122149,0.000808345,1.13206,0,0,0,0,7.46225
21,0.864833,0,2.49384,-0,6.06533e-08,0,0,0,0,0,0,1.07577,1.18434,-0.00776324,1.6,0.997535,-0.0431148,0.000798406,0.000209642,0.000126285,0.000835075,1.13182,0,0,0,0,7.56034
22,0.856181,0,2.46827,-0,6.06419e-08,0,0,0,0,0,0,1.06531,1.18434,-0.00889929,1.59299,0.987308,-0.063568,0.000827149,0.000228314,0.000129828,0.000867847,1.13154,0,0,0,0,7.67823
23,0.847245,0,2.44179,-0,6.06286e-08,0,0,0,0,0,0,1.05413,1.18434,-0.0100589,1.58554,0.976717,-0.08475,0.000862612,0.000248813,0.000132614,0.000907521,1.13121,0,0,0,0,7.82178
24,0.838027,0,2.41442,-0,6.06134e-08,0,0,0,0,0,0,1.04224,1.18434,-0.0112381,1.57767,0.965768,-0.106649,0.000907393,0.0002704,0.000134206,0.00095629,1.13083,0,0,0,0,7.99693
