"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         232,      -7.317686776,      -6.731584967,      -7.061748061,      -7.027335033,      -6.687228914,      -9.790752343
          0,           0,         233,      -7.323409778,      -6.734821113,      -7.066017174,      -7.032137401,      -6.692928201,      -9.792969085
          0,           0,         234,      -7.329036369,      -6.738072635,      -7.070318201,      -7.036974457,      -6.698550869,      -9.795161935
          0,           0,         235,       -7.33450265,      -6.741327697,      -7.074634997,      -7.041818895,      -6.704025573,      -9.797332123
          0,           0,         236,      -7.339794308,      -6.744577164,      -7.078952247,      -7.046648768,      -6.709332161,      -9.799482179
          0,           0,         237,      -7.344906672,      -6.747812511,      -7.083254833,      -7.051441307,      -6.714466859,      -9.801614112
          0,           0,         238,      -7.349946564,      -6.751029486,      -7.087527654,      -7.056178052,      -6.719530008,      -9.803732821
          0,           0,         239,        -7.3548517,      -6.754223402,      -7.091758376,      -7.060846168,      -6.724467965,      -9.805838038
          0,           0,         240,      -7.359563744,        -6.7573901,       -7.09593601,      -7.065430798,      -6.729224565,      -9.807934247
          0,           0,         241,      -7.364102543,       -6.76052583,      -7.100050462,      -7.069916919,      -6.733813404,      -9.810024867
          0,           0,         242,      -7.368483844,      -6.763627562,       -7.10409474,      -7.074290531,       -6.73824928,      -9.812112836
          0,           0,         243,      -7.372850804,      -6.766698443,      -7.108064398,      -7.078554311,        -6.7426612,      -9.814200459
          0,           0,         244,      -7.377001652,      -6.769737237,      -7.111959299,      -7.082711859,      -6.746872332,      -9.816289426
          0,           0,         245,      -7.381004906,      -6.772744039,      -7.115778652,      -7.086745824,      -6.750944574,      -9.818381047
          0,           0,         246,       -7.38490442,      -6.775722352,      -7.119523343,      -7.090647249,      -6.754907898,      -9.820474496
          0,           0,         247,      -7.388751149,      -6.778677244,      -7.123199097,      -7.094423893,       -6.75880877,      -9.822562512
          0,           0,         248,      -7.392554435,      -6.781611694,      -7.126813034,       -7.09808541,      -6.762659712,       -9.82466673
          0,           0,         249,      -7.396307542,      -6.784531917,      -7.130361691,      -7.101642123,      -6.766457769,      -9.826777029
          0,           0,         250,      -7.400108682,       -6.78744482,      -7.133851238,      -7.105110857,       -6.77029862,      -9.828896554
          0,           0,         251,      -7.403896304,      -6.790356305,      -7.137290675,      -7.108496467,       -6.77412763,      -9.831024885
          0,           0,         252,      -7.407698192,      -6.793274834,      -7.140690363,      -7.111814304,      -6.777969175,      -9.833162982
          0,           0,         253,      -7.411517634,      -6.796204322,      -7.144056099,      -7.115081006,      -6.781828323,      -9.835312826
          0,           0,         254,      -7.415267709,      -6.799150242,      -7.147391345,      -7.118294441,      -6.785626659,      -9.837468295
          0,           0,         255,      -7.418972641,      -6.802115677,      -7.150700686,      -7.121461513,      -6.789379444,      -9.839623079
          0,           0,         256,      -7.422652206,      -6.805101059,      -7.153985012,      -7.124589746,      -6.793102215,      -9.841774124
          0,           0,         257,      -7.426430339,      -6.808110275,      -7.157248786,      -7.127689824,      -6.796917237,      -9.843919948
          0,           0,         258,      -7.430387318,      -6.811144833,       -7.16049868,      -7.130773175,      -6.800908286,      -9.846061107
          0,           0,         259,      -7.434159125,      -6.814201444,      -7.163737027,      -7.133841464,      -6.804730532,      -9.848198282
          0,           0,         260,      -7.437830025,      -6.817277053,      -7.166963755,      -7.136913821,      -6.808446048,      -9.850333911
          0,           0,         261,      -7.441390652,      -6.820373949,      -7.170181194,      -7.139986097,      -6.812052317,      -9.852469156
          0,           0,         262,      -7.444824834,      -6.823496846,      -7.173392277,       -7.14303553,      -6.815539283,      -9.854603977
          0,           0,         263,      -7.448199473,      -6.826644992,      -7.176597702,       -7.14607279,      -6.818954557,       -9.85673863
          0,           0,         264,      -7.451556809,      -6.829818865,      -7.179800808,      -7.149106431,      -6.822341763,      -9.858873784
          0,           0,         265,      -7.454928175,      -6.833020187,      -7.183005482,      -7.152145196,      -6.825738645,      -9.861010042
          0,           0,         266,       -7.45830047,      -6.836250493,      -7.186216006,      -7.155193872,      -6.829136227,      -9.863147753
          0,           0,         267,      -7.461682294,      -6.839511304,      -7.189437842,       -7.15826085,      -6.832544648,      -9.865286471
          0,           0,         268,      -7.465027659,      -6.842801488,      -7.192675507,      -7.161348657,      -6.835925875,      -9.867426027
          0,           0,         269,      -7.468366321,      -6.846121409,      -7.195934065,      -7.164461977,      -6.839302931,      -9.869565958
          0,           0,         270,      -7.471693302,      -6.849470425,      -7.199218258,      -7.167606491,      -6.842668743,      -9.871705919
          0,           0,         271,      -7.474987714,      -6.852849065,       -7.20253228,       -7.17078761,      -6.846002748,      -9.873842728
          0,           0,         272,      -7.478303189,       -6.85625245,      -7.205879057,        -7.1740066,      -6.849360718,      -9.875972807
          0,           0,         273,      -7.481604341,      -6.859675707,      -7.209260356,      -7.177269256,      -6.852706786,      -9.878108812
          0,           0,         274,      -7.484865194,        -6.8631139,      -7.212676546,      -7.180580036,      -6.856012217,      -9.880246624
          0,           0,         275,      -7.488064996,      -6.866563468,      -7.216136829,      -7.183931764,      -6.859260587,      -9.882386617
          0,           0,         276,      -7.491263189,      -6.870021881,      -7.219631576,      -7.187328873,      -6.862505446,      -9.884524121
          0,           0,         277,      -7.494500997,      -6.873489696,      -7.223157528,      -7.190773469,      -6.865785495,      -9.886653215
          0,           0,         278,      -7.497775389,      -6.876961312,        -7.2267143,      -7.194265869,       -6.86910038,      -9.888785252
          0,           0,         279,      -7.501109053,      -6.880433298,      -7.230298883,      -7.197813409,      -6.872474204,      -9.890899991
          0,           0,         280,      -7.504433671,      -6.883902265,      -7.233909197,      -7.201396326,      -6.875846952,      -9.892985402
          0,           0,         281,      -7.507739783,      -6.887364653,       -7.23754102,      -7.205010815,      -6.879204604,      -9.895093855
          0,           0,         282,      -7.511001061,       -6.89082413,      -7.241190774,      -7.208652502,      -6.882519246,      -9.897189483
          0,           0,         283,      -7.514228616,      -6.894286577,      -7.244857051,      -7.212324156,      -6.885800972,      -9.899321772
          0,           0,         284,      -7.517426154,      -6.897749054,      -7.248536857,      -7.216023012,      -6.889054515,      -9.901463339
          0,           0,         285,      -7.520603399,      -6.901202793,      -7.252225542,      -7.219743604,      -6.892289368,      -9.903605117
          0,           0,         286,      -7.523770506,      -6.904642038,      -7.255918511,      -7.223478233,      -6.895514762,      -9.905745694
          0,           0,         287,      -7.526920547,      -6.908063981,      -7.259610601,      -7.227221322,      -6.898724127,      -9.907880887
          0,           0,         288,      -7.530045461,      -6.911466417,      -7.263296251,      -7.230968903,      -6.901908942,       -9.91002621
          0,           0,         289,      -7.533151498,       -6.91484594,      -7.266967554,      -7.234716025,        -6.9050763,      -9.912170741
          0,           0,         290,      -7.536249529,      -6.918200753,      -7.270619384,      -7.238456676,      -6.908237284,      -9.914317189
          0,           0,         291,      -7.539331391,       -6.92152856,       -7.27424727,      -7.242183774,      -6.911384468,      -9.916466127
          0,           0,         292,      -7.542140836,      -6.924826375,      -7.277846719,      -7.245891363,      -6.914269515,      -9.918615993
          0,           0,         293,      -7.544991682,      -6.928097587,      -7.281414096,      -7.249570903,      -6.917193875,      -9.920765186
          0,           0,         294,       -7.54788438,      -6.931339849,      -7.284944511,      -7.253221812,      -6.920157837,      -9.922905071
          0,           0,         295,      -7.550744235,      -6.934546307,      -7.288434276,      -7.256841023,      -6.923089805,      -9.925002708
          0,           0,         296,      -7.553648153,      -6.937713846,      -7.291880514,      -7.260425175,      -6.926064361,      -9.927135727
          0,           0,         297,      -7.556585601,      -6.940842581,      -7.295280537,      -7.263967023,      -6.929071222,      -9.929282308
          0,           0,         298,      -7.559550657,      -6.943932509,      -7.298633788,      -7.267463617,      -6.932104927,      -9.931435371
          0,           0,         299,      -7.562538054,      -6.946982268,      -7.301940139,      -7.270914348,      -6.935161616,       -9.93357862
          0,           0,         300,      -7.565527861,      -6.949988604,      -7.305196949,      -7.274318227,      -6.938223027,       -9.93574024
          0,           0,         301,      -7.568497041,       -6.95295254,      -7.308404835,      -7.277673187,      -6.941265766,      -9.937905071
          0,           0,         302,      -7.571449561,      -6.955873736,      -7.311564858,      -7.280980867,      -6.944292145,      -9.940072651
          0,           0,         303,      -7.574374808,      -6.958746897,      -7.314677949,      -7.284239733,      -6.947290573,      -9.942244591
          0,           0,         304,      -7.577271635,       -6.96157781,      -7.317746642,      -7.287453605,      -6.950259653,      -9.944421187
          0,           0,         305,      -7.580231948,      -6.964370061,      -7.320773771,      -7.290631544,      -6.953288493,      -9.946602216
          0,           0,         306,      -7.583189475,        -6.9671241,      -7.323761881,      -7.293772416,       -6.95631606,      -9.948787215
          0,           0,         307,      -7.586070718,      -6.969840728,      -7.326714601,      -7.296880829,      -6.959268746,      -9.950975992
          0,           0,         308,      -7.588899208,      -6.972522288,      -7.329634554,      -7.299955538,      -6.962164368,      -9.953167922
          0,           0,         309,      -7.591693239,      -6.975171257,      -7.332524479,      -7.303001752,      -6.965017574,      -9.955362207
          0,           0,         310,      -7.594458639,      -6.977791294,      -7.335388041,      -7.306019046,      -6.967838086,      -9.957557873
          0,           0,         311,      -7.597203736,      -6.980386349,      -7.338231164,      -7.309014166,      -6.970632668,      -9.959754487
          0,           0,         312,      -7.599767523,      -6.982960225,      -7.341054294,      -7.311989493,       -6.97324292,      -9.961951929
          0,           0,         313,      -7.602314005,       -6.98551734,      -7.343859985,       -7.31494637,      -6.975830668,      -9.964150039
          0,           0,         314,      -7.604861763,      -6.988060252,      -7.346649723,      -7.317889383,      -6.978412769,      -9.966348569
          0,           0,         315,      -7.607443763,      -6.990596294,      -7.349429148,      -7.320823897,      -6.981021918,      -9.968547333
          0,           0,         316,      -7.609994496,       -6.99312898,      -7.352203369,      -7.323748808,      -6.983597512,      -9.970745808
          0,           0,         317,      -7.612527688,      -6.995663105,      -7.354976969,      -7.326669546,      -6.986149147,      -9.972943526
          0,           0,         318,      -7.615058721,      -6.998200927,      -7.357752934,      -7.329586233,      -6.988691754,      -9.975139841
          0,           0,         319,      -7.617594394,      -7.000744051,      -7.360533008,      -7.332500677,        -6.9912334,      -9.977333983
          0,           0,         320,      -7.620136604,      -7.003293566,       -7.36331913,      -7.335416015,      -6.993776393,      -9.979524948
          0,           0,         321,      -7.622672848,       -7.00584747,      -7.366113698,      -7.338331186,      -6.996308978,      -9.981704048
          0,           0,         322,      -7.625196236,      -7.008411661,      -7.368918116,      -7.341244413,      -6.998825909,      -9.983881032
          0,           0,         323,      -7.627706763,      -7.011007459,      -7.371736016,       -7.34416222,      -7.001327624,      -9.986057987
          0,           0,         324,      -7.630218111,      -7.013625259,      -7.374566779,       -7.34708357,       -7.00382956,      -9.988234334
          0,           0,         325,      -7.632734034,      -7.016263749,      -7.377411163,      -7.350009041,      -7.006334575,      -9.990409187
          0,           0,         326,       -7.63527978,      -7.018924931,      -7.380270252,      -7.352943341,      -7.008867966,       -9.99258172
          0,           0,         327,       -7.63783511,      -7.021609166,      -7.383142115,      -7.355880977,      -7.011411064,      -9.994752127
          0,           0,         328,      -7.640399768,      -7.024316328,      -7.386025573,      -7.358820956,      -7.013962781,      -9.996919315
          0,           0,         329,      -7.642985317,      -7.027045636,       -7.38891887,      -7.361762532,      -7.016534308,      -9.999083066
          0,           0,         330,      -7.645608569,      -7.029795878,      -7.391819874,      -7.364705006,       -7.01914373,       -10.0012437
          0,           0,         331,      -7.648299227,      -7.032565012,      -7.394726343,      -7.367647226,      -7.021821136,        -10.003396
          0,           0,         332,      -7.651016156,      -7.035350693,      -7.397636182,      -7.370593505,      -7.024524107,      -10.00552286
          0,           0,         333,      -7.653751078,      -7.038150242,      -7.400547371,      -7.373528606,        -7.0272538,      -10.00766304
          0,           0,         334,      -7.656516677,      -7.040961317,      -7.403455772,      -7.376452032,      -7.030016052,      -10.00981157
          0,           0,         335,      -7.659320886,      -7.043782115,      -7.406359177,      -7.379364685,      -7.032818466,      -10.01196447
          0,           0,         336,      -7.662160677,      -7.046608851,      -7.409253264,      -7.382265226,      -7.035657687,       -10.0141202
          0,           0,         337,       -7.66503312,      -7.049438071,      -7.412140192,      -7.385151097,      -7.038536273,      -10.01627889
          0,           0,         338,      -7.667929757,      -7.052264729,      -7.415018055,      -7.388019158,      -7.041445235,      -10.01844047
          0,           0,         339,      -7.670842417,      -7.055083913,      -7.417884535,      -7.390870541,       -7.04437319,       -10.0206052
          0,           0,         340,      -7.673757781,       -7.05789211,      -7.420738483,       -7.39370093,       -7.04730967,      -10.02277317
          0,           0,         341,       -7.67666215,      -7.060685232,      -7.423578725,      -7.396511706,      -7.050240628,      -10.02494678
          0,           0,         342,      -7.679557094,      -7.063459156,      -7.426402186,       -7.39930839,      -7.053167263,       -10.0271231
          0,           0,         343,      -7.682653241,      -7.066212638,      -7.429207403,      -7.402133411,      -7.056294323,      -10.02930293
          0,           0,         344,      -7.685644058,      -7.068941918,      -7.431993843,       -7.40492058,      -7.059337436,      -10.03148767
          0,           0,         345,      -7.688547228,      -7.071639207,      -7.434757072,      -7.407672184,      -7.062296676,       -10.0336773
          0,           0,         346,      -7.691379361,      -7.074300325,      -7.437504458,      -7.410397629,      -7.065180546,      -10.03587172
          0,           0,         347,       -7.69416679,      -7.076928106,      -7.440230761,      -7.413102867,       -7.06801386,      -10.03807247
          0,           0,         348,      -7.696933478,      -7.079525763,      -7.442930386,      -7.415792014,      -7.070822211,      -10.04027942
          0,           0,         349,      -7.699701015,      -7.082095644,      -7.445605868,      -7.418469588,      -7.073629289,      -10.04249252
          0,           0,         350,      -7.702475585,      -7.084641804,      -7.448261813,      -7.421138433,      -7.076442848,      -10.04471194
          0,           0,         351,      -7.705253283,      -7.087170329,      -7.450903686,      -7.423802775,      -7.079258017,      -10.04693765
          0,           0,         352,      -7.708037412,      -7.089687023,      -7.453537978,      -7.426468092,      -7.082076796,      -10.04916929
          0,           0,         353,      -7.710838225,      -7.092201556,      -7.456172663,      -7.429141974,      -7.084910069,      -10.05140661
          0,           0,         354,      -7.713656578,      -7.094717286,      -7.458812976,      -7.431829847,      -7.087757375,      -10.05364925
          0,           0,         355,      -7.716500896,      -7.097240752,      -7.461465231,      -7.434539976,      -7.090626319,       -10.0558968
          0,           0,         356,      -7.719506722,      -7.099778403,       -7.46413569,       -7.43727962,      -7.093649335,      -10.05814873
          0,           0,         357,      -7.722619476,      -7.102335564,      -7.466831181,      -7.440057082,      -7.096778754,      -10.06040472
          0,           0,         358,      -7.725698797,      -7.104916572,       -7.46955726,      -7.442877895,      -7.099878044,      -10.06266435
          0,           0,         359,      -7.728764167,       -7.10752581,      -7.472317299,      -7.445745534,      -7.102960884,      -10.06492697
          0,           0,         360,      -7.731836642,      -7.110167877,      -7.475115134,      -7.448664471,      -7.106045504,      -10.06719217
          0,           0,         361,      -7.734927577,       -7.11284807,      -7.477954991,       -7.45163598,      -7.109144794,      -10.06945928
          0,           0,         362,      -7.738044252,      -7.115570126,      -7.480840492,       -7.45466458,      -7.112264901,      -10.07172794
          0,           0,         363,      -7.741202001,      -7.118337738,      -7.483775504,      -7.457755295,      -7.115421726,      -10.07397649
          0,           0,         364,      -7.744413419,      -7.121155478,      -7.486762293,      -7.460911925,      -7.118628726,      -10.07623397
          0,           0,         365,      -7.747685298,      -7.124024542,      -7.489803651,      -7.464138336,      -7.121893834,      -10.07850203
          0,           0,         366,      -7.751069971,      -7.126948382,      -7.492902692,      -7.467437446,      -7.125270308,      -10.08077584
          0,           0,         367,       -7.75450665,      -7.129929217,      -7.496062949,       -7.47081171,      -7.128699734,      -10.08305265
          0,           0,         368,       -7.75798845,      -7.132969739,       -7.49928749,      -7.474260447,      -7.132174762,      -10.08533094
          0,           0,         369,      -7.761502488,      -7.136068955,      -7.502578081,      -7.477784891,      -7.135681135,      -10.08761077
          0,           0,         370,      -7.765034449,      -7.139226907,      -7.505936352,      -7.481385775,      -7.139204433,        -10.089892
          0,           0,         371,      -7.768578466,       -7.14244365,      -7.509363501,      -7.485061555,      -7.142739695,      -10.09217444
          0,           0,         372,      -7.772161622,      -7.145719075,      -7.512860222,      -7.488814962,      -7.146312087,      -10.09445813
          0,           0,         373,      -7.775791115,       -7.14905175,      -7.516426984,      -7.492647494,      -7.149929608,      -10.09674364
          0,           0,         374,      -7.779473986,       -7.15243931,      -7.520063436,      -7.496559056,       -7.15360087,      -10.09903443
          0,           0,         375,      -7.783220442,      -7.155878408,      -7.523768399,      -7.500547809,       -7.15733814,      -10.10133971
          0,           0,         376,       -7.78702272,      -7.159364929,      -7.527537556,       -7.50461427,      -7.161133936,      -10.10363726
          0,           0,         377,      -7.790868097,      -7.162895309,      -7.531368602,      -7.508752994,      -7.164976645,      -10.10593411
          0,           0,         378,      -7.794754267,      -7.166464301,      -7.535260842,       -7.51295826,      -7.168865446,      -10.10823035
          0,           0,         379,      -7.798674633,      -7.170067558,       -7.53921272,      -7.517225474,      -7.172793901,      -10.11052832
          0,           0,         380,      -7.802624213,      -7.173701131,      -7.543221381,      -7.521551894,      -7.176756338,      -10.11282811
          0,           0,         381,      -7.806597663,      -7.177361377,      -7.547283269,      -7.525934979,      -7.180746939,      -10.11512952
          0,           0,         382,      -7.810603819,      -7.181045301,      -7.551394519,      -7.530371972,      -7.184774212,      -10.11743254
          0,           0,         383,      -7.814656833,       -7.18475003,      -7.555551324,      -7.534859692,      -7.188852439,      -10.11973456
          0,           0,         384,      -7.818683328,      -7.188470315,      -7.559751665,      -7.539391892,      -7.192909923,      -10.12203966
          0,           0,         385,      -7.822694673,      -7.192202608,      -7.563989787,      -7.543964521,      -7.196954999,      -10.12435158
          0,           0,         386,        -7.8267013,      -7.195943697,      -7.568261107,      -7.548573722,      -7.200997407,      -10.12666833
          0,           0,         387,      -7.830710164,      -7.199690441,      -7.572561847,      -7.553216797,      -7.205043836,      -10.12898985
          0,           0,         388,      -7.834704126,      -7.203439366,      -7.576888391,      -7.557888836,      -7.209079229,      -10.13131512
          0,           0,         389,      -7.838811559,      -7.207188071,      -7.581236916,        -7.5625866,      -7.213227641,      -10.13364425
          0,           0,         390,      -7.842921283,      -7.210933973,      -7.585603744,      -7.567309229,      -7.217385033,      -10.13597755
          0,           0,         391,      -7.846967495,      -7.214674066,      -7.589984133,      -7.572051016,      -7.221484788,       -10.1383154
          0,           0,         392,      -7.850962477,       -7.21840592,      -7.594373734,      -7.576807078,      -7.225535735,      -10.14065819
          0,           0,         393,      -7.854917627,      -7.222126902,      -7.598768969,      -7.581573773,      -7.229547506,      -10.14300626
          0,           0,         394,      -7.858830629,      -7.225835487,      -7.603166671,      -7.586343765,      -7.233516301,      -10.14535987
          0,           0,         395,      -7.862714264,      -7.229531954,       -7.60756472,      -7.591120619,      -7.237456475,      -10.14771915
          0,           0,         396,      -7.866581586,      -7.233215707,      -7.611960883,      -7.595903067,      -7.241381498,      -10.15008455
          0,           0,         397,      -7.870436364,      -7.236885852,      -7.616352808,      -7.600688011,      -7.245294561,      -10.15245572
          0,           0,         398,      -7.874282235,      -7.240542043,      -7.620738875,      -7.605471159,      -7.249199029,      -10.15483239
          0,           0,         399,      -7.878138029,      -7.244184841,      -7.625117785,      -7.610252143,      -7.253113374,      -10.15721449
          0,           0,         400,      -7.881973089,       -7.24781415,       -7.62948848,      -7.615028025,       -7.25700795,        -10.159602
          0,           0,         401,      -7.885854477,      -7.251431233,      -7.633850148,      -7.619809956,      -7.260947728,       -10.1619949
          0,           0,         402,      -7.889766744,      -7.255037921,       -7.63820204,      -7.624595121,      -7.264922018,      -10.16439313
          0,           0,         403,      -7.893639118,      -7.258635553,      -7.642542729,      -7.629366469,      -7.268861703,      -10.16679632
          0,           0,         404,      -7.897484923,      -7.262224851,      -7.646871394,      -7.634122459,      -7.272773968,      -10.16920507
          0,           0,         405,      -7.901318831,       -7.26580763,      -7.651188692,      -7.638864547,      -7.276670595,      -10.17161913
          0,           0,         406,      -7.905178685,      -7.269386551,      -7.655495426,      -7.643596295,      -7.280589886,      -10.17403828
          0,           0,         407,       -7.90902996,      -7.272962971,      -7.659793097,       -7.64831827,      -7.284499438,      -10.17646238
          0,           0,         408,      -7.912861299,      -7.276538312,      -7.664083021,      -7.653031936,      -7.288387092,      -10.17889132
          0,           0,         409,      -7.916685619,      -7.280114834,      -7.668366681,       -7.65774022,      -7.292264572,      -10.18132475
          0,           0,         410,      -7.920512342,      -7.283694818,      -7.672646084,      -7.662446419,      -7.296141373,      -10.18376269
          0,           0,         411,      -7.924348108,      -7.287280402,       -7.67692343,      -7.667154032,      -7.300024729,      -10.18620518
          0,           0,         412,      -7.928197154,      -7.290873428,       -7.68120103,      -7.671866544,      -7.303919537,      -10.18865221
          0,           0,         413,      -7.932061882,      -7.294475713,      -7.685481395,      -7.676587353,      -7.307828688,      -10.19110386
          0,           0,         414,      -7.935947442,      -7.298088934,      -7.689767101,       -7.68132031,      -7.311757783,      -10.19355985
          0,           0,         415,      -7.939851723,      -7.301713968,      -7.694060394,       -7.68606826,      -7.315704753,      -10.19602014
          0,           0,         416,      -7.943772436,      -7.305351603,      -7.698363693,      -7.690833926,      -7.319667342,       -10.1984845
          0,           0,         417,      -7.947711181,        -7.3090028,      -7.702679685,      -7.695620648,       -7.32364755,      -10.20095275
          0,           0,         418,       -7.95166806,      -7.312668409,      -7.707010491,      -7.700431095,      -7.327645643,      -10.20342473
          0,           0,         419,      -7.955642428,      -7.316348656,      -7.711357869,      -7.705268122,      -7.331660856,      -10.20590041
          0,           0,         420,      -7.959633798,      -7.320043747,      -7.715723706,      -7.710134301,      -7.335692705,      -10.20837962
          0,           0,         421,      -7.963669062,      -7.323754023,      -7.720110032,      -7.715032373,      -7.339767452,       -10.2108624
          0,           0,         422,      -7.967724824,      -7.327479564,      -7.724518614,      -7.719965234,      -7.343863413,      -10.21334892
          0,           0,         423,      -7.971790686,      -7.331220395,      -7.728950899,      -7.724934943,      -7.347970069,      -10.21583927
          0,           0,         424,      -7.975874047,       -7.33497673,      -7.733408208,      -7.729943014,      -7.352094104,      -10.21833353
          0,           0,         425,      -7.979988591,      -7.338748929,      -7.737892147,      -7.734991206,      -7.356248861,      -10.22083167
          0,           0,         426,      -7.984113314,      -7.342537074,      -7.742404678,      -7.740081781,      -7.360414082,       -10.2233337
          0,           0,         427,      -7.988251046,      -7.346341591,      -7.746947023,      -7.745216872,      -7.364592388,      -10.22583965
          0,           0,         428,      -7.992403227,      -7.350162918,       -7.75152064,      -7.750398633,      -7.368785083,      -10.22834954
          0,           0,         429,      -7.996570769,      -7.354001333,      -7.756127081,      -7.755629137,      -7.372993074,      -10.23086374
          0,           0,         430,      -8.000958636,      -7.357859762,      -7.760767756,      -7.760945259,       -7.37742087,      -10.23338131
          0,           0,         431,      -8.005428709,      -7.361737781,      -7.765445605,      -7.766330597,      -7.381944268,      -10.23590272
          0,           0,         432,      -8.009766039,      -7.365631559,       -7.77016189,      -7.771752331,      -7.386343194,      -10.23842829
          0,           0,         433,      -8.014048249,      -7.369539834,      -7.774915343,      -7.777215122,      -7.390681331,      -10.24095812
          0,           0,         434,       -8.01831024,      -7.373462056,       -7.77970558,      -7.782723962,      -7.394992224,      -10.24349204
          0,           0,         435,      -8.022568123,      -7.377396478,      -7.784532795,      -7.788281925,       -7.39929445,      -10.24602974
          0,           0,         436,      -8.026839156,      -7.381342122,      -7.789396092,      -7.793892667,      -7.403608575,      -10.24857148
          0,           0,         437,      -8.031137952,       -7.38529965,      -7.794295208,      -7.799560502,      -7.407952434,       -10.2511173
          0,           0,         438,      -8.035441946,      -7.389269002,       -7.79923139,      -7.805280869,      -7.412304658,      -10.25366717
          0,           0,         439,      -8.039748633,      -7.393249841,       -7.80420493,       -7.81105184,      -7.416660584,      -10.25622108
          0,           0,         440,      -8.044059727,      -7.397241288,      -7.809215164,        -7.8168725,      -7.421021521,      -10.25877901
          0,           0,         441,      -8.048377096,      -7.401242048,       -7.81426071,      -7.822741155,      -7.425390022,      -10.26134099
          0,           0,         442,      -8.052699282,      -7.405250607,      -7.819340041,      -7.828655575,      -7.429765059,      -10.26390705
          0,           0,         443,      -8.057023014,      -7.409265341,      -7.824451668,      -7.834613602,      -7.434143317,      -10.26647722
          0,           0,         444,      -8.061345755,      -7.413284726,      -7.829593983,      -7.840613094,      -7.438522145,      -10.26905152
          0,           0,         445,      -8.065685994,      -7.417307516,      -7.834765256,      -7.846652861,      -7.442919968,      -10.27162994
          0,           0,         446,       -8.07001863,      -7.421331995,      -7.839963854,      -7.852730217,      -7.447312602,      -10.27421249
          0,           0,         447,      -8.074343652,      -7.425356807,      -7.845187889,      -7.858841543,      -7.451699275,      -10.27679916
          0,           0,         448,      -8.078688909,      -7.429381015,      -7.850435323,      -7.864983639,       -7.45610828,      -10.27938994
          0,           0,         449,      -8.083014924,      -7.433403183,      -7.855704182,      -7.871156598,      -7.460498226,      -10.28198467
          0,           0,         450,      -8.087323922,      -7.437421975,      -7.860992581,      -7.877357757,       -7.46487247,      -10.28458349
          0,           0,         451,      -8.091614668,      -7.441435778,      -7.866298372,      -7.883584403,       -7.46922962,      -10.28718644
          0,           0,         452,      -8.095887888,      -7.445443513,      -7.871619405,       -7.88983393,        -7.4735698,       -10.2897934
          0,           0,         453,      -8.100145524,       -7.44944428,      -7.876953665,      -7.896103869,      -7.477894486,      -10.29240425
          0,           0,         454,      -8.104389322,      -7.453437238,      -7.882299587,      -7.902392025,      -7.482205239,      -10.29501888
          0,           0,         455,      -8.108620792,      -7.457421894,      -7.887655493,      -7.908696162,      -7.486503577,      -10.29763722
          0,           0,         456,      -8.112841027,      -7.461397948,      -7.893019672,      -7.915014239,      -7.490790676,      -10.30025917
          0,           0,         457,      -8.117050478,      -7.465365127,      -7.898390711,      -7.921344524,      -7.495067056,      -10.30288463
          0,           0,         458,      -8.121249319,      -7.469323214,      -7.903767326,      -7.927685378,      -7.499332918,      -10.30551352
          0,           0,         459,       -8.12543765,      -7.473272167,      -7.909148357,      -7.934035192,      -7.503588348,      -10.30814575
          0,           0,         460,      -8.129615593,      -7.477212114,      -7.914532778,      -7.940392387,      -7.507833445,      -10.31078124
          0,           0,         461,      -8.133783183,      -7.481143157,      -7.919919684,      -7.946755371,      -7.512068209,      -10.31341992
          0,           0,         462,      -8.137940605,      -7.485065473,      -7.925308132,      -7.953122589,      -7.516292753,      -10.31606172
          0,           0,         463,       -8.14208806,      -7.488979318,      -7.930697475,      -7.959492606,      -7.520507211,      -10.31870659
          0,           0,         464,      -8.146225739,      -7.492884913,      -7.936087131,      -7.965864026,      -7.524711692,      -10.32135451
          0,           0,         465,      -8.150353839,       -7.49678252,      -7.941476524,      -7.972235514,      -7.528906336,      -10.32400541
          0,           0,         466,      -8.154472478,      -7.500672376,      -7.946865128,      -7.978605793,      -7.533091177,      -10.32665922
          0,           0,         467,      -8.158581777,      -7.504554688,      -7.952252404,      -7.984973724,       -7.53726626,      -10.32931589
          0,           0,         468,      -8.162681814,      -7.508429647,      -7.957637872,      -7.991338283,      -7.541431579,      -10.33197538
          0,           0,         469,      -8.166772748,      -7.512297435,      -7.963021123,      -7.997698543,      -7.545587218,      -10.33463763
          0,           0,         470,      -8.170854764,       -7.51615819,      -7.968401751,      -8.004053709,      -7.549733303,      -10.33730261
          0,           0,         471,      -8.174927498,      -7.520011859,      -7.973779375,       -8.01040309,      -7.553869359,      -10.33997027
          0,           0,         472,      -8.178991608,      -7.523858612,      -7.979153671,      -8.016746084,      -7.557996073,      -10.34264059
          0,           0,         473,      -8.183047332,      -7.527698652,       -7.98452443,      -8.023082296,      -7.562113636,      -10.34531353
          0,           0,         474,       -8.18709474,       -7.53153208,      -7.989891414,      -8.029411437,      -7.566222126,      -10.34798907
