Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.890458,0,2.56486,-0,6.06026e-08,0,0,0,0,0,0,1.04312,0.95704,-0.00409188,1.41564,1.02594,0.0137017,0.000885198,0.000165284,0.000107018,0.000906834,1.13057,0,0,0,0,7.97822
1,0.883428,0,2.54419,-0,6.0595e-08,0,0,0,0,0,0,1.03418,0.95704,-0.00522097,1.40907,1.01767,-0.00283494,0.000914482,0.000153328,0.000108604,0.000933586,1.13038,0,0,0,0,8.08524
2,0.876475,0,2.52372,-0,6.05871e-08,0,0,0,0,0,0,1.02456,0.95704,-0.00640319,1.40203,1.00949,-0.0192068,0.000944318,0.000141911,0.000109173,0.000961142,1.13018,0,0,0,0,8.19635
3,0.869768,0,2.50399,-0,6.05795e-08,0,0,0,0,0,0,1.01419,0.95704,-0.00763293,1.39448,1.0016,-0.0349913,0.000972427,0.000131239,0.000108625,0.000987237,1.12999,0,0,0,0,8.30504
4,0.863611,0,2.48588,-0,6.05724e-08,0,0,0,0,0,0,1.00302,0.95704,-0.00890282,1.38638,0.994352,-0.0494797,0.000997129,0.000121586,0.000107044,0.0010102,1.12982,0,0,0,0,8.40537
5,0.85791,0,2.46912,-0,6.0566e-08,0,0,0,0,0,0,0.991031,0.95704,-0.0102056,1.37774,0.98765,-0.0628853,0.00101834,0.000113304,0.000104766,0.00102997,1.12966,0,0,0,0,8.48879
6,0.852725,0,2.45388,-0,6.05601e-08,0,0,0,0,0,0,0.97821,0.95704,-0.0115354,1.36856,0.981553,-0.0750784,0.00103563,0.00010633,0.000102071,0.00104606,1.12951,0,0,0,0,8.56327
7,0.381822,0,1.08786,-0,6.0106e-08,0,0,0,0,0,0,0.561233,0.95704,0.012065,1.10953,0.435143,-1.1679,0.00294187,-0.00079315,0.00133771,0.00332763,1.1183,0,0,0,0,9.01102
8,0.310101,0,0.881362,-0,5.99952e-08,0,0,0,0,0,0,0.566369,0.95704,0.0136551,1.11215,0.352545,-1.33309,0.00281366,-0.000812208,0.000827414,0.00304319,1.11557,0,0,0,0,7.96751
9,0.28706,0,0.81357,-0,5.9867e-08,0,0,0,0,0,0,0.572529,0.95704,0.0148987,1.11532,0.325428,-1.38733,0.00269543,-0.000750137,0.000565265,0.0028544,1.11242,0,0,0,0,7.62543
10,0.294172,0,0.831407,-0,5.9741e-08,0,0,0,0,0,0,0.579692,0.95704,0.0160441,1.11903,0.332563,-1.37306,0.00268101,-0.000687028,0.000467216,0.0028068,1.10932,0,0,0,0,7.8059
11,0.78802,0,2.26413,-0,6.04885e-08,0,0,0,0,0,0,0.813599,0.95704,-0.0242076,1.25637,0.905651,-0.226883,0.00128805,2.12085e-05,5.47026e-05,0.00128939,1.12774,0,0,0,0,9.29375
12,0.7873,0,2.26191,-0,6.04856e-08,0,0,0,0,0,0,0.795177,0.95704,-0.0248888,1.24453,0.904765,-0.228655,0.00132202,1.02454e-05,4.10662e-05,0.0013227,1.12767,0,0,0,0,9.40077
13,0.790236,0,2.27036,-0,6.04859e-08,0,0,0,0,0,0,0.776799,0.95704,-0.0253506,1.23288,0.908145,-0.221894,0.0013494,1.88359e-06,2.58517e-05,0.00134964,1.12768,0,0,0,0,9.50203
14,0.796555,0,2.28874,-0,6.04902e-08,0,0,0,0,0,0,0.758577,0.95704,-0.0255897,1.22148,0.915494,-0.207196,0.00136723,-3.37954e-06,9.95305e-06,0.00136727,1.12779,0,0,0,0,9.58693
15,0.700519,0,2.02349,-0,6.0732e-08,0,0,0,0,0,0,0.813599,0.95704,0.0242076,1.25637,0.809394,-0.419396,-0.000387494,0.000371219,1.81703e-05,0.000536922,1.13377,0,0,0,0,5.63756
16,0.721404,0,2.08438,-0,6.07444e-08,0,0,0,0,0,0,0.831953,0.95704,0.0233242,1.26831,0.833752,-0.37068,-0.000316363,0.000397248,2.03839e-05,0.000508239,1.13408,0,0,0,0,5.56816
17,0.740441,0,2.13984,-0,6.07543e-08,0,0,0,0,0,0,0.850131,0.95704,0.0222669,1.28029,0.855938,-0.326309,-0.000245831,0.000409093,2.05983e-05,0.000477718,1.13433,0,0,0,0,5.47289
18,0.757839,0,2.19047,-0,6.07616e-08,0,0,0,0,0,0,0.868029,0.95704,0.021072,1.29222,0.87619,-0.285805,-0.000185459,0.000416175,1.96774e-05,0.000456053,1.13451,0,0,0,0,5.41043
19,0.773688,0,2.23655,-0,6.07671e-08,0,0,0,0,0,0,0.88555,0.95704,0.0197788,1.30404,0.894622,-0.248941,-0.000134812,0.00042138,1.81053e-05,0.00044279,1.13465,0,0,0,0,5.38527
20,0.788046,0,2.27826,-0,6.07711e-08,0,0,0,0,0,0,0.902601,0.95704,0.0184242,1.31566,0.911304,-0.215576,-9.25912e-05,0.000426033,1.62542e-05,0.000436281,1.13474,0,0,0,0,5.38722
21,0.801027,0,2.31593,-0,6.07739e-08,0,0,0,0,0,0,0.919099,0.95704,0.017039,1.32701,0.926372,-0.185441,-5.77603e-05,0.000430456,1.44096e-05,0.000434553,1.13481,0,0,0,0,5.41251
22,0.805593,0,2.31516,-0,6.04992e-08,0,0,0,0,0,0,0.740624,0.95704,-0.025615,1.21042,0.926065,-0.186055,0.00137371,-5.60536e-06,-5.67827e-06,0.00137373,1.12801,0,0,0,0,9.64492
23,0.81655,0,2.34733,-0,6.05123e-08,0,0,0,0,0,0,0.723049,0.95704,-0.0254452,1.19974,0.93893,-0.160324,0.00137038,-5.31397e-06,-2.03161e-05,0.00137054,1.12833,0,0,0,0,9.67372
24,0.828655,0,2.38291,-0,6.05274e-08,0,0,0,0,0,0,0.705959,0.95704,-0.0251039,1.18951,0.953164,-0.131856,0.00136286,-3.21389e-06,-3.37318e-05,0.00136328,1.1287,0,0,0,0,9.68919
25,0.841255,0,2.41994,-0,6.05424e-08,0,0,0,0,0,0,0.689455,0.95704,-0.0246158,1.17978,0.967977,-0.102232,0.00135565,4.1152e-08,-4.62136e-05,0.00135644,1.12908,0,0,0,0,9.70473
26,0.853961,0,2.45725,-0,6.05566e-08,0,0,0,0,0,0,0.67363,0.95704,-0.0240018,1.17059,0.982901,-0.0723829,0.00135201,4.01735e-06,-5.84055e-05,0.00135328,1.12943,0,0,0,0,9.72288
27,0.875857,0,2.53245,-0,6.0777e-08,0,0,0,0,0,0,1.03418,0.95704,0.00522097,1.40907,1.01298,-0.0122257,2.90474e-05,0.000485941,1.32819e-05,0.000486989,1.13489,0,0,0,0,5.79986
28,0.880533,0,2.54585,-0,6.07748e-08,0,0,0,0,0,0,1.04312,0.95704,0.00409188,1.41564,1.01834,-0.0015059,2.67657e-05,0.000492895,1.41686e-05,0.000493824,1.13484,0,0,0,0,5.83962
29,0.885941,0,2.56113,-0,6.07686e-08,0,0,0,0,0,0,1.05145,0.95704,0.00301843,1.42179,1.02445,0.0107225,3.05286e-05,0.000497031,1.40879e-05,0.000498167,1.13468,0,0,0,0,5.87802
30,0.88932,0,2.57005,-0,6.07534e-08,0,0,0,0,0,0,1.0593,0.95704,0.00199259,1.4276,1.02802,0.0178531,4.72715e-05,0.000489335,1.18387e-05,0.000491755,1.1343,0,0,0,0,5.85226
31,0.896942,0,2.59005,-0,6.07176e-08,0,0,0,0,0,0,1.0668,0.95704,0.000994937,1.43317,1.03602,0.0338517,0.000129029,0.00044959,-4.09435e-07,0.000467739,1.13342,0,0,0,0,5.75067
32,0.909357,0,2.62234,-0,6.06556e-08,0,0,0,0,0,0,1.07411,0.95704,0,1.43862,1.04893,0.0596849,1.20561e-05,4.30158e-05,-0.000440825,0.000443083,1.13188,0,0,0,0,5.62372
33,0.847684,0,2.43908,-0,6.05544e-08,0,0,0,0,0,0,0.964572,0.95704,-0.0128877,1.35886,0.97563,-0.086924,0.00105008,0.000100527,9.93118e-05,0.00105955,1.12937,0,0,0,0,8.62455
34,0.842562,0,2.42403,-0,6.05486e-08,0,0,0,0,0,0,0.950145,0.95704,-0.0142593,1.34867,0.969612,-0.0989615,0.00106364,9.54356e-05,9.67528e-05,0.00107229,1.12923,0,0,0,0,8.67577
35,0.836908,0,2.40742,-0,6.05422e-08,0,0,0,0,0,0,0.934969,0.95704,-0.0156458,1.33803,0.96297,-0.112245,0.00107845,9.04788e-05,9.44516e-05,0.00108635,1.12907,0,0,0,0,8.7266
36,0.830513,0,2.38865,-0,6.0535e-08,0,0,0,0,0,0,0.919099,0.95704,-0.017039,1.32701,0.95546,-0.127264,0.00109644,8.49162e-05,9.22535e-05,0.00110358,1.12889,0,0,0,0,8.78233
37,0.823187,0,2.36716,-0,6.05269e-08,0,0,0,0,0,0,0.902601,0.95704,-0.0184242,1.31566,0.946864,-0.144456,0.00111897,7.80911e-05,8.97924e-05,0.00112528,1.12869,0,0,0,0,8.8433
38,0.8151,0,2.34346,-0,6.05183e-08,0,0,0,0,0,0,0.88555,0.95704,-0.0197788,1.30404,0.937386,-0.163413,0.00114571,6.94246e-05,8.64704e-05,0.00115107,1.12848,0,0,0,0,8.91634
39,0.806654,0,2.31874,-0,6.05096e-08,0,0,0,0,0,0,0.868029,0.95704,-0.021072,1.29222,0.927496,-0.183192,0.00117735,5.88616e-05,8.17669e-05,0.00118165,1.12827,0,0,0,0,8.99494
40,0.866654,0,2.4945,-0,6.05698e-08,0,0,0,0,0,0,0.658571,0.95704,-0.0232784,1.16197,0.9978,-0.0425842,0.00135257,8.59583e-06,-7.10474e-05,0.00135446,1.12975,0,0,0,0,9.75027
41,0.879456,0,2.53206,-0,6.05826e-08,0,0,0,0,0,0,0.644356,0.95704,-0.0224566,1.15396,1.01282,-0.0125368,0.00135674,1.39801e-05,-8.48384e-05,0.00135946,1.13007,0,0,0,0,9.78424
42,0.892633,0,2.57073,-0,6.05956e-08,0,0,0,0,0,0,0.631052,0.95704,-0.0215447,1.14657,1.02829,0.0183999,0.00136281,2.06562e-05,-0.000100259,0.00136665,1.13039,0,0,0,0,9.82176
43,0.30867,0,0.871733,-0,5.97073e-08,0,0,0,0,0,0,0.587877,0.95704,0.0172075,1.12331,0.348693,-1.3408,0.00261259,-0.000618087,0.000399409,0.00271426,1.1085,0,0,0,0,7.96438
44,0.320798,0,0.906327,-0,5.97244e-08,0,0,0,0,0,0,0.597109,0.95704,0.0183629,1.12819,0.362531,-1.31312,0.00252885,-0.000561236,0.000336809,0.00261219,1.10892,0,0,0,0,8.04493
45,0.330585,0,0.934548,-0,5.97521e-08,0,0,0,0,0,0,0.607393,0.95704,0.0194846,1.13368,0.373819,-1.29055,0.00245422,-0.000517426,0.000282574,0.00252404,1.1096,0,0,0,0,8.1041
46,0.338157,0,0.956649,-0,5.9785e-08,0,0,0,0,0,0,0.618717,0.95704,0.0205505,1.13981,0.382659,-1.27287,0.00238322,-0.000481325,0.000235573,0.00244273,1.1104,0,0,0,0,8.12734
47,0.345077,0,0.977305,-0,5.98351e-08,0,0,0,0,0,0,0.631052,0.95704,0.0215447,1.14657,0.390922,-1.25634,0.00229693,-0.000447188,0.000193802,0.00234807,1.11163,0,0,0,0,8.10633
48,0.350182,0,0.993685,-0,5.99229e-08,0,0,0,0,0,0,0.644356,0.95704,0.0224566,1.15396,0.397474,-1.24324,0.00213675,-0.000403916,0.000153005,0.00217997,1.11379,0,0,0,0,7.904
49,0.357693,0,1.01796,-0,6.00548e-08,0,0,0,0,0,0,0.658571,0.95704,0.0232784,1.16197,0.407182,-1.22382,0.00187432,-0.000346831,0.000112888,0.00190948,1.11704,0,0,0,0,7.49618
50,0.371941,0,1.06299,-0,6.02446e-08,0,0,0,0,0,0,0.67363,0.95704,0.0240018,1.17059,0.425196,-1.18779,0.00145702,-0.000277464,7.29173e-05,0.001485,1.12172,0,0,0,0,6.72185
51,0.407816,0,1.16986,-0,6.04073e-08,0,0,0,0,0,0,0.689455,0.95704,0.0246158,1.17978,0.467945,-1.1023,0.000984701,-0.000197093,3.96359e-05,0.00100501,1.12574,0,0,0,0,5.69367
52,0.483546,0,1.39125,-0,6.05391e-08,0,0,0,0,0,0,0.705959,0.95704,0.0251039,1.18951,0.556502,-0.925181,0.000419144,-0.000119484,1.34736e-05,0.00043605,1.129,0,0,0,0,3.52114
53,0.564933,0,1.62919,-0,6.06474e-08,0,0,0,0,0,0,0.723049,0.95704,0.0254452,1.19974,0.651677,-0.734831,3.62284e-05,-5.82107e-05,1.77739e-06,6.85867e-05,1.13168,0,0,0,0,3.75773
54,0.626535,0,1.80839,-0,6.06947e-08,0,0,0,0,0,0,0.740624,0.95704,0.025615,1.21042,0.723355,-0.591475,-0.000224794,1.6579e-05,-1.1848e-06,0.000225408,1.13285,0,0,0,0,3.1669
55,0.656609,0,1.89566,-0,6.07081e-08,0,0,0,0,0,0,0.758577,0.95704,0.0255897,1.22148,0.758265,-0.521654,-0.000354667,0.000111836,1.35523e-06,0.000371884,1.13318,0,0,0,0,4.49978
56,0.66487,0,1.9196,-0,6.07104e-08,0,0,0,0,0,0,0.776799,0.95704,0.0253506,1.23288,0.767841,-0.502503,-0.00042288,0.000223813,6.82375e-06,0.000478504,1.13324,0,0,0,0,5.16897
57,0.679451,0,1.96208,-0,6.07191e-08,0,0,0,0,0,0,0.795177,0.95704,0.0248888,1.24453,0.78483,-0.468525,-0.000431214,0.000315497,1.32595e-05,0.000534471,1.13345,0,0,0,0,5.53317
58,0.798645,0,2.2953,-0,6.05013e-08,0,0,0,0,0,0,0.850131,0.95704,-0.0222669,1.28029,0.918119,-0.201947,0.00121302,4.67172e-05,7.51295e-05,0.00121624,1.12806,0,0,0,0,9.08612
59,0.79207,0,2.27604,-0,6.0494e-08,0,0,0,0,0,0,0.831953,0.95704,-0.0233242,1.26831,0.910415,-0.217354,0.0012509,3.37867e-05,6.61509e-05,0.0012531,1.12788,0,0,0,0,9.18489
60,0.975133,0,2.81423,-0,6.06916e-08,0,0,0,0,0,0,0.572529,0.95704,-0.0148987,1.11532,1.12569,0.213203,0.00143631,0.000101949,-0.000246408,0.00146086,1.13277,0,0,0,0,9.91771
61,0.987353,0,2.85156,-0,6.07246e-08,0,0,0,0,0,0,0.566369,0.95704,-0.0136551,1.11215,1.14062,0.243062,0.00148041,0.000114352,-0.000354272,0.0015265,1.13359,0,0,0,0,9.94799
62,1.02938,0,2.97546,-0,6.07634e-08,0,0,0,0,0,0,0.561233,0.95704,-0.012065,1.10953,1.19019,0.342186,0.00147804,0.000192108,-0.000536155,0.00158397,1.13455,0,0,0,0,10.0973
63,1.10187,0,3.18819,-0,6.08092e-08,0,0,0,0,0,0,0.557153,0.95704,-0.0100364,1.10745,1.27528,0.512367,0.00131169,0.000384524,-0.000668375,0.00152155,1.13569,0,0,0,0,10.102
64,1.17691,0,3.4093,-0,6.08627e-08,0,0,0,0,0,0,0.554104,0.95704,-0.00768796,1.1059,1.36372,0.689256,0.000942193,0.000619273,-0.000549392,0.00125422,1.13702,0,0,0,0,9.51974
