"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633201036323288e-05, -1.895759017521037e-01, 2.801837004980308e-01, -5.430414574017478e-02, -3.216010168375238e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.310294741064290e-01
1, 9.990000128750000e-01, -1.454459724708978e-04, -2.378024492329395e-01, 3.520094944381134e-01, -6.186697888339086e-02, -6.186329479247598e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.508614775917248e-01
2, 9.977599978450000e-01, -3.272183670174355e-04, -2.271752372270402e-01, 3.237181155685921e-01, -7.359309550827209e-02, -5.806020930157925e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.591757185809712e-02
3, 9.960200190539999e-01, -5.883670945659047e-04, -2.209012720102691e-01, 3.080123653161270e-01, -8.127652643139903e-02, -5.613229456135121e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.512628053834309e-02
4, 9.937800168990000e-01, -9.414609002452585e-04, -2.177491577252467e-01, 3.008039872212086e-01, -9.138662790145112e-02, -5.536707386502926e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.346104165541515e-02
5, 9.910500049590000e-01, -1.406536508419730e-03, -2.127953953166977e-01, 2.928185265014461e-01, -1.043336258895549e-01, -5.405350333948847e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.975845519485146e-03
6, 9.878399968150000e-01, -2.010185008756678e-03, -2.046211188376381e-01, 2.815850233340619e-01, -1.206996659119551e-01, -5.197347346951026e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.584717114638243e-03
7, 9.841300249100000e-01, -2.784487241412771e-03, -1.911196123367262e-01, 2.637396201369132e-01, -1.394764054686732e-01, -4.856231791075697e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.892174101896629e-03
8, 9.799500107769999e-01, -3.739471272397315e-03, -1.706480278462650e-01, 2.367349633586951e-01, -1.585742161803820e-01, -4.340500278428160e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.933453003430574e-03
9, 9.752799868580000e-01, -4.872591741346623e-03, -1.428053296289122e-01, 1.999062603748800e-01, -1.749403688777446e-01, -3.637544183671240e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.625197053620761e-03
10, 9.701499938960000e-01, -6.141718294713413e-03, -1.091642585992147e-01, 1.553840393184940e-01, -1.853351768735675e-01, -2.784441320402430e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.638960596373379e-04
11, 9.645400047300000e-01, -7.495298985410723e-03, -7.327790150470366e-02, 1.078791847364547e-01, -1.872698285602109e-01, -1.870509336384771e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.115703968165915e-03
12, 9.584699869160000e-01, -8.866383503739354e-03, -4.056355482801560e-02, 6.430313274586268e-02, -1.802401969621384e-01, -1.031507988407946e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.095572749666148e-03
13, 9.519400000570000e-01, -1.020610681340660e-02, -1.638175139950056e-02, 3.138242816177734e-02, -1.665600932675062e-01, -4.087818502806921e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.253647493142446e-03
14, 9.449599981310000e-01, -1.148979876285344e-02, -3.416369344194731e-03, 1.256742425699342e-02, -1.505372859096810e-01, -7.509700579740672e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.693552468377491e-03
15, 9.375399947170000e-01, -1.272149244192790e-02, -1.317416439721404e-04, 6.211178104907933e-03, -1.363833222107377e-01, 7.536977799550072e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.424714259974024e-03
16, 9.296900033950000e-01, -1.392557558182598e-02, -1.956812111882475e-03, 6.899648993013281e-03, -1.265143111339020e-01, -4.431359274933670e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.768966356540240e-04
17, 9.214000105860000e-01, -1.513650218746101e-02, -4.398332275073636e-03, 9.065535922797990e-03, -1.211010611047851e-01, -1.109713878171186e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.413409848704240e-03
18, 9.126999974250000e-01, -1.637844572395472e-02, -4.626280258188081e-03, 9.068056982360075e-03, -1.190789941179349e-01, -1.209251652739016e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.363904845844724e-03
19, 9.035800099370001e-01, -1.767065840578247e-02, -1.830654084734954e-03, 5.693548794606778e-03, -1.189583277943317e-01, -5.145363040968170e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.020049108383079e-03
20, 8.940600156780000e-01, -1.901654064481744e-02, 3.731762069972724e-03, -8.952713964178896e-04, -1.194971146256156e-01, 8.924635035910033e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.764527295395701e-04
21, 8.841500282290000e-01, -2.041225344005148e-02, 1.127404552419956e-02, -9.824126246032681e-03, -1.199060658825307e-01, 2.806382432597801e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.857014568673476e-04
22, 8.738499879840000e-01, -2.185083440028422e-02, 1.987566305758465e-02, -2.002690308100755e-02, -1.197762598050996e-01, 5.000168414612881e-03, 0.000000000000000e+00, 0.000000000000000e+00, -5.659964888803269e-05
23, 8.631799817090000e-01, -2.332147609443314e-02, 2.891065666153980e-02, -3.073400151002468e-02, -1.190914095506409e-01, 7.289339081146054e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.963946908964553e-04
24, 8.521599769590000e-01, -2.481455801052356e-02, 3.788101097865106e-02, -4.135788734813484e-02, -1.179171094695756e-01, 9.569146460549854e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.066112624909288e-04
25, 8.407700061800000e-01, -2.632765608847314e-02, 4.666117074424871e-02, -5.171866420589964e-02, -1.164497571848698e-01, 1.178696490703653e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.758341787666696e-04
26, 8.290500044819999e-01, -2.785197569893005e-02, 5.518652413589219e-02, -6.174463815871928e-02, -1.147860640171139e-01, 1.394950684219791e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.157934926756978e-04
27, 8.170099854470000e-01, -2.938392686633104e-02, 6.356000490539525e-02, -7.154460279673375e-02, -1.130185284071866e-01, 1.607320060731987e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.646793245224018e-05
28, 8.046399950980000e-01, -3.092288728792378e-02, 7.192132032518767e-02, -8.126975800660681e-02, -1.111900474675558e-01, 1.818652182004185e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.224670735717708e-04
29, 7.919700145720000e-01, -3.246327772476114e-02, 8.032618857714373e-02, -9.100334544205249e-02, -1.092755366847945e-01, 2.032104771567010e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.172901205315725e-04
30, 7.790099978450000e-01, -3.400191732654360e-02, 8.889570170516044e-02, -1.008599404684754e-01, -1.072959119803534e-01, 2.248030817724428e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.269386279974290e-04
31, 7.657799720760000e-01, -3.553421308178074e-02, 9.758795358635039e-02, -1.108150822431682e-01, -1.051948621756395e-01, 2.467989648463819e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.303749683920644e-04
32, 7.522799968720000e-01, -3.705767846098351e-02, 1.064193360910358e-01, -1.208752601856456e-01, -1.029780802085390e-01, 2.690912611011271e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.462181436834304e-04
33, 7.385200262070000e-01, -3.856847316760995e-02, 1.152885384330408e-01, -1.309375898065885e-01, -1.005918434819268e-01, 2.916059371829765e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.355017330563990e-04
34, 7.245299816130000e-01, -4.006058022728499e-02, 1.241900221211696e-01, -1.409906616246245e-01, -9.805099411021910e-02, 3.141501389070929e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.725188885710086e-05
35, 7.103199958800001e-01, -4.153025937286894e-02, 1.330552087180204e-01, -1.509621080795519e-01, -9.532256680546319e-02, 3.366473590623899e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.013850868713037e-04
36, 6.958900094030001e-01, -4.297485303835209e-02, 1.419390058050344e-01, -1.609083586400672e-01, -9.244461357519929e-02, 3.591268447031376e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.075772297415093e-04
37, 6.812700033190000e-01, -4.438883934994594e-02, 1.508224047881757e-01, -1.708100832548570e-01, -8.939358899640910e-02, 3.816228048364946e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.182801185195048e-04
38, 6.664699912070000e-01, -4.576896290766563e-02, 1.596961460112165e-01, -1.806571271167808e-01, -8.620182898124094e-02, 4.040538097342360e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.880087597260020e-04
39, 6.514999866490000e-01, -4.711216136689517e-02, 1.684657766139616e-01, -1.903476688784970e-01, -8.285195706097401e-02, 4.262492731152472e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.103989021241519e-04
40, 6.363800168040000e-01, -4.841473588327713e-02, 1.771090753582011e-01, -1.998603924894579e-01, -7.937336385109839e-02, 4.480972987985034e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.107794314696145e-04
41, 6.211299896240000e-01, -4.967335801187245e-02, 1.855648174818525e-01, -2.091300311590989e-01, -7.575518309387551e-02, 4.695008305010141e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.328355335887932e-04
42, 6.057599782940000e-01, -5.088581849452807e-02, 1.938434220760052e-01, -2.181705024706130e-01, -7.202892217494640e-02, 4.904313850705790e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.399867367091015e-04
43, 5.902799963950000e-01, -5.205012276318789e-02, 2.019210868321337e-01, -2.269558264632172e-01, -6.818625491745844e-02, 5.108768778999324e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.967005499000359e-05
44, 5.747100114820000e-01, -5.316377670258273e-02, 2.098304030950424e-01, -2.355244488933624e-01, -6.425461111698499e-02, 5.308805034491745e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.946497928506021e-05
45, 5.590599775310000e-01, -5.422526699022186e-02, 2.175594011269513e-01, -2.438615804422810e-01, -6.022748761662264e-02, 5.504431529417355e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.793107886514739e-04
46, 5.433599948880000e-01, -5.523197128866844e-02, 2.251325219943540e-01, -2.520007464577165e-01, -5.612554606875703e-02, 5.696042426940770e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.410376415665428e-03
47, 5.276100039480000e-01, -5.618344646136980e-02, 2.325348878033228e-01, -2.599262223602324e-01, -5.193266262087354e-02, 5.883521975115407e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.215703220287123e-03
48, 5.118399858470000e-01, -5.707753271600281e-02, 2.398303468835826e-01, -2.677037705395978e-01, -4.767361669017397e-02, 6.067599355896785e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.035154168143502e-04
49, 4.960500001910000e-01, -5.791394003731162e-02, 2.469981272393060e-01, -2.753106131940387e-01, -4.333440153387084e-02, 6.248196770188227e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.334770799679310e-04
50, 4.802699983120000e-01, -5.869081926365281e-02, 2.539211541332252e-01, -2.826316996149649e-01, -3.888902380365574e-02, 6.423127525581365e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.598586585411965e-03
51, 4.645099937920000e-01, -5.940745705377930e-02, 2.602405722838937e-01, -2.893085039153189e-01, -3.430081316584072e-02, 6.582492174331647e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.088034649119905e-02
52, 4.487800002100000e-01, -6.006307173070659e-02, 2.653520807355262e-01, -2.947512232762016e-01, -2.956159967123993e-02, 6.711686548550459e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.483852636699453e-02
53, 4.331099987030000e-01, -6.065606123528452e-02, 2.689712629705248e-01, -2.986714123972820e-01, -2.470961672911570e-02, 6.803316068121949e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.674921349519851e-02
54, 4.174999892710000e-01, -6.118595960404422e-02, 2.716658881038629e-01, -3.016357792076230e-01, -1.975791363715850e-02, 6.872025343729658e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.561291694282451e-02
55, 4.019699990750000e-01, -6.165142327492346e-02, 2.746299324891522e-01, -3.048517011986899e-01, -1.471206656702107e-02, 6.947177625000485e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.104832057574611e-01
56, 3.865399956700000e-01, -6.205108827090423e-02, 2.787119359378930e-01, -3.090907083885640e-01, -9.587077358733195e-03, 7.052997740317651e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.458173411145004e-01
57, 3.712300062180000e-01, -6.238355681675117e-02, 2.840660821296873e-01, -3.144214346943169e-01, -4.211129524231778e-03, 7.193680315032575e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.482025991859586e-02
