"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
         65,          49,      -6.826704686,      -4.728070543,      -4.193975943,      -1.373665803,      -5.168696195,      0.9329898399,     0.09242541293,     0.02698586976,                 0,                 0,                 0,      0.1499433904,     0.08049695721,     0.05282929113,                 0,      0.2919745653,           1.06357,      -2.473957795,      -2.730077433,      -2.485426646,       -2.46655193,      -4.966192712,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         66,          49,      -6.977113505,      -5.055283531,      -4.530026177,      -1.540485206,      -4.860552223,      0.9329898399,      0.3510188168,       0.605010744,                 0,                 0,                 0,      0.2027667708,      0.1587929414,      0.6812026217,                 0,       1.723584933,       1.103380691,      -2.613640833,      -3.020718743,      -2.797859415,      -2.623742401,      -4.605407965,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         67,           8,        -7.6591615,      -5.132332053,      -5.178428729,      -2.192393281,      -4.320710977,      0.9329898399,      0.5360438772,       1.091790108,                 0,                 0,                 0,      0.2236874777,      0.1934127741,       1.200808135,                 0,       2.036755113,       1.019155507,      -3.279185922,      -3.068282297,       -3.42458741,      -3.259976134,      -4.022891023,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         68,           8,      -7.761891653,      -5.117600434,      -5.184270334,      -2.267713228,      -4.281176802,      0.9329898399,      0.7194848672,       1.731988317,                 0,                 0,                 0,      0.2510897894,      0.1816624235,       1.866665682,                 0,       2.407261634,       1.101357316,      -3.357211974,       -3.03928839,      -3.413360625,      -3.310701546,      -3.964625613,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         69,           8,      -7.746393242,      -5.073134535,      -5.165527046,      -2.250235155,      -4.205656106,      0.9329898399,      0.8680557903,       2.531379533,                 0,                 0,                 0,       0.305016238,     0.09002213143,       2.674565237,                 0,       2.916148433,       1.179390817,      -3.314736477,      -2.995245829,      -3.382895169,      -3.265951848,        -3.9171703,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         70,           8,      -7.660349784,      -4.961858743,      -5.119578737,      -2.159099494,      -4.180254588,      0.9329898399,       1.088600823,       3.647125771,                 0,                 0,                 0,      0.4441310827,    -0.02528223437,       3.806039798,                 0,       3.350287537,       1.195421416,      -3.207199116,      -2.897121308,      -3.330672373,      -3.153150357,      -3.959460804,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         71,          10,      -7.498966222,      -5.010456424,      -5.014415599,      -2.014148726,      -4.203041717,      0.9329898399,        1.51082489,        5.00975912,                 0,                 0,                 0,       0.712912187,    -0.01990278653,       5.232578921,                 0,       3.315909841,       1.186463983,      -3.029747224,      -2.971661082,      -3.225740983,      -2.991908315,       -4.06029246,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         72,          49,      -7.055191844,      -4.971128564,      -4.270320997,      -1.548602024,      -5.358936782,      0.9329898399,       2.034904382,        6.22037154,                 0,                 0,                 0,       1.041685982,      0.1273281076,       6.543519351,                 0,       3.056837262,       1.233862649,      -2.569253262,       -2.96812781,      -2.488426425,      -2.508636217,      -5.289208722,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         73,          49,      -6.650536242,      -4.735492235,      -4.173527541,      -1.174716999,      -5.146045663,      0.9329898399,       2.454839729,       7.144442774,                 0,                 0,                 0,       1.363160608,      0.2587419946,       7.549990279,                 0,       2.910349988,       1.301367242,      -2.145528269,      -2.772028242,      -2.404325048,      -2.113411212,      -5.152084003,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         74,          49,      -6.641672044,      -4.739669619,      -4.262251356,      -1.157318762,      -5.298249029,      0.9329898399,       2.679032926,       7.622136688,                 0,                 0,                 0,       1.575184862,      0.3334748317,       8.072358989,                 0,       2.845107506,        1.19687516,      -2.122809013,        -2.8077705,      -2.512301479,      -2.077582573,      -5.402237195,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         75,          49,      -6.689247634,      -4.726733824,      -4.112213068,      -1.209137069,      -5.066591311,      0.9329898399,        2.60727337,       7.319770677,                 0,                 0,                 0,       1.606731111,      0.3532540933,       7.762224471,                 0,       2.807442733,       1.179916594,      -2.171128123,       -2.81151621,      -2.385889663,      -2.123982532,      -5.269005742,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         76,          49,      -6.682500494,      -4.758016884,      -4.244970703,      -1.203955459,      -5.416967849,      0.9329898399,       2.330063883,        6.43438911,                 0,                 0,                 0,       1.398059108,      0.3470178606,       6.834481657,                 0,       2.761464677,       1.133923846,      -2.177112699,      -2.855305793,      -2.539861675,      -2.128665177,      -5.673091735,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         77,          49,      -6.684338456,      -4.689239365,      -4.108076107,      -1.216132195,      -4.979029146,      0.9329898399,       1.742259479,       4.774343492,                 0,                 0,                 0,       1.076862169,      0.2702480805,       5.075114762,                 0,       2.740317128,       1.105466721,      -2.187842059,      -2.798429753,      -2.417879441,       -2.15040962,      -5.228445094,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         78,          49,       -6.72495363,      -4.938880299,      -4.458917199,      -1.269215162,      -5.226701014,      0.9329898399,       1.196416623,       3.184439918,                 0,                 0,                 0,      0.6475492641,      0.2130987795,       3.395093407,                 0,       2.661648005,      0.9380473773,      -2.232825642,      -3.047180924,      -2.779176894,      -2.210550362,      -5.442788942,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         79,          11,      -7.599306509,       -5.37698051,      -5.195051431,      -2.150290082,      -4.561854647,      0.9329898399,      0.6216921623,       1.554917194,                 0,                 0,                 0,       0.241823665,      0.1399133809,       1.668739905,                 0,       2.501104708,      0.8241267926,       -3.12088981,      -3.462091318,      -3.523753383,      -3.107782006,      -4.740623584,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         80,           8,      -7.751200413,      -5.084287233,      -5.153489699,      -2.281883996,      -4.339780295,      0.9329898399,      0.1388064693,      0.1567045637,                 0,                 0,                 0,    -0.07300496647,      0.0869253063,      0.1904404036,                 0,       1.128942797,      0.7262765508,      -3.293981727,      -3.129778914,      -3.489940138,      -3.262075239,      -4.481874745,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         81,           8,      -7.798092352,      -5.114437194,      -5.194656173,      -2.325389387,      -4.388498013,      0.9329898399,     -0.2237051053,     -0.8901681094,                 0,                 0,                 0,     -0.3000246892,     0.04632971146,     -0.9166770396,                 0,       3.979203372,      0.6233563337,      -3.364518224,      -3.126676862,      -3.539402169,      -3.331376315,      -4.484726714,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         82,           8,      -7.766164044,      -5.126242279,      -5.187554435,      -2.277146606,      -4.401527161,      0.9329898399,       -0.49038017,      -1.587834327,                 0,                 0,                 0,     -0.4422797342,   -0.004715059669,      -1.661826805,                 0,        3.23796602,      0.5951900925,      -3.357458557,      -3.128127665,      -3.536985218,      -3.310332803,       -4.44432879,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         83,           8,      -7.665851193,      -5.113764031,      -5.153213807,       -2.18292695,      -4.316730543,      0.9329898399,     -0.6194376594,      -1.794091615,                 0,                 0,                 0,     -0.3880379046,    -0.06782955568,      -1.896804389,                 0,       2.896323122,       0.581146922,      -3.277631365,      -3.125627248,      -3.504100257,      -3.237833187,      -4.313190217,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         84,          49,      -7.003904443,      -4.933678416,      -4.333740387,      -1.553599486,      -4.874501759,      0.9329898399,     -0.4841672024,      -1.179062759,                 0,                 0,                 0,    -0.00921391589,     -0.1182868095,      -1.269100114,                 0,       2.435238804,      0.7387167515,      -2.631283938,      -2.961923891,      -2.682939728,       -2.62464374,      -4.850227846,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         85,          49,      -6.824588237,      -4.797845151,      -4.140460002,      -1.356122183,      -4.180978984,      0.9329898399,     -0.3695120736,     -0.7296546403,                 0,                 0,                 0,      0.2991083425,     -0.1400357823,     -0.8058070776,                 0,        1.97464357,       1.046170171,      -2.466432361,      -2.840722448,      -2.482970948,      -2.442806997,      -4.158664183,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         86,          49,      -6.597160221,      -4.652420416,      -4.050489714,      -1.134923894,      -4.269156755,      0.9329898399,     -0.1696628421,     -0.3771098454,                 0,                 0,                 0,      0.4931283016,    -0.05199313446,      -0.410236553,                 0,       2.222701451,       1.426713899,      -2.250613404,      -2.708000744,      -2.381669927,      -2.234567971,      -4.254435789,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         87,          49,      -6.650102487,      -4.728086357,      -4.315220619,      -1.203960341,      -5.081687642,      0.9329898399,     -0.1998662672,     -0.7552874399,                 0,                 0,                 0,      0.2814120599,     0.02969161445,     -0.7807202122,                 0,       3.778964056,       1.235528363,      -2.307955998,       -2.78755132,      -2.634029996,       -2.30861692,      -5.066013852,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         88,          49,      -6.648563956,      -4.495880197,      -4.058076011,       -1.19285744,      -4.624734616,      0.9329898399,      -0.293973091,      -1.105813856,                 0,                 0,                 0,     0.03192389751,     0.04218081701,      -1.143444463,                 0,       3.761615908,       1.239872827,      -2.303258846,      -2.545414649,      -2.363662848,      -2.294416927,      -4.594357063,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         89,          49,      -6.805388061,      -4.862346733,      -4.191461213,      -1.343142113,      -4.604990779,      0.9329898399,       -0.25919113,      -1.084975346,                 0,                 0,                 0,    -0.01847968482,     0.06935038128,      -1.113347236,                 0,       4.186004924,       1.226381678,      -2.453083009,      -2.887832008,      -2.480150315,      -2.438041144,      -4.543178189,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         90,          49,      -6.898946664,      -4.855276079,      -4.246493917,      -1.439276942,      -4.967510886,      0.9329898399,     -0.1178531863,     -0.6384185863,                 0,                 0,                 0,    0.004168010135,     0.07395196788,     -0.6449796673,                 0,       5.417066832,       1.072341859,      -2.538724638,       -2.84566028,      -2.513030082,      -2.527051698,      -4.856189548,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         91,          49,      -6.902575269,      -4.884151624,      -4.386314052,       -1.45977654,        -5.2389452,      0.9329898399,     0.08011892373,    -0.08643977461,                 0,                 0,                 0,     0.06237033093,      0.1018906521,    -0.05923826125,                 0,      -1.078893357,       0.999011489,      -2.530882054,      -2.838779439,      -2.628634512,      -2.536642726,      -5.062057923,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         92,           8,      -7.649536416,      -5.106934339,      -5.154414121,      -2.185988811,      -4.254122642,      0.9329898399,      0.2512107858,      0.5072859232,                 0,                 0,                 0,     0.08642697219,     0.09191801904,      0.5585668666,                 0,       2.019363626,      0.8751418812,      -3.258098214,      -3.035911689,      -3.375510236,      -3.242708076,      -3.995487214,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         93,           8,      -7.759399606,      -5.093804932,      -5.181499327,      -2.267810423,      -4.203792691,      0.9329898399,      0.3912799423,       1.074001298,                 0,                 0,                 0,     0.08908643194,     0.06017527949,       1.141471732,                 0,       2.744841178,      0.8806093227,      -3.341387212,      -3.011190029,      -3.385872731,      -3.297053189,      -3.861321402,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         94,           8,      -7.750046747,      -5.082220798,      -5.161422314,       -2.25575612,      -4.160651613,      0.9329898399,      0.4696427657,       1.693984958,                 0,                 0,                 0,     0.08895301789,    -0.04615165957,       1.757276128,                 0,       3.606964872,      0.7665049028,      -3.307825521,      -3.000387438,      -3.352152372,       -3.26055436,      -3.777995821,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         95,           8,      -7.724629873,      -5.030752037,      -5.155051555,      -2.228452946,       -4.08734939,      0.9329898399,      0.5685835128,       2.694693235,                 0,                 0,                 0,      0.2021274912,     -0.2441129372,       2.743185687,                 0,       4.739309483,      0.5218357071,      -3.265578738,      -2.961976386,      -3.337401334,      -3.217389204,      -3.759176246,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         96,          12,      -7.642532105,      -5.124848049,      -5.148288863,       -2.15962203,      -4.461795488,      0.9329898399,      0.7370288575,        4.05711307,                 0,                 0,                 0,      0.4167923989,     -0.4813608627,       4.095322908,                 0,       5.504686863,        1.03350563,      -3.168102033,      -3.080575357,      -3.333225598,      -3.134570149,      -4.222912363,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         97,          49,      -6.889440063,      -4.949779413,      -4.264751316,      -1.389674394,      -4.994913621,      0.9329898399,       1.070589334,       5.557078225,                 0,                 0,                 0,      0.7189790337,      -0.600922762,       5.627270364,                 0,       5.190672136,       1.202652606,      -2.394259626,       -2.93808818,       -2.46442048,      -2.344534393,      -4.843413454,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         98,          49,      -6.764534693,      -4.907240169,      -4.340535036,      -1.275892358,      -5.471880722,      0.9329898399,       1.441447642,       6.841813709,                 0,                 0,                 0,       1.110976171,     -0.6218895016,       6.964297494,                 0,       4.746487842,       1.167016473,      -2.246006234,      -2.932666358,       -2.56120635,      -2.206938429,      -5.414649035,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         99,          49,      -6.786636188,       -4.76487857,      -4.122297246,      -1.279248412,      -4.911779123,      0.9329898399,       1.703434438,       7.624283352,                 0,                 0,                 0,       1.360994301,     -0.6001222664,       7.789174461,                 0,        4.47583023,       1.232983848,      -2.253821299,      -2.823426306,      -2.365321073,      -2.194268143,      -4.967797797,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        100,          49,      -6.625823493,      -4.714009512,      -4.162049506,      -1.142969424,      -4.971416323,      0.9329898399,       1.737500487,       7.480750979,                 0,                 0,                 0,       1.426811093,     -0.5255799368,       7.661873719,                 0,       4.305466982,       1.131523709,      -2.097555899,      -2.791579238,      -2.427850328,      -2.058890692,      -5.129282252,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        101,          49,      -6.734253504,      -4.764124649,      -4.110387924,      -1.238550074,      -4.899286761,      0.9329898399,        1.61825665,        6.77759777,                 0,                 0,                 0,        1.34736062,     -0.4340312828,       6.954581437,                 0,       4.188209434,       1.102025925,      -2.223319423,      -2.849166922,      -2.398090331,      -2.168127477,       -5.12614588,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        102,          49,      -6.667282269,       -4.72269738,      -4.163100059,      -1.200825892,      -5.368488584,      0.9329898399,        1.27468517,        5.09219961,                 0,                 0,                 0,       1.029783488,     -0.2698275909,       5.242376582,                 0,       3.994868484,      0.9800636472,      -2.169247144,      -2.813223164,      -2.468288681,      -2.142984954,      -5.605790983,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        103,          49,      -6.898125043,      -5.132042422,      -4.591106629,      -1.434592303,      -5.477608083,      0.9329898399,      0.8914319436,       3.416514538,                 0,                 0,                 0,      0.7190120787,     -0.1464115724,       3.527858578,                 0,        3.83261399,      0.8806352048,      -2.403235706,      -3.221368856,      -2.909217438,      -2.381774311,       -5.68689345,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        104,          12,      -7.582395918,      -5.395565734,      -5.086566544,      -2.128727376,      -4.725383914,      0.9329898399,       0.480378385,       1.540899495,                 0,                 0,                 0,      0.2389450451,    0.008872722028,       1.614018563,                 0,       3.207678662,      0.7962403928,      -3.092948479,      -3.473438729,      -3.412240523,      -3.082239813,      -4.895694053,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        105,           8,      -7.730340383,      -5.066884688,      -5.136910267,      -2.263844253,      -4.343849458,      0.9329898399,      0.1055942366,     -0.1346666253,                 0,                 0,                 0,     -0.1297900096,      0.1403529814,    -0.09790956727,                 0,      -1.275321738,      0.7194840643,       -3.25852268,      -3.126229558,      -3.466251872,      -3.234851407,      -4.473434683,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        106,           8,      -7.764528975,      -5.111695355,      -5.173505772,      -2.288845179,      -2.427079807,      0.9329898399,     -0.1809382224,      -1.405727147,                 0,                 0,                 0,     -0.3970043183,      0.2379627596,      -1.397204772,                 0,       7.769100015,      0.6475229288,      -3.320162396,      -3.151704644,       -3.50510855,      -3.288220392,       -2.51438244,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        107,           8,      -7.770253551,      -5.143370597,      -5.177670192,       -2.28218178,      -2.107984716,      0.9329898399,     -0.4197353895,      -2.274857298,                 0,                 0,                 0,     -0.5474763133,      0.2637089569,      -2.298175604,                 0,       5.419741472,      0.5851686694,      -3.352661211,      -3.166654788,      -3.510348188,      -3.309973076,      -2.156963563,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        108,           8,      -7.684090433,      -5.110714126,      -5.138875967,       -2.20211955,       -1.65916268,      0.9329898399,     -0.6249850531,      -2.692291878,                 0,                 0,                 0,     -0.5240366218,      0.1894737873,      -2.757379473,                 0,       4.307770025,      0.6321343871,      -3.287442696,      -3.123812043,      -3.469403052,      -3.252469597,      -1.681901902,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        109,          49,       -6.93762398,      -4.903131147,      -4.295544976,      -1.482661294,      -1.489520745,      0.9329898399,      -0.746138667,      -2.560917033,                 0,                 0,                 0,     -0.2926885887,     0.03520372271,      -2.667166972,                 0,       3.432226671,       1.022096948,      -2.557030402,      -2.917469857,      -2.618817411,      -2.549717483,      -1.504101505,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        110,          49,      -6.760103636,      -4.880276587,      -4.392855449,      -1.301703943,      -1.372788335,      0.9329898399,     -0.7730817723,      -2.434898762,                 0,                 0,                 0,     -0.1160000557,    -0.02740627368,      -2.554532502,                 0,       3.149600533,       1.504425284,        -2.3923658,      -2.903282963,      -2.705841456,      -2.381272518,      -1.394752231,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        111,          49,      -6.685117978,      -4.612670639,      -4.131661196,      -1.220900789,      -1.276273817,      0.9329898399,      -0.688026588,      -2.309945693,                 0,                 0,                 0,    -0.04238227115,     0.01739966189,      -2.410171559,                 0,        3.35734946,       1.477868585,      -2.326776134,      -2.641763585,      -2.434169496,      -2.309275524,      -1.310538194,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        112,          49,      -6.645559544,      -4.703739799,      -4.226427752,      -1.186221343,      -1.175137191,      0.9329898399,     -0.7007580837,      -2.743224811,                 0,                 0,                 0,     -0.2903075695,       0.131903026,      -2.828240768,                 0,       3.914653108,       1.476304006,      -2.292384165,      -2.731091774,      -2.518127243,      -2.279741611,      -1.210546449,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        113,          49,      -6.724531485,      -4.773468032,      -4.175364736,      -1.262885579,      -1.107793828,      0.9329898399,     -0.6741317895,      -2.973471449,                 0,                 0,                 0,     -0.4272588033,      0.2246834802,      -3.040641949,                 0,       4.410816246,       1.454127218,      -2.371380455,      -2.791677771,      -2.452913324,      -2.357141035,      -1.127698491,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        114,          49,      -6.785150755,       -4.76880546,       -4.16954152,      -1.337507318,      -1.088447139,      0.9329898399,     -0.4924145303,      -2.587493676,                 0,                 0,                 0,     -0.3802031008,      0.2856115798,      -2.618400584,                 0,       5.254706181,       1.199138569,       -2.42585318,      -2.771371181,      -2.425805751,      -2.426906876,      -1.075313628,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        115,          49,      -6.762719896,      -4.808132146,      -4.285412135,      -1.308973823,      -1.115420962,      0.9329898399,      -0.276178942,       -1.89909534,                 0,                 0,                 0,      -0.256634797,      0.2911305063,      -1.896860814,                 0,       6.876322018,        1.00860563,       -2.39129093,      -2.789659029,      -2.514222276,      -2.387739641,      -1.057725664,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        116,          49,      -6.926557859,      -5.069937438,      -4.529372514,      -1.489203073,      -1.183450173,      0.9329898399,    -0.03946265961,     -0.9678298171,                 0,                 0,                 0,     -0.1094500077,      0.2452277244,     -0.9370780221,                 0,       24.52520501,      0.8029036534,      -2.537380299,      -3.028628738,      -2.730276907,      -2.551009304,       -1.06637503,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        117,           8,      -7.611500184,      -5.058475718,      -5.109835787,      -2.150295912,      -1.285985512,      0.9329898399,       0.168425335,     0.03293323225,                 0,                 0,                 0,    0.001503429954,      0.1514372036,     0.08073700893,                 0,      0.1955360947,      0.6460355182,      -3.200060957,      -2.997303796,      -3.287211067,      -3.189954506,      -1.088846242,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        118,           8,      -7.787663367,      -5.070099852,      -5.171851744,      -2.304399746,      -1.398423028,      0.9329898399,      0.3159516538,      0.8462400743,                 0,                 0,                 0,     0.07171535286,     0.05472941601,      0.9016387313,                 0,       2.678384697,      0.5975497352,      -3.353986047,      -2.994784001,      -3.329110534,       -3.32213011,      -1.105562409,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        119,           8,      -7.776594531,      -5.071400349,      -5.168561858,      -2.289161745,      -1.455151845,      0.9329898399,      0.3844036518,       1.587798373,                 0,                 0,                 0,      0.1076386188,    -0.09662027673,       1.630807887,                 0,        4.13054966,      0.3831213152,       -3.32635849,      -2.991571835,      -3.307755504,      -3.291547178,      -1.106201631,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        120,           8,      -7.723832789,      -5.037711208,       -5.12860617,      -2.237632497,      -1.354904223,      0.9329898399,      0.4123168408,       2.605580674,                 0,                 0,                 0,      0.2351645458,     -0.3674975077,       2.612278969,                 0,       6.319365149,      0.3146413472,      -3.260767048,      -2.968250303,      -3.256439022,      -3.228766639,      -1.056530994,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        121,          10,      -7.555591992,       -5.09563802,      -4.979250514,      -2.069828787,      -1.013765715,      0.9329898399,      0.3965029166,       3.858021105,                 0,                 0,                 0,      0.3891430568,     -0.7487985825,       3.805370165,                 0,       9.730120369,      0.4080428616,      -3.076180425,      -3.051536683,      -3.110101961,      -3.045749094,     -0.8147617134,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        122,          49,      -6.833537896,       -4.92079497,      -4.368410744,      -1.345294204,     -0.5840907923,      0.9329898399,      0.3830861884,       4.883594206,                 0,                 0,                 0,      0.5345429746,      -1.061477619,       4.782207927,                 0,       12.74802996,       1.120716482,      -2.332960684,      -2.910256171,      -2.517985376,      -2.300831773,     -0.4907791101,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        123,          49,      -6.796019725,       -4.70258303,       -4.15693778,      -1.311709473,     -0.2659186143,      0.9329898399,      0.5952622521,       6.025968366,                 0,                 0,                 0,      0.7261540111,      -1.192570521,       5.936700047,                 0,       10.12321602,        1.15183881,      -2.277671556,      -2.726922302,      -2.334668338,      -2.250543131,     -0.2793647208,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        124,          49,      -6.751901201,      -4.612116058,      -4.069660199,      -1.242513834,    -0.08218491761,      0.9329898399,       0.919607289,       7.219160991,                 0,                 0,                 0,       1.132050531,      -1.231253582,       7.172585141,                 0,       7.850265083,       1.183639988,      -2.229436574,      -2.667697201,      -2.281009926,      -2.178571596,     -0.1996296242,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        125,          49,      -6.614360859,      -4.562727978,        -4.0034481,      -1.137727827,   -0.008245359521,      0.9329898399,       1.069668607,        7.29827471,                 0,                 0,                 0,       1.258239534,      -1.110879842,        7.29211565,                 0,       6.822930636,        1.16518714,      -2.102126452,      -2.641838891,      -2.251701718,      -2.083773648,     -0.1980941608,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
