"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        195,           9,      -7.857298902,      -5.109775013,      -5.300577063,      -2.354079283,       -1.21600465,      0.9329898399,      0.9175252581,       3.034596079,                 0,                 0,                 0,      0.2945130781,   -0.009796260731,       3.170257087,                 0,       3.307370617,      0.8105582709,      -3.367382645,       -3.19553297,       -3.62003532,      -3.313886398,     -0.7940606006,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        196,          12,       -7.67030397,      -5.078471874,      -5.120756121,      -2.177349778,     -0.9355336797,      0.9329898399,       1.366923369,       4.554838683,                 0,                 0,                 0,       0.599421009,    -0.02451063147,       4.755463611,                 0,       3.332182905,       1.093400609,      -3.164301054,      -3.208820859,      -3.458872765,      -3.122912235,      -0.579895562,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        197,          49,      -6.881800904,      -5.070263069,      -4.530104708,       -1.39705783,     -0.5177433824,      0.9329898399,       2.000686957,       6.092092783,                 0,                 0,                 0,       1.018291157,      0.1321109001,       6.410841559,                 0,       3.045000499,       1.213905251,      -2.359465199,      -3.245259434,       -2.88842764,      -2.327830672,     -0.2250447543,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        198,          49,       -6.66919611,      -4.778045079,      -4.192339934,      -1.185270226,     -0.2066755886,      0.9329898399,       2.525267719,       7.111386578,                 0,                 0,                 0,       1.288485871,      0.3357573133,       7.538969634,                 0,       2.816092141,       1.261760885,      -2.134041397,       -2.99521571,      -2.571011892,      -2.103185633,    -0.06052113677,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        199,          49,        -6.6445357,      -4.717240066,      -4.224007282,      -1.155405756,    -0.06665390991,      0.9329898399,       2.895137886,       7.812609298,                 0,                 0,                 0,       1.580699479,      0.4844482307,       8.317691828,                 0,       2.698527533,       1.211189694,      -2.106998265,      -2.964925118,      -2.620852048,      -2.066861737,     -0.1221200381,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        200,          49,      -6.776948046,      -4.762349402,      -4.125749475,      -1.274645607,    -0.06871180944,      0.9329898399,       2.844689584,        7.45221021,                 0,                 0,                 0,       1.614911238,      0.5415747756,       7.958290809,                 0,       2.619691882,       1.202118306,      -2.250912047,      -3.025558889,      -2.535133646,       -2.18958117,     -0.2491154515,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        201,          49,      -6.727858417,      -4.790561654,      -4.176270299,        -1.2474581,      -0.187556567,      0.9329898399,        2.61362698,        6.61160558,                 0,                 0,                 0,       1.476142693,      0.5663775164,       7.086860436,                 0,        2.52966687,       1.155582989,      -2.213357352,      -3.060644679,      -2.589128248,      -2.168158495,      -0.379720287,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        202,          49,      -6.729729351,      -4.886507147,      -4.382407925,      -1.253238986,     -0.3941225114,      0.9329898399,       2.167317141,       5.309341972,                 0,                 0,                 0,       1.227034722,      0.5203143266,       5.711011186,                 0,        2.44973007,       1.093549503,      -2.213527999,      -3.157134074,      -2.791273625,      -2.172023108,      -0.527301874,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        203,          49,      -6.824436489,      -4.868614408,       -4.13033373,      -1.368294806,     -0.6546103297,      0.9329898399,       1.529577488,       3.600595013,                 0,                 0,                 0,      0.7810988773,      0.4100301245,       3.890471313,                 0,       2.353980129,       1.001018049,      -2.305755537,       -3.12852323,      -2.533142512,      -2.289277014,     -0.7293961631,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        204,          13,      -7.566594778,      -5.457956995,      -5.203046153,      -2.104353303,     -0.9032702927,      0.9329898399,      0.9054920096,       2.022326399,                 0,                 0,                 0,      0.3780918182,      0.2746552984,       2.198700596,                 0,       2.233400602,      0.8275230434,      -3.059049281,       -3.69047143,       -3.60082593,      -3.040632379,     -0.9445989338,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        205,           8,      -7.723760875,      -5.078980872,       -5.12603862,      -2.251992189,      -1.097770755,      0.9329898399,      0.2756537496,      0.4742816088,                 0,                 0,                 0,   -0.008338251694,      0.1249424693,      0.5341511149,                 0,       1.720570134,      0.7295634679,      -3.237679964,      -3.268519146,      -3.517613491,      -3.210123496,      -1.087634423,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        206,           8,      -7.799052507,      -5.111961422,      -5.189970997,      -2.325283834,      -1.258210114,      0.9329898399,     -0.1947890707,     -0.6515197988,                 0,                 0,                 0,     -0.2719267009,    0.004208239507,     -0.6800022949,                 0,       3.344745146,        0.61867503,      -3.339388103,      -3.251326805,      -3.573657342,      -3.308328731,       -1.17365575,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        207,           8,        -7.7951816,      -5.134231654,       -5.21035024,       -2.30960389,      -1.398421266,      0.9329898399,     -0.5407621475,      -1.419909942,                 0,                 0,                 0,     -0.4445073354,     -0.1019919231,      -1.515970182,                 0,       2.625756904,       0.571984088,      -3.362379701,       -3.22602886,      -3.583815117,      -3.319656183,      -1.240785163,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        208,           8,       -7.70635586,      -5.121469481,      -5.180144968,      -2.221594718,      -1.480607021,      0.9329898399,     -0.7318071384,       -1.74025663,                 0,                 0,                 0,     -0.4506031627,     -0.1910288493,      -1.878175392,                 0,       2.378026311,      0.5450126588,       -3.29314767,      -3.181640935,      -3.544126952,      -3.253528437,      -1.277377818,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        209,          49,      -7.065860268,      -4.959733907,      -4.455973573,      -1.606807245,      -1.483017976,      0.9329898399,     -0.5777007954,      -1.200275868,                 0,                 0,                 0,     -0.1256279117,     -0.2015313164,      -1.316732888,                 0,       2.077677369,      0.6035375598,      -2.664804667,      -3.005782325,       -2.81566055,      -2.653412144,      -1.264716069,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        210,          49,      -6.851162883,      -4.825608063,      -4.337932465,      -1.388875906,      -1.439727811,      0.9329898399,     -0.4575632325,     -0.8364204964,                 0,                 0,                 0,      0.1944786848,      -0.193024209,      -0.933651441,                 0,        1.82798887,      0.5961785436,      -2.462311506,      -2.860314575,       -2.69392677,      -2.448793283,      -1.228385448,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        211,          49,      -6.737835078,      -4.689978963,      -4.181503493,       -1.28420894,      -1.364354571,      0.9329898399,     -0.2383274761,     -0.4056056654,                 0,                 0,                 0,      0.4093265397,      -0.109326079,     -0.4575628374,                 0,       1.701883778,      0.9023980391,      -2.362874513,      -2.716158509,      -2.530319812,      -2.357372987,      -1.163874863,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        212,          49,      -6.698958896,      -4.734114923,      -4.244389082,      -1.241641517,      -1.309536451,      0.9329898399,     -0.2800472083,     -0.6191128309,                 0,                 0,                 0,      0.2794480028,    -0.08679940343,     -0.6739384244,                 0,       2.210744519,      0.8903074119,      -2.334844979,      -2.755646215,      -2.583340301,      -2.324304685,      -1.106416588,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        213,          49,      -6.748224522,      -4.684520207,      -4.178146296,      -1.283421695,      -1.250214586,      0.9329898399,     -0.3083562513,     -0.7616810184,                 0,                 0,                 0,      0.1282702351,    -0.07218857184,     -0.8185538233,                 0,       2.470133215,       1.054177734,      -2.387899844,      -2.698389441,      -2.506122617,      -2.368760201,      -1.026339828,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        214,          49,      -6.756674655,      -4.741848353,      -4.243981463,      -1.308525928,      -1.206525666,      0.9329898399,      -0.373035341,     -0.9379077702,                 0,                 0,                 0,      0.0199604337,    -0.08251777711,       -1.00599064,                 0,       2.514259822,       1.089146652,      -2.391271663,      -2.739040165,      -2.560211592,      -2.388584724,      -0.946812887,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        215,          49,      -6.873536416,      -4.979082556,      -4.492847516,      -1.429760808,      -1.193342137,      0.9329898399,     -0.1511582316,     -0.4336476773,                 0,                 0,                 0,     0.01752606547,    -0.01776702511,      -0.458893726,                 0,       2.868832698,        1.14316315,      -2.498068995,      -2.950164764,      -2.796800116,      -2.500942503,     -0.8877023542,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        216,          49,      -6.934821426,      -4.750019159,      -4.203456477,      -1.487801501,      -1.213967206,      0.9329898399,      0.1190552211,     0.07475234192,                 0,                 0,                 0,     0.09148966103,     0.09199760457,      0.1062943981,                 0,      0.6278795772,       1.124125829,      -2.548909937,      -2.694257869,      -2.497341425,      -2.550292273,     -0.8618136827,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        217,           8,      -7.651570277,       -5.09004952,      -5.155927204,      -2.181269075,      -1.258547582,      0.9329898399,      0.4021911227,      0.6870969483,                 0,                 0,                 0,      0.1253711216,      0.1837295773,      0.7746633836,                 0,       1.708384172,       1.085772646,      -3.253141118,      -3.024903032,      -3.445247796,      -3.232144524,     -0.8742419794,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        218,           8,      -7.732605523,      -5.073281524,      -5.156364802,      -2.236055638,      -1.286760202,      0.9329898399,      0.6421217839,       1.321095996,                 0,                 0,                 0,      0.1419812324,      0.2278130274,       1.451108625,                 0,       2.057391649,       1.147096665,      -3.315450764,      -3.026113542,       -3.44778234,      -3.268045049,     -0.9010874989,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        219,           8,      -7.736074522,      -5.056259758,      -5.147884278,      -2.235324829,      -1.242831326,      0.9329898399,      0.8563165834,       2.102922864,                 0,                 0,                 0,      0.1956480201,      0.2040644788,       2.261397875,                 0,       2.455777342,       1.219255778,      -3.295864362,      -3.047237204,      -3.446138324,      -3.243881736,     -0.8957236775,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        220,           9,      -7.812420701,      -5.066319907,      -5.274618163,      -2.304834872,      -1.079534708,      0.9329898399,       1.181659618,       3.263572064,                 0,                 0,                 0,      0.3728980663,      0.1758505851,       3.466453323,                 0,        2.76185461,       1.124892173,      -3.351439009,      -3.104744597,      -3.582999312,      -3.292726066,     -0.8003148187,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        221,          11,      -7.614046951,       -5.03167774,      -5.133508558,      -2.117075539,     -0.8173994908,      0.9329898399,       1.776931719,       4.807250463,                 0,                 0,                 0,      0.7225467751,      0.2937842407,       5.116721037,                 0,       2.705365891,       1.159460292,      -3.137811924,      -3.120072728,       -3.45544753,      -3.089657241,     -0.6235129026,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        222,          49,      -6.859586024,      -4.989908078,      -4.310369786,      -1.361493227,      -0.498564908,      0.9329898399,       2.495849585,         6.2768456,                 0,                 0,                 0,       1.146785554,      0.5516207797,       6.732293098,                 0,       2.514913414,       1.272244994,      -2.371219883,      -3.124810097,      -2.649889146,      -2.319992555,     -0.4320705804,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        223,          49,      -6.676140918,      -4.654275729,      -4.062882227,      -1.198084593,     -0.2862650249,      0.9329898399,       3.053057989,       7.298393446,                 0,                 0,                 0,       1.415665427,      0.7858101418,       7.872116132,                 0,       2.390519103,       1.347171851,      -2.179286969,      -2.824812807,      -2.423369202,      -2.142355395,     -0.3729794923,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        224,          49,      -6.674013198,      -4.699721264,      -4.068090377,      -1.172464422,     -0.2445300203,      0.9329898399,       3.264985395,       7.687489118,                 0,                 0,                 0,       1.694088724,      0.8747167633,       8.306171751,                 0,        2.35452481,       1.261139116,      -2.177097056,      -2.894590794,      -2.450183689,      -2.108787789,     -0.4523741518,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        225,          49,      -6.663079716,      -4.620350842,      -4.086107284,        -1.1676617,     -0.2820329993,      0.9329898399,       3.201205504,       7.386691234,                 0,                 0,                 0,        1.67888118,      0.9016685404,       7.999869868,                 0,       2.307471739,       1.212141808,      -2.174373783,      -2.831144209,      -2.484287862,      -2.106696851,     -0.5301664865,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        226,          49,      -6.727175109,      -4.665682805,      -4.091119228,      -1.244906111,     -0.4131984416,      0.9329898399,       2.823329205,       6.390980386,                 0,                 0,                 0,       1.483433541,      0.8314213162,       6.937186511,                 0,       2.263632726,        1.20014588,      -2.245299291,      -2.886917924,       -2.49525427,      -2.188628782,     -0.6351702327,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        227,          49,       -6.67126893,      -4.695375788,       -4.08610171,      -1.199428786,     -0.6005216822,      0.9329898399,       2.273278606,       5.047817487,                 0,                 0,                 0,       1.173947086,      0.6981081384,       5.491894212,                 0,       2.220501031,       1.139152991,      -2.189500977,      -2.916128346,       -2.48736714,       -2.14531216,     -0.7835148916,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        228,          49,      -6.914159335,      -5.092587577,      -4.548697148,      -1.448401229,     -0.8010730509,      0.9329898399,        1.61769631,       3.527943722,                 0,                 0,                 0,       0.788541718,      0.5155397544,       3.846757988,                 0,       2.180844267,      0.9731634845,       -2.43897556,      -3.292838051,      -2.942243533,      -2.404325636,     -0.9670823482,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        229,          15,      -7.605902283,       -5.53997062,       -5.19259561,      -2.151502516,     -0.9819690229,      0.9329898399,      0.9048244675,       1.890966799,                 0,                 0,                 0,       0.343919094,      0.3124227549,       2.072885616,                 0,       2.089871425,      0.8382103633,      -3.146051835,      -3.700392202,      -3.579150312,      -3.125169703,      -1.125880541,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        230,           8,      -7.756379713,      -5.093289204,      -5.145523594,      -2.285501489,      -1.140855348,      0.9329898399,      0.2733107681,      0.4454005577,                 0,                 0,                 0,    -0.01671820509,       0.131145867,      0.5058470069,                 0,       1.629648772,      0.7292937741,      -3.315215928,      -3.205596128,      -3.529948062,      -3.281122021,      -1.225305421,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        231,           8,      -7.802392805,      -5.098336073,      -5.183321051,      -2.327154316,      -1.286951192,      0.9329898399,     -0.1884278788,      -0.600278466,                 0,                 0,                 0,      -0.257603798,   -0.004690038198,     -0.6291401321,                 0,       3.185720022,      0.6153789996,      -3.384232392,      -3.172715062,      -3.568848878,      -3.348817537,      -1.296598431,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        232,           8,      -7.781098895,      -5.114926225,      -5.201962709,      -2.293793952,      -1.416615626,      0.9329898399,     -0.4963825992,      -1.254233199,                 0,                 0,                 0,     -0.3925252186,     -0.1079907418,        -1.3445574,                 0,       2.526746911,      0.5721668328,      -3.388357253,      -3.167884169,       -3.58720136,      -3.342208203,      -1.367828069,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        233,           8,      -7.687328951,      -5.089448254,      -5.154212198,      -2.201555056,      -1.505783688,      0.9329898399,     -0.6146675611,      -1.435349114,                 0,                 0,                 0,     -0.3484352084,     -0.1681540446,      -1.552342587,                 0,       2.335163274,      0.5401510624,      -3.318713763,      -3.138199261,      -3.535662909,      -3.275635139,      -1.431819437,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        234,          49,      -6.976579981,      -5.218378095,      -4.549160093,      -1.519060415,      -1.525500032,      0.9329898399,     -0.4182584115,     -0.8747868744,                 0,                 0,                 0,    -0.01236952505,     -0.1442195785,     -0.9588497732,                 0,       2.091498581,       0.605131036,      -2.623882067,      -3.274974043,      -2.927183134,      -2.610707741,      -1.454888244,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        235,          49,      -6.733685459,      -4.619885124,      -4.141053259,      -1.308509406,      -1.469467202,      0.9329898399,      -0.134406659,     -0.2670395113,                 0,                 0,                 0,      0.3826443234,     -0.0504589301,     -0.2946678587,                 0,       1.986802687,       0.562225864,      -2.390907893,      -2.682193293,      -2.515913136,      -2.411573691,      -1.409827044,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        236,          49,      -6.787181548,      -4.685384896,      -4.152865233,      -1.322415865,      -1.387509653,      0.9329898399,    -0.02851066337,    -0.09932311373,                 0,                 0,                 0,      0.4646462521,    0.001774385109,     -0.1033188773,                 0,        3.48371809,      0.6417901175,      -2.454860774,      -2.746378924,      -2.520196124,      -2.437028925,       -1.33116764,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        237,          49,      -6.662604821,      -4.731138967,      -4.354164743,      -1.219220973,      -1.294985786,      0.9329898399,    -0.02597474836,       -0.20724856,                 0,                 0,                 0,      0.3395558253,     0.03575383939,      -0.205787065,                 0,       7.978847652,      0.7542691395,      -2.338350454,      -2.789300289,      -2.710055278,      -2.342031694,      -1.224987641,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        238,          49,      -6.660387681,      -4.584861695,      -4.148589513,      -1.209282266,      -1.213170368,      0.9329898399,     -0.1113438183,      -0.396268416,                 0,                 0,                 0,      0.1991221282,    0.009379049274,     -0.4115071528,                 0,       3.558961978,      0.9353929131,      -2.336043017,      -2.636547868,      -2.491134967,      -2.330975036,      -1.115356982,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        239,          49,      -6.827731657,      -4.811703056,      -4.330616763,      -1.376722353,       -1.15980312,      0.9329898399,     -0.1030192203,     -0.4004436316,                 0,                 0,                 0,      0.1289012246,     0.01856061692,     -0.4130660544,                 0,       3.887076903,      0.9780171329,      -2.495617197,      -2.848613626,       -2.65795348,      -2.489302811,      -1.022944007,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        240,          49,      -6.911951668,       -4.85646155,      -4.354569882,      -1.463087036,      -1.143984201,      0.9329898399,    0.007531885795,     -0.1686445975,                 0,                 0,                 0,      0.1109945331,     0.05650968667,     -0.1590735204,                 0,       -22.3907534,       1.075838588,      -2.569941933,      -2.868130729,      -2.665105462,      -2.565436764,     -0.9583239554,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        241,          49,      -6.933443185,      -4.898549723,      -4.402894554,      -1.515596569,      -1.166026235,      0.9329898399,      0.2380887603,      0.3083169263,                 0,                 0,                 0,      0.1712024557,      0.1375422685,      0.3644553597,                 0,       1.294966322,        1.09608268,       -2.58199287,      -2.878609619,      -2.697012845,      -2.609065227,     -0.9270020572,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        242,           8,      -7.645291715,      -5.115042864,      -5.161870517,      -2.178318443,      -1.220270325,      0.9329898399,      0.5017361792,      0.9797268019,                 0,                 0,                 0,      0.1980383898,      0.1933682991,       1.083610862,                 0,       1.952673223,       1.046982203,      -3.279883651,      -3.067353681,      -3.443805594,      -3.258262063,     -0.9317408358,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        243,           8,      -7.748237343,      -5.101995223,      -5.169138515,      -2.253288003,      -1.288591633,      0.9329898399,      0.6993306044,       1.611219347,                 0,                 0,                 0,      0.2224865105,      0.1976982357,       1.745281206,                 0,        2.30394514,       1.123224923,      -3.359886022,      -3.040783339,      -3.445756513,      -3.310119236,      -0.968394615,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        244,           8,      -7.741040736,      -5.065626636,      -5.151233438,      -2.242328493,      -1.310115115,      0.9329898399,      0.8621838646,       2.393418853,                 0,                 0,                 0,      0.2733439751,      0.1247425802,       2.540915998,                 0,       2.775995876,       1.205254281,      -3.325262885,      -3.007756631,       -3.42835089,      -3.271642813,     -0.9976869581,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        245,           8,      -7.652467864,      -4.953094642,      -5.097628689,      -2.151445479,      -1.208300766,      0.9329898399,       1.104626367,       3.509815178,                 0,                 0,                 0,      0.4171180678,     0.03018880144,       3.679414442,                 0,       3.177377693,       1.247281174,      -3.214085476,      -2.913481672,      -3.378852932,      -3.159111902,     -0.9402514652,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        246,          11,      -7.613484579,      -5.053195875,      -5.041653804,      -2.127581562,     -0.9415120534,      0.9329898399,       1.568316683,       4.913173772,                 0,                 0,                 0,      0.7081947379,     0.06331571115,       5.157022868,                 0,       3.132768928,       1.168390661,      -3.159922576,      -3.044565745,       -3.32979001,      -3.121368409,     -0.7383601218,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        247,          49,      -6.698633547,        -4.7547525,      -4.180759222,      -1.230724278,     -0.5597757389,      0.9329898399,       2.098789379,       6.061999621,                 0,                 0,                 0,      0.9972815443,      0.2347251019,       6.410745696,                 0,       2.888331569,       1.324750011,      -2.231295482,      -2.786434752,      -2.478452099,      -2.210495137,      -0.431472836,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        248,          49,      -6.643845945,      -4.553987884,       -4.00475422,      -1.164654971,     -0.2439982075,      0.9329898399,        2.59445117,       7.179525085,                 0,                 0,                 0,        1.39737159,      0.3819960044,       7.624358096,                 0,       2.767261596,       1.373716201,        -2.1600584,      -2.628271448,      -2.315791341,      -2.124938122,     -0.2288394854,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        249,          49,      -6.630588397,       -4.74608156,      -4.242316564,      -1.142954298,      -0.111872555,      0.9329898399,       2.798411218,       7.609358859,                 0,                 0,                 0,       1.601729127,      0.4513727356,       8.095042325,                 0,       2.719171082,       1.191222542,      -2.134090238,      -2.852402988,      -2.570610578,      -2.083887805,     -0.2397098986,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        250,          49,      -6.622494861,      -4.668129694,      -4.203678786,      -1.126831967,     -0.1046256498,      0.9329898399,       2.715385683,       7.280319483,                 0,                 0,                 0,       1.611505534,       0.468176825,       7.756106087,                 0,       2.681136432,       1.153226487,      -2.126826031,      -2.794883555,      -2.549918161,      -2.061899183,      -0.342023117,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        251,          49,      -6.752222371,      -4.808046663,       -4.21110881,      -1.264960312,     -0.1848711164,      0.9329898399,       2.440715231,       6.477167387,                 0,                 0,                 0,       1.445369625,      0.4403271131,        6.90774205,                 0,       2.653798896,       1.166765813,      -2.266883552,      -2.951221214,      -2.570979862,      -2.208073265,     -0.4359120855,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        252,          49,      -6.759158275,      -4.782157802,      -4.155489026,      -1.271958301,     -0.3491370456,      0.9329898399,        1.90281679,       4.944629642,                 0,                 0,                 0,       1.093263008,      0.3740029478,       5.284902632,                 0,       2.598584199,       1.108807348,      -2.278926096,      -2.934408371,      -2.522262112,      -2.221620331,     -0.5537383535,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        253,          49,      -6.796769082,      -4.887718212,      -4.146269523,      -1.350492007,     -0.5689568327,      0.9329898399,       1.284211049,       3.289451741,                 0,                 0,                 0,      0.7012170894,      0.2663545212,       3.521185318,                 0,       2.561457279,      0.9603858176,      -2.321194728,      -3.032259763,      -2.515369783,      -2.309084059,     -0.7235068127,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        254,          12,      -7.556440579,      -5.341562177,      -4.947010467,      -2.098095439,     -0.8088679541,      0.9329898399,      0.7045121681,       1.687593067,                 0,                 0,                 0,      0.2636994706,      0.1803238751,         1.8198327,                 0,       2.395406557,      0.8429638351,      -3.095177351,      -3.455777554,      -3.316653457,      -3.073850463,     -0.9325833834,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        255,           8,      -7.718217578,      -5.074528267,      -5.127703809,      -2.246779892,      -1.031169275,      0.9329898399,      0.1712890226,      0.2281945432,                 0,                 0,                 0,    -0.06392392136,     0.09708687936,      0.2683035905,                 0,       1.332219308,      0.7531122379,       -3.27615745,       -3.14488139,      -3.498205223,      -3.243388472,      -1.111819449,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
