"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        106,          12,      -9.337613232,      -6.738641434,      -6.847959893,      -3.850143142,      -6.230366547,      0.9329898399,      0.1954803688,      0.5273725862,                 0,                 0,                 0,     0.01828667108,     0.03274998436,       0.561481841,                 0,       2.697828889,      0.7720152279,      -3.312841952,      -3.641416906,       -3.73023208,      -3.267832451,      -4.956779126,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        107,          17,      -9.164896425,      -6.674939992,      -6.735605184,      -3.682331198,      -6.319156549,      0.9329898399,      0.1932224118,      0.5264750887,                 0,                 0,                 0,     0.01846425584,     0.03085309214,      0.5599633972,                 0,       2.724710265,      0.7640809995,      -3.112642105,      -3.564867793,      -3.605233457,      -3.081030768,      -5.040604296,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        108,          12,      -9.264077432,      -6.731233461,       -6.74820155,      -3.775397839,      -6.219356769,      0.9329898399,      0.1900890114,      0.5208302474,                 0,                 0,                 0,     0.01666789505,     0.02950699832,       0.553649091,                 0,       2.739928225,      0.7591105837,      -3.220283437,      -3.615095454,      -3.614159625,       -3.22188792,      -4.935448666,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        109,          12,      -9.369231292,      -6.756257719,      -6.891501542,      -3.881298165,        -6.2972371,      0.9329898399,      0.1862826641,      0.5111164557,                 0,                 0,                 0,     0.01361270844,     0.02870700815,      0.5432468775,                 0,       2.743768231,      0.7511391582,       -3.29662275,      -3.634574601,      -3.739094636,      -3.307571383,      -5.003707293,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        110,          12,      -9.392857471,      -6.735523716,      -6.889069819,      -3.901380644,       -6.28171824,      0.9329898399,       0.182627015,      0.5004971578,                 0,                 0,                 0,     0.01076171027,     0.02831587579,      0.5320227841,                 0,       2.740542837,      0.7422016434,      -3.291656102,      -3.588867066,      -3.715992368,      -3.253406326,      -4.974734636,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        111,          12,      -9.439162311,      -6.784480862,      -6.918773922,      -3.947596059,      -6.343678185,      0.9329898399,      0.1798147777,      0.4927796589,                 0,                 0,                 0,    0.009443127076,     0.02788289821,      0.5238202846,                 0,       2.740484765,      0.7342280032,      -3.362837203,      -3.629227894,      -3.735221293,      -3.366950759,      -5.023332256,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        112,          12,      -9.420838185,      -6.811704221,      -6.925484802,      -3.930997939,      -6.361529095,      0.9329898399,      0.1780928223,      0.4896649524,                 0,                 0,                 0,    0.009845899747,     0.02714683607,      0.5203382249,                 0,       2.749492911,      0.7272881816,      -3.275046154,      -3.649494126,      -3.734203059,       -3.27503063,      -5.030035682,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        113,          13,       -9.33140821,      -6.833915291,       -6.89084314,      -3.836129086,      -6.366384504,      0.9329898399,      0.1771534045,      0.4904484283,                 0,                 0,                 0,     0.01133261883,     0.02601940021,      0.5208128074,                 0,       2.768495642,      0.7243121681,      -3.241380152,      -3.664577966,      -3.683928209,      -3.250991065,      -5.026542409,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        114,          12,      -9.413108412,      -6.832102685,      -6.800791542,      -3.821534084,      -6.244824026,      0.9329898399,      0.1763892269,      0.4925146008,                 0,                 0,                 0,     0.01274303257,     0.02468452313,      0.5225652741,                 0,        2.79220341,      0.7203700029,      -3.226465106,      -3.643088503,      -3.581304075,       -3.08550728,      -4.895273921,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        115,          12,      -9.481703112,      -6.862715438,      -6.982010625,      -3.991914886,      -6.390593423,      0.9329898399,       0.175326132,      0.4932907484,                 0,                 0,                 0,     0.01323545096,      0.0234409568,      0.5229966888,                 0,       2.813560893,      0.7163917587,      -3.287582122,      -3.660672311,      -3.737296602,      -3.299466878,      -5.029154643,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        116,          13,      -9.495766012,      -6.940081741,      -7.003675592,      -4.008508699,      -6.458606208,      0.9329898399,      0.1737481844,      0.4915578748,                 0,                 0,                 0,     0.01265418503,     0.02243860125,      0.5208781864,                 0,       2.829139634,      0.7034126227,      -3.312137588,      -3.715665547,      -3.735201039,      -3.340651082,      -5.086274288,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        117,          13,      -9.512410506,      -6.970115237,      -7.036869928,      -4.027896001,      -6.484923775,      0.9329898399,      0.1718847942,      0.4879852981,                 0,                 0,                 0,     0.01156088543,     0.02170115263,      0.5169169117,                 0,        2.83902541,      0.6934322778,      -3.295100139,      -3.730247041,      -3.757386392,      -3.299636704,      -5.103668989,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        118,          12,      -9.511911349,       -6.89053625,      -7.027076162,       -4.02382165,      -6.442248115,      0.9329898399,      0.1700749635,      0.4842605155,                 0,                 0,                 0,     0.01068217968,     0.02105942406,      0.5128257411,                 0,       2.847335701,      0.6854856972,      -3.375582392,      -3.641473603,      -3.741403409,      -3.382791467,      -5.050616776,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        119,          14,      -9.377020075,      -7.021066457,       -6.80259323,      -3.896637561,      -6.472108903,      0.9329898399,      0.1686026463,      0.4816121367,                 0,                 0,                 0,     0.01037787321,     0.02042575106,      0.5098626199,                 0,       2.856492157,      0.6815029385,      -3.211739554,      -3.778064639,      -3.505289841,      -3.239008945,      -5.065098348,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        120,          12,      -9.520060807,      -6.945240768,      -7.033962615,      -4.036265971,      -6.475299369,      0.9329898399,      0.1675692371,      0.4805478946,                 0,                 0,                 0,     0.01067503015,     0.01974865126,      0.5085427406,                 0,        2.86775725,      0.6745191342,      -3.235992122,      -3.695131333,      -3.718529058,      -3.226705901,      -5.047841369,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        121,          11,      -9.425916798,      -6.818059004,      -6.932026514,      -3.933877963,      -6.347608422,      0.9329898399,      0.1669494722,      0.4806522688,                 0,                 0,                 0,     0.01126184756,     0.01912545106,      0.5084613524,                 0,       2.879028382,      0.6655692117,      -3.197368742,      -3.540171562,      -3.595369192,      -3.200100933,      -4.899393063,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        122,          12,      -9.536056458,      -7.003807541,      -7.058792008,      -4.050916568,      -6.560388784,      0.9329898399,      0.1666002211,      0.4812685733,                 0,                 0,                 0,     0.01175171302,     0.01861127061,      0.5089486162,                 0,       2.888763112,      0.6565832184,      -3.250123416,      -3.708679446,      -3.724590702,      -3.223491229,      -5.095965537,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        123,          12,      -9.550775392,      -7.006778843,      -7.094488373,      -4.066984938,      -6.569230014,      0.9329898399,      0.1662995863,      0.4818186071,                 0,                 0,                 0,     0.01202404764,     0.01816295774,       0.509386719,                 0,       2.897292879,      0.6515960041,      -3.222329593,      -3.699132646,      -3.754813358,      -3.242521576,      -5.092432798,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        124,          13,      -9.552929508,       -7.04013539,      -7.118253439,      -4.069339298,      -6.617585736,      0.9329898399,      0.1659806326,      0.4822379054,                 0,                 0,                 0,     0.01210410656,     0.01773534983,       0.509694443,                 0,       2.905386598,      0.6446077314,      -3.275795938,      -3.712199794,      -3.766942706,      -3.292022541,      -5.127686266,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        125,          12,      -9.540099742,      -6.971707421,      -7.081503469,      -4.054403491,      -6.521389208,      0.9329898399,      0.1656070053,      0.4828019318,                 0,                 0,                 0,     0.01217582084,     0.01721314297,       0.510124586,                 0,       2.915347276,      0.6386183258,      -3.263812526,      -3.618270117,      -3.710929316,      -3.286483215,      -5.017502091,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        126,          12,      -9.448578106,      -6.971333721,      -6.945012958,      -3.962208304,      -6.539432884,      0.9329898399,       0.165191215,      0.4838647065,                 0,                 0,                 0,     0.01237933172,     0.01650479542,      0.5110193572,                 0,        2.92911888,      0.6326627857,      -3.083110137,      -3.592976127,      -3.557885024,      -3.113465855,       -5.02306003,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        127,          11,      -9.475901873,      -6.860806998,      -6.989046111,       -3.98790628,       -6.39234658,      0.9329898399,      0.1647934597,      0.4854370131,                 0,                 0,                 0,     0.01270873586,     0.01566472217,      0.5124066691,                 0,       2.945729849,       0.629671103,      -3.242916584,      -3.448049815,      -3.588580204,      -3.256119044,      -4.866532572,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        128,          16,      -9.360281482,      -7.117164285,      -6.755579249,      -3.880836841,      -6.459754996,      0.9329898399,      0.1644841923,       0.487475343,                 0,                 0,                 0,     0.01313124415,     0.01477301831,      0.5142655126,                 0,        2.96366074,      0.6256783558,      -3.119626319,      -3.680349445,      -3.348625464,      -3.145990926,      -4.923522537,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        129,          19,      -9.249719899,      -7.080455669,      -6.618078204,      -3.770032266,      -6.325229566,      0.9329898399,      0.1643289692,      0.4899064436,                 0,                 0,                 0,     0.01363638186,     0.01391379275,      0.5165450029,                 0,       2.981254285,      0.6226844963,      -2.977311813,       -3.64686188,       -3.20332732,      -3.006931968,      -4.773650829,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        130,          13,      -9.607990144,      -7.137298045,      -7.201992675,      -4.128862283,      -6.874166748,      0.9329898399,      0.1643916722,      0.4927282017,                 0,                 0,                 0,       0.014083323,     0.01314875369,      0.5192617962,                 0,        2.99728201,      0.6206895292,      -3.210159421,      -3.690688458,      -3.765513936,       -3.20666572,      -5.304423777,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        131,          12,      -9.581481532,      -7.114501441,      -7.179926738,       -4.10230106,      -6.834359706,      0.9329898399,      0.1646222191,      0.4958584943,                 0,                 0,                 0,     0.01454227545,     0.01245401775,      0.5223227152,                 0,       3.012099443,      0.6176935117,      -3.174683457,       -3.64917512,       -3.71214597,      -3.193692565,      -5.249012892,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        132,          12,      -9.554040622,      -7.090612603,      -7.137643892,      -4.074369574,      -6.803907575,      0.9329898399,      0.1650062686,      0.4993489939,                 0,                 0,                 0,     0.01499994717,      0.0118007628,      0.5257729818,                 0,       3.026242568,      0.6156963943,      -3.130220322,      -3.605054696,      -3.660573833,      -3.152850386,      -5.211658802,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        133,          12,      -9.546928032,      -7.066961171,      -7.123487091,      -4.066480587,      -6.759493344,      0.9329898399,       0.165461099,      0.5033852313,                 0,                 0,                 0,     0.01550214326,     0.01105563768,      0.5297658343,                 0,       3.042317707,      0.6116982589,       -3.12961184,      -3.570334397,      -3.644994398,      -3.157697716,      -5.166261607,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        134,          16,       -9.47357563,      -7.115572137,      -7.069238483,      -3.996735529,      -7.037468759,      0.9329898399,      0.1659799699,      0.5078416629,                 0,                 0,                 0,      0.0160117637,     0.01024890187,      0.5341792442,                 0,       3.059656315,      0.6066990811,      -3.135424067,      -3.610122853,      -3.577674234,      -3.158022488,       -5.44411731,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        135,          13,      -9.553261383,      -7.113282308,      -7.174188683,      -4.076029923,      -6.917826388,      0.9329898399,      0.1665333594,      0.5127537056,                 0,                 0,                 0,     0.01654467349,    0.009341968608,      0.5390384495,                 0,        3.07898494,      0.6036987818,      -3.188676339,      -3.599206711,      -3.666613186,      -3.223782069,      -5.325999313,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        136,          12,      -9.540213137,      -7.094991247,      -7.148203932,      -4.061139705,      -6.833102524,      0.9329898399,      0.1671145146,      0.5180675158,                 0,                 0,                 0,     0.01711368575,    0.008344122315,      0.5442899848,                 0,       3.100074923,      0.6016973871,      -3.068342847,      -3.574858469,       -3.62444498,      -3.082763316,      -5.247172234,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        137,          12,      -9.496916478,      -7.063988545,      -7.058275129,      -4.016403825,      -6.723154736,      0.9329898399,      0.1677695424,      0.5236687614,                 0,                 0,                 0,      0.0176795674,    0.007332882856,      0.5498379942,                 0,       3.121357749,      0.6006948957,      -3.139136011,      -3.520976681,      -3.522210952,       -3.16384505,      -5.146349346,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        138,          13,      -9.418547678,      -7.067389087,      -6.982985547,      -3.942889561,      -6.535806217,      0.9329898399,      0.1685008276,      0.5296580878,                 0,                 0,                 0,     0.01828026613,    0.006281104776,      0.5557794226,                 0,       3.143356002,      0.6006913052,      -3.090406243,      -3.525117366,      -3.452744877,      -3.119341435,      -4.966868825,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        139,          19,      -8.159683933,      -5.690754598,      -5.701955766,      -2.735238877,      -5.102802306,      0.9329898399,      0.1693507548,      0.5359489354,                 0,                 0,                 0,     0.01891181756,    0.005254628305,      0.5620438847,                 0,       3.164727173,      0.6016516464,       -1.69976253,      -2.166149826,      -2.174458164,      -1.779147432,      -3.539098075,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        140,          19,      -8.327901848,      -5.920062293,       -6.19569686,      -2.906824433,       -5.30582322,      0.9329898399,      0.1703375036,      0.5426747295,                 0,                 0,                 0,     0.01958513429,    0.004231828992,      0.5687642911,                 0,       3.185879317,      0.6026458736,      -1.830994262,      -2.398585714,      -2.646565715,      -1.906377719,      -3.746374958,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        141,          19,      -8.622922385,      -6.534230764,      -6.365751888,      -3.186201768,      -5.584400394,      0.9329898399,       0.171472084,       0.549853177,                 0,                 0,                 0,     0.02025786855,    0.003218058768,      0.5759607938,                 0,       3.206662939,      0.6046389899,      -2.107192149,      -3.021835931,      -2.803958858,      -2.151986548,      -4.031781642,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        142,          19,      -9.326148672,      -6.928676139,      -7.031019335,      -3.889426711,      -6.392134291,      0.9329898399,      0.1727151253,      0.5574459129,                 0,                 0,                 0,     0.02094111045,    0.002186883883,      0.5835851933,                 0,       3.227545428,      0.6066310166,      -2.829527258,      -3.427456446,      -3.461099802,      -2.903895879,      -4.849587114,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        143,          14,      -9.544799614,      -7.127330983,       -7.15634466,      -4.066919093,      -7.034553905,      0.9329898399,      0.1740397298,      0.5652487695,                 0,                 0,                 0,     0.02160187437,    0.001172275039,      0.5914343791,                 0,       3.247814565,      0.6126218426,      -3.073641885,      -3.648620179,      -3.584110164,      -3.095429872,      -5.502498827,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        144,          14,       -9.53046192,      -7.129857936,      -7.098574182,      -4.053690152,      -6.851372957,      0.9329898399,      0.1754538835,      0.5732787243,                 0,                 0,                 0,     0.02226315331,   0.0001769053264,      0.5995269216,                 0,        3.26740402,      0.6175766452,      -3.109840884,      -3.682509104,      -3.512168732,      -3.132000284,      -5.329287763,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        145,          19,       -9.05515968,      -6.805120366,      -6.422860414,      -3.593267399,      -5.982613864,      0.9329898399,      0.1769579824,      0.5816531625,                 0,                 0,                 0,      0.0229361889,   -0.000833166482,      0.6079751926,                 0,       3.286956341,       0.619565372,      -2.546986569,      -3.398985075,      -2.819405414,      -2.540294232,      -4.471740399,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        146,          13,      -9.551551634,      -7.106751243,       -7.16199254,      -4.073434296,      -7.012049641,      0.9329898399,       0.178509639,      0.5902482588,                 0,                 0,                 0,     0.02366451023,   -0.001862272861,      0.6166483846,                 0,       3.306534381,       0.623552936,      -3.051412997,      -3.733212023,      -3.546743992,      -3.047304492,      -5.515293726,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        147,          13,      -9.507423149,      -7.031964459,      -7.097133263,      -4.026523359,      -6.694489054,      0.9329898399,      0.1801872301,      0.5991201097,                 0,                 0,                 0,     0.02439991708,   -0.002851862665,      0.6256230579,                 0,       3.324986511,      0.6275044421,      -3.168137259,      -3.680828321,      -3.495523728,      -3.193507654,      -5.213999683,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        148,          19,      -9.461508441,      -7.097980955,      -7.041173239,       -3.98815672,      -6.850897606,      0.9329898399,      0.1819677306,      0.6082155666,                 0,                 0,                 0,     0.02516853943,   -0.003808415812,      0.6348416546,                 0,       3.342436401,      0.6304897997,      -3.062127279,       -3.76509243,      -3.464401136,      -3.091468927,      -5.388639502,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        149,          19,       -8.50652275,      -6.148906306,      -6.494460485,      -3.079011403,      -5.535091734,      0.9329898399,      0.1839392665,      0.6175641274,                 0,                 0,                 0,     0.02591262408,   -0.004656281329,       0.644358149,                 0,       3.357434979,      0.6344740094,      -2.078227928,      -2.832850231,      -2.926312217,      -2.154276022,      -4.092792526,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        150,          19,      -7.730520241,      -5.334873232,      -5.138942585,      -2.247802622,      -4.608574869,      0.9329898399,       0.186047028,      0.6266819019,                 0,                 0,                 0,     0.02673453252,   -0.005306398224,        0.65369377,                 0,       3.368405873,      0.6374221752,      -1.343491827,      -2.041397738,      -1.569382474,      -1.360474931,       -3.18910275,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        151,          19,      -7.804687121,      -5.388684591,      -5.178742119,      -2.310337521,      -4.701011158,      0.9329898399,      0.1882693162,      0.6362317308,                 0,                 0,                 0,     0.02756701802,   -0.005973313235,       0.663476051,                 0,       3.379370274,      0.6424041075,      -1.460193014,      -2.122796536,      -1.597335036,      -1.452938969,      -3.307886131,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        152,          19,      -9.284385885,      -6.837184051,      -6.742148715,      -3.794377246,      -6.291701499,      0.9329898399,      0.1905299054,      0.6464910289,                 0,                 0,                 0,     0.02836327921,    -0.00681102956,      0.6739479989,                 0,       3.393121031,      0.6533497957,      -2.887691967,      -3.593937905,      -3.172279961,      -2.852419871,      -4.927941408,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        153,          14,      -9.502151099,      -7.030763575,      -7.076155282,      -4.022956025,      -6.768278553,      0.9329898399,      0.1929341771,      0.6567495446,                 0,                 0,                 0,     0.02923090762,   -0.007511112834,      0.6844612072,                 0,       3.404008324,      0.6603294181,      -3.091912394,      -3.807660295,      -3.505120566,      -3.057198256,      -5.436275991,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        154,          19,      -9.038589472,      -6.694411575,      -6.470641937,      -3.590482059,      -6.136764115,      0.9329898399,      0.1955496279,      0.6671040333,                 0,                 0,                 0,     0.03016831075,   -0.008037304226,      0.6951279379,                 0,       3.411430849,      0.6692728776,      -2.651877261,      -3.487464571,      -2.898779698,      -2.646576868,      -4.837058877,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        155,          19,      -9.368453475,      -7.011625071,       -6.83642291,      -3.893943528,      -6.619917009,      0.9329898399,      0.1983020049,      0.6777681771,                 0,                 0,                 0,     0.03124406819,   -0.008523086923,      0.7061308264,                 0,       3.417858419,      0.6812501093,      -3.018009868,      -3.815166935,      -3.272385244,      -2.976874558,      -5.351442515,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        156,          19,      -8.625252882,      -6.652607339,      -6.077644748,      -3.150783224,      -5.863689243,      0.9329898399,      0.2013069346,      0.6884425504,                 0,                 0,                 0,     0.03230966759,    -0.00877034307,      0.7172173368,                 0,       3.419865052,      0.6871913518,      -2.283837985,      -3.461912389,      -2.542887327,      -2.234191124,      -4.624157725,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        157,          19,      -7.145715744,      -5.212392161,      -4.597941699,      -1.674942253,      -4.412468353,      0.9329898399,      0.2044527082,      0.6989253384,                 0,                 0,                 0,     0.03358805357,   -0.008826895436,       0.728161812,                 0,       3.418518368,      0.6901665677,      -0.800561109,      -2.026485526,      -1.095703594,     -0.7578100488,      -3.198708894,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        158,          19,      -7.338294211,       -5.10496914,      -4.870028289,      -1.875711682,        -4.5131882,      0.9329898399,       0.207626568,      0.7091657887,                 0,                 0,                 0,     0.03461403353,   -0.008785736175,      0.7388827501,                 0,       3.415583062,      0.6951055237,      -1.025663044,      -1.928394315,      -1.369513149,     -0.9754969208,      -3.321667808,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        159,          19,      -7.627464514,      -5.029890141,      -5.268687315,      -2.131024568,      -4.783985173,      0.9329898399,      0.2110221644,        0.71994236,                 0,                 0,                 0,     0.03576521796,   -0.008689275713,      0.7501812129,                 0,       3.411690721,      0.7020783957,      -1.304766168,      -1.860089296,       -1.77051744,      -1.217690152,      -3.610363049,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        160,          19,      -7.740935972,       -5.10243899,      -5.403901411,       -2.23977629,      -4.873989902,      0.9329898399,      0.2145312636,      0.7304968135,                 0,                 0,                 0,     0.03683667222,   -0.008419330966,      0.7613004482,                 0,       3.405083256,      0.7180147233,      -1.425561308,      -1.932893053,      -1.888535662,      -1.331425643,      -3.714674436,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        161,          19,      -7.880226108,      -5.247602451,      -5.515369505,      -2.387859386,      -5.010778259,      0.9329898399,      0.2181030794,      0.7409204438,                 0,                 0,                 0,     0.03785351084,   -0.008051161087,      0.7723129134,                 0,       3.397111337,      0.7269853343,      -1.573116654,      -2.075324117,      -1.995981385,      -1.486493948,       -3.86312723,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        162,          19,      -8.406690201,      -5.758512097,      -6.019078875,      -2.916665309,      -5.496751036,      0.9329898399,      0.2217585252,      0.7513796659,                 0,                 0,                 0,     0.03893694229,   -0.007613421456,      0.7833838661,                 0,       3.388278602,      0.7339195003,       -2.09755126,      -2.588546975,       -2.49139535,       -2.01631791,      -4.358165852,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        163,          12,      -9.368076145,       -6.82526096,      -6.895494351,      -3.883312996,      -6.484601401,      0.9329898399,      0.2255825284,       0.761942405,                 0,                 0,                 0,     0.04038130119,   -0.007044755108,       0.794603094,                 0,       3.377665861,      0.7458878737,      -3.073404082,       -3.65836181,       -3.36707684,      -3.000480559,      -5.352366847,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        164,          14,      -9.377604504,      -6.924845783,      -6.904634908,      -3.899286138,      -6.645752857,      0.9329898399,      0.2297633712,      0.7731127638,                 0,                 0,                 0,     0.04210592906,   -0.006312492067,      0.8065077215,                 0,       3.364821641,      0.7578154324,      -3.087385226,      -3.761543746,      -3.383159314,      -3.019846839,      -5.518166672,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        165,          12,      -9.367972003,      -6.839398768,      -6.904380632,      -3.882402622,      -6.475861369,      0.9329898399,      0.2343918894,      0.7846713131,                 0,                 0,                 0,     0.04410687376,   -0.005265610858,      0.8189144648,                 0,       3.347689696,       0.766781855,      -3.099189456,      -3.679924753,      -3.386400242,      -3.019226772,      -5.351553256,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        166,          13,      -9.301243334,      -6.754633226,      -6.896333603,      -3.807168745,      -6.478424329,      0.9329898399,      0.2392989041,      0.7963139734,                 0,                 0,                 0,     0.04635959166,   -0.003976993776,      0.8314830685,                 0,       3.327695863,      0.7767472863,      -3.052165479,      -3.593610662,      -3.372521583,      -2.955487254,      -5.356201672,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
