"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,         196,      -8.683453137,      -8.413319009,       -9.08697468,      -9.210653839
          0,           0,         197,      -8.690936334,      -8.416672641,      -9.101555917,      -9.216300369
          0,           0,         198,      -8.700550831,      -8.423311718,      -9.111170442,      -9.223477822
          0,           0,         199,      -8.712837397,      -8.433688169,      -9.118133321,      -9.233044799
          0,           0,         200,      -8.728063081,      -8.447894503,      -9.124741306,      -9.245457958
          0,           0,         201,      -8.746319862,      -8.465812082,      -9.132580376,       -9.26089853
          0,           0,         202,      -8.767546565,      -8.487164194,      -9.142561184,      -9.279300867
          0,           0,         203,      -8.791540682,      -8.511543257,      -9.155135624,      -9.300406493
          0,           0,         204,      -8.817982135,      -8.538437736,      -9.170434643,      -9.323833863
          0,           0,         205,      -8.846468453,      -8.567265448,       -9.18836026,      -9.349146673
          0,           0,         206,      -8.876553102,       -8.59741262,      -9.208674559,      -9.375904186
          0,           0,         207,      -8.907786221,      -8.628281685,      -9.231079267,       -9.40370001
          0,           0,         208,      -8.939758263,      -8.659349231,      -9.255271996,      -9.432197023
          0,           0,         209,      -8.972143859,      -8.690228834,      -9.280977773,      -9.461161404
          0,           0,         210,      -9.004738717,      -8.720725751,      -9.307967879,      -9.490494125
          0,           0,         211,      -9.037479758,      -8.750866828,      -9.336078913,      -9.520254653
          0,           0,         212,      -9.070439995,      -8.780893462,      -9.365238289,      -9.550673368
          0,           0,         213,      -9.103791435,      -8.811214284,      -9.395495019,      -9.582153599
          0,           0,         214,      -9.137718511,      -8.842313587,      -9.427037497,      -9.615252027
          0,           0,         215,      -9.172206592,      -8.874572547,      -9.460060837,      -9.650488541
          0,           0,         216,      -9.206549389,      -8.907901874,      -9.493799756,      -9.687204088
          0,           0,         217,      -9.239429338,      -8.941810848,      -9.525018336,      -9.721752643
          0,           0,         218,      -9.271838841,      -8.977287521,      -9.552950338,      -9.754105577
          0,           0,         219,      -9.306839373,       -9.01627764,      -9.581732313,       -9.79026896
          0,           0,         220,      -9.345904783,      -9.059992609,      -9.614217227,      -9.832040592
          0,           0,         221,      -9.388904987,      -9.108752934,      -9.649611408,      -9.878238195
          0,           0,         222,      -9.433945456,      -9.161331897,       -9.68898103,      -9.926935105
          0,           0,         223,      -9.478909159,      -9.216189327,      -9.731714229,      -9.976583075
          0,           0,         224,      -9.522442731,      -9.271922423,      -9.775289769,       -10.0261568
          0,           0,         225,       -9.56332437,      -9.326429871,      -9.818367904,      -10.07372814
          0,           0,         226,      -9.600458414,      -9.376864102,      -9.860354209,      -10.11684762
          0,           0,         227,      -9.633193222,       -9.42030091,      -9.900179521,      -10.15349942
          0,           0,         228,      -9.661346507,      -9.454520963,       -9.93661506,      -10.18249535
          0,           0,         229,      -9.685159806,      -9.478787247,       -9.96887134,      -10.20380461
          0,           0,         230,      -9.705192916,      -9.494111136,      -9.996773726,      -10.21861683
          0,           0,         231,      -9.722122869,      -9.502683921,      -10.02069331,      -10.22882584
          0,           0,         232,      -9.736571352,      -9.506970794,      -10.04137841,      -10.23635522
          0,           0,         233,      -9.749038213,      -9.509080799,       -10.0597223,      -10.24275868
          0,           0,         234,       -9.75991522,      -9.510553112,      -10.07655963,      -10.24912263
          0,           0,         235,      -9.769526764,       -9.51239807,      -10.09255562,      -10.25612381
          0,           0,         236,       -9.77816454,      -9.515224201,      -10.10816541,      -10.26412893
          0,           0,         237,      -9.786106135,      -9.519364179,       -10.1236286,      -10.27328811
          0,           0,         238,      -9.793620245,      -9.524971355,      -10.13899033,      -10.28360818
          0,           0,         239,      -9.800964775,      -9.532084879,      -10.15414603,      -10.29500356
          0,           0,         240,      -9.808382266,      -9.540669737,      -10.16889914,      -10.30732799
          0,           0,         241,      -9.816094158,      -9.550638885,      -10.18301878,      -10.32039222
          0,           0,         242,      -9.824293918,      -9.561863301,      -10.19628879,      -10.33397317
          0,           0,         243,      -9.833139186,      -9.574174554,        -10.208544,      -10.34781941
          0,           0,         244,      -9.842743781,      -9.587363941,      -10.21969307,      -10.36165717
          0,           0,         245,      -9.853170867,      -9.601181993,      -10.22972807,      -10.37520062
          0,           0,         246,      -9.864428704,      -9.615342078,      -10.23872293,      -10.38816906
          0,           0,         247,      -9.876470265,      -9.629531193,      -10.24682295,      -10.40031149
          0,           0,         248,      -9.889197708,      -9.643429859,      -10.25422859,      -10.41143552
          0,           0,         249,      -9.902472127,      -9.656740772,      -10.26117674,       -10.4214354
          0,           0,         250,        -9.9161282,      -9.669222923,       -10.2679224,      -10.43031217
          0,           0,         251,       -9.92999243,      -9.680724961,       -10.2747226,      -10.43818077
          0,           0,         252,      -9.943902816,      -9.691210133,      -10.28182384,      -10.44526193
          0,           0,         253,      -9.957727193,      -9.700766214,      -10.28945306,      -10.45186101
          0,           0,         254,      -9.971377602,      -9.709597606,      -10.29781211,      -10.45833881
          0,           0,         255,      -9.984818606,      -9.718001613,      -10.30707542,       -10.4650807
          0,           0,         256,       -9.99806865,       -9.72633476,      -10.31739033,      -10.47246892
          0,           0,         257,       -10.0111947,      -9.734976331,      -10.32887944,      -10.48086105
          0,           0,         258,      -10.02430141,      -9.744295084,      -10.34164413,      -10.49057504
          0,           0,         259,      -10.03751674,      -9.754622483,       -10.3557682,       -10.5018799
          0,           0,         260,      -10.05097591,      -9.766233145,      -10.37132051,      -10.51498995
          0,           0,         261,      -10.06480578,      -9.779331312,      -10.38835582,      -10.53006063
          0,           0,         262,      -10.07911086,      -9.794041347,       -10.4069126,      -10.54718372
          0,           0,         263,      -10.09396176,       -9.81040009,      -10.42700636,       -10.5663799
          0,           0,         264,      -10.10938568,      -9.828349281,      -10.44861593,      -10.58758715
          0,           0,         265,      -10.12535861,      -9.847726858,      -10.47165905,      -10.61064343
          0,           0,         266,      -10.14180034,      -9.868257724,      -10.49595663,       -10.6352637
          0,           0,         267,      -10.15857734,      -9.889548584,      -10.52119826,      -10.66101537
          0,           0,         268,      -10.17551784,      -9.911096172,      -10.54693796,      -10.68730489
          0,           0,         269,      -10.19243436,      -9.932316599,      -10.57263032,      -10.71339271
          0,           0,         270,      -10.20914532,       -9.95259635,      -10.59767467,      -10.73844371
          0,           0,         271,      -10.22549522,      -9.971362221,      -10.62144946,      -10.76161668
          0,           0,         272,      -10.24137974,       -9.98816732,      -10.64337168,      -10.78221645
          0,           0,         273,      -10.25679121,      -10.00279209,      -10.66303383,      -10.79994647
          0,           0,         274,      -10.27191837,      -10.01537432,      -10.68042158,       -10.8152807
          0,           0,         275,      -10.28727714,      -10.02654607,      -10.69591559,        -10.829614
          0,           0,         276,      -10.30342381,      -10.03716608,      -10.70925546,      -10.84352126
          0,           0,         277,      -10.32026996,      -10.04756855,      -10.71932903,      -10.85484796
          0,           0,         278,      -10.33754299,       -10.0578927,      -10.72631407,      -10.86242479
          0,           0,         279,      -10.35470967,      -10.06807164,      -10.73067993,      -10.86659632
          0,           0,         280,      -10.37100303,       -10.0778211,      -10.73387861,      -10.86913841
          0,           0,         281,       -10.3858116,      -10.08692223,      -10.73814389,      -10.87212266
          0,           0,         282,       -10.3990507,       -10.0954594,      -10.74408594,      -10.87640966
          0,           0,         283,      -10.41111855,      -10.10386134,      -10.75078618,      -10.88208589
          0,           0,         284,       -10.4226387,      -10.11274114,      -10.75755751,      -10.88932387
          0,           0,         285,      -10.43426928,      -10.12267671,      -10.76445876,      -10.89831458
          0,           0,         286,      -10.44656014,      -10.13409592,      -10.77213049,      -10.90915204
          0,           0,         287,      -10.45989971,      -10.14728188,      -10.78136186,      -10.92190698
          0,           0,         288,      -10.47456002,      -10.16242589,       -10.7926422,      -10.93666521
          0,           0,         289,      -10.49072353,      -10.17965786,      -10.80613828,      -10.95350738
          0,           0,         290,      -10.50847889,      -10.19905315,      -10.82190148,      -10.97249013
          0,           0,         291,      -10.52783923,      -10.22064503,      -10.83996918,      -10.99365861
          0,           0,         292,      -10.54878361,      -10.24444688,      -10.86035722,      -11.01707119
          0,           0,         293,      -10.57129326,      -10.27046986,      -10.88305795,      -11.04280269
          0,           0,         294,      -10.59536968,      -10.29872976,      -10.90806616,      -11.07092403
          0,           0,         295,      -10.62103614,      -10.32924566,      -10.93539668,      -11.10147872
          0,           0,         296,      -10.64832609,      -10.36203297,      -10.96507545,      -11.13446766
          0,           0,         297,      -10.67726152,      -10.39708944,      -10.99711151,      -11.16983715
          0,           0,         298,      -10.70782419,      -10.43437059,      -11.03146099,      -11.20745974
          0,           0,         299,      -10.73992247,      -10.47375005,      -11.06798593,      -11.24709986
          0,           0,         300,      -10.77335388,      -10.51495784,      -11.10640403,      -11.28835554
          0,           0,         301,      -10.80776128,      -10.55748875,       -11.1462262,      -11.33056875
          0,           0,         302,      -10.84258331,      -10.60047993,      -11.18668856,      -11.37270642
          0,           0,         303,       -10.8770027,      -10.64257776,      -11.22669161,      -11.41324417
          0,           0,         304,      -10.90988805,      -10.68183248,      -11.26474044,      -11.45012147
          0,           0,         305,      -10.93972502,      -10.71567564,      -11.29904371,      -11.48110848
          0,           0,         306,      -10.96555705,      -10.74202845,      -11.33059594,      -11.50938959
          0,           0,         307,      -10.99105629,      -10.76455896,      -11.36638146,      -11.54629195
          0,           0,         308,      -11.01123106,      -10.77839337,      -11.39023475,      -11.55902704
          0,           0,         309,      -11.02864524,      -10.78631242,      -11.40453116,       -11.5578677
          0,           0,         310,      -11.04354159,      -10.79033936,      -11.40912182,      -11.55647332
          0,           0,         311,      -11.05403197,      -10.79002702,      -11.41410088,      -11.55569697
          0,           0,         312,      -11.05963784,      -10.78560636,      -11.41957224,      -11.55114965
          0,           0,         313,      -11.06221334,      -10.77957097,      -11.42248686,      -11.54533121
          0,           0,         314,      -11.06378088,      -10.77436167,      -11.42311029,      -11.54192688
          0,           0,         315,      -11.06572601,      -10.77118556,      -11.42268321,      -11.54134262
          0,           0,         316,      -11.06889999,      -10.77054278,      -11.42294828,      -11.54296482
          0,           0,         317,      -11.07391344,         -10.77279,      -11.42524166,      -11.54690008
          0,           0,         318,      -11.08124293,      -10.77821979,      -11.43001662,      -11.55360613
          0,           0,         319,      -11.09116854,      -10.78697042,      -11.43731739,      -11.56330032
          0,           0,         320,      -11.10378873,      -10.79904091,       -11.4471935,      -11.57596306
          0,           0,         321,      -11.11910698,      -10.81437406,      -11.45970607,      -11.59154777
          0,           0,         322,      -11.13709382,      -10.83290733,      -11.47484922,      -11.61004667
          0,           0,         323,      -11.15770993,      -10.85458454,      -11.49256521,      -11.63145746
          0,           0,         324,      -11.18091226,      -10.87935636,       -11.5127928,      -11.65576074
          0,           0,         325,      -11.20665764,      -10.90718302,       -11.5354878,      -11.68292715
          0,           0,         326,      -11.23490479,        -10.938038,       -11.5606197,      -11.71293001
          0,           0,         327,      -11.26561256,      -10.97190909,      -11.58816263,      -11.74574823
          0,           0,         328,      -11.29873393,      -11.00879606,      -11.61808855,      -11.78136242
          0,           0,         329,      -11.33420685,      -11.04870533,      -11.65036191,      -11.81974824
          0,           0,         330,      -11.37194196,      -11.09164073,      -11.68493412,      -11.86086766
          0,           0,         331,      -11.41180644,       -11.1375881,      -11.72173659,      -11.90465525
          0,           0,         332,      -11.45360232,      -11.18648903,      -11.76067037,      -11.95099521
          0,           0,         333,      -11.49703773,      -11.23819749,      -11.80159586,      -11.99968883
          0,           0,         334,      -11.54169202,      -11.29241067,      -11.84433199,       -12.0504145
          0,           0,         335,      -11.58698842,      -11.34857236,      -11.88875457,       -12.1027434
          0,           0,         336,      -11.63222973,      -11.40578714,      -11.93559833,      -12.15661067
