"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633214858529130e-05, 5.724052297299909e-01, -1.321474595282190e+00, -1.345063583597899e-01, 3.564288254831979e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.300657895522009e+00
1, 9.990000128750000e-01, -1.454547003937476e-04, 4.051998607150161e-02, -2.138336866927735e-01, -9.886948432999770e-02, 3.305997796004134e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.346523619287146e+00
2, 9.977599978450000e-01, -3.273141032555298e-04, 1.436813021623483e-02, -1.256045370497987e-01, -1.359020166854030e-01, 1.997468464555907e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.104347935559491e-01
3, 9.960200190539999e-01, -5.888841132114306e-04, -1.868853226361206e-02, -6.005020119401886e-02, -1.313922202446769e-01, 7.025059843647205e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.053832665666033e-01
4, 9.937800168990000e-01, -9.433293452198236e-04, -5.140241111884006e-02, -3.993327986933386e-04, -1.394867483543266e-01, -5.948561815807313e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.923862559265113e-02
5, 9.910500049590000e-01, -1.411702083170284e-03, -6.706742536616728e-02, 2.970179146180742e-02, -1.523337139754848e-01, -1.157819443761338e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.909253134700256e-02
6, 9.878399968150000e-01, -2.021931843244685e-03, -7.324056428910411e-02, 4.488226601789450e-02, -1.697924958665618e-01, -1.432024941071063e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.924806787155052e-02
7, 9.841300249100000e-01, -2.807537394514302e-03, -6.883673473698702e-02, 4.416049247064147e-02, -1.907008517933119e-01, -1.401751753106134e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.208049499218046e-02
8, 9.799500107769999e-01, -3.779369506179586e-03, -5.303016881918443e-02, 2.679947002860935e-02, -2.122043207006827e-01, -1.061379749580310e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.598370848608003e-02
9, 9.752799868580000e-01, -4.934894718877017e-03, -2.644483632554848e-02, -6.114934616384313e-03, -2.303897145472047e-01, -4.308601307045078e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.995119555425494e-02
