"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, 7.907130777317686e+00, -1.794268068198282e+01, -1.919214690805191e+00, 3.957623948114947e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.489588705287015e+01
1, 9.990000128750000e-01, -1.452537504052920e-04, 3.051628023609067e+00, -7.096459238313086e+00, -1.027783409071669e+00, 1.104918426555055e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.175261642843926e+01
2, 9.977599978450000e-01, -3.251111630156300e-04, 2.548610873980850e+00, -5.284531771564386e+00, -1.050088631662055e+00, 8.512482942832411e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.093592796515023e+00
3, 9.960200190539999e-01, -5.769983605901485e-04, 2.158358977298777e+00, -4.296122347332824e+00, -7.836065597451400e-01, 6.924910698155542e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.060316657312103e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.793306818347097e+00, -3.540328879191015e+00, -6.676370151342583e-01, 5.468639730119758e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.022337198435749e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.581572297613540e+00, -3.102877992774036e+00, -5.964698242146149e-01, 4.708226261940859e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.222757539603499e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.424686124901492e+00, -2.788050539361204e+00, -5.418004290013315e-01, 4.167701161084889e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.156339932078296e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.304600318854225e+00, -2.551444607136006e+00, -5.018527365706678e-01, 3.764733223464850e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.419848849210592e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.212024974165481e+00, -2.368110210178969e+00, -4.701923778785825e-01, 3.460192596720313e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.896893497430316e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.138307868098782e+00, -2.222017306949920e+00, -4.447569020243164e-01, 3.221309879064144e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.537931264777914e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.078934556869447e+00, -2.103341128402241e+00, -4.234057601955093e-01, 3.030284543424006e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.268109919098211e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.030231733063206e+00, -2.004767770674878e+00, -4.054342552231866e-01, 2.874313516036230e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.066941767763771e-01
12, 9.584699869160000e-01, -5.878077433056352e-03, 9.895177882476697e-01, -1.921472641980784e+00, -3.896944277637528e-01, 2.745169194943438e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.103338311676043e-02
13, 9.519400000570000e-01, -6.774428848839826e-03, 9.555147403367052e-01, -1.850631976663657e+00, -3.758856218419222e-01, 2.637051683182933e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.847697572550701e-02
14, 9.449599981310000e-01, -7.724467125531491e-03, 9.266385801605497e-01, -1.789544576669718e+00, -3.634884449221800e-01, 2.545946848078958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.841137215111492e-02
15, 9.375399947170000e-01, -8.725349486403867e-03, 9.020974989092810e-01, -1.736619659484451e+00, -3.522198734425379e-01, 2.468521144271891e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.013226379979350e-02
16, 9.296900033950000e-01, -9.774221272349531e-03, 8.812847081694382e-01, -1.690361957281080e+00, -3.421504471479628e-01, 2.402152574475863e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.325158216443913e-02
