Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.842201,0,66.8243,-0,1.66634e-07,0,0,0,0,0,0,0,0,0,0,26.7297,-10.0326,0,0.0320087,0,0.0320087,0.999744,0,0,0,0,16.0751
1,0.992167,0,79.0776,-0,1.67216e-07,0,0,0,0,0,0,1,-5.4e-08,0,1,31.631,-0.229994,2.58808e-11,0.000524214,0,0.000524214,1.00424,0,0,0,0,1.65454
2,0.840991,0,66.7262,-0,1.6663e-07,0,0,0,0,0,0,3.637e-10,4.5e-06,0,4.5e-06,26.6905,-10.1111,7.56982e-06,0.0317115,0,0.0317115,0.999714,0,0,0,0,15.9401
3,0.841477,0,66.7617,-0,1.66624e-07,0,0,0,0,0,0,2.26239e-09,9.47759e-06,0,9.47759e-06,26.7047,-10.0827,1.74076e-05,0.0313023,0,0.0313023,0.999668,0,0,0,0,15.6621
4,0.843612,0,66.9287,-0,1.66619e-07,0,0,0,0,0,0,6.19369e-09,1.49835e-05,0,1.49835e-05,26.7715,-9.9491,2.81557e-05,0.0310341,0,0.0310341,0.999632,0,0,0,0,15.2911
5,0.848153,0,67.2906,-0,1.66622e-07,0,0,0,0,0,0,1.27829e-08,2.10737e-05,0,2.10737e-05,26.9162,-9.65958,4.0134e-05,0.0309745,0,0.0309745,0.999656,0,0,0,0,14.8403
6,0.854504,0,67.8014,-0,1.66635e-07,0,0,0,0,0,0,2.28134e-08,2.78102e-05,0,2.78102e-05,27.1206,-9.25094,5.37928e-05,0.0311759,0,0.0311759,0.999759,0,0,0,0,14.3182
7,0.860712,0,68.3046,-0,1.66656e-07,0,0,0,0,0,0,3.72638e-08,3.52616e-05,0,3.52617e-05,27.3218,-8.84837,6.97994e-05,0.0317138,0,0.0317139,0.999914,0,0,0,0,13.7372
8,0.864928,0,68.6494,-0,1.66675e-07,0,0,0,0,0,0,5.73538e-08,4.35039e-05,0,4.35039e-05,27.4597,-8.57258,8.88662e-05,0.0325885,0,0.0325886,1.00006,0,0,0,0,13.1058
9,0.867442,0,68.8578,-0,1.66691e-07,0,0,0,0,0,0,8.46008e-08,5.26208e-05,0,5.26209e-05,27.5431,-8.40585,0.000111617,0.0337327,0,0.0337329,1.00019,0,0,0,0,12.4452
10,0.868869,0,68.9775,-0,1.66704e-07,0,0,0,0,0,0,1.20889e-07,6.27052e-05,0,6.27053e-05,27.591,-8.31008,0.000138587,0.035061,0,0.0350612,1.00028,0,0,0,0,11.7819
11,0.869494,0,69.0304,-0,1.6671e-07,0,0,0,0,0,0,1.68553e-07,7.38597e-05,0,7.38599e-05,27.6122,-8.26774,0.000170042,0.0364497,0,0.0364501,1.00033,0,0,0,0,11.1337
12,0.869103,0,68.9988,-0,1.66709e-07,0,0,0,0,0,0,2.30484e-07,8.61978e-05,0,8.61981e-05,27.5995,-8.29302,0.000206101,0.0377938,0,0.0377943,1.00032,0,0,0,0,10.5131
13,0.86856,0,68.9559,-0,1.66709e-07,0,0,0,0,0,0,3.10259e-07,9.98451e-05,0,9.98456e-05,27.5824,-8.32734,0.000246825,0.0390212,0,0.039022,1.00033,0,0,0,0,9.93318
14,0.867745,0,68.896,-0,1.66718e-07,0,0,0,0,0,0,4.12294e-07,0.00011494,0,0.000114941,27.5584,-8.37523,0.000292426,0.0401112,0,0.0401123,1.0004,0,0,0,0,9.39713
15,0.866699,0,68.8211,-0,1.66733e-07,0,0,0,0,0,0,5.42038e-07,0.000131637,0,0.000131639,27.5284,-8.43519,0.000343564,0.0411053,0,0.0411068,1.00052,0,0,0,0,8.90895
16,0.865713,0,68.751,-0,1.66749e-07,0,0,0,0,0,0,7.06211e-07,0.000150106,0,0.000150108,27.5004,-8.49127,0.000401082,0.0420435,0,0.0420454,1.00064,0,0,0,0,8.46904
17,0.864971,0,68.6983,-0,1.66761e-07,0,0,0,0,0,0,9.13094e-07,0.000170534,0,0.000170536,27.4793,-8.5334,0.000465732,0.0429359,0,0.0429384,1.00073,0,0,0,0,8.07278
18,0.864452,0,68.6609,-0,1.66768e-07,0,0,0,0,0,0,1.17288e-06,0.000193128,0,0.000193132,27.4643,-8.56337,0.000538141,0.0437724,0,0.0437757,1.00078,0,0,0,0,7.71349
19,0.864065,0,68.6317,-0,1.66771e-07,0,0,0,0,0,0,1.49812e-06,0.000218119,0,0.000218125,27.4527,-8.58674,0.000618897,0.04454,0,0.0445443,1.0008,0,0,0,0,7.38534
20,0.863766,0,68.6074,-0,1.6677e-07,0,0,0,0,0,0,1.90423e-06,0.000245761,0,0.000245768,27.4429,-8.60618,0.00070864,0.0452301,0,0.0452356,1.0008,0,0,0,0,7.08426
21,0.863523,0,68.5858,-0,1.66765e-07,0,0,0,0,0,0,2.4102e-06,0.000276334,0,0.000276345,27.4343,-8.62341,0.000808111,0.0458404,0,0.0458475,1.00076,0,0,0,0,6.80744
22,0.863334,0,68.5669,-0,1.66758e-07,0,0,0,0,0,0,3.03931e-06,0.000310149,0,0.000310164,27.4268,-8.63851,0.0009181,0.0463696,0,0.0463787,1.00071,0,0,0,0,6.5526
23,0.863185,0,68.55,-0,1.66748e-07,0,0,0,0,0,0,3.82022e-06,0.000347549,0,0.00034757,27.42,-8.65207,0.00103942,0.0468156,0,0.0468271,1.00063,0,0,0,0,6.31764
24,0.863074,0,68.5352,-0,1.66737e-07,0,0,0,0,0,0,4.78805e-06,0.000388913,0,0.000388942,27.4141,-8.66392,0.00117292,0.0471769,0,0.0471914,1.00054,0,0,0,0,6.10072
25,0.862906,0,68.5128,-0,1.6672e-07,0,0,0,0,0,0,5.98598e-06,0.00043466,0,0.000434701,27.4051,-8.6818,0.00131938,0.0474489,0,0.0474672,1.00041,0,0,0,0,5.89978
26,0.862844,0,68.502,-0,1.66709e-07,0,0,0,0,0,0,7.46694e-06,0.000485254,0,0.000485311,27.4008,-8.69046,0.00148056,0.0476591,0,0.0476821,1.00033,0,0,0,0,5.71519
27,0.862823,0,68.4952,-0,1.66699e-07,0,0,0,0,0,0,9.29589e-06,0.000541206,0,0.000541285,27.3981,-8.69588,0.00165779,0.0478111,0,0.0478398,1.00025,0,0,0,0,5.54555
28,0.862881,0,68.496,-0,1.66692e-07,0,0,0,0,0,0,1.15525e-05,0.000603081,0,0.000603192,27.3984,-8.69522,0.00185318,0.0479249,0,0.0479608,1.0002,0,0,0,0,5.39067
29,0.862075,0,68.4027,-0,1.66636e-07,0,0,0,0,0,0,1.43343e-05,0.000671505,0,0.000671658,27.3611,-8.76992,0.00206788,0.0479887,0,0.0480332,0.999766,0,0,0,0,5.24721
30,0.862405,0,68.4363,-0,1.66651e-07,0,0,0,0,0,0,1.77612e-05,0.000747165,0,0.000747376,27.3745,-8.743,0.00231147,0.0481681,0,0.0482236,0.999875,0,0,0,0,5.12517
31,0.861933,0,68.3847,-0,1.66624e-07,0,0,0,0,0,0,2.19796e-05,0.000830823,0,0.000831113,27.3539,-8.78432,0.00257894,0.0482866,0,0.0483554,0.999668,0,0,0,0,5.01122
32,0.862197,0,68.4144,-0,1.6664e-07,0,0,0,0,0,0,2.71692e-05,0.000923315,0,0.000923715,27.3658,-8.76052,0.00287994,0.0484744,0,0.0485599,0.999797,0,0,0,0,4.913
33,0.860919,0,68.2802,-0,1.66578e-07,0,0,0,0,0,0,3.35497e-05,0.00102557,0,0.00102612,27.3121,-8.86788,0.00320688,0.0485468,0,0.0486526,0.999317,0,0,0,0,4.81719
34,0.861318,0,68.333,-0,1.66618e-07,0,0,0,0,0,0,4.13902e-05,0.0011386,0,0.00113935,27.3332,-8.82569,0.00357895,0.0487493,0,0.0488805,0.999625,0,0,0,0,4.73899
35,0.859523,0,68.1532,-0,1.66547e-07,0,0,0,0,0,0,5.10195e-05,0.00126353,0,0.00126456,27.2613,-8.96948,0.00397732,0.0487648,0,0.0489267,0.999078,0,0,0,0,4.65743
36,0.859529,0,68.1781,-0,1.66594e-07,0,0,0,0,0,0,6.28396e-05,0.00140158,0,0.00140299,27.2712,-8.94957,0.00443254,0.0489357,0,0.049136,0.999436,0,0,0,0,4.59282
37,0.857202,0,67.9579,-0,1.66526e-07,0,0,0,0,0,0,7.73411e-05,0.00155412,0,0.00155604,27.1831,-9.12578,0.00491951,0.048921,0,0.0491678,0.998911,0,0,0,0,4.52372
38,0.856448,0,67.9093,-0,1.66547e-07,0,0,0,0,0,0,9.51229e-05,0.00172262,0,0.00172524,27.1637,-9.16459,0.00547434,0.0490502,0,0.0493548,0.999077,0,0,0,0,4.46974
39,0.854302,0,67.7194,-0,1.66509e-07,0,0,0,0,0,0,0.000116915,0.0019087,0,0.00191228,27.0878,-9.31655,0.00607838,0.0490864,0,0.0494613,0.998785,0,0,0,0,4.4157
40,0.852218,0,67.552,-0,1.66505e-07,0,0,0,0,0,0,0.000143604,0.00211413,0,0.002119,27.0208,-9.45043,0.00674829,0.0491309,0,0.0495922,0.998754,0,0,0,0,4.36712
41,0.849829,0,67.3551,-0,1.66491e-07,0,0,0,0,0,0,0.00017627,0.00234084,0,0.00234746,26.942,-9.60798,0.00747301,0.049064,0,0.0496299,0.998641,0,0,0,0,4.31863
42,0.847625,0,67.1736,-0,1.66478e-07,0,0,0,0,0,0,0.000216222,0.0025909,0,0.00259991,26.8695,-9.75316,0.00825244,0.0488734,0,0.0495652,0.99854,0,0,0,0,4.27043
43,0.845619,0,67.0075,-0,1.66464e-07,0,0,0,0,0,0,0.000265044,0.00286658,0,0.00287881,26.803,-9.88603,0.00909831,0.0486164,0,0.0494604,0.998434,0,0,0,0,4.22497
44,0.843759,0,66.8536,-0,1.66451e-07,0,0,0,0,0,0,0.000324652,0.0031703,0,0.00318688,26.7414,-10.0092,0.0100178,0.0483087,0,0.0493365,0.998336,0,0,0,0,4.18261
45,0.841986,0,66.7076,-0,1.66441e-07,0,0,0,0,0,0,0.000397355,0.00350462,0,0.00352707,26.6831,-10.1259,0.0110334,0.0480258,0,0.0492769,0.998254,0,0,0,0,4.14634
46,0.840283,0,66.569,-0,1.66433e-07,0,0,0,0,0,0,0.000485926,0.00387229,0,0.00390266,26.6276,-10.2369,0.0121941,0.0479175,0,0.0494447,0.998198,0,0,0,0,4.12252
47,0.838879,0,66.4554,-0,1.66429e-07,0,0,0,0,0,0,0.000593694,0.00427615,0,0.00431717,26.5822,-10.3277,0.0134626,0.0477652,0,0.0496261,0.998164,0,0,0,0,4.10237
48,0.837386,0,66.3385,-0,1.66431e-07,0,0,0,0,0,0,0.000724619,0.00471917,0,0.00477447,26.5354,-10.4213,0.014676,0.0470231,0,0.0492601,0.998184,0,0,0,0,4.06154
49,0.836134,0,66.2397,-0,1.66432e-07,0,0,0,0,0,0,0.000883386,0.00520435,0,0.00527879,26.4959,-10.5003,0.0158951,0.0460067,0,0.0486752,0.99819,0,0,0,0,4.01454
50,0.835221,0,66.1655,-0,1.66428e-07,0,0,0,0,0,0,0.00107549,0.00573471,0,0.00583469,26.4662,-10.5597,0.017104,0.0447425,0,0.0479003,0.998161,0,0,0,0,3.96262
51,0.834733,0,66.1235,-0,1.66422e-07,0,0,0,0,0,0,0.00130728,0.00631322,0,0.00644715,26.4494,-10.5933,0.0183443,0.0433971,0,0.047115,0.998111,0,0,0,0,3.91307
52,0.834732,0,66.1216,-0,1.66418e-07,0,0,0,0,0,0,0.00158611,0.00694271,0,0.00712158,26.4487,-10.5948,0.0195476,0.0418502,0,0.0461903,0.998084,0,0,0,0,3.86027
53,0.835316,0,66.1699,-0,1.66422e-07,0,0,0,0,0,0,0.00192035,0.00762577,0,0.00786385,26.468,-10.5562,0.0206635,0.0400689,0,0.0450832,0.998114,0,0,0,0,3.80222
54,0.836483,0,66.2661,-0,1.6643e-07,0,0,0,0,0,0,0.00231945,0.00836472,0,0.00868035,26.5064,-10.4792,0.0216445,0.0380494,0,0.0437749,0.998171,0,0,0,0,3.73773
55,0.838331,0,66.4199,-0,1.66444e-07,0,0,0,0,0,0,0.00279395,0.00916148,0,0.00957804,26.568,-10.3561,0.0224219,0.0357656,0,0.0422128,0.998282,0,0,0,0,3.6641
56,0.840929,0,66.6358,-0,1.66464e-07,0,0,0,0,0,0,0.00335558,0.0100175,0,0.0105646,26.6543,-10.1834,0.0229533,0.0332541,0,0.0404066,0.998432,0,0,0,0,3.582
