"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -3.683682831,      -15.22278714,      -15.23080479,        -1.6359754,      -9.545863975
          0,           0,           1,       -3.85869827,      -3.754328274,       -3.05982316,      -1.808903521,      -9.817710976
          0,           0,           2,      -4.446082401,      -4.253673784,      -3.661592387,      -2.398789174,      -10.32383562
          0,           0,           3,      -4.576553369,      -4.353133513,      -3.759046666,      -2.529379798,      -10.45231325
          0,           0,           4,      -4.624340084,      -4.401499873,      -3.803169009,      -2.576877349,       -10.5488201
          0,           0,           5,      -4.652879579,      -4.426339344,      -3.827955142,      -2.605398293,      -10.64827619
          0,           0,           6,      -4.672832764,      -4.423501563,      -3.839577786,      -2.625359205,      -10.70337021
          0,           0,           7,      -4.687122761,      -4.381786736,      -3.839322658,      -2.639705858,      -10.74522194
          0,           0,           8,      -4.697672468,      -4.306168356,      -3.829828889,       -2.65040052,      -10.77813095
          0,           0,           9,      -4.705424827,      -4.217210696,      -3.815285251,      -2.658401303,       -10.8096342
          0,           0,          10,      -4.710093412,      -4.131950969,      -3.799677909,      -2.663395244,      -10.83493045
          0,           0,          11,      -4.710967875,      -4.057536307,      -3.785319564,      -2.664608741,      -10.85076436
          0,           0,          12,      -4.708117766,      -3.994926824,      -3.772779063,      -2.662037043,      -10.86168518
          0,           0,          13,       -4.70291496,      -3.942593068,      -3.761695573,      -2.657021908,      -10.86893915
          0,           0,          14,      -4.697321388,      -3.898508473,      -3.751553899,      -2.651569381,      -10.87399257
          0,           0,          15,      -4.692916008,      -3.861028015,      -3.742120334,      -2.647357104,      -10.87812838
          0,           0,          16,      -4.690310875,      -3.829129722,      -3.733540495,      -2.645103328,      -10.88312562
          0,           0,          17,      -4.689027332,      -3.802316853,      -3.726250361,      -2.644398155,      -10.88498063
          0,           0,          18,      -4.687735933,      -3.780404938,       -3.72083019,      -2.643907963,      -10.88418308
          0,           0,          19,      -4.684682494,      -3.763320358,       -3.71783249,      -2.641782649,      -10.87975193
          0,           0,          20,       -4.67830003,      -3.750987905,      -3.717643387,      -2.636287054,      -10.87108429
          0,           0,          21,      -4.667709394,      -3.743312426,      -3.720409046,       -2.62636641,      -10.85836589
          0,           0,          22,      -4.652895098,      -3.740236971,      -3.726055348,      -2.611894956,      -10.84235317
          0,           0,          23,      -4.634538578,       -3.74181903,      -3.734397561,      -2.593538727,      -10.82421628
          0,           0,          24,      -4.613654847,      -3.748281266,      -3.745271598,      -2.572365697,      -10.80491197
          0,           0,          25,      -4.591330772,      -3.759989334,       -3.75862935,       -2.54953781,      -10.78510609
