"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633204908771746e-05, -1.584144781429207e-01, 2.145784102474360e-01, -5.784277758866533e-02, -1.630899792758558e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.030339853488925e-01
1, 9.990000128750000e-01, -1.454484167495742e-04, -2.264855080893067e-01, 3.288460805248896e-01, -6.345319365600818e-02, -5.798151704785161e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.996954722380762e-01
2, 9.977599978450000e-01, -3.272451590579843e-04, -2.174897346581855e-01, 3.056014990916540e-01, -7.617028180097377e-02, -5.491418492612682e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.984425461573078e-02
3, 9.960200190539999e-01, -5.885116162773984e-04, -2.128975902795076e-01, 2.933591881375067e-01, -8.334957680986782e-02, -5.361313934111404e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.881228777977366e-02
4, 9.937800168990000e-01, -9.419822675752037e-04, -2.112910087327692e-01, 2.890209001322996e-01, -9.341879565076903e-02, -5.343030643927640e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.618285614210497e-02
5, 9.910500049590000e-01, -1.407974213829872e-03, -2.072382720504745e-01, 2.826997962954917e-01, -1.064497155417330e-01, -5.241595386464996e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.162325276656897e-02
6, 9.878399968150000e-01, -2.013442599236492e-03, -1.996681270538728e-01, 2.725980247606595e-01, -1.229897252606556e-01, -5.053787954305784e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.086022399513455e-02
7, 9.841300249100000e-01, -2.790847012636092e-03, -1.865002050346340e-01, 2.554287197193699e-01, -1.420150167453218e-01, -4.724435238098010e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.912806074395850e-03
8, 9.799500107769999e-01, -3.750402975487906e-03, -1.661074838276161e-01, 2.286952643548557e-01, -1.613896257987772e-01, -4.213081680323063e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.773537675977699e-03
9, 9.752799868580000e-01, -4.889499586001285e-03, -1.381158504694933e-01, 1.917860049023753e-01, -1.780008537142381e-01, -3.508063067793558e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.317620792226215e-03
10, 9.701499938960000e-01, -6.165525462372408e-03, -1.041387987691808e-01, 1.469044151681992e-01, -1.885399323924365e-01, -2.647653534584524e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.026339639578269e-04
11, 9.645400047300000e-01, -7.526236059695979e-03, -6.780715433505063e-02, 9.887842384387696e-02, -1.904564331602476e-01, -1.723228258661693e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.672740594747885e-03
12, 9.584699869160000e-01, -8.903865260333058e-03, -3.466757057561795e-02, 5.478933452431459e-02, -1.832148036528618e-01, -8.738618346775813e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.784418188905010e-03
13, 9.519400000570000e-01, -1.024892913306789e-02, -1.022813251799481e-02, 2.154789096791294e-02, -1.691652390073801e-01, -2.449022521914963e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.028916384738093e-03
14, 9.449599981310000e-01, -1.153646829297061e-02, 2.731306086589596e-03, 2.724941570198775e-03, -1.527110107401526e-01, 8.826626104034246e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.473998177585245e-03
15, 9.375399947170000e-01, -1.277059612300416e-02, 5.775160805555303e-03, -3.350525342072819e-03, -1.381712426916534e-01, 1.642278495388682e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.176862197853155e-03
16, 9.296900033950000e-01, -1.397604288482259e-02, 3.597674053779995e-03, -2.230390833075007e-03, -1.280238308991167e-01, 1.027572996713029e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.283877272994464e-04
17, 9.214000105860000e-01, -1.518769945829991e-02, 8.133849960549509e-04, 3.713266786457727e-04, -1.224402677226793e-01, 2.681883994455588e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.641129495917230e-03
18, 9.126999974250000e-01, -1.643011644222511e-02, 3.235171181733413e-04, 7.243618308560434e-04, -1.203314817955346e-01, 9.658478209783448e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.560196199082468e-03
19, 9.035800099370001e-01, -1.772278910479446e-02, 2.943221489477877e-03, -2.397591920670333e-03, -1.201698962170601e-01, 7.429082396706634e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.191710642864126e-03
20, 8.940600156780000e-01, -1.906921077108314e-02, 8.404748052829309e-03, -8.822607011739994e-03, -1.206873185785881e-01, 2.120797387084840e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.266503520395737e-04
21, 8.841500282290000e-01, -2.046552492206586e-02, 1.589597822788742e-02, -1.764850207357680e-02, -1.210755930084342e-01, 4.019311387910128e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.184719905044445e-04
