"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633267228290264e-05, 2.664612335875869e-01, -6.924537562545883e-01, -1.141095971832864e-01, 2.011080080161365e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.558067502871841e+00
1, 9.990000128750000e-01, -1.454877519734475e-04, -7.424130365008795e-02, 1.222626602546351e-02, -8.732512087264083e-02, -4.959512797270093e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.597884325110819e-01
2, 9.977599978450000e-01, -3.276763035648608e-04, -8.932279046093297e-02, 6.370248475683719e-02, -1.116710575011374e-01, -1.268152013820306e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.301996203689630e-02
3, 9.960200190539999e-01, -5.908371776044496e-04, -1.088158828698514e-01, 1.017727524331222e-01, -1.113335189666493e-01, -2.036819683963018e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.846606315480432e-02
4, 9.937800168990000e-01, -9.503711580592251e-04, -1.288756473484346e-01, 1.381825534409155e-01, -1.207459161134346e-01, -2.835145665356515e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.269117996329241e-02
5, 9.910500049590000e-01, -1.431104493861052e-03, -1.374688579584993e-01, 1.554618279303200e-01, -1.351766618440936e-01, -3.154348248755789e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.379681502054149e-02
6, 9.878399968150000e-01, -2.065843219501399e-03, -1.382568557064824e-01, 1.611765953021519e-01, -1.545815890510619e-01, -3.247530151499678e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.814015583467450e-02
7, 9.841300249100000e-01, -2.893124614693864e-03, -1.295237993515549e-01, 1.531393630693023e-01, -1.776226162290719e-01, -3.077070019617181e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.386819042451908e-02
8, 9.799500107769999e-01, -3.926149039608922e-03, -1.098428345881821e-01, 1.295498316337080e-01, -2.014971754211085e-01, -2.617319086715628e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.938718229382781e-02
9, 9.752799868580000e-01, -5.161198342586707e-03, -7.913625889417948e-02, 9.046954720195990e-02, -2.222011861786159e-01, -1.867788998962572e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.393708058724531e-02
10, 9.701499938960000e-01, -6.547848241434274e-03, -3.949942565033588e-02, 3.905294893108759e-02, -2.353579675919771e-01, -8.812019644927191e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.313491025681092e-03
11, 9.645400047300000e-01, -8.022614719366071e-03, 4.376002810646557e-03, -1.821505595968954e-02, -2.373780456650959e-01, 2.231944669200910e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.558618716138792e-03
12, 9.584699869160000e-01, -9.504500784122530e-03, 4.495648621572779e-02, -7.163248608042630e-02, -2.270927935294968e-01, 1.255862546853440e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.571184767095046e-03
13, 9.519400000570000e-01, -1.093395517108733e-02, 7.422111847053073e-02, -1.111926919719973e-01, -2.072948019495245e-01, 2.003968028857524e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.246187613478066e-03
14, 9.449599981310000e-01, -1.228126253321360e-02, 8.755620679121046e-02, -1.310715611131246e-01, -1.839054337326519e-01, 2.342352163650752e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.664988862089229e-03
15, 9.375399947170000e-01, -1.355173705377461e-02, 8.683923844617204e-02, -1.331348237811635e-01, -1.630784047318219e-01, 2.315034088997021e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.314966816325539e-03
16, 9.296900033950000e-01, -1.477554192782963e-02, 7.886994750757223e-02, -1.252653613210475e-01, -1.483726795707022e-01, 2.096703856443730e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.612741059642930e-03
17, 9.214000105860000e-01, -1.599452076060943e-02, 7.041377972544172e-02, -1.157559699903382e-01, -1.399939492029240e-01, 1.868252610203763e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.961728526969154e-03
18, 9.126999974250000e-01, -1.723925044204500e-02, 6.557060720571686e-02, -1.098496270357710e-01, -1.364362362026059e-01, 1.732534848247731e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.385195438789565e-03
19, 9.035800099370001e-01, -1.853309198716230e-02, 6.521865134187797e-02, -1.089653566357825e-01, -1.355624168374538e-01, 1.716365127782215e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.650051736433939e-03
20, 8.940600156780000e-01, -1.988103354206930e-02, 6.886624661421900e-02, -1.127358820476376e-01, -1.356762474127101e-01, 1.803111728904905e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.884781447383423e-03
21, 8.841500282290000e-01, -2.127896695544783e-02, 7.527588058877310e-02, -1.197938418770795e-01, -1.356684212538716e-01, 1.962092088608353e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.239925974139398e-03
22, 8.738499879840000e-01, -2.271872814055018e-02, 8.313493623384896e-02, -1.286288305819818e-01, -1.349836341319944e-01, 2.159552470204014e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.804797933370322e-03
23, 8.631799817090000e-01, -2.418816486824180e-02, 9.153191239674253e-02, -1.381303701213354e-01, -1.336054952551876e-01, 2.369506950912740e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.504184547873640e-03
24, 8.521599769590000e-01, -2.567666966974382e-02, 9.974620899152155e-02, -1.474536781978357e-01, -1.316126841705836e-01, 2.576316028505162e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.384866070176201e-03
25, 8.407700061800000e-01, -2.718134121977303e-02, 1.076147938681273e-01, -1.563603247568703e-01, -1.292982286735329e-01, 2.772437128234764e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.323683063266867e-03
26, 8.290500044819999e-01, -2.869345282018877e-02, 1.150167508925801e-01, -1.647162053988589e-01, -1.267896090657051e-01, 2.958544088384180e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.315338109211091e-03
27, 8.170099854470000e-01, -3.020986617453764e-02, 1.221250661132941e-01, -1.726980789642555e-01, -1.242413867213445e-01, 3.136569575267666e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.277910649011615e-03
28, 8.046399950980000e-01, -3.173063496671110e-02, 1.290824977711496e-01, -1.804629935167130e-01, -1.217021827071733e-01, 3.310891712142376e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.168938400824017e-03
29, 7.919700145720000e-01, -3.325105906638748e-02, 1.360135907207984e-01, -1.881747762802766e-01, -1.191641776873529e-01, 3.485172157681923e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.004974956882064e-03
30, 7.790099978450000e-01, -3.476888293133563e-02, 1.430621930105367e-01, -1.959723924377606e-01, -1.166577932475424e-01, 3.661117014963031e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.316785275372428e-04
31, 7.657799720760000e-01, -3.628047855362050e-02, 1.501935958660691e-01, -2.038433242280403e-01, -1.141102609713140e-01, 3.840329190256675e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.734830730502557e-04
32, 7.522799968720000e-01, -3.778428840116847e-02, 1.574718622532163e-01, -2.118451317585475e-01, -1.115420280037434e-01, 4.022448389052329e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.747042981208572e-04
33, 7.385200262070000e-01, -3.927739526880018e-02, 1.647776667631202e-01, -2.198591381531380e-01, -1.088791658605896e-01, 4.207183613082150e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.011761122354566e-04
34, 7.245299816130000e-01, -4.075468443770258e-02, 1.721511655462716e-01, -2.279198128977623e-01, -1.061447495594597e-01, 4.392647705574442e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.428850391164053e-04
35, 7.103199958800001e-01, -4.221322321740365e-02, 1.795067271615953e-01, -2.359395359696052e-01, -1.032899163349050e-01, 4.578714210124019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.296479055592307e-04
36, 6.958900094030001e-01, -4.365107468095756e-02, 1.869196969796939e-01, -2.439947111335858e-01, -1.003516426301517e-01, 4.765262331838296e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.989792014614736e-04
37, 6.812700033190000e-01, -4.506334676456579e-02, 1.943650815876439e-01, -2.520653481676192e-01, -9.729047982941572e-02, 4.953351042021802e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.737590267994253e-04
38, 6.664699912070000e-01, -4.644727122910917e-02, 2.018728487386735e-01, -2.601791752369966e-01, -9.413923228849454e-02, 5.142228295470579e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.071272939490926e-04
39, 6.514999866490000e-01, -4.780013336392862e-02, 2.093447813935490e-01, -2.682324934976671e-01, -9.086058248821884e-02, 5.330967495352916e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.820810907032232e-04
40, 6.363800168040000e-01, -4.911841804733991e-02, 2.167877467985153e-01, -2.762319682710022e-01, -8.748225455108921e-02, 5.518287479146061e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.693431883529947e-04
