Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
11,1.20251,253878,0,-246.877,24.5897,248.098,0.192201,66.5425,-39.6703,15.7862,79.0623,0.00102799,0.0939256,0.943,0.947667,100512,-0.0149092,291.177,55.3352,-32.9894,13.1281,65.7467
12,1.24849,275178,0,-246.877,-9.77985,247.07,0.382499,128.74,-102.16,-0.62202,164.35,-0.00890777,-0.0373563,0.943,0.943782,105738,0.0808974,295.032,103.125,-81.802,-0.501841,131.63
13,1.22849,266294,0,-246.877,-9.34351,247.054,0.336735,120.253,-75.2573,1.81184,141.872,-0.00794932,-0.0356896,0.943,0.943709,103240,0.0351005,292.755,97.8881,-61.2601,1.47723,115.486
14,1.32921,302535,0,-246.877,-10.1247,247.084,0.438854,132.209,-153.666,2.07466,202.724,-0.00981489,-0.0386735,0.943,0.943844,114823,0.24743,300.91,99.5052,-115.576,1.57861,152.518
15,1.36833,316070,0,-246.877,-10.3891,247.095,0.501804,133.844,-197.604,3.91838,238.698,-0.0106732,-0.0396835,0.943,0.943895,118097,0.307443,300.638,97.8357,-144.351,2.86291,174.406
16,1.57092,361016,0,-246.877,32.1446,248.961,0.282962,0.39641,-157.682,0.506479,157.683,0.00916863,0.122784,0.943,0.951004,141240,0.731681,313.211,0.252232,-100.375,0.334892,100.376
17,1.4544,293516,0,-246.877,32.4064,248.995,0.793948,-13.4582,-357.175,16.7664,357.822,0.00916785,0.123784,0.943,0.951134,99787.7,-0.0281803,239.058,-9.32459,-245.541,11.5796,245.991
18,1.02639,209894,0,-246.877,-9.44994,247.058,0.224165,-76.2542,12.1058,-2.73405,77.2576,-0.0178746,-0.0360961,0.943,0.94386,82792.8,-0.339714,280.992,-74.3027,11.8125,-2.66193,75.2829
19,1.08391,225710,0,-246.877,-9.8469,247.073,0.275368,-100.371,-8.82667,-0.207472,100.759,-0.0173657,-0.0376124,0.943,0.94391,88407.1,-0.236798,284.121,-92.6174,-8.11856,-0.204017,92.9728
20,0.984097,196105,0,-246.877,-8.96135,247.039,0.216311,-59.0688,38.7279,0.656931,70.6357,-0.0183365,-0.0342298,0.943,0.943799,77427.6,-0.438063,274.077,-60.0283,39.3611,0.667207,71.7854
21,0.928335,180872,0,-246.877,-8.36834,247.019,0.233716,-42.1573,57.2452,-0.130279,71.0934,-0.0187398,-0.0319647,0.943,0.943728,71259.1,-0.551137,267.39,-45.4163,61.676,-0.155542,76.5937
22,0.934496,181852,0,-246.877,-7.65661,246.996,0.206341,-27.3548,56.9757,0.489318,63.204,-0.0190689,-0.0292461,0.943,0.943646,71883.7,-0.539688,267.937,-29.2799,61.0179,0.503567,67.6812
23,0.935049,180270,0,-246.877,-6.81097,246.971,0.219542,-14.921,65.2647,0.310512,66.9493,-0.0193041,-0.026016,0.943,0.943556,71148.2,-0.55317,265.042,-15.9612,69.8382,0.32231,71.6397
24,0.93009,178848,0,-246.877,-5.81623,246.945,0.223307,-3.33809,67.5591,2.04536,67.6725,-0.0194218,-0.0222164,0.943,0.943462,70554.3,-0.564058,264.249,-3.58926,72.6454,2.19528,72.7671
25,0.946192,182097,0,-246.877,-4.65839,246.921,0.219075,7.14534,67.1763,2.18651,67.5906,-0.0193947,-0.0177937,0.943,0.943367,71873.1,-0.539883,264.611,7.55218,70.9999,2.30675,71.4377
26,0.952311,183581,0,-246.877,-3.32613,246.899,0.221569,16.6825,66.6582,4.26492,68.8462,-0.019194,-0.0127049,0.943,0.943281,72436.9,-0.529548,264.973,17.519,70.0028,4.47671,72.3004
27,0.982487,190954,0,-246.877,-1.81253,246.883,0.199144,25.2747,58.6848,6.04879,64.1818,-0.0187913,-0.00692334,0.943,0.943213,75542.6,-0.472617,267.847,25.727,59.7387,6.15632,65.3337
28,1.0038,196774,0,-246.877,-0.116957,246.877,0.182593,32.7508,50.2341,7.54813,60.4405,-0.0181626,-0.000446744,0.943,0.943175,77981.7,-0.427905,270.626,32.6281,50.0472,7.52029,60.2152
29,1.14191,234633,0,-246.877,-6.39854,246.96,0.213021,81.4925,-8.83434,1.87057,81.9913,-0.00359458,-0.0244406,0.943,0.943324,92675.5,-0.158555,282.726,71.3646,-7.73576,1.63758,71.8014
30,1.12845,230043,0,-246.877,-5.2836,246.933,0.192544,72.9836,1.27285,1.58105,73.0118,-0.00240154,-0.0201819,0.943,0.943219,91071.9,-0.18795,281.148,64.6757,1.13254,1.39942,64.7007
31,1.1378,234636,0,-246.877,-7.34626,246.986,0.240317,90.995,-14.4733,2.2991,92.1675,-0.00475504,-0.0280606,0.943,0.943429,92360.7,-0.164324,282.784,79.9729,-12.7144,2.01839,81.0025
32,1.16472,244573,0,-246.877,-8.14217,247.011,0.265873,99.8747,-32.649,3.80278,105.145,-0.00587153,-0.0311008,0.943,0.943531,95930.3,-0.09889,286.919,85.7511,-28.0336,3.26677,90.2763
33,1.18999,254122,0,-246.877,-8.80258,247.034,0.298189,108.582,-53.7433,1.39812,121.163,-0.00693726,-0.0336234,0.943,0.943625,99179.4,-0.0393303,290.34,91.2493,-45.1602,1.17616,101.82
34,1.21551,257582,0,-246.877,25.9727,248.239,0.19742,67.4657,-44.0079,16.4181,82.2063,0.00240611,0.0992083,0.943,0.948207,101920,0.0109135,292.102,55.5043,-36.206,13.5068,67.6316
35,1.23143,261788,0,-246.877,27.1797,248.368,0.203922,67.8674,-50.5816,16.0184,86.1456,0.00362936,0.103819,0.943,0.948705,103510,0.0400456,292.82,55.1109,-41.0722,13.0087,69.9526
36,1.55768,388335,0,-246.877,-10.8079,247.113,0.710646,-24.6415,-386.301,2.44436,387.094,-0.0135298,-0.041283,0.943,0.944,136087,0.637229,304.385,-15.8725,-247.976,1.55929,248.488
37,1.52439,368858,0,-246.877,-10.7821,247.112,0.691552,56.6608,-359.959,-0.190836,364.391,-0.0129291,-0.0411845,0.943,0.943987,130115,0.527749,297.348,37.1954,-236.11,-0.130783,239.022
38,1.47646,360909,0,-246.877,-10.8021,247.113,0.708638,-81.2278,-353.117,2.18635,362.345,-0.0140285,-0.0412612,0.943,0.944007,126573,0.462829,298.653,-55.0212,-239.159,1.48124,245.411
39,1.47629,356614,0,-246.877,-10.7716,247.112,0.669441,-113.303,-323.352,-6.06887,342.682,-0.014514,-0.0411447,0.943,0.944009,126735,0.465785,299.149,-76.716,-218.996,-4.08771,232.08
40,1.37981,323748,0,-246.877,-10.7035,247.109,0.60676,-143.364,-250.839,-3.97073,288.945,-0.0150643,-0.0408845,0.943,0.944006,117390,0.294492,296.413,-103.755,-181.82,-2.84822,209.36
41,1.36065,312391,0,-246.877,-10.5849,247.104,0.517709,-150.951,-190.795,-12.168,243.592,-0.015651,-0.0404312,0.943,0.943996,116234,0.273294,297.584,-110.943,-140.227,-8.94376,179.03
42,1.2517,274929,0,-246.877,30.5042,248.754,0.258638,60.3674,-94.1312,11.769,112.443,0.00710389,0.116517,0.943,0.950198,107948,0.121415,300.432,48.2282,-75.2037,9.40376,89.8331
43,1.25405,271034,0,-246.877,29.8678,248.677,0.233879,64.8567,-76.4492,14.1509,101.248,0.00642625,0.114087,0.943,0.949898,106777,0.0999352,296.611,51.7185,-60.9447,11.2889,80.7248
44,1.36747,296306,0,-246.877,31.0371,248.82,0.242532,70.4041,-88.8692,15.5754,114.442,0.0076762,0.118553,0.943,0.950454,116592,0.279864,297.006,51.5007,-64.9084,11.3715,83.6345
45,1.2458,282533,0,-246.877,31.4812,248.876,0.341176,47.7578,-140.069,18.1925,149.101,0.00815662,0.120249,0.943,0.950671,109437,0.148693,306.005,38.3491,-112.35,14.6209,119.611
46,1.37614,310576,0,-246.877,31.8499,248.923,0.345278,52.7107,-155.82,23.1303,166.112,0.00855782,0.121658,0.943,0.950854,120211,0.346198,304.303,38.3087,-113.195,16.8272,120.681
47,1.56175,356904,0,-246.877,32.1548,248.962,0.332152,61.8909,-170.824,19.5332,182.737,0.00889146,0.122822,0.943,0.951007,138479,0.681061,308.884,39.6323,-109.355,12.5206,116.987
48,1.10786,225538,0,-246.877,10.5077,247.1,0.159295,57.2894,8.95522,12.7697,59.3745,-0.0115228,0.0401364,0.943,0.943924,89578.9,-0.215318,281.677,51.7119,8.08334,11.5265,53.594
49,1.12603,230588,0,-246.877,12.8247,247.21,0.161673,59.929,1.17622,13.4136,61.4231,-0.00967086,0.0489868,0.943,0.944321,91565,-0.17891,283.275,53.2217,1.04438,11.9122,54.5485
50,1.14132,234986,0,-246.877,15.1012,247.338,0.165422,62.0965,-5.50643,13.8591,63.8621,-0.00775672,0.0576824,0.943,0.944794,93279.7,-0.147479,284.714,54.4075,-4.8246,12.143,55.9545
51,1.15578,239228,0,-246.877,17.2929,247.482,0.169682,63.6893,-12.4968,14.4829,66.5,-0.00583638,0.066054,0.943,0.945329,94925.8,-0.117304,286.113,55.1047,-10.8122,12.5307,57.5364
52,1.21532,271423,0,-246.877,-10.4068,247.096,0.422555,-133.94,-115.275,-12.9611,177.189,-0.0162432,-0.039751,0.943,0.943977,103398,0.038009,296.38,-110.154,-94.8885,-10.6937,145.781
53,1.1666,250251,0,-246.877,-10.163,247.086,0.338799,-123.225,-53.3465,-1.98037,134.291,-0.016819,-0.0388198,0.943,0.943949,96985.8,-0.0795424,289.561,-105.725,-45.5788,-1.69708,115.144
54,1.2281,263246,0,-246.877,28.2215,248.485,0.214857,65.9988,-60.2204,16.3218,90.8226,0.00470115,0.107798,0.943,0.949153,103954,0.0482014,294.875,53.7402,-49.0326,13.2911,73.9517
55,1.27081,271294,0,-246.877,29.1123,248.587,0.212398,70.1352,-58.7854,14.8051,92.7031,0.00562969,0.111201,0.943,0.949551,107163,0.107018,293.76,55.1897,-46.2529,11.6493,72.9448
56,1.4421,343596,0,-246.877,-10.5819,247.104,0.571383,120.457,-261.542,1.38478,287.952,-0.0114834,-0.0404199,0.943,0.943936,125929,0.45101,304.187,83.5672,-181.352,0.99806,199.682
57,1.51236,367150,0,-246.877,-10.7104,247.109,0.646912,77.6174,-332.28,-1.68092,341.229,-0.0122401,-0.0409106,0.943,0.943966,131456,0.552324,302.78,51.2833,-219.71,-1.13471,225.618
58,1.2784,272489,0,-246.877,29.7683,248.665,0.149826,2.45165,-65.3577,8.69814,65.9795,0.00913031,0.113707,0.943,0.949875,108312,0.128075,295.146,1.91779,-51.1161,6.80202,51.6023
59,1.27406,269237,0,-246.877,28.9846,248.572,0.122036,3.26062,-52.4615,9.2435,53.3693,0.00910055,0.110713,0.943,0.949521,107247,0.108562,293.242,2.55921,-41.1757,7.25377,41.888
60,1.24442,262729,0,-246.877,28.0613,248.466,0.119701,3.99351,-50.2127,8.68887,51.1152,0.0090552,0.107186,0.943,0.949115,104671,0.0613413,293.015,3.20914,-40.3509,6.98231,41.0761
61,1.24706,261203,0,-246.877,26.9825,248.347,0.0944333,5.10993,-39.1555,7.94872,40.2796,0.00898853,0.103065,0.943,0.948658,104221,0.0530783,291.136,4.09758,-31.3995,6.37432,32.3009
62,1.22856,256266,0,-246.877,25.734,248.214,0.0820996,6.19216,-32.9311,7.95724,34.4401,0.00889357,0.0982966,0.943,0.948151,102313,0.0181095,290.112,5.04019,-26.8043,6.47684,28.0326
63,1.22035,253958,0,-246.877,24.3051,248.07,0.0750969,7.40883,-29.2526,8.16026,31.2602,0.00876212,0.0928386,0.943,0.9476,101423,0.00179688,289.524,6.07108,-23.9706,6.68683,25.6157
64,1.21274,251340,0,-246.877,22.6904,247.917,0.063867,8.84632,-23.5359,7.94328,26.3684,0.00858495,0.0866709,0.943,0.947013,100421,-0.0165661,288.463,7.29454,-19.4079,6.55001,21.7435
65,1.20095,248139,0,-246.877,20.8917,247.759,0.0567223,10.3897,-19.2159,7.69094,23.1592,0.00835208,0.0798004,0.943,0.946407,99166.3,-0.0395706,287.653,8.65122,-16.0004,6.404,19.2839
66,1.19287,245689,0,-246.877,18.9198,247.601,0.0504837,12.1894,-14.7574,7.17574,20.4414,0.00805316,0.0722684,0.943,0.945799,98205.6,-0.0571811,286.797,10.2186,-12.3715,6.01559,17.1365
67,1.18314,242869,0,-246.877,16.7957,247.447,0.0470456,14.2482,-10.2135,6.95503,18.86,0.00767784,0.0641548,0.943,0.945211,97087.4,-0.0776796,285.862,12.0427,-8.63257,5.87845,15.9407
68,1.17259,239795,0,-246.877,14.5503,247.305,0.0467889,16.6789,-5.1575,6.26022,18.5466,0.00721618,0.0555782,0.943,0.944664,95859.1,-0.100194,284.785,14.224,-4.39832,5.33877,15.8168
69,1.16264,236973,0,-246.877,12.2239,247.179,0.051906,19.5126,-0.889831,5.76766,20.3666,0.00665923,0.0466918,0.943,0.944179,94717.8,-0.121116,283.804,16.7831,-0.765583,4.96095,17.5177
70,1.15258,234194,0,-246.877,9.86298,247.074,0.0611038,22.9021,3.61602,5.08591,23.737,0.00599984,0.0376738,0.943,0.943771,93580,-0.141974,282.84,19.8702,3.13717,4.41269,20.5947
71,1.14467,231982,0,-246.877,7.51732,246.991,0.0730128,26.8818,7.02715,4.37562,28.1275,0.00523384,0.028714,0.943,0.943452,92654.4,-0.158941,281.978,23.4844,6.13868,3.82295,24.5727
72,1.13446,229286,0,-246.877,5.23561,246.932,0.0875645,31.5178,10.4515,3.38144,33.3772,0.00436151,0.0199985,0.943,0.943222,91518.1,-0.179771,281.026,27.7824,9.21263,2.98124,29.4214
73,1.12736,227492,0,-246.877,3.06167,246.896,0.103155,36.8394,12.5297,3.02729,39.0294,0.00338878,0.0116947,0.943,0.943079,90726.4,-0.194283,280.349,32.6779,11.1142,2.68623,34.6206
74,1.11929,225552,0,-246.877,1.03139,246.879,0.12119,42.9365,14.7463,2.55845,45.4702,0.00232764,0.00393963,0.943,0.943011,89851.1,-0.210327,279.647,38.3606,13.1745,2.2861,40.6243
75,1.1185,225409,0,-246.877,-0.829196,246.878,0.138262,49.7126,14.36,2.57101,51.8089,0.00119583,-0.0031673,0.943,0.943006,89683.7,-0.213397,279.323,44.4458,12.8382,2.29858,46.3199
76,1.11943,226094,0,-246.877,-2.50445,246.89,0.155671,57.067,12.2758,1.82991,58.401,1.49117e-05,-0.00956629,0.943,0.943049,89828,-0.210751,279.54,50.9782,10.9667,1.63455,52.1701
77,1.11823,226337,0,-246.877,-3.98847,246.909,0.175616,65.0529,9.94486,1.58615,65.8277,-0.00119173,-0.0152348,0.943,0.943124,89759.5,-0.212007,279.627,58.1745,8.89359,1.41836,58.8675
