"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         563,      -7.292709645,      -4.397528797,      -4.333691408,      -4.324591456,      -1.813550494
          0,           0,         564,      -7.306896619,      -4.416590918,      -4.345878978,      -4.336295891,      -1.828367296
          0,           0,         565,       -7.31985781,      -4.436777343,        -4.3579581,      -4.348168532,      -1.841949994
          0,           0,         566,      -7.331215799,      -4.457626406,      -4.369697743,      -4.360009012,      -1.853879335
          0,           0,         567,      -7.340676327,      -4.478538156,      -4.380861697,      -4.371598006,      -1.863818387
          0,           0,         568,      -7.348053093,      -4.498775186,      -4.391220332,       -4.38270354,      -1.871543903
          0,           0,         569,      -7.353275532,      -4.517491332,      -4.400566998,      -4.393093328,      -1.876960335
          0,           0,         570,      -7.356396026,      -4.533800819,      -4.408738047,      -4.402553439,      -1.880110883
          0,           0,         571,      -7.357602818,      -4.546893179,      -4.415633272,      -4.410911319,      -1.881190698
          0,           0,         572,      -7.357217572,       -4.55617552,      -4.421231093,       -4.41805758,      -1.880541776
          0,           0,         573,       -7.35566518,      -4.561398542,      -4.425593904,      -4.423961038,      -1.878618442
          0,           0,         574,      -7.353423837,      -4.562715686,      -4.428862772,      -4.428673951,      -1.875932519
          0,           0,         575,       -7.35097275,      -4.560648275,      -4.431243139,      -4.432326044,      -1.872996433
          0,           0,         576,      -7.348752136,       -4.55597258,      -4.432984004,      -4.435108199,      -1.870279824
          0,           0,         577,      -7.347140554,      -4.549576363,      -4.434354476,      -4.437250244,      -1.868185168
          0,           0,         578,      -7.346447004,      -4.542333238,      -4.435622465,      -4.438999004,      -1.867039643
          0,           0,         579,      -7.346912515,      -4.535020506,      -4.437038601,        -4.4406006,      -1.867097386
          0,           0,         580,      -7.348715897,      -4.528280783,      -4.438825677,      -4.442287556,      -1.868546353
          0,           0,         581,      -7.351980291,      -4.522614838,      -4.441172544,      -4.444269796,       -1.87151612
          0,           0,         582,      -7.356780348,      -4.518393373,      -4.444231707,      -4.446729059,      -1.876086162
          0,           0,         583,        -7.3631508,      -4.515880112,      -4.448120301,      -4.449816711,      -1.882295086
          0,           0,         584,      -7.371093994,      -4.515258889,      -4.452923133,      -4.453653952,      -1.890148468
          0,           0,         585,      -7.380582671,      -4.516656266,      -4.458695504,      -4.458332729,      -1.899621841
          0,           0,         586,      -7.391557686,      -4.520156051,      -4.465464747,      -4.463916674,      -1.910658685
          0,           0,         587,      -7.403922888,       -4.52580623,      -4.473230348,       -4.47044181,      -1.923165507
          0,           0,         588,      -7.417538878,      -4.533620172,      -4.481961495,      -4.477915324,      -1.937005399
          0,           0,         589,      -7.432217551,      -4.543576943,      -4.491592324,      -4.486311501,      -1.951991581
          0,           0,         590,      -7.447718123,      -4.555628154,      -4.502021964,      -4.495570648,      -1.967881942
          0,           0,         591,      -7.463742809,      -4.569704069,      -4.513122112,      -4.505605346,      -1.984373431
          0,           0,         592,      -7.479935748,      -4.585704511,       -4.52474202,       -4.51630638,      -2.001099254
          0,           0,         593,      -7.495890301,      -4.603478529,      -4.536708397,      -4.527543828,      -2.017634036
          0,           0,         594,      -7.511164989,      -4.622801036,      -4.548825886,      -4.539166283,      -2.033508415
          0,           0,         595,      -7.525308554,      -4.643347484,      -4.560879969,      -4.551000008,      -2.048234399
          0,           0,         596,      -7.537895248,      -4.664667976,      -4.572641793,      -4.562848597,      -2.061343171
          0,           0,         597,      -7.548566539,      -4.686167034,      -4.583875216,      -4.574494549,      -2.072431787
          0,           0,         598,      -7.557067618,      -4.707099604,      -4.594347704,      -4.585705085,      -2.081206421
          0,           0,         599,      -7.563269048,      -4.726595983,      -4.603846564,      -4.596244034,      -2.087510962
          0,           0,         600,      -7.567181694,      -4.743728605,      -4.612199342,      -4.605890032,      -2.091347007
          0,           0,         601,      -7.568971139,      -4.757627533,       -4.61929411,      -4.614459148,      -2.092889487
          0,           0,         602,      -7.568954115,      -4.767629756,      -4.625094595,      -4.621827129,      -2.092480139
          0,           0,         603,      -7.567564956,      -4.773418642,      -4.629646931,      -4.627946175,      -2.090588402
          0,           0,         604,      -7.565301733,      -4.775098429,      -4.633077171,      -4.632852858,      -2.087751299
          0,           0,         605,      -7.562670415,      -4.773170145,      -4.635579713,      -4.636664711,       -2.08451209
          0,           0,         606,      -7.560141481,      -4.768420384,      -4.637397863,      -4.639565324,      -2.081373138
          0,           0,         607,      -7.558124694,      -4.761771357,      -4.638800493,      -4.641782338,      -2.078769031
          0,           0,         608,      -7.556960421,      -4.754145682,      -4.640060268,      -4.643565127,      -2.077057899
          0,           0,         609,      -7.556919824,      -4.746374523,      -4.641436226,       -4.64516597,       -2.07652263
          0,           0,         610,      -7.558202231,      -4.739144727,      -4.643158696,      -4.646823338,      -2.077370221
          0,           0,         611,      -7.560928761,      -4.732971569,       -4.64541617,      -4.648747061,      -2.079727979
          0,           0,         612,      -7.565157437,      -4.728212166,      -4.648354672,      -4.651114608,      -2.083659706
          0,           0,         613,      -7.570917827,      -4.725120184,      -4.652090348,      -4.654078312,      -2.089199184
          0,           0,         614,      -7.578222529,      -4.723886816,      -4.656714977,      -4.657766246,      -2.096361166
          0,           0,         615,      -7.587057436,      -4.724651848,      -4.662292137,      -4.662277085,      -2.105132722
          0,           0,         616,      -7.597373747,      -4.727509526,      -4.668854848,      -4.667678232,       -2.11546637
          0,           0,         617,      -7.609083762,      -4.732516546,      -4.676405858,      -4.674006949,      -2.127276234
          0,           0,         618,      -7.622056566,       -4.73969855,      -4.684918198,      -4.681271808,      -2.140433496
          0,           0,         619,      -7.636112973,      -4.749053547,      -4.694335551,       -4.68945368,      -2.154760742
          0,           0,         620,      -7.651020756,       -4.76055225,      -4.704572688,      -4.698506554,      -2.170026199
          0,           0,         621,      -7.666491798,      -4.774135056,      -4.715516236,      -4.708358485,      -2.185939453
          0,           0,         622,      -7.682182904,      -4.789704851,      -4.727025942,      -4.718912738,      -2.202150385
          0,           0,         623,      -7.697702571,      -4.807114631,      -4.738936606,      -4.730048954,      -2.218253913
          0,           0,         624,      -7.712625485,      -4.826149084,      -4.751060636,      -4.741623947,      -2.233802739
          0,           0,         625,      -7.726516275,      -4.846500523,      -4.763191049,      -4.753471791,      -2.248330404
          0,           0,         626,      -7.738962761,      -4.867741966,      -4.775105181,       -4.76540342,      -2.261385723
          0,           0,         627,      -7.749615189,       -4.88930408,      -4.786570179,      -4.777207248,      -2.272575759
          0,           0,         628,      -7.758221552,      -4.910466165,      -4.797352286,      -4.788653462,      -2.281607178
          0,           0,         629,      -7.764647514,      -4.930373407,      -4.807231521,      -4.799504296,       -2.28831313
          0,           0,         630,      -7.768885956,      -4.948094051,      -4.816021125,      -4.809530895,       -2.29266844
          0,           0,         631,      -7.771068468,      -4.962726631,      -4.823588799,      -4.818535444,      -2.294803483
          0,           0,         632,      -7.771468035,      -4.973547655,      -4.829874614,      -4.826374233,      -2.295005629
          0,           0,         633,      -7.770476636,      -4.980160145,      -4.834900757,       -4.83297626,        -2.2936931
          0,           0,         634,      -7.768560244,      -4.982586225,      -4.838771292,      -4.838353605,      -2.291364912
          0,           0,         635,      -7.766205955,      -4.981262003,      -4.841662385,      -4.842601071,      -2.288542797
          0,           0,         636,      -7.763876763,      -4.976937168,      -4.843804314,      -4.845884078,      -2.285721702
          0,           0,         637,      -7.761982045,      -4.970524157,      -4.845458352,      -4.848417792,       -2.28333772
          0,           0,         638,      -7.760864044,      -4.962953375,      -4.846893719,       -4.85044396,      -2.281753819
          0,           0,         639,      -7.760796168,      -4.955071187,      -4.848368936,       -4.85221098,      -2.281258532
          0,           0,         640,      -7.761987693,      -4.947588057,      -4.850119041,      -4.853958989,       -2.28207168
          0,           0,         641,      -7.764590062,       -4.94106448,      -4.852347647,      -4.855909196,      -2.284351946
          0,           0,         642,      -7.768702958,      -4.935919222,      -4.855222719,      -4.858256554,      -2.288204244
          0,           0,         643,      -7.774381587,      -4.932450335,      -4.858875847,       -4.86116586,      -2.293687973
          0,           0,         644,      -7.781645129,       -4.93086324,      -4.863404592,      -4.864771103,       -2.30082589
          0,           0,         645,      -7.790482255,      -4.931297804,      -4.868875805,       -4.86917638,      -2.309609792
          0,           0,         646,      -7.800850965,      -4.933847399,      -4.875327828,      -4.874456849,       -2.32000053
          0,           0,         647,      -7.812674244,      -4.938569308,      -4.882771395,        -4.8806596,       -2.33192389
          0,           0,         648,      -7.825834149,      -4.945488776,      -4.891189249,      -4.887804106,      -2.345264712
          0,           0,         649,      -7.840165189,      -4.954598582,      -4.900533087,      -4.895880344,      -2.359859821
          0,           0,         650,      -7.855449016,       -4.96585914,      -4.910719069,      -4.904844981,      -2.375491459
          0,           0,         651,      -7.871410499,      -4.979203705,      -4.921629218,      -4.914621994,      -2.391881711
          0,           0,         652,       -7.88771512,       -4.99453922,      -4.933119189,      -4.925109397,      -2.408688284
          0,           0,         653,      -7.903972017,      -5.011732506,      -4.945022919,      -4.936184269,      -2.425505504
          0,           0,         654,      -7.919746324,      -5.030586908,      -4.957153287,      -4.947703502,       -2.44187468
          0,           0,         655,      -7.934580595,      -5.050815547,      -4.969303519,      -4.959503001,      -2.457304916
          0,           0,         656,        -7.9480262,      -5.072013269,      -4.981250738,      -4.971396839,      -2.471306026
          0,           0,         657,      -7.959683665,      -5.093631675,      -4.992761695,       -4.98317742,      -2.483432981
          0,           0,         658,      -7.969244356,       -5.11496656,      -5.003601743,      -4.994618853,      -2.493333938
          0,           0,         659,      -7.976520431,      -5.135170554,      -5.013548824,      -5.005485984,      -2.500787585
          0,           0,         660,      -7.981462024,      -5.153304823,      -5.022412583,      -5.015550098,      -2.505726654
          0,           0,         661,      -7.984171909,      -5.168440777,      -5.030055512,      -5.024610304,      -2.508255685
          0,           0,         662,      -7.984910626,      -5.179806391,      -5.036410862,      -5.032516654,      -2.508654755
          0,           0,         663,      -7.984074379,      -5.186941479,      -5.041492769,      -5.039189425,       -2.50735247
          0,           0,         664,      -7.982146239,      -5.189804174,       -5.04539692,      -5.044630563,      -2.504870797
          0,           0,         665,      -7.979637496,      -5.188780995,      -5.048292108,      -5.048924863,      -2.501760322
          0,           0,         666,      -7.977037056,      -5.184595918,      -5.050403577,      -5.052229624,      -2.498545021
          0,           0,         667,      -7.974778328,      -5.178159915,      -5.051990635,        -5.0547549,      -2.495686629
          0,           0,         668,      -7.973223665,      -5.170419448,      -5.053323387,      -5.056740376,      -2.493568599
          0,           0,         669,      -7.972662087,      -5.162245547,      -5.054663342,      -5.058434792,       -2.49249456
          0,           0,         670,      -7.973314375,      -5.154374677,      -5.056249805,      -5.060080315,      -2.492694753
          0,           0,         671,      -7.975340318,      -5.147390631,      -5.058291377,      -5.061901398,      -2.494334818
          0,           0,         672,      -7.978845624,      -5.141731268,      -5.060961402,      -5.064097111,      -2.497524171
          0,           0,         673,      -7.983889564,      -5.137709066,      -5.064396898,      -5.066836872,      -2.502324791
          0,           0,         674,      -7.990493275,      -5.135538957,      -5.068700476,      -5.070259281,      -2.508760106
          0,           0,         675,      -7.998645579,      -5.135365797,       -5.07394333,      -5.074472606,      -2.516821055
          0,           0,         676,      -8.008303535,      -5.137284559,      -5.080167209,      -5.079555324,      -2.526466816
          0,           0,         677,      -8.019388905,      -5.141352396,      -5.087385082,      -5.085556554,      -2.537621417
          0,           0,         678,      -8.031783104,      -5.147595478,      -5.095581345,      -5.092496814,      -2.550168635
          0,           0,         679,      -8.045321809,      -5.156012621,      -5.104712078,      -5.100369146,      -2.563946225
          0,           0,         680,      -8.059789973,      -5.166575991,      -5.114705428,       -5.10914034,      -2.578740168
          0,           0,         681,      -8.074918551,      -5.179228549,      -5.125461886,      -5.118751794,      -2.594280173
          0,           0,         682,      -8.090384214,        -5.1938779,      -5.136853762,        -5.1291191,      -2.610237621
          0,           0,         683,       -8.10581332,      -5.210386685,      -5.148723573,      -5.140129738,      -2.626227329
          0,           0,         684,      -8.120791568,      -5.228559766,      -5.160884168,      -5.151641293,      -2.641815185
          0,           0,         685,      -8.134883357,       -5.24812647,      -5.173124262,      -5.163484105,      -2.656536647
          0,           0,         686,      -8.147664394,      -5.268716263,      -5.185216848,      -5.175466474,      -2.669930164
          0,           0,         687,       -8.15876356,       -5.28983303,      -5.196926155,      -5.187377936,      -2.681581934
          0,           0,         688,      -8.167901718,      -5.310839144,      -5.208014897,      -5.198992004,      -2.691170168
          0,           0,         689,      -8.174913631,      -5.330960884,      -5.218255889,       -5.21007285,      -2.698494055
          0,           0,         690,      -8.179754409,      -5.349326547,      -5.227449147,      -5.220388478,      -2.703486537
          0,           0,         691,      -8.182508706,      -5.365048725,      -5.235442577,      -5.229730523,      -2.706226793
          0,           0,         692,      -8.183400677,      -5.377350722,       -5.24215174,      -5.237937536,      -2.706949671
          0,           0,         693,      -8.182783377,      -5.385711325,      -5.247572903,      -5.244915656,      -2.706031761
          0,           0,         694,       -8.18110146,      -5.389979587,      -5.251785869,      -5.250651685,      -2.703949329
          0,           0,         695,      -8.178839086,      -5.390411495,      -5.254946636,       -5.25521593,      -2.701221097
          0,           0,         696,      -8.176470047,        -5.3876114,      -5.257271522,       -5.25875363,       -2.69835388
          0,           0,         697,      -8.174422415,      -5.382404805,      -5.259015325,      -5.261466606,      -2.695804173
          0,           0,         698,      -8.173059611,      -5.375693908,      -5.260447838,      -5.263590404,      -2.693957976
          0,           0,         699,      -8.172675592,      -5.368340598,       -5.26183358,      -5.265373094,      -2.693126057
          0,           0,         700,      -8.173497823,      -5.361095771,      -5.263417079,      -5.267058784,      -2.693547781
          0,           0,         701,      -8.175693527,      -5.354570326,      -5.265413508,      -5.268875754,      -2.695398584
          0,           0,         702,      -8.179375735,      -5.349233682,      -5.268003332,      -5.271028142,      -2.698797304
          0,           0,         703,      -8.184610197,      -5.345428604,      -5.271330474,      -5.273690947,      -2.703814175
          0,           0,         704,        -8.1914241,      -5.343396004,      -5.275503825,      -5.277008436,      -2.710480117
          0,           0,         705,      -8.199813011,      -5.343302378,      -5.280600483,      -5.281094701,      -2.718793896
          0,           0,         706,      -8.209742861,      -5.345261516,      -5.286668426,      -5.286034621,      -2.728724244
          0,           0,         707,      -8.221146782,      -5.349347561,      -5.293727791,      -5.291884707,      -2.740206942
          0,           0,         708,      -8.233919566,      -5.355601196,      -5.301771086,      -5.298673885,      -2.753139409
          0,           0,         709,       -8.24791107,      -5.364030579,        -5.3107613,      -5.306402742,      -2.767373874
          0,           0,         710,      -8.262920239,      -5.374610314,      -5.320627258,       -5.31503989,      -2.782710449
          0,           0,         711,      -8.278690802,      -5.387284992,       -5.33126193,      -5.324520021,      -2.798891211
          0,           0,         712,      -8.294908256,      -5.401973611,      -5.342528945,      -5.334749064,      -2.815595592
          0,           0,         713,      -8.311200546,      -5.418561309,      -5.354269342,      -5.345610758,      -2.832439229
          0,           0,         714,      -8.327147017,      -5.436878389,      -5.366303051,      -5.356968676,      -2.848980768
          0,           0,         715,       -8.34229678,      -5.456674464,      -5.378429573,      -5.368665604,      -2.864739062
          0,           0,         716,      -8.356196569,      -5.477590698,      -5.390430733,      -5.380522518,      -2.879221771
          0,           0,         717,      -8.368428624,      -5.499133192,      -5.402075576,      -5.392338187,       -2.89196642
          0,           0,         718,      -8.378653082,      -5.520655064,      -5.413128078,      -5.403891244,      -2.902588494
          0,           0,         719,      -8.386642323,      -5.541358965,       -5.42335939,      -5.414947211,      -2.910822953
          0,           0,         720,      -8.392300697,      -5.560333416,       -5.43256553,      -5.425272115,        -2.9165508
          0,           0,         721,      -8.395679209,      -5.576635778,      -5.440588421,      -5.434652338,      -2.919818146
          0,           0,         722,      -8.396986251,       -5.58942427,      -5.447335482,      -5.442917841,      -2.920847053
          0,           0,         723,      -8.396576121,      -5.598114812,      -5.452792723,      -5.449963375,      -2.920020155
          0,           0,         724,      -8.394907994,      -5.602510605,      -5.457028757,      -5.455762998,      -2.917833656
          0,           0,         725,      -8.392489148,       -5.60284955,      -5.460189499,      -5.460375007,      -2.914834224
          0,           0,         726,      -8.389820489,      -5.599747404,       -5.46248408,      -5.463935277,      -2.911559357
          0,           0,         727,      -8.387357106,       -5.59406318,      -5.464163655,      -5.466639788,      -2.908494684
          0,           0,         728,      -8.385486647,      -5.586742818,      -5.465497581,      -5.468721598,      -2.906051279
          0,           0,         729,      -8.384523194,      -5.578691473,      -5.466752336,      -5.470428941,      -2.904559902
          0,           0,         730,      -8.384710496,       -5.57069644,      -5.468176026,      -5.472007995,      -2.904275419
          0,           0,         731,      -8.386228997,      -5.563396018,      -5.469988403,      -5.473690481,      -2.905385288
          0,           0,         732,      -8.389202853,      -5.557278709,      -5.472375115,      -5.475684898,      -2.908018087
          0,           0,         733,      -8.393707242,      -5.552699469,      -5.475485528,      -5.478171148,      -2.912252094
          0,           0,         734,      -8.399776776,      -5.549905746,      -5.479433838,      -5.481298474,      -2.918124467
          0,           0,         735,      -8.407412426,      -5.549066059,      -5.484302012,      -5.485185653,      -2.925638464
          0,           0,         736,      -8.416584412,      -5.550293158,      -5.490142346,      -5.489921746,      -2.934766534
          0,           0,         737,      -8.427229342,      -5.553658632,      -5.496978561,      -5.495566604,      -2.945447643
          0,           0,         738,      -8.439245657,      -5.559201292,      -5.504806344,      -5.502151761,      -2.957582782
          0,           0,         739,      -8.452488312,      -5.566931675,      -5.513593838,      -5.509681787,      -2.971029459
          0,           0,         740,      -8.466763362,      -5.576833089,      -5.523281834,        -5.5181354,       -2.98559571
          0,           0,         741,       -8.48182333,      -5.588858948,      -5.533782266,      -5.527464765,       -3.00103435
          0,           0,         742,      -8.497364405,      -5.602927922,      -5.544974572,      -5.537592037,      -3.017038334
          0,           0,         743,      -8.513027289,      -5.618919388,      -5.556704683,      -5.548407303,      -3.033239393
          0,           0,         744,      -8.528404509,      -5.636665541,      -5.568791442,      -5.559773108,      -3.049213559
          0,           0,         745,      -8.543059129,      -5.655932437,      -5.581034689,      -5.571530983,      -3.064498507
          0,           0,         746,      -8.556554865,      -5.676391731,      -5.593219105,       -5.58350344,       -3.07862329
          0,           0,         747,      -8.568493803,      -5.697591965,      -5.605116709,      -5.595492924,      -3.091148099
          0,           0,         748,      -8.578555128,      -5.718938171,      -5.616492289,      -5.607282044,      -3.101707983
          0,           0,         749,       -8.58652445,      -5.739689106,      -5.627113932,      -5.618638522,      -3.110049024
          0,           0,         750,       -8.59230701,      -5.758983277,       -5.63676912,      -5.629326666,      -3.116048349
          0,           0,         751,      -8.595935891,      -5.775906349,      -5.645284799,      -5.639125527,      -3.119726925
          0,           0,         752,       -8.59758332,      -5.789606702,      -5.652548057,      -5.647851644,      -3.121261776
          0,           0,         753,      -8.597558593,      -5.799442897,      -5.658522068,      -5.655381301,      -3.120981572
          0,           0,         754,      -8.596279059,      -5.805119239,      -5.663252955,      -5.661666998,      -3.119333212
          0,           0,         755,      -8.594221315,      -5.806755508,      -5.666866583,      -5.666744826,      -3.116827788
          0,           0,         756,      -8.591869006,      -5.804858977,      -5.669556244,       -5.67073078,      -3.113983446
          0,           0,         757,      -8.589671605,      -5.800211823,      -5.671563028,      -5.673805999,      -3.111280365
          0,           0,         758,      -8.588019506,      -5.793722196,      -5.673152417,      -5.676194879,      -3.109133936
          0,           0,         759,      -8.587234443,      -5.786291006,      -5.674592294,      -5.678142552,       -3.10788485
          0,           0,         760,      -8.587569977,      -5.778723515,      -5.676135896,      -5.679896292,      -3.107800256
          0,           0,         761,      -8.589216894,      -5.771687472,      -5.678010447,      -5.681691885,      -3.109080284
          0,           0,         762,      -8.592309887,      -5.765704551,      -5.680410333,      -5.683743971,      -3.111866067
          0,           0,         763,      -8.596933349,      -5.761161197,      -5.683493781,      -5.686239582,      -3.116246731
          0,           0,         764,      -8.603129505,      -5.758331093,      -5.687383097,      -5.689335242,      -3.122268366
          0,           0,         765,      -8.610906658,      -5.757403215,      -5.692167518,      -5.693156949,      -3.129942565
          0,           0,         766,      -8.620243184,      -5.758506803,      -5.697906372,      -5.697801195,      -3.139250568
          0,           0,         767,      -8.631086149,      -5.761727703,      -5.704630931,      -5.703335886,      -3.150142089
          0,           0,         768,      -8.643346161,      -5.767116331,      -5.712344781,      -5.709801007,      -3.162530402
          0,           0,         769,      -8.656890464,      -5.774689576,         -5.721022,      -5.717207834,      -3.176285343
          0,           0,         770,      -8.671537292,      -5.784430374,      -5.730602702,      -5.725535563,      -3.191226927
          0,           0,         771,      -8.687051185,      -5.796292074,      -5.740991086,      -5.734729313,      -3.207119226
          0,           0,         772,       -8.70313946,      -5.810204707,      -5.752061431,      -5.744704934,      -3.223665325
          0,           0,         773,      -8.719450858,      -5.826069161,      -5.763664532,      -5.755355387,      -3.240504191
          0,           0,         774,       -8.73558143,      -5.843738448,       -5.77562901,      -5.766552905,      -3.257214433
          0,           0,         775,       -8.75108902,      -5.862993865,      -5.787761799,      -5.778148695,      -3.273327197
          0,           0,         776,      -8.765517263,      -5.883518525,      -5.799850694,      -5.789972304,      -3.288350199
          0,           0,         777,      -8.778429671,          -5.90487,      -5.811668776,      -5.801831067,      -3.301803985
          0,           0,         778,       -8.78945162,      -5.926457874,      -5.822980971,       -5.81351111,      -3.313268645
          0,           0,         779,      -8.798309534,      -5.947537002,      -5.833554266,      -5.824782229,      -3.322429738
          0,           0,         780,      -8.804855859,      -5.967229662,      -5.843173309,      -5.835408844,      -3.329110493
          0,           0,         781,      -8.809084418,      -5.984590248,      -5.851660579,      -5.845167598,      -3.333292736
          0,           0,         782,      -8.811143841,      -5.998720604,      -5.858897182,      -5.853869802,      -3.335132113
          0,           0,         783,      -8.811336869,      -6.008923113,       -5.86483895,       -5.86138407,      -3.334954886
          0,           0,         784,      -8.810089434,      -6.014847822,      -5.869523946,      -5.867653687,      -3.333221508
          0,           0,         785,      -8.807898059,      -6.016575204,       -5.87307055,       -5.87270542,      -3.330467702
          0,           0,         786,      -8.805271621,      -6.014596679,      -5.875666428,      -5.876647295,      -3.327240492
          0,           0,         787,      -8.802685698,      -6.009702155,      -5.877549781,      -5.879654963,       -3.32404854
          0,           0,         788,      -8.800554467,      -6.002824262,      -5.878985928,      -5.881950104,       -3.32133212
          0,           0,         789,       -8.79921907,       -5.99489562,      -5.880244702,       -5.88377745,      -3.319451472
          0,           0,         790,      -8.798948488,      -5.986752575,      -5.881582722,      -5.885385631,      -3.318688597
          0,           0,         791,      -8.799945379,      -5.979088964,      -5.883231386,      -5.887012977,      -3.319254477
          0,           0,         792,      -8.802353523,      -5.972446269,      -5.885389663,      -5.888877487,       -3.32129806
          0,           0,         793,      -8.806264903,      -5.967224961,      -5.888220601,      -5.891170137,      -3.324914753
          0,           0,         794,      -8.811727636,      -5.963707706,      -5.891851264,      -5.894051661,      -3.330155306
          0,           0,         795,      -8.818754002,      -5.962087982,      -5.896375222,      -5.897652002,      -3.337034257
          0,           0,         796,      -8.827324675,       -5.96249579,       -5.90185537,      -5.902070971,      -3.345534432
          0,           0,         797,      -8.837388256,       -5.96501531,      -5.908325456,      -5.907378679,      -3.355606629
          0,           0,         798,      -8.848856499,      -5.969695122,      -5.915790407,      -5.913615928,      -3.367164956
          0,           0,         799,      -8.861599375,      -5.976554127,      -5.924226449,      -5.920795027,      -3.380081784
          0,           0,         800,      -8.875439661,      -5.985584499,      -5.933581202,      -5.928900732,      -3.394181826
          0,           0,         801,      -8.890147904,      -5.996751802,      -5.943773838,      -5.937891206,      -3.409236181
          0,           0,         802,      -8.905439665,       -6.00999202,      -5.954695591,      -5.947698945,      -3.424958206
          0,           0,         803,      -8.920976514,      -6.025204911,       -5.96621057,      -5.958231566,      -3.441002801
          0,           0,         804,      -8.936372614,      -6.042242852,      -5.978156976,      -5.969372249,      -3.456970811
          0,           0,         805,      -8.951208655,      -6.060894388,      -5.990348406,      -5.980979223,      -3.472421212
          0,           0,         806,      -8.965053573,      -6.080862829,      -6.002575697,      -5.992884636,      -3.486891934
          0,           0,         807,       -8.97749617,      -6.101741977,      -6.014610834,      -6.004894436,       -3.49993272
          0,           0,         808,      -8.988183396,       -6.12299424,      -6.026214254,      -6.016791035,      -3.511147253
          0,           0,         809,      -8.996857391,      -6.143940072,      -6.037145987,      -6.028339792,      -3.520236116
          0,           0,         810,      -9.003376256,      -6.163770322,      -6.047180644,      -6.039299776,      -3.527024623
          0,           0,         811,      -9.007722724,      -6.181594581,      -6.056126078,      -6.049439572,      -3.531477087
          0,           0,         812,      -9.010015756,      -6.196536327,      -6.063844024,        -6.0585583,      -3.533711045
          0,           0,         813,      -9.010515583,      -6.207868805,      -6.070268424,      -6.066508536,      -3.534001083
          0,           0,         814,      -9.009605518,      -6.215158301,      -6.075416104,      -6.073215231,      -3.532756815
          0,           0,         815,      -9.007747573,      -6.218362868,      -6.079386839,      -6.078686356,      -3.530473437
          0,           0,         816,      -9.005429571,      -6.217843436,      -6.082353711,      -6.083012786,      -3.527673666
          0,           0,         817,      -9.003117872,      -6.214282105,      -6.084545232,      -6.086356703,      -3.524856127
          0,           0,         818,      -9.001225967,      -6.208543773,      -6.086222453,      -6.088931321,      -3.522461448
          0,           0,         819,      -9.000100803,      -6.201534661,      -6.087655927,      -6.090977834,      -3.520857626
          0,           0,         820,      -9.000019533,      -6.194096601,      -6.089106632,      -6.092745261,      -3.520337179
          0,           0,         821,      -9.001195877,      -6.186948879,      -6.090813081,      -6.094475477,      -3.521124512
          0,           0,         822,       -9.00378467,      -6.180668312,      -6.092982987,      -6.096392367,      -3.523381712
          0,           0,         823,      -9.007888733,      -6.175692542,      -6.095788894,      -6.098694342,       -3.52721673
          0,           0,         824,      -9.013564027,      -6.172336651,       -6.09936682,      -6.101550051,      -3.532689771
          0,           0,         825,      -9.020828597,      -6.170818337,      -6.103818373,      -6.105097504,      -3.539822594
          0,           0,         826,      -9.029667516,      -6.171283133,      -6.109213428,      -6.109444313,       -3.54860381
          0,           0,         827,      -9.040032676,      -6.173821694,      -6.115590256,      -6.114666509,      -3.558988816
          0,           0,         828,      -9.051840694,      -6.178482731,      -6.122954594,      -6.120807181,       -3.57089759
          0,           0,         829,       -9.06497023,      -6.185287551,      -6.131281645,      -6.127878123,       -3.58421146
          0,           0,         830,       -9.07925801,      -6.194239513,      -6.140519434,      -6.135863427,      -3.598768618
          0,           0,         831,      -9.094490528,      -6.205322272,      -6.150589096,      -6.144721294,      -3.614355012
          0,           0,         832,      -9.110399034,      -6.218492289,      -6.161383724,      -6.154384636,      -3.630698228
          0,           0,         833,      -9.126657094,      -6.233669723,       -6.17276832,      -6.164761513,      -3.647463575
          0,           0,         834,      -9.142883559,      -6.250726543,      -6.184581335,      -6.175736042,      -3.664255206
          0,           0,         835,      -9.158652425,      -6.269469588,      -6.196637561,      -6.187169218,      -3.680624357
          0,           0,         836,      -9.173511746,       -6.28961773,      -6.208731636,      -6.198899426,      -3.696087362
          0,           0,         837,      -9.187014388,      -6.310774636,      -6.220642131,       -6.21074238,      -3.710157221
          0,           0,         838,      -9.198758043,       -6.33240315,       -6.23213677,      -6.222491583,      -3.722387188
          0,           0,         839,      -9.208427353,      -6.353810901,      -6.242980674,      -6.233921418,      -3.732418936
          0,           0,         840,      -9.215825601,      -6.374160285,      -6.252949779,      -6.244795775,      -3.740021429
          0,           0,         841,      -9.220891827,       -6.39251621,      -6.261849714,      -6.254883445,      -3.745114742
          0,           0,         842,      -9.223716189,       -6.40794346,      -6.269537228,      -6.263979309,      -3.747788654
          0,           0,         843,      -9.224545891,      -6.419650145,      -6.275938566,      -6.271927746,      -3.748307888
          0,           0,         844,      -9.223766739,      -6.427144368,      -6.281060674,      -6.278642538,       -3.74708903
          0,           0,         845,       -9.22185553,      -6.430347049,      -6.284992783,      -6.284119216,      -3.744646622
