"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         282,      -5.274314102,       -2.45122486,      -2.356625998,       -2.35903661,      0.2061730965
          0,           0,         283,      -5.283890706,      -2.453091773,      -2.362117368,      -2.363424866,      0.1966110065
          0,           0,         284,      -5.295047648,       -2.45699657,      -2.368671192,      -2.368807883,      0.1854170461
          0,           0,         285,      -5.307730812,      -2.463020123,      -2.376279367,      -2.375209534,      0.1726415146
          0,           0,         286,       -5.32187036,      -2.471217808,       -2.38491033,      -2.382630386,      0.1583513078
          0,           0,         287,      -5.337356354,      -2.481622491,      -2.394508182,      -2.391047299,      0.1426526511
          0,           0,         288,      -5.354034563,       -2.49424424,      -2.404994378,      -2.400416028,       0.125696139
          0,           0,         289,      -5.371700172,      -2.509067622,       -2.41626906,      -2.410672875,      0.1076843315
          0,           0,         290,       -5.39008772,       -2.52604184,      -2.428212353,      -2.421736014,     0.08888241092
          0,           0,         291,      -5.408865777,      -2.545067444,      -2.440686408,      -2.433506111,     0.06962620842
          0,           0,         292,      -5.427634082,      -2.565973118,      -2.453535751,      -2.445866225,     0.05032707141
          0,           0,         293,      -5.445927623,      -2.588481654,      -2.466587893,      -2.458679908,     0.03147019071
          0,           0,         294,      -5.463237031,      -2.612172565,      -2.479654165,      -2.471788245,     0.01359523754
          0,           0,         295,      -5.479045205,      -2.636442974,      -2.492531047,      -2.485006661,   -0.002740793491
          0,           0,         296,       -5.49288486,      -2.660482086,      -2.505004683,      -2.498125226,    -0.01702467512
          0,           0,         297,      -5.504400111,      -2.683280425,      -2.516860232,      -2.510914146,    -0.02885548856
          0,           0,         298,      -5.513395051,      -2.703695751,      -2.527896476,      -2.523135576,    -0.03800204743
          0,           0,         299,      -5.519860089,      -2.720591591,      -2.537943934,      -2.534561257,    -0.04443702131
          0,           0,         300,      -5.523974733,      -2.733036853,      -2.546883256,      -2.544994213,    -0.04834333808
          0,           0,         301,      -5.526084091,       -2.74051124,      -2.554659918,      -2.554291339,    -0.05008933171
          0,           0,         302,      -5.526652086,      -2.743031777,      -2.561293192,      -2.562383976,    -0.05017544307
          0,           0,         303,      -5.526199294,      -2.741139002,      -2.566879006,      -2.569289192,    -0.04916501048
          0,           0,         304,      -5.525247818,      -2.735754352,      -2.571582502,      -2.575108149,       -0.04762144
          0,           0,         305,      -5.524280764,      -2.727977215,      -2.575619912,      -2.580011122,    -0.04606291518
          0,           0,         306,      -5.523717717,      -2.718900316,      -2.579236791,      -2.584214271,    -0.04493608175
          0,           0,         307,      -5.523905316,      -2.709490563,      -2.582684647,      -2.587955871,     -0.0446067647
          0,           0,         308,      -5.525118511,      -2.700537936,      -2.586204568,      -2.591477868,    -0.04536236728
          0,           0,         309,      -5.527563315,      -2.692648606,      -2.590014552,       -2.59501086,    -0.04741652323
          0,           0,         310,      -5.531381774,       -2.68625773,      -2.594299715,      -2.598762793,    -0.05091573812
          0,           0,         311,      -5.536649303,      -2.681646575,      -2.599205466,      -2.602909983,    -0.05593974483
          0,           0,         312,      -5.543394512,      -2.678987184,        -2.6048412,      -2.607597073,    -0.06252128222
          0,           0,         313,      -5.551616167,      -2.678391879,      -2.611287296,      -2.612939968,    -0.07066206621
          0,           0,         314,      -5.561277357,      -2.679935563,      -2.618595322,      -2.619024303,    -0.08032745256
          0,           0,         315,        -5.5723019,      -2.683661344,      -2.626785355,      -2.625903098,    -0.09144266012
          0,           0,         316,      -5.584568411,      -2.689583842,      -2.635845055,      -2.633596924,     -0.1038870449
          0,           0,         317,      -5.597904748,       -2.69769101,       -2.64572807,      -2.642095913,     -0.1174882669
          0,           0,         318,      -5.612081804,      -2.707942456,      -2.656354523,      -2.651359819,      -0.132015144
          0,           0,         319,      -5.626826236,       -2.72027095,      -2.667614124,      -2.661319653,      -0.147188071
          0,           0,         320,      -5.641792687,      -2.734570474,      -2.679362764,       -2.67187664,     -0.1626521542
          0,           0,         321,      -5.656588075,      -2.750686187,      -2.691426561,      -2.682905796,     -0.1779982528
          0,           0,         322,       -5.67078805,      -2.768398599,      -2.703605777,      -2.694257719,     -0.1927783019
          0,           0,         323,      -5.683962911,      -2.787402764,      -2.715680854,      -2.705761799,     -0.2065311884
          0,           0,         324,      -5.695715435,      -2.807283071,       -2.72741811,      -2.717229137,      -0.218822242
          0,           0,         325,      -5.705721859,      -2.827492093,      -2.738580289,      -2.728455795,     -0.2292880159
          0,           0,         326,        -5.7137651,      -2.847340603,      -2.748936275,      -2.739227557,     -0.2376751388
          0,           0,         327,      -5.719745776,      -2.866010515,      -2.758274646,      -2.749327777,     -0.2438575862
          0,           0,         328,      -5.723674813,      -2.882604268,      -2.766420277,      -2.758550782,     -0.2478343189
          0,           0,         329,      -5.725672267,      -2.896242367,      -2.773254738,      -2.766722065,     -0.2497295544
          0,           0,         330,        -5.7259768,      -2.906202954,       -2.77873566,      -2.773720614,     -0.2497997842
          0,           0,         331,      -5.724941458,      -2.912070667,      -2.782908836,      -2.779497887,     -0.2484249922
          0,           0,         332,      -5.722998956,      -2.913835886,        -2.7859058,      -2.784086672,     -0.2460694138
          0,           0,         333,      -5.720608509,      -2.911898951,       -2.78792865,      -2.787597187,     -0.2432243405
          0,           0,         334,      -5.718206345,       -2.90697559,      -2.789228464,      -2.790203632,     -0.2403553238
          0,           0,         335,      -5.716176464,       -2.89994786,      -2.790081867,       -2.79212551,     -0.2378710971
          0,           0,         336,      -5.714839878,      -2.891722184,      -2.790769337,      -2.793605938,     -0.2361114321
          0,           0,         337,      -5.714452566,       -2.88312662,      -2.791557541,      -2.794892973,     -0.2353456219
          0,           0,         338,      -5.715209241,      -2.874857499,      -2.792686358,      -2.796224789,     -0.2357772544
          0,           0,         339,      -5.717248971,      -2.867464787,      -2.794361488,      -2.797819152,     -0.2375510236
          0,           0,         340,      -5.720661619,      -2.861359999,      -2.796751075,      -2.799866709,     -0.2407603341
          0,           0,         341,      -5.725500016,      -2.856836771,      -2.799986194,      -2.802528293,     -0.2454599068
          0,           0,         342,      -5.731764205,      -2.854090374,      -2.804159763,      -2.805931739,     -0.2516525195
          0,           0,         343,      -5.739436117,      -2.853244268,      -2.809331702,      -2.810174621,      -0.259321044
          0,           0,         344,      -5.748464987,      -2.854371268,      -2.815530358,      -2.815322561,     -0.2684154836
          0,           0,         345,      -5.758768115,      -2.857511685,      -2.822755873,      -2.821411976,     -0.2788533293
          0,           0,         346,      -5.770223222,      -2.862681446,      -2.830981327,      -2.828451136,     -0.2905118158
          0,           0,         347,      -5.782666978,      -2.869873035,      -2.840152709,      -2.836421139,     -0.3032255548
          0,           0,         348,      -5.795887724,      -2.879053684,      -2.850187041,      -2.845276063,     -0.3167787393
          0,           0,         349,      -5.809624225,      -2.890162649,      -2.860972421,      -2.854943071,     -0.3309028284
          0,           0,         350,      -5.823566847,      -2.903106903,      -2.872368147,      -2.865322922,     -0.3452765331
          0,           0,         351,      -5.837364251,      -2.917754604,      -2.884206813,      -2.876290581,     -0.3595313624
          0,           0,         352,      -5.850636012,      -2.933925644,      -2.896296174,      -2.887696095,     -0.3732637048
          0,           0,         353,      -5.862996591,      -2.951378449,      -2.908423077,      -2.899366071,     -0.3860590716
          0,           0,         354,      -5.874085635,      -2.969795446,      -2.920358551,      -2.911105864,     -0.3975244097
          0,           0,         355,      -5.883602938,      -2.988770925,      -2.931864911,      -2.922702662,     -0.4073264788
          0,           0,         356,      -5.891329521,      -3.007804819,      -2.942705157,      -2.933930968,     -0.4152178354
          0,           0,         357,      -5.897129187,      -3.026306642,      -2.952656092,      -2.944560557,     -0.4210425844
          0,           0,         358,      -5.900950485,        -3.0436177,      -2.961524313,      -2.954369627,     -0.4247416821
          0,           0,         359,      -5.902856541,      -3.059057503,      -2.969168056,      -2.963164336,     -0.4263828621
          0,           0,         360,       -5.90304989,      -3.071999196,      -2.975513165,      -2.970800743,     -0.4261848003
          0,           0,         361,      -5.901867153,      -3.081964408,      -2.980565332,      -2.977203642,     -0.4245082373
          0,           0,         362,      -5.899738674,      -3.088710761,      -2.984412291,       -2.98237788,     -0.4218124807
          0,           0,         363,      -5.897136353,       -3.09228365,      -2.987216252,       -2.98640907,     -0.4185996041
          0,           0,         364,      -5.894524155,      -3.093012241,      -2.989197666,      -2.989453135,     -0.4153616598
          0,           0,         365,      -5.892325546,      -3.091450223,      -2.990613965,      -2.991717814,     -0.4125457259
          0,           0,         366,       -5.89089968,      -3.088283346,      -2.991735796,      -2.993439867,     -0.4105297451
          0,           0,         367,       -5.89053961,      -3.084235166,      -2.992828503,      -2.994865729,     -0.4096205668
          0,           0,         368,      -5.891475409,      -3.079993707,      -2.994137769,      -2.996236926,     -0.4100578509
          0,           0,         369,       -5.89387349,      -3.076160929,      -2.995878756,      -2.997777876,     -0.4120149555
          0,           0,         370,      -5.897826863,      -3.073216557,      -2.998225287,      -2.999683034,     -0.4155914192
          0,           0,         371,      -5.903357815,      -3.071508712,      -3.001305284,      -3.002110658,     -0.4208169667
          0,           0,         372,      -5.910453862,      -3.071289905,      -3.005212451,      -3.005189922,     -0.4276858163
          0,           0,         373,      -5.919093766,       -3.07275965,      -3.010017713,      -3.009027216,     -0.4361810427
          0,           0,         374,      -5.929236255,      -3.076076744,        -3.0157672,      -3.013702693,     -0.4462642285
          0,           0,         375,      -5.940807833,      -3.081359869,      -3.022477548,      -3.019266976,     -0.4578645919
          0,           0,         376,      -5.953695172,       -3.08869126,      -3.030135243,      -3.025741496,     -0.4708720468
          0,           0,         377,        -5.9677396,      -3.098120523,      -3.038697115,      -3.033119987,     -0.4851315276
          0,           0,         378,      -5.982732886,      -3.109666285,      -3.048090527,      -3.041369706,      -0.500438087
          0,           0,         379,      -5.998413839,       -3.12331492,      -3.058214868,      -3.050432397,     -0.5165321256
          0,           0,         380,      -6.014466056,      -3.139015001,      -3.068942509,      -3.060225669,     -0.5330955853
          0,           0,         381,      -6.030521983,      -3.156665984,      -3.080121374,      -3.070644563,     -0.5497535456
          0,           0,         382,       -6.04617092,      -3.176099238,      -3.091577291,      -3.081562074,     -0.5660799058
          0,           0,         383,      -6.060975668,      -3.197050973,      -3.103116263,       -3.09282835,     -0.5816120835
          0,           0,         384,      -6.074498647,      -3.219129076,      -3.114526709,      -3.104268655,     -0.5958766556
          0,           0,         385,      -6.086341764,      -3.241783817,      -3.125582816,      -3.115682042,     -0.6084308886
          0,           0,         386,      -6.096185084,      -3.264284536,      -3.136052436,      -3.126843414,     -0.6189066331
          0,           0,         387,      -6.103822498,      -3.285728141,      -3.145709656,      -3.137512721,     -0.6270532632
          0,           0,         388,      -6.109180346,      -3.305088149,      -3.154354618,      -3.147451242,     -0.6327639035
          0,           0,         389,      -6.112327641,      -3.321322017,      -3.161835185,      -3.156443472,     -0.6360909846
          0,           0,         390,       -6.11347971,      -3.333534965,      -3.168065985,      -3.164320791,     -0.6372513945
          0,           0,         391,      -6.112983045,      -3.341162499,      -3.173041146,      -3.170982482,      -0.636609333
          0,           0,         392,      -6.111279752,      -3.344104475,      -3.176838354,       -3.17641092,     -0.6346360383
          0,           0,         393,      -6.108861867,      -3.342749688,      -3.179613571,      -3.180676151,     -0.6318579233
          0,           0,         394,      -6.106210871,      -3.337878647,      -3.181583026,      -3.183924861,     -0.6287913802
          0,           0,         395,      -6.103774819,      -3.330489135,      -3.183001472,      -3.186361064,     -0.6259149416
          0,           0,         396,      -6.101937062,      -3.321621684,      -3.184136796,      -3.188221048,     -0.6236371134
          0,           0,         397,      -6.101012514,      -3.312231788,      -3.185250681,      -3.189753007,      -0.622292128
          0,           0,         398,      -6.101251725,      -3.303124489,      -3.186585382,      -3.191201754,      -0.622144487
          0,           0,         399,      -6.102846824,      -3.294936659,       -3.18835522,      -3.192797449,     -0.6233960114
          0,           0,         400,      -6.105935914,      -3.288144818,      -3.190741045,      -3.194746811,     -0.6261917035
          0,           0,         401,       -6.11060311,      -3.283082424,      -3.193886407,      -3.197226216,     -0.6306216066
          0,           0,         402,      -6.116888549,      -3.279966506,      -3.197897789,      -3.200379329,     -0.6367313676
          0,           0,         403,      -6.124796714,      -3.278930673,      -3.202848167,       -3.20431769,     -0.6445308014
          0,           0,         404,      -6.134304638,      -3.280056849,      -3.208781191,      -3.209122651,     -0.6540015671
          0,           0,         405,      -6.145361498,      -3.283396591,      -3.215714136,      -3.214847102,     -0.6650966505
          0,           0,         406,      -6.157883361,       -3.28898109,      -3.223638888,      -3.221516981,     -0.6777350914
          0,           0,         407,      -6.171746393,      -3.296822151,      -3.232521511,      -3.229132318,     -0.6917951983
          0,           0,         408,      -6.186780506,      -3.306910285,      -3.242301469,      -3.237668151,     -0.7071078794
          0,           0,         409,      -6.202761265,      -3.319210116,      -3.252891208,      -3.247075103,     -0.7234479079
          0,           0,         410,      -6.219408541,      -3.333656256,      -3.264176625,      -3.257280544,     -0.7405308641
          0,           0,         411,      -6.236383048,      -3.350143734,      -3.276019112,      -3.268189427,     -0.7580080183
          0,           0,         412,      -6.253287648,      -3.368512403,      -3.288256955,      -3.279684719,     -0.7754656938
          0,           0,         413,      -6.269678153,      -3.388525504,      -3.300707839,      -3.291627798,     -0.7924341321
          0,           0,         414,      -6.285083874,      -3.409841691,      -3.313171327,      -3.303857877,     -0.8084073924
          0,           0,         415,      -6.299040373,      -3.431984087,      -3.325431659,      -3.316190356,     -0.8228777233
          0,           0,         416,      -6.311133127,      -3.454315159,      -3.337262191,      -3.328417085,      -0.835383826
          0,           0,         417,      -6.321044181,      -3.476029868,      -3.348435091,      -3.340310608,     -0.8455645214
          0,           0,         418,      -6.328589477,      -3.496182754,      -3.358736134,      -3.351634978,     -0.8532041927
          0,           0,         419,       -6.33374324,      -3.513765455,      -3.367984594,      -3.362163312,     -0.8582637813
          0,           0,         420,      -6.336649094,      -3.527840601,      -3.376053724,      -3.371699522,     -0.8608943828
          0,           0,         421,      -6.337613097,      -3.537711312,      -3.382886817,      -3.380100191,     -0.8614277338
          0,           0,         422,      -6.337066607,      -3.543075976,        -3.3885046,      -3.387291566,     -0.8603331911
          0,           0,         423,      -6.335511399,      -3.544099969,      -3.393005161,      -3.393280333,     -0.8581554416
          0,           0,         424,      -6.333460967,      -3.541372211,      -3.396555412,      -3.398154064,     -0.8554493937
          0,           0,         425,      -6.331395236,       -3.53576805,       -3.39937539,      -3.402070524,      -0.852730354
          0,           0,         426,      -6.329733447,      -3.528278843,      -3.401716756,      -3.405238055,      -0.850444942
          0,           0,         427,      -6.328822888,       -3.51986699,      -3.403840488,       -3.40789288,     -0.8489598764
          0,           0,         428,      -6.328938806,      -3.511375716,       -3.40599844,       -3.41027913,     -0.8485630958
          0,           0,         429,      -6.330290327,      -3.503491924,      -3.408420503,      -3.412633768,     -0.8494713089
          0,           0,         430,       -6.33302752,      -3.496744224,      -3.411306591,      -3.415175816,     -0.8518388061
          0,           0,         431,       -6.33724735,      -3.491518158,      -3.414822038,      -3.418098825,     -0.8557648521
          0,           0,         432,      -6.342999718,      -3.488079646,      -3.419096357,      -3.421566685,      -0.861301192
          0,           0,         433,       -6.35029501,      -3.486603495,      -3.424225107,      -3.425712641,     -0.8684600773
          0,           0,         434,      -6.359108877,      -3.487199333,      -3.430272458,      -3.430639586,     -0.8772193067
          0,           0,         435,      -6.369381089,      -3.489928105,       -3.43727113,      -3.436418734,     -0.8875211562
          0,           0,         436,      -6.381011801,      -3.494813309,      -3.445220657,      -3.443087847,      -0.899268455
          0,           0,         437,      -6.393860267,      -3.501853456,      -3.454089437,      -3.450652561,     -0.9123225967
          0,           0,         438,      -6.407735375,      -3.511028555,      -3.463817215,      -3.459089445,     -0.9264935922
          0,           0,         439,      -6.422392255,      -3.522297156,      -3.474314768,      -3.468347688,     -0.9415354777
          0,           0,         440,      -6.437528954,      -3.535588263,      -3.485463523,      -3.478349709,     -0.9571415731
          0,           0,         441,       -6.45278861,      -3.550791169,      -3.497115678,      -3.488991736,     -0.9729450484
          0,           0,         442,      -6.467768997,      -3.567742874,      -3.509096296,      -3.500144961,     -0.9885267595
          0,           0,         443,      -6.482040769,      -3.586211151,       -3.52120692,      -3.511657011,      -1.003432175
          0,           0,         444,      -6.495175602,      -3.605873112,      -3.533230482,      -3.523353396,      -1.017199355
          0,           0,         445,      -6.506782975,      -3.626292307,      -3.544936845,      -3.535038944,      -1.029397573
          0,           0,         446,      -6.516548204,      -3.646900318,      -3.556090524,      -3.546499686,      -1.039669751
          0,           0,         447,      -6.524262012,      -3.666993089,      -3.566461048,      -3.557508555,      -1.047768089
          0,           0,         448,      -6.529830695,      -3.685751961,      -3.575837927,       -3.56783616,      -1.053570919
          0,           0,         449,      -6.533279167,      -3.702301558,      -3.584049638,      -3.577267426,      -1.057090438
          0,           0,         450,      -6.534763375,      -3.715813745,      -3.590984601,      -3.585623868,      -1.058486252
          0,           0,         451,      -6.534575521,      -3.725645489,      -3.596608528,       -3.59278626,      -1.058068359
          0,           0,         452,      -6.533121996,      -3.731471928,      -3.600972111,      -3.598711299,      -1.056270938
          0,           0,         453,      -6.530876122,      -3.733362888,      -3.604206927,      -3.603438294,      -1.053600297
          0,           0,         454,      -6.528322649,      -3.731767749,      -3.606511675,      -3.607084808,      -1.050574773
          0,           0,         455,      -6.525912581,      -3.727415786,      -3.608131951,      -3.609832212,      -1.047675909
          0,           0,         456,      -6.524036864,      -3.721175515,      -3.609337174,      -3.611904698,      -1.045320009
          0,           0,         457,      -6.523016967,       -3.71392351,      -3.610398948,       -3.61354738,      -1.043848062
          0,           0,         458,      -6.523103878,      -3.706453516,      -3.611573712,        -3.6150076,      -1.043525417
          0,           0,         459,      -6.524485505,       -3.69943019,      -3.613091486,      -3.616521364,      -1.044549885
          0,           0,         460,       -6.52729263,      -3.693377742,      -3.615149081,      -3.618303676,       -1.04705912
          0,           0,         461,      -6.531606933,      -3.688688603,      -3.617907447,      -3.620542603,      -1.051139711
          0,           0,         462,      -6.537469336,      -3.685644904,      -3.621492572,      -3.623396943,      -1.056836323
          0,           0,         463,      -6.544886201,      -3.684443427,      -3.625997293,      -3.626995684,       -1.06415843
          0,           0,         464,      -6.553832236,      -3.685215182,      -3.631483496,      -3.631438015,      -1.073083512
          0,           0,         465,      -6.564247134,      -3.688036603,      -3.637980229,      -3.636790896,      -1.083554049
          0,           0,         466,      -6.576034978,      -3.692942468,      -3.645483232,      -3.643087999,      -1.095476531
          0,           0,         467,      -6.589062827,      -3.699943101,      -3.653958997,      -3.650332615,      -1.108719487
          0,           0,         468,      -6.603154294,      -3.709033767,      -3.663348751,      -3.658501596,      -1.123106441
          0,           0,         469,      -6.618082402,       -3.72018911,      -3.673567015,      -3.667546299,      -1.138407937
          0,           0,         470,      -6.633565239,      -3.733355003,      -3.684500016,      -3.677392564,      -1.154335936
          0,           0,         471,      -6.649266232,      -3.748439848,      -3.696005709,      -3.687940995,      -1.170542589
          0,           0,         472,      -6.664799591,      -3.765303606,      -3.707915504,      -3.699067588,      -1.186624149
          0,           0,         473,      -6.679743489,      -3.783742304,      -3.720037135,      -3.710624435,      -1.202132978
          0,           0,         474,      -6.693663096,      -3.803467727,      -3.732158312,      -3.722440281,      -1.216600522
          0,           0,         475,      -6.706143814,      -3.824084632,      -3.744051263,      -3.734321101,      -1.229572454
          0,           0,         476,       -6.71683074,      -3.845071096,      -3.755479037,      -3.746051752,      -1.240652398
          0,           0,         477,      -6.725463105,      -3.865770606,      -3.766205226,      -3.757400847,       -1.24954244
          0,           0,         478,      -6.731893082,      -3.885405864,      -3.776008751,      -3.768130869,      -1.256068325
          0,           0,         479,      -6.736098359,      -3.903125125,      -3.784703323,       -3.77801447,      -1.260196985
          0,           0,         480,      -6.738201097,      -3.918090475,      -3.792158183,      -3.786856224,      -1.262057159
          0,           0,         481,       -6.73847472,      -3.929603066,      -3.798315099,      -3.794515604,      -1.261943985
          0,           0,         482,      -6.737319304,      -3.937235844,      -3.803197679,      -3.800925465,       -1.26028962
          0,           0,         483,      -6.735212517,      -3.940927378,      -3.806911454,      -3.806102187,      -1.257608516
          0,           0,         484,      -6.732653923,       -3.94099797,      -3.809634549,      -3.810144918,       -1.25443646
          0,           0,         485,      -6.730118295,      -3.938080594,      -3.811599872,      -3.813223127,      -1.251279998
          0,           0,         486,      -6.728025759,      -3.932996573,      -3.813072109,      -3.815555701,      -1.248584611
          0,           0,         487,      -6.726729237,      -3.926623756,       -3.81432499,      -3.817388206,      -1.246721834
          0,           0,         488,      -6.726513735,      -3.919793945,      -3.815622867,      -3.818973405,      -1.245989269
          0,           0,         489,      -6.727596217,       -3.91322766,      -3.817205808,      -3.820554869,      -1.246612034
          0,           0,         490,      -6.730117579,      -3.907493898,      -3.819275416,      -3.822351292,      -1.248737256
          0,           0,         491,      -6.734145603,      -3.903000779,      -3.821988192,      -3.824547639,      -1.252438893
          0,           0,         492,      -6.739708396,      -3.900036228,      -3.825465642,      -3.827300583,      -1.257750343
          0,           0,         493,      -6.746819229,      -3.898818111,      -3.829804868,      -3.830743684,      -1.264687999
          0,           0,         494,      -6.755470509,      -3.899512309,      -3.835076761,      -3.834983169,      -1.273245877
          0,           0,         495,      -6.765622518,        -3.9022372,      -3.841322173,      -3.840094312,      -1.283385755
          0,           0,         496,      -6.777197732,      -3.907070481,      -3.848551408,      -3.846121796,      -1.295032178
          0,           0,         497,      -6.790076463,      -3.914056139,      -3.856744753,      -3.853081213,      -1.308068051
          0,           0,         498,      -6.804091825,      -3.923208741,      -3.865852886,      -3.860960228,       -1.32232911
          0,           0,         499,      -6.819024752,      -3.934514713,      -3.875797334,      -3.869719493,      -1.337598063
          0,           0,         500,      -6.834600454,      -3.947930211,      -3.886471309,      -3.879293688,        -1.3535997
          0,           0,         501,      -6.850488052,      -3.963374827,      -3.897741063,      -3.889592787,      -1.369998681
          0,           0,         502,      -6.866305283,      -3.980719941,      -3.909447821,      -3.900503337,      -1.386402085
          0,           0,         503,      -6.881630243,      -3.999770551,      -3.921410237,      -3.911889301,      -1.402369085
          0,           0,         504,      -6.896022016,      -4.020240523,      -3.933427131,      -3.923591991,      -1.417430279
          0,           0,         505,      -6.909051379,      -4.041723606,       -3.94528062,      -3.935429196,      -1.431118772
          0,           0,         506,      -6.920339987,      -4.063666499,      -3.956740657,      -3.947194868,       -1.44301228
          0,           0,         507,      -6.929600055,      -4.085354365,      -3.967573136,      -3.958662172,      -1.452778424
          0,           0,         508,      -6.936661412,      -4.105921935,      -3.977553572,      -3.969592592,      -1.460209038
          0,           0,         509,      -6.941484134,      -4.124404825,        -3.9864861,      -3.979751883,       -1.46523947
          0,           0,         510,      -6.944168914,      -4.139843653,       -3.99422485,      -3.988931612,      -1.467962713
          0,           0,         511,      -6.944961099,      -4.151436038,       -4.00069284,      -3.996972565,      -1.468633372
          0,           0,         512,      -6.944232531,      -4.158699236,      -4.005893641,      -4.003784906,      -1.467646371
          0,           0,         513,      -6.942440286,      -4.161582838,       -4.00991367,      -4.009361159,      -1.465490703
          0,           0,         514,      -6.940074739,       -4.16048075,      -4.012914821,      -4.013778764,      -1.462691907
          0,           0,         515,      -6.937611813,      -4.156136807,      -4.015117977,      -4.017190181,      -1.459759444
          0,           0,         516,      -6.935479222,      -4.149487702,      -4.016780099,      -4.019802776,      -1.457149793
          0,           0,         517,      -6.934039224,      -4.141505081,      -4.018170478,      -4.021855204,      -1.455247996
          0,           0,         518,      -6.933584735,      -4.133081168,      -4.019551051,      -4.023596541,      -1.454363908
          0,           0,         519,      -6.934343386,       -4.12496892,      -4.021162645,      -4.025270506,      -1.454737116
          0,           0,         520,      -6.936483827,      -4.117764689,      -4.023216293,      -4.027104065,      -1.456544485
          0,           0,         521,      -6.940121607,       -4.11191563,      -4.025888304,      -4.029299365,        -1.4599074
          0,           0,         522,      -6.945325752,      -4.107740351,       -4.02931879,      -4.032029075,      -1.464899462
          0,           0,         523,      -6.952127189,      -4.105457451,      -4.033613705,      -4.035435395,      -1.471555514
          0,           0,         524,      -6.960525271,      -4.105214315,      -4.038848472,      -4.039631152,      -1.479878392
          0,           0,         525,      -6.970487846,      -4.107106503,      -4.045069702,      -4.044700107,      -1.489839273
          0,           0,         526,      -6.981946384,      -4.111185943,      -4.052293239,      -4.050694952,       -1.50137308
          0,           0,         527,      -6.994791745,      -4.117467448,       -4.06050126,      -4.057634938,      -1.514374029
          0,           0,         528,       -7.00887172,      -4.125941276,       -4.06964408,      -4.065507535,      -1.528692379
          0,           0,         529,      -7.023986075,      -4.136582658,      -4.079645247,      -4.074273367,      -1.544128556
          0,           0,         530,      -7.039880057,      -4.149348091,      -4.090403216,      -4.083869141,      -1.560425442
          0,           0,         531,      -7.056241031,      -4.164163747,      -4.101790261,      -4.094208188,      -1.577263445
          0,           0,         532,      -7.072699832,      -4.180911694,      -4.113652492,      -4.105180757,      -1.594260122
          0,           0,         533,      -7.088838162,      -4.199412916,      -4.125811818,      -4.116654526,      -1.610975915
          0,           0,         534,      -7.104204664,      -4.219405097,      -4.138069142,      -4.128474908,       -1.62692922
          0,           0,         535,      -7.118342021,      -4.240515622,      -4.150208211,      -4.140464859,      -1.641623985
          0,           0,         536,      -7.130824952,      -4.262234314,      -4.162000361,       -4.15242481,      -1.654590622
          0,           0,         537,      -7.141303531,      -4.283894999,      -4.173211673,      -4.164134702,      -1.665434892
          0,           0,         538,      -7.149540172,      -4.304678674,      -4.183614811,      -4.175360904,      -1.673882175
          0,           0,         539,      -7.155432804,      -4.323652856,      -4.193006589,      -4.185869814,      -1.679807721
          0,           0,         540,      -7.159031065,      -4.339859994,      -4.201229038,      -4.195447718,      -1.683257346
          0,           0,         541,      -7.160545541,      -4.352455675,      -4.208188998,      -4.203923858,      -1.684456709
          0,           0,         542,      -7.160333991,      -4.360869625,      -4.213871124,        -4.2111914,      -1.683793444
          0,           0,         543,      -7.158858841,      -4.364934256,      -4.218341754,      -4.217221823,      -1.681768358
          0,           0,         544,      -7.156628922,      -4.364924945,       -4.22174367,      -4.222069993,      -1.678930697
          0,           0,         545,      -7.154144692,      -4.361493154,      -4.224282509,      -4.225868075,      -1.675818113
          0,           0,         546,      -7.151859525,      -4.355524004,      -4.226206309,      -4.228808825,      -1.672914731
          0,           0,         547,       -7.15015926,      -4.347977175,      -4.227782148,       -4.23112301,      -1.670629652
          0,           0,         548,      -7.149356329,      -4.339760683,      -4.229275024,      -4.233057426,       -1.66929159
          0,           0,         549,      -7.149693012,      -4.331657304,      -4.230932112,      -4.234857383,      -1.669153411
          0,           0,         550,      -7.151348343,      -4.324297098,      -4.232972555,      -4.236754027,       -1.67040059
          0,           0,         551,      -7.154445122,      -4.318159218,      -4.235581541,      -4.238955472,      -1.673159787
          0,           0,         552,      -7.159056859,      -4.313589484,       -4.23890792,      -4.241641247,      -1.677507105
          0,           0,         553,      -7.165215802,      -4.310826765,      -4.243065108,      -4.244960096,      -1.683476915
          0,           0,         554,      -7.172920089,      -4.310031815,      -4.248134055,      -4.249030178,      -1.691069326
          0,           0,         555,      -7.182136256,      -4.311310702,       -4.25416592,      -4.253939885,      -1.700252846
          0,           0,         556,      -7.192796777,      -4.314729363,      -4.261183423,       -4.25974856,      -1.710962076
          0,           0,         557,      -7.204795199,      -4.320321314,      -4.269181445,      -4.266487495,      -1.723092891
          0,           0,         558,      -7.217980481,      -4.328090681,      -4.278127018,      -4.274160833,      -1.736496559
          0,           0,         559,      -7.232151147,      -4.338011231,      -4.287957261,       -4.28274456,      -1.750973199
          0,           0,         560,      -7.247050315,      -4.350024157,      -4.298574904,       -4.29218264,      -1.766265394
          0,           0,         561,      -7.262363347,      -4.364038692,      -4.309847403,      -4.302385371,      -1.782053994
          0,           0,         562,       -7.27772069,      -4.379930661,      -4.321613741,      -4.313234846,      -1.797959206
