Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
19,1.18186,242104,0,-168.337,-2.50445,168.356,0.10546,41.0099,8.65475,4.38508,42.142,0.00263297,-0.00956629,0.643,0.643077,96541,-0.0876965,284.56,34.7003,7.32391,3.71033,35.6583
20,1.18315,242507,0,-168.337,-3.98847,168.384,0.118452,46.7848,6.67275,3.49296,47.3872,0.00142633,-0.0152348,0.643,0.643182,96623.1,-0.0861908,284.492,39.5423,5.63986,2.95227,40.0514
21,1.18247,242748,0,-168.337,-5.2836,168.42,0.132575,52.7861,3.50901,3.54485,53.0213,0.000216518,-0.0201819,0.643,0.643317,96623.8,-0.0861784,284.66,44.6407,2.96753,2.99787,44.8395
22,1.13405,231933,0,-168.337,-9.8469,168.625,0.200722,-76.0091,4.94114,0.918796,76.175,-0.0147476,-0.0376124,0.643,0.644268,91737.2,-0.175754,281.803,-67.0282,4.3719,0.808807,67.1754
23,1.16311,241097,0,-168.337,-10.163,168.644,0.238771,-91.0657,-22.4805,2.66056,93.8372,-0.0142009,-0.0388198,0.643,0.644327,94924.2,-0.117334,284.278,-78.3144,-19.3312,2.29535,80.6976
24,1.10542,224141,0,-168.337,-9.44994,168.602,0.169479,-59.3387,20.3395,0.93319,62.7347,-0.0152565,-0.0360961,0.643,0.644193,88940.1,-0.227027,280.282,-53.6775,18.3803,0.845026,56.7435
25,1.185,243988,0,-168.337,-6.39854,168.459,0.147133,58.8826,-2.03571,3.40962,59.0164,-0.00097652,-0.0244406,0.643,0.643465,97007.3,-0.0791485,285.177,49.6904,-1.71824,2.87675,49.8033
26,1.19138,246117,0,-168.337,-7.34626,168.497,0.163954,65.5839,-8.43154,2.75185,66.1809,-0.00213698,-0.0280606,0.643,0.643616,97711.2,-0.066245,285.71,55.0474,-7.07503,2.31038,55.5483
27,1.21053,249891,0,-168.337,18.9198,169.397,0.0341684,8.68268,-4.9323,9.89492,14.058,0.0106712,0.0722684,0.643,0.647136,99923.9,-0.0256839,287.557,7.17265,-4.07445,8.17407,11.6131
28,1.2137,250947,0,-168.337,20.8917,169.628,0.0361178,7.38015,-8.02104,10.1782,14.9131,0.0109701,0.0798004,0.643,0.648026,100342,-0.0180149,288.007,6.08073,-6.60873,8.3861,12.2873
29,1.20687,248796,0,-168.337,16.7957,169.173,0.0345682,10.1584,-2.45078,9.56834,14.1688,0.0102959,0.0641548,0.643,0.646275,99485.3,-0.0337241,287.164,8.4173,-2.03054,7.92832,11.7402
30,1.20214,247508,0,-168.337,14.5503,168.965,0.0366415,11.88,0.048778,9.0725,14.9482,0.00983424,0.0555782,0.643,0.645472,98966.1,-0.0432413,286.788,9.8825,0.0407997,7.54701,12.4347
31,1.19891,246544,0,-168.337,12.2239,168.78,0.0407889,13.9131,2.22112,8.75525,16.588,0.00927729,0.0466918,0.643,0.64476,98571.7,-0.0504701,286.415,11.6049,1.85282,7.30272,13.836
32,1.19496,245428,0,-168.337,9.86298,168.626,0.0464626,16.358,4.74648,8.00782,18.8212,0.0086179,0.0376738,0.643,0.64416,98111.9,-0.0588989,286.022,13.6894,3.97232,6.70143,15.7508
33,1.19138,244404,0,-168.337,7.51732,168.505,0.0535804,19.2017,6.47708,7.54631,21.6242,0.0078519,0.028714,0.643,0.643689,97683.1,-0.0667599,285.626,16.1176,5.43713,6.33429,18.1511
34,1.18797,243471,0,-168.337,5.23561,168.418,0.0625963,22.6204,8.72418,6.78449,25.1758,0.00697957,0.0199985,0.643,0.643349,97281.8,-0.0741164,285.271,19.0415,7.34404,5.71103,21.1926
35,1.31506,277124,0,-168.337,31.0371,171.174,0.162126,47.4857,-53.912,12.063,72.8485,0.0102943,0.118553,0.643,0.653919,110039,0.159744,291.496,36.1129,-40.9884,9.1733,55.3926
36,1.22437,260301,0,-168.337,30.5042,171.078,0.166899,42.6963,-54.3037,12.6116,70.2205,0.00972195,0.116517,0.643,0.653544,103314,0.0364623,293.956,34.8728,-44.358,10.3011,57.3573
37,1.19806,260573,0,-168.337,31.4812,171.255,0.245185,30.0877,-96.5534,9.82836,101.609,0.0107747,0.120249,0.643,0.654236,102501,0.021559,298.053,25.1097,-80.629,8.20959,84.8465
38,1.41338,309398,0,-168.337,32.1446,171.379,0.217358,0.278779,-106.268,10.8747,106.823,0.0117867,0.122784,0.643,0.654724,122144,0.381627,301.06,0.197115,-75.191,7.70929,75.5855
39,1.3593,269152,0,-168.337,32.4064,171.428,0.525674,-7.91337,-227.683,25.1664,229.206,0.0117859,0.123784,0.643,0.654912,99926.9,-0.0256292,256.093,-5.82071,-167.502,18.5147,168.623
40,1.34912,288348,0,-168.337,31.8274,171.319,0.179571,0.40515,-82.0326,14.4909,83.3036,0.0117863,0.121572,0.643,0.654498,114254,0.237007,295.03,0.299958,-60.9065,10.7661,61.8515
41,1.22724,265387,0,-168.337,31.4441,171.249,0.224337,0.519342,-94.3888,12.1638,95.1708,0.0117838,0.120108,0.643,0.654228,104677,0.0614379,297.125,0.423826,-76.8694,9.8666,77.5012
42,1.31271,277037,0,-168.337,30.9825,171.164,0.110065,1.01103,-48.4618,10.4033,49.5762,0.011778,0.118344,0.643,0.653906,110431,0.166926,293.06,0.770097,-36.9294,7.92682,37.7785
43,1.2482,263795,0,-168.337,30.4289,171.065,0.121499,1.25233,-50.9156,10.9472,52.0942,0.011767,0.11623,0.643,0.653526,105082,0.0688716,293.27,1.0037,-40.7691,8.76397,41.7125
44,1.2319,258585,0,-168.337,29.7683,170.949,0.0901793,1.73146,-36.6791,9.86244,38.0213,0.0117484,0.113707,0.643,0.653082,103195,0.0342843,291.821,1.40546,-29.7785,8.00591,30.8679
45,1.25202,260743,0,-168.337,28.9846,170.814,0.0572116,2.40233,-22.0695,10.0702,24.3771,0.0117186,0.110713,0.643,0.652567,104201,0.0527278,289.93,1.91888,-17.6224,8.04556,19.4669
46,1.22514,255715,0,-168.337,28.0613,170.66,0.071408,2.81885,-27.5104,11.34,29.8892,0.0116733,0.107186,0.643,0.651977,102140,0.0149397,290.428,2.30104,-22.4527,9.25391,24.3937
47,1.23453,256849,0,-168.337,26.9825,170.486,0.0552014,3.60639,-20.2624,10.8053,23.2449,0.0116066,0.103065,0.643,0.651311,102652,0.0243229,289.664,2.92134,-16.412,8.75261,18.828
48,1.22856,255054,0,-168.337,25.734,170.293,0.0477251,4.4008,-16.2427,10.7746,19.9821,0.0115116,0.0982966,0.643,0.650572,101957,0.0115776,289.102,3.58212,-13.2208,8.77018,16.2646
49,1.21937,253006,0,-168.337,24.3051,170.083,0.0457121,5.21953,-14.9261,10.5238,18.9942,0.0113802,0.0928386,0.643,0.649767,101143,-0.00333147,288.955,4.28056,-12.2408,8.63057,15.5771
50,1.22072,252670,0,-168.337,22.6904,169.859,0.0381182,6.29605,-10.0762,10.4729,15.8383,0.011203,0.0866709,0.643,0.648912,101027,-0.00546191,288.304,5.1576,-8.2543,8.57917,12.9745
51,1.34721,298555,0,-168.337,-10.8079,168.684,0.504407,-30.5495,-228.825,8.23849,231.002,-0.0109117,-0.041283,0.643,0.644416,111488,0.186302,288.213,-22.7993,-169.916,6.14322,171.549
52,1.3893,310949,0,-168.337,-10.7821,168.682,0.479286,23.4817,-227.094,8.72188,228.472,-0.010311,-0.0411845,0.643,0.6444,116855,0.284679,293.021,16.9678,-163.395,6.22771,164.391
53,1.34888,297597,0,-168.337,-10.8021,168.683,0.493013,-53.3708,-219.632,9.16513,226.209,-0.0114105,-0.0412612,0.643,0.644424,111450,0.185596,287.841,-39.5586,-162.799,6.7917,167.674
54,1.34655,289995,0,-168.337,31.8499,171.324,0.230554,36.4942,-99.8455,12.0067,106.982,0.0111759,0.121658,0.643,0.654503,114297,0.237784,295.69,27.0973,-74.1548,8.91301,79.4521
55,1.40785,306488,0,-168.337,32.1548,171.381,0.25141,34.7158,-117.108,9.02058,122.478,0.0115095,0.122822,0.643,0.654727,120461,0.350779,298.071,24.6585,-83.1849,6.40887,86.9991
56,1.21503,253211,0,-168.337,25.9727,170.329,0.130478,48.6472,-20.1705,12.0474,54.0235,0.00502417,0.0992083,0.643,0.650628,100804,-0.00955607,289.014,40.039,-16.6003,9.91582,44.4637
57,1.22908,256200,0,-168.337,27.1797,170.517,0.133104,49.2755,-23.1644,11.9794,55.751,0.00624742,0.103819,0.643,0.651357,101974,0.0118993,289.029,40.0928,-18.8483,9.74781,45.362
58,1.23523,262553,0,-168.337,-9.77985,168.621,0.261389,90.6141,-62.8339,1.38453,110.277,-0.00628971,-0.0373563,0.643,0.644115,103049,0.031596,290.62,73.3617,-50.8444,1.12898,89.2657
59,1.2256,258005,0,-168.337,-9.34351,168.596,0.23052,86.2615,-42.6374,1.82024,96.2408,-0.00533126,-0.0356896,0.643,0.644012,101689,0.00668049,289.02,70.4079,-34.7783,1.47812,78.5429
60,1.26999,274408,0,-168.337,-10.1247,168.641,0.303726,85.5946,-100.763,3.29111,132.251,-0.00719683,-0.0386735,0.643,0.644202,106998,0.103986,293.497,67.3918,-79.3559,2.59309,104.143
61,1.28649,278891,0,-168.337,-10.3891,168.657,0.344061,91.3734,-120.819,1.66824,151.49,-0.00805516,-0.0396835,0.643,0.644274,107974,0.121876,292.377,71.0615,-93.8503,1.28941,117.725
62,1.34722,297057,0,-168.337,-10.5819,168.669,0.397385,75.271,-167.697,5.05116,183.884,-0.00886529,-0.0404199,0.643,0.64433,113790,0.228493,294.23,55.8606,-124.492,3.74989,136.501
63,1.33306,293202,0,-168.337,-10.7104,168.677,0.441681,63.5094,-190.698,4.65164,201.05,-0.00962206,-0.0409106,0.643,0.644372,111208,0.181159,290.596,47.6885,-143.05,3.49155,150.83
64,1.21915,255696,0,-168.337,28.2215,170.686,0.140127,47.1264,-32.0058,12.7797,58.3831,0.00731921,0.107798,0.643,0.652015,101719,0.00722132,290.652,38.6553,-26.2529,10.4829,47.8889
65,1.24398,260910,0,-168.337,29.1123,170.836,0.142098,48.4197,-33.6354,13.1041,60.3948,0.00824775,0.111201,0.643,0.652597,103777,0.0449488,290.617,38.9239,-27.0412,10.5348,48.5518
66,1.24332,261780,0,-168.337,29.8678,170.966,0.15325,45.8782,-44.6151,12.5362,65.211,0.00904431,0.114087,0.643,0.653105,104028,0.0495444,291.473,36.9,-35.8842,10.083,52.4495
67,1.16917,239242,0,-168.337,10.5077,168.665,0.114232,42.4875,12.4784,8.67858,45.1245,-0.00890474,0.0401364,0.643,0.644313,95348.2,-0.109561,284.095,36.3405,10.6727,7.42341,38.5959
68,1.17682,241420,0,-168.337,12.8247,168.825,0.115481,44.3126,8.11051,9.15814,45.9702,-0.0070528,0.0489868,0.643,0.644902,96208.8,-0.0937856,284.798,37.655,6.89164,7.78249,39.0636
69,1.1833,243322,0,-168.337,15.1012,169.013,0.117035,45.6749,3.80064,9.95612,46.9016,-0.00513866,0.0576824,0.643,0.645603,96956.9,-0.0800719,285.44,38.6001,3.21177,8.41416,39.6368
70,1.18949,245182,0,-168.337,17.2929,169.223,0.118649,46.6601,-0.565264,10.6062,47.8537,-0.00321832,0.066054,0.643,0.646392,97687.7,-0.0666745,286.094,39.2275,-0.475418,8.91676,40.231
71,1.18581,242914,0,-168.337,3.06167,168.365,0.0715379,26.4379,9.31173,6.21194,28.7099,0.00600684,0.0116947,0.643,0.643134,97026.4,-0.0787968,285.039,22.2955,7.85291,5.23868,24.2116
72,1.32622,290498,0,-168.337,-10.7716,168.681,0.466296,-77.0924,-195.196,2.02518,209.878,-0.0118959,-0.0411447,0.643,0.644425,109534,0.150486,287.684,-58.0067,-147.279,1.60891,158.299
73,1.2966,280732,0,-168.337,-10.7035,168.677,0.420982,-106.831,-151.378,2.74276,185.299,-0.0124462,-0.0408845,0.643,0.644419,106981,0.103675,287.432,-82.4545,-116.671,2.05588,142.882
74,1.24707,264947,0,-168.337,-10.5849,168.669,0.360888,-116.975,-97.5253,3.3121,152.333,-0.013033,-0.0404312,0.643,0.644402,102253,0.0170134,285.583,-93.8364,-78.2313,2.73748,122.2
75,1.22031,256800,0,-168.337,-10.4068,168.658,0.293016,-103.357,-63.0086,0.686056,121.05,-0.0136252,-0.039751,0.643,0.644372,100308,-0.0186442,286.35,-84.7172,-51.5808,0.543953,99.1861
76,1.19535,248292,0,-168.337,-8.14217,168.534,0.182434,71.7452,-18.0471,2.4492,74.0208,-0.00325347,-0.0311008,0.643,0.64376,98399.8,-0.053622,286.766,60.0247,-15.1005,2.04657,61.9288
77,1.20381,251401,0,-168.337,-8.80258,168.567,0.205383,79.1805,-27.5772,1.62151,83.8611,-0.0043192,-0.0336234,0.643,0.643893,99386.1,-0.0355425,287.599,65.7856,-22.8534,1.35397,69.6553
