Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
13,1.1771,241568,0,-288.765,18.9198,289.384,0.0608345,14.0956,-14.6563,13.214,24.2508,0.00665686,0.0722684,1.103,1.10539,96527.1,-0.087951,285.671,11.9748,-12.4511,11.2256,20.602
14,1.16136,242997,0,-288.765,19.3618,289.413,0.209685,72.3996,-36.0074,-17.7502,82.7847,-0.00535696,0.0739568,1.103,1.10549,96016.7,-0.0973072,288.014,62.3394,-31.0155,-15.2966,71.2892
15,1.14584,239153,0,-288.765,17.2929,289.282,0.204086,69.9462,-32.4595,-19.0903,79.4388,-0.00723267,0.066054,1.103,1.105,94558.1,-0.124044,287.48,61.0436,-28.3312,-16.6648,69.3303
16,1.17114,246484,0,-288.765,21.2789,289.548,0.217359,73.3375,-43.0205,-17.4154,86.7897,-0.00356813,0.0812793,1.103,1.106,97306.4,-0.0736655,289.443,62.6204,-36.7377,-14.8742,74.1095
17,1.18419,250142,0,-288.765,23.0247,289.681,0.223314,74.7534,-47.9989,-15.9634,90.2596,-0.00189813,0.0879479,1.103,1.1065,98678.5,-0.0485139,290.291,63.124,-40.547,-13.4882,76.2275
18,0.939323,184424,0,-288.765,-9.44994,288.919,0.284905,-84.468,22.6291,5.49517,87.6191,-0.0192709,-0.0360961,1.103,1.10376,72129.9,-0.535176,267.496,-89.9233,24.0938,5.82227,93.2771
19,1.06764,222502,0,-288.765,-9.8469,288.933,0.312498,-108.601,-28.4394,4.85431,112.368,-0.018762,-0.0376124,1.103,1.1038,86631.4,-0.269348,282.654,-101.719,-26.627,4.50112,105.243
20,0.907733,174780,0,-288.765,-8.96135,288.904,0.249686,-62.952,37.9284,4.87212,73.6564,-0.0197328,-0.0342298,1.103,1.10371,68712.7,-0.597816,263.685,-69.3508,41.7946,5.3285,81.1463
21,1.25668,271028,0,-288.765,30.4289,290.364,0.177782,1.97532,-73.5881,23.5809,77.2992,0.00775265,0.11623,1.103,1.10913,107459,0.112449,297.887,1.57186,-58.5579,18.7646,61.511
22,1.29644,276509,0,-288.765,29.7683,290.295,0.154041,2.85213,-64.746,23.0224,68.7765,0.00773401,0.113707,1.103,1.10887,109873,0.156701,295.236,2.19997,-49.9412,17.7579,53.05
23,1.27305,270205,0,-288.765,28.9846,290.216,0.134003,3.74266,-54.5242,21.3072,58.6591,0.00770425,0.110713,1.103,1.10857,107541,0.113949,294.279,2.93992,-42.8293,16.7381,46.0777
24,1.24744,263661,0,-288.765,28.0613,290.125,0.128486,4.6578,-50.7205,20.7563,55.0008,0.0076589,0.107186,1.103,1.10822,104979,0.0669872,293.167,3.7339,-40.6595,16.6408,44.0914
25,1.24512,261185,0,-288.765,26.9825,290.023,0.107002,5.91899,-40.5782,19.8891,45.5764,0.00759223,0.103065,1.103,1.10783,104140,0.0516078,291.365,4.75376,-32.5892,15.9744,36.6038
26,1.22425,255607,0,-288.765,25.734,289.909,0.0939555,7.18473,-34.9368,16.4144,39.2636,0.00749727,0.0982966,1.103,1.1074,101991,0.0121997,290.214,5.86868,-28.5371,13.4089,32.0718
27,1.20568,250638,0,-288.765,24.3051,289.786,0.0842941,8.57528,-29.5289,15.9134,34.6227,0.00736582,0.0928386,1.103,1.10692,100056,-0.0232625,289.095,7.1124,-24.4914,13.1989,28.7163
28,1.088,220950,0,-288.765,8.19761,288.881,0.16662,59.0866,-2.67558,-14.0389,60.7904,-0.0146525,0.0313126,1.103,1.10354,87698,-0.249796,280.796,54.3075,-2.46049,-12.9058,55.8741
29,1.07319,216529,0,-288.765,5.94134,288.826,0.15504,54.255,2.8379,-12.0437,55.6481,-0.0162164,0.0226942,1.103,1.10335,86032.4,-0.280329,279.263,50.5547,2.64488,-11.2214,51.8526
30,1.10856,226986,0,-288.765,10.5077,288.956,0.176667,62.889,-11.2997,-16.3026,65.9431,-0.0129191,0.0401364,1.103,1.10381,90007.7,-0.207458,282.846,56.7301,-10.1955,-14.711,59.4867
31,1.12432,231631,0,-288.765,12.8247,289.049,0.185943,65.9427,-18.7044,-16.7944,70.5716,-0.0110672,0.0489868,1.103,1.10414,91763.8,-0.175267,284.323,58.6504,-16.6432,-14.9503,62.7725
32,1.13637,235387,0,-288.765,15.1012,289.159,0.194929,68.5604,-24.3461,-18.0868,74.9693,-0.00915302,0.0576824,1.103,1.10455,93163.2,-0.149614,285.6,60.3323,-21.4314,-15.9268,65.977
33,1.08057,214721,0,-288.765,-0.829196,288.766,0.16771,55.9428,15.5043,15.5878,60.1079,-0.000200471,-0.0031673,1.103,1.103,85216.8,-0.295279,274.728,51.7717,14.3495,14.4186,55.6247
34,1.07962,214804,0,-288.765,-2.50445,288.776,0.186968,63.8017,11.5694,16.5421,66.919,-0.00138139,-0.00956629,1.103,1.10304,85088.1,-0.297638,274.555,59.0967,10.7162,15.3235,61.9844
35,1.07983,215362,0,-288.765,-3.98847,288.792,0.211177,73.2295,10.6439,15.5612,75.6174,-0.00258803,-0.0152348,1.103,1.10311,85081.6,-0.297758,274.48,67.8156,9.85708,14.4054,70.0259
36,1.09101,218936,0,-288.765,-5.2836,288.813,0.234808,83.2017,4.48176,17.1745,85.0739,-0.00379784,-0.0201819,1.103,1.10319,86242.5,-0.276478,275.372,76.2617,4.11207,15.7267,77.9749
37,1.1139,225818,0,-288.765,-6.39854,288.836,0.257477,93.7067,-7.22939,17.7302,95.6429,-0.00499088,-0.0244406,1.103,1.10328,88680.8,-0.231782,277.34,84.1247,-6.48981,15.9148,85.8625
38,1.15356,237840,0,-288.765,-7.34626,288.858,0.282541,104.419,-26.9896,18.2479,109.384,-0.00615134,-0.0280606,1.103,1.10337,93055.6,-0.151586,281.017,90.5226,-23.3915,15.8398,94.8283
39,1.15702,239666,0,-288.765,-8.14217,288.879,0.31746,115.742,-38.4593,17.8864,123.269,-0.00726783,-0.0311008,1.103,1.10346,93234.9,-0.148299,280.716,100.034,-33.2406,15.4619,106.541
40,1.21272,260366,0,-288.765,-8.80258,288.899,0.355248,124.245,-75.1783,20.8518,146.709,-0.00833356,-0.0336234,1.103,1.10354,100592,-0.0134359,288.955,102.46,-61.9795,17.2246,120.98
41,1.48953,352203,0,-288.765,-10.3891,288.952,0.60767,148.424,-274.33,31.9397,313.54,-0.0120695,-0.0396835,1.103,1.10378,127680,0.483117,298.619,99.6494,-184.171,21.445,210.497
42,1.43026,340246,0,-288.765,-10.5819,288.959,0.680665,142.499,-301.129,27.631,334.287,-0.0128797,-0.0404199,1.103,1.10382,120471,0.35097,293.401,99.6284,-210.536,19.3085,233.718
43,1.60945,413537,0,-288.765,-10.7104,288.963,0.753382,92.0888,-415.811,33.727,427.219,-0.0136364,-0.0409106,1.103,1.10384,142732,0.759026,308.943,57.2215,-258.355,20.9577,265.444
44,1.62943,419787,0,-288.765,-10.7821,288.966,0.818078,22.591,-463.926,10.8651,464.603,-0.0143254,-0.0411845,1.103,1.10386,141415,0.734894,302.338,13.8647,-284.717,6.6693,285.133
45,1.63794,412893,0,-288.765,-10.8079,288.967,0.842318,-1.0023,-473.027,18.0781,473.373,-0.0149261,-0.041283,1.103,1.10387,137784,0.668333,293.045,-0.615823,-288.794,11.0403,289.006
46,1.66802,426108,0,-288.765,-10.8021,288.967,0.826634,-74.3693,-471.257,24.9958,477.744,-0.0154248,-0.0412612,1.103,1.10388,143070,0.765219,298.805,-44.5761,-282.532,15.0077,286.42
47,1.56845,394092,0,-288.765,-10.7716,288.966,0.784799,-136.684,-403.334,21.2479,426.395,-0.0159103,-0.0411447,1.103,1.10388,134449,0.607198,298.606,-87.1616,-257.141,13.5258,271.848
48,1.50494,371853,0,-288.765,-10.7035,288.963,0.714783,-142.765,-345.199,21.4328,374.17,-0.0164606,-0.0408845,1.103,1.10388,130126,0.527957,301.212,-94.8765,-229.372,14.25,248.628
49,1.45826,350054,0,-288.765,-10.5849,288.959,0.606835,-171.285,-256.661,13.1692,308.848,-0.0170473,-0.0404312,1.103,1.10387,126932,0.469398,303.223,-117.466,-175.994,9.01598,211.786
50,1.21298,266794,0,-288.765,-10.4068,288.952,0.502355,-172.623,-112.397,10.5853,206.262,-0.0176395,-0.039751,1.103,1.10386,99672.2,-0.0302969,286.177,-142.422,-92.4877,8.64686,170.038
51,1.19303,260118,0,-288.765,-10.163,288.943,0.396161,-134.069,-89.4662,11.2444,161.571,-0.0182153,-0.0388198,1.103,1.10383,99666.5,-0.0304025,290.999,-112.386,-74.9607,9.38972,135.417
52,1.23044,266290,0,-288.765,28.2215,290.141,0.25752,75.4987,-78.1654,-11.3618,109.266,0.00330486,0.107798,1.103,1.10826,104574,0.0595557,296.068,61.3577,-63.5336,-9.23169,88.8061
53,1.21715,261612,0,-288.765,27.1797,290.041,0.246766,75.6776,-69.6276,-9.8667,103.308,0.00223306,0.103819,1.103,1.10788,102890,0.0286929,294.484,62.1763,-57.2056,-8.10642,84.8769
54,1.24908,271037,0,-288.765,29.1123,290.229,0.261883,76.8182,-82.1483,-10.0671,112.919,0.00423339,0.111201,1.103,1.1086,106372,0.0925124,296.666,61.5004,-65.7637,-8.06168,90.4
55,1.25438,275280,0,-288.765,29.8678,290.305,0.277522,74.5875,-94.6327,-7.08634,120.702,0.00502995,0.114087,1.103,1.1089,107786,0.118446,299.34,59.4619,-75.4399,-5.64991,96.2228
56,1.5966,379963,0,-288.765,32.1548,290.549,0.404423,69.6784,-219.44,11.0097,230.5,0.00749516,0.122822,1.103,1.10984,145329,0.806645,317.095,43.6417,-137.441,6.89645,144.368
57,1.18837,252973,0,-288.765,24.5897,289.81,0.23117,74.6432,-55.5803,-14.0781,94.1221,-0.000368313,0.0939256,1.103,1.10699,99697,-0.0298423,292.255,62.8116,-46.7703,-11.8466,79.2029
58,1.21164,258824,0,-288.765,25.9727,289.93,0.238292,76.1435,-61.8007,-13.7922,99.0323,0.00100981,0.0992083,1.103,1.10745,101909,0.0107102,293.001,62.841,-51.0182,-11.3841,81.7401
59,1.24149,279414,0,-288.765,30.5042,290.371,0.315306,67.4065,-119.069,-7.85472,137.05,0.00570759,0.116517,1.103,1.10915,108738,0.135891,305.124,54.2957,-95.9017,-6.33758,110.387
60,1.37696,305151,0,-288.765,31.0371,290.428,0.300769,78.6775,-120.295,-9.11447,144.029,0.0062799,0.118553,1.103,1.10937,119044,0.324815,301.174,57.1372,-87.3704,-6.61397,104.604
61,1.27205,298582,0,-288.765,31.4812,290.476,0.408513,54.7045,-175.773,4.62075,184.147,0.00676033,0.120249,1.103,1.10956,114100,0.234182,312.475,43.0057,-138.177,3.63211,144.76
62,1.46831,339186,0,-288.765,31.8499,290.516,0.420057,62.3028,-206.802,14.7617,216.487,0.00716152,0.121658,1.103,1.10971,129288,0.512583,306.74,42.4242,-140.88,10.0396,147.471
63,1.03679,205025,0,-288.765,1.75323,288.77,0.139403,42.7851,20.4348,-6.47474,47.8547,-0.0186879,0.00669683,1.103,1.10318,81566.3,-0.362198,274.064,41.267,19.7079,-6.25013,46.1565
64,0.969259,187415,0,-288.765,-0.116957,288.765,0.171679,35.3841,41.125,-4.24504,54.418,-0.0195589,-0.000446744,1.103,1.10317,74352.2,-0.494439,267.22,36.5078,42.4517,-4.36149,56.1604
65,1.05521,210855,0,-288.765,3.78143,288.789,0.14578,48.9892,11.6275,-9.44509,51.2284,-0.0175703,0.014444,1.103,1.10323,83842.9,-0.320464,276.796,46.4263,11.0182,-8.9549,48.5488
66,1.16904,239138,0,-288.765,16.7957,289.253,0.0611372,16.4047,-11.5146,13.5098,24.1706,0.00628154,0.0641548,1.103,1.10488,95555.2,-0.105765,284.746,14.0327,-9.84978,11.557,20.6761
67,1.15469,235436,0,-288.765,14.5503,289.131,0.0626779,18.9921,-8.42531,12.8409,24.4248,0.00581988,0.0555782,1.103,1.10441,94070.8,-0.132977,283.806,16.4478,-7.29668,11.1203,21.1526
68,1.14526,232361,0,-288.765,12.2239,289.023,0.06771,22.2549,-3.21843,13.2504,26.1001,0.00526293,0.0466918,1.103,1.104,92825,-0.155813,282.352,19.4322,-2.81016,11.5695,22.7895
69,1.13284,229048,0,-288.765,9.86298,288.933,0.0767299,25.9139,-0.0340424,13.4563,29.1994,0.00460354,0.0376738,1.103,1.10365,91468.3,-0.180683,281.276,22.8751,-0.0297122,11.8768,25.7746
70,1.12256,225983,0,-288.765,7.51732,288.863,0.0901896,30.4064,4.44253,14.3468,33.9134,0.00383754,0.028714,1.103,1.10338,90187.7,-0.204158,279.878,27.0868,3.958,12.7791,30.2103
71,0.877479,166576,0,-288.765,-8.36834,288.886,0.212804,-43.4646,41.7899,2.44966,60.3454,-0.0201361,-0.0319647,1.103,1.10365,65795.7,-0.651288,261.206,-49.5326,47.624,2.77167,68.7692
72,0.869853,163202,0,-288.765,-7.65661,288.866,0.224814,-29.1814,55.5182,3.20348,62.8019,-0.0204652,-0.0292461,1.103,1.10358,64369.4,-0.677433,257.789,-33.5479,63.8257,3.69014,72.1997
73,0.839119,155373,0,-288.765,-6.81097,288.845,0.249326,-15.5064,64.6795,5.25538,66.7196,-0.0207004,-0.026016,1.103,1.1035,61085.7,-0.737626,253.599,-18.4793,77.0802,6.2626,79.5114
74,0.83245,153631,0,-288.765,-5.81623,288.823,0.253651,-3.47548,66.8974,5.58043,67.2197,-0.0208181,-0.0222164,1.103,1.10342,60364.9,-0.75084,252.611,-4.17492,80.3647,6.6949,80.7511
75,0.833308,153312,0,-288.765,-4.65839,288.802,0.275053,7.40193,72.1111,6.22625,72.7569,-0.020791,-0.0177937,1.103,1.10334,60052.5,-0.756566,251.037,8.88301,86.5566,7.45609,87.3301
76,0.840158,155118,0,-288.765,-3.32613,288.784,0.270389,17.2998,70.069,3.46663,72.2562,-0.0205903,-0.0127049,1.103,1.10327,60802.2,-0.742824,252.088,20.5928,83.4434,4.12838,86.046
77,0.879186,164699,0,-288.765,-1.81253,288.77,0.24888,26.7907,64.8431,1.31568,70.1719,-0.0201876,-0.00692334,1.103,1.10321,64755.4,-0.670358,256.557,30.4759,73.8137,1.50952,79.8719
