Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
38,1.23833,276887,0,-215.461,31.4812,217.749,0.321,38.5447,-131.692,19.9365,138.658,0.00920385,0.120249,0.823,0.831789,107643,0.115816,302.808,31.1317,-106.303,16.1208,111.935
39,1.38308,305930,0,-215.461,31.8499,217.802,0.307838,45.6597,-138.762,21.8061,147.7,0.00960505,0.121658,0.823,0.831999,119209,0.327831,300.274,33.0147,-100.351,15.7111,106.804
40,1.19942,255515,0,-215.461,-9.34351,215.663,0.29512,108.305,-53.0278,5.54052,120.717,-0.00690209,-0.0356896,0.823,0.823802,99771.9,-0.0284698,289.77,90.3107,-44.1469,4.61414,100.629
41,1.24247,269560,0,-215.461,-9.77985,215.683,0.333473,115.455,-82.7725,5.97475,142.186,-0.00786055,-0.0373563,0.823,0.823885,104568,0.0594496,293.181,92.9294,-66.6191,4.80143,114.442
42,1.28904,285289,0,-215.461,-10.1247,215.699,0.382431,116.763,-123.656,3.8976,170.116,-0.00876767,-0.0386735,0.823,0.823955,109625,0.152145,296.264,90.5749,-95.9153,3.02473,131.957
43,1.33195,297665,0,-215.461,-10.3891,215.711,0.436788,124.147,-156.801,5.67065,200.078,-0.009626,-0.0396835,0.823,0.824012,113030,0.214563,295.582,93.3439,-117.624,4.22969,150.221
44,1.36963,312389,0,-215.461,-10.5819,215.721,0.495109,119.457,-201.522,4.73542,234.315,-0.0104361,-0.0404199,0.823,0.824058,116921,0.285884,297.298,87.3662,-146.943,3.49284,170.99
45,1.44542,338207,0,-215.461,-10.7104,215.727,0.558656,84.6287,-266.533,6.29406,279.717,-0.0111929,-0.0409106,0.823,0.824092,124411,0.423182,299.84,58.4448,-184.481,4.33953,193.566
46,1.46889,343359,0,-215.461,-10.7821,215.73,0.607488,42.0578,-304.32,5.65407,307.264,-0.0118819,-0.0411845,0.823,0.824116,124479,0.424431,295.209,28.5868,-207.169,3.85797,209.168
47,1.46035,341119,0,-215.461,-10.8079,215.732,0.632689,-21.1873,-316.116,4.27924,316.854,-0.0124825,-0.041283,0.823,0.824129,122694,0.39171,292.681,-14.5112,-216.464,2.92832,216.97
48,1.45537,340349,0,-215.461,-10.8021,215.732,0.621394,-56.8882,-305.606,-0.726836,310.856,-0.0129813,-0.0412612,0.823,0.824136,122854,0.39465,294.065,-39.083,-209.981,-0.503363,213.588
49,1.41,327412,0,-215.461,-10.7716,215.73,0.589061,-90.2837,-270.972,4.33468,285.65,-0.0134668,-0.0411447,0.823,0.824138,119372,0.330813,294.9,-63.9303,-192.253,3.05823,202.627
50,1.37625,311650,0,-215.461,-10.7035,215.727,0.53295,-127.962,-216.463,1.65833,251.462,-0.014017,-0.0408845,0.823,0.824134,115467,0.259234,292.272,-93.0096,-157.168,1.12802,182.63
51,1.32472,293215,0,-215.461,-10.5849,215.721,0.456956,-137.634,-153.124,3.06335,205.911,-0.0146038,-0.0404312,0.823,0.824122,110820,0.174049,291.209,-104.355,-115.239,2.30659,155.484
52,1.24622,268974,0,-215.461,-10.4068,215.712,0.371251,-128.309,-91.7314,4.33975,157.787,-0.015196,-0.039751,0.823,0.8241,103590,0.0415208,289.589,-102.972,-73.5534,3.4966,126.592
53,1.1982,254491,0,-215.461,-10.163,215.7,0.295495,-107.196,-54.1003,2.61401,120.103,-0.0157718,-0.0388198,0.823,0.824066,99369.8,-0.0358409,288.814,-89.5827,-44.9838,2.19769,100.267
54,1.1064,229222,0,-215.461,-9.8469,215.686,0.24449,-90.8743,-4.17433,4.45333,91.079,-0.0163184,-0.0376124,0.823,0.824021,90182.8,-0.204247,283.802,-82.2164,-3.63544,4.04456,82.3961
55,1.05251,212437,0,-215.461,-9.44994,215.668,0.219563,-72.568,25.6651,3.8495,77.069,-0.0168273,-0.0360961,0.823,0.823963,83842.1,-0.320479,277.499,-68.9465,24.3732,3.6591,73.2193
56,1.04053,208139,0,-215.461,-8.96135,215.647,0.187308,-54.4079,35.0736,3.53537,64.8296,-0.0172892,-0.0342298,0.823,0.823893,82444.2,-0.346104,276.016,-52.2885,33.705,3.39732,62.303
57,1.02623,203181,0,-215.461,-8.36834,215.623,0.182712,-39.6123,47.6774,4.3956,62.1417,-0.0176925,-0.0319647,0.823,0.823811,80519.5,-0.381386,273.318,-38.601,46.4524,4.28461,60.5493
58,1.03259,204422,0,-215.461,-7.65661,215.597,0.158476,-25.7227,47.62,3.82221,54.258,-0.0180216,-0.0292461,0.823,0.823717,81198,-0.368948,273.9,-24.9159,46.1377,3.69748,52.5658
59,1.02859,202662,0,-215.461,-6.81097,215.569,0.158498,-13.835,51.9331,4.85019,53.9627,-0.0182569,-0.026016,0.823,0.823613,80498.5,-0.38177,272.621,-13.4509,50.4854,4.71079,52.4585
60,1.02613,201902,0,-215.461,-5.81623,215.539,0.164322,-3.14045,55.4655,4.84596,55.7653,-0.0183745,-0.0222164,0.823,0.823505,80153.6,-0.388094,272.114,-3.06049,54.052,4.72235,54.3442
61,1.04622,206228,0,-215.461,-4.65839,215.511,0.154095,6.56765,52.6763,5.72017,53.3914,-0.0183474,-0.0177937,0.823,0.823397,81945.4,-0.355248,272.853,6.27755,50.3456,5.46657,51.0292
62,1.04486,206363,0,-215.461,-3.32613,215.487,0.156203,15.279,51.5927,5.57159,54.0953,-0.0181467,-0.0127049,0.823,0.823298,81984.8,-0.354526,273.341,14.6232,49.3765,5.33219,51.7716
63,1.06354,210927,0,-215.461,-1.81253,215.469,0.147481,23.0787,46.137,7.39071,52.114,-0.0177441,-0.00692334,0.823,0.82322,83859.9,-0.320153,274.678,21.7006,43.3785,6.94881,48.9989
64,1.07288,213515,0,-215.461,-0.116957,215.461,0.147173,30.0491,42.3799,7.90593,52.55,-0.0171154,-0.000446744,0.823,0.823178,84891.1,-0.30125,275.635,28.0089,39.501,7.36754,48.9807
65,1.08438,216734,0,-215.461,1.75323,215.468,0.143742,35.9863,36.3156,9.45692,51.993,-0.0162444,0.00669683,0.823,0.823188,86194.7,-0.277353,276.902,33.1868,33.4881,8.72001,47.9464
66,1.09602,220144,0,-215.461,3.78143,215.494,0.143138,41.1858,30.7906,10.3809,52.4604,-0.0151267,0.014444,0.823,0.823266,87555.3,-0.252412,278.287,37.5782,28.0923,9.47093,47.8644
67,1.10993,224101,0,-215.461,5.94134,215.543,0.141111,45.4097,23.6454,11.6946,52.5158,-0.0137729,0.0226942,0.823,0.823428,89143.6,-0.223298,279.783,40.9128,21.3028,10.5361,47.3146
68,1.12214,227673,0,-215.461,8.19761,215.617,0.141908,48.9887,17.5237,12.5422,53.519,-0.012209,0.0313126,0.823,0.823686,90558.6,-0.197359,281.134,43.657,15.6158,11.177,47.6939
69,1.13537,231359,0,-215.461,10.5077,215.717,0.143315,51.9285,11.4158,13.2762,54.801,-0.0104756,0.0401364,0.823,0.824045,92014.5,-0.170672,282.325,45.7373,10.0544,11.6933,48.2672
70,1.14573,234665,0,-215.461,12.8247,215.842,0.144952,54.0082,4.7478,14.3132,56.074,-0.00862363,0.0489868,0.823,0.824502,93317,-0.146796,283.733,47.1388,4.14404,12.4927,48.9419
71,1.1602,238515,0,-215.461,15.1012,215.989,0.147472,55.9379,-1.10479,14.7924,57.8713,-0.0067095,0.0576824,0.823,0.825046,94828.4,-0.11909,284.731,48.214,-0.952449,12.7499,49.8804
72,1.16856,241331,0,-215.461,17.2929,216.154,0.150584,57.0227,-7.4766,15.8205,59.6471,-0.00478915,0.066054,0.823,0.82566,95923.5,-0.0990149,285.959,48.7975,-6.39839,13.5384,51.0434
73,1.18081,244658,0,-215.461,19.3618,216.329,0.154003,58.2466,-12.6604,16.055,61.731,-0.00291343,0.0739568,0.823,0.826321,97217.6,-0.0752933,286.81,49.3281,-10.723,13.5967,52.2792
74,1.18849,247278,0,-215.461,21.2789,216.509,0.158309,58.737,-18.7675,17.1283,63.9971,-0.0011246,0.0812793,0.823,0.827005,98221.8,-0.0568858,287.9,49.4214,-15.791,14.4118,53.8473
75,1.20088,250570,0,-215.461,23.0247,216.688,0.162567,59.5335,-23.802,17.5724,66.4798,0.000545389,0.0879479,0.823,0.827686,99491.5,-0.0336093,288.613,49.5751,-19.8212,14.6327,55.3596
76,1.20486,252520,0,-215.461,24.5897,216.86,0.167436,59.4252,-29.8953,17.7215,68.8414,0.00207521,0.0939256,0.823,0.828345,100221,-0.0202356,289.771,49.3206,-24.8107,14.7083,57.1351
77,1.21796,256035,0,-215.461,25.9727,217.021,0.172198,59.9845,-34.7475,18.1243,71.6521,0.00345333,0.0992083,0.823,0.828965,101570,0.00449806,290.513,49.2501,-28.5295,14.8809,58.8298
