"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          87,      -4.512213824,      -3.548350562,               -32,      -3.501721902,      -2.021246139,      -9.997774011
          0,           0,          88,      -4.513825785,      -3.549179902,               -32,      -3.504496383,      -2.022843529,      -9.995015622
          0,           0,          89,      -4.516090192,      -3.550832486,               -32,      -3.508370792,      -2.025076782,      -9.992381726
          0,           0,          90,      -4.518757257,      -3.553214767,               -32,       -3.51297353,      -2.027694457,      -9.989798069
          0,           0,          91,      -4.521499449,      -3.556179823,               -32,      -3.517822093,      -2.030368614,      -9.987156628
          0,           0,          92,      -4.523945732,      -3.559538158,               -32,      -3.522347959,      -2.032729815,      -9.984339743
          0,           0,          93,      -4.525717357,      -3.563070284,               -32,       -3.52595019,      -2.034403403,      -9.981256037
          0,           0,          94,      -4.526464668,      -3.566544003,               -32,       -3.52804188,      -2.035046692,      -9.977856166
          0,           0,          95,      -4.525932809,       -3.56973294,               -32,      -3.528125887,      -2.034413919,      -9.974089392
          0,           0,          96,      -4.524021985,      -3.572441999,               -32,      -3.525936504,      -2.032415658,      -9.969982055
          0,           0,          97,      -4.520822435,      -3.574529924,               -32,      -3.521519452,      -2.029152361,      -9.965538171
          0,           0,          98,      -4.516602749,      -3.575925217,               -32,      -3.515231427,      -2.024900844,      -9.960894441
          0,           0,          99,      -4.511783044,      -3.576632264,               -32,      -3.507679897,      -2.020086329,      -9.956166498
          0,           0,         100,      -4.506854089,      -3.576728935,               -32,      -3.499615355,      -2.015201466,      -9.951495661
          0,           0,         101,       -4.50236534,      -3.576353398,               -32,      -3.491834512,       -2.01079422,      -9.947092689
          0,           0,         102,      -4.498836157,         -3.575687,               -32,      -3.485099797,      -2.007380256,      -9.943056434
          0,           0,         103,      -4.496705237,      -3.574935148,               -32,      -3.480071191,      -2.005393163,      -9.939522786
          0,           0,         104,      -4.496325669,      -3.574309603,               -32,      -3.477275833,      -2.005179654,       -9.93652215
          0,           0,         105,      -4.497937708,      -3.574013957,               -32,      -3.477095208,      -2.006972757,      -9.934082269
          0,           0,         106,      -4.501683702,        -3.5742335,               -32,      -3.479768563,      -2.010906408,      -9.932183783
          0,           0,         107,      -4.507582045,      -3.575127451,               -32,      -3.485391073,      -2.016989208,      -9.930755258
          0,           0,         108,      -4.515528202,      -3.576826611,               -32,       -3.49390655,      -2.025105136,      -9.929804566
          0,           0,         109,      -4.525271415,      -3.579429918,               -32,      -3.505086884,      -2.034989717,      -9.929097726
          0,           0,         110,      -4.536416389,      -3.583005425,               -32,      -3.518506742,       -2.04623244,      -9.928446841
          0,           0,         111,      -4.548411479,      -3.587582585,               -32,      -3.533515939,      -2.058265454,      -9.927636703
          0,           0,         112,      -4.560551489,      -3.593153289,               -32,      -3.549200699,      -2.070368817,      -9.926487268
          0,           0,         113,      -4.572015083,      -3.599661628,               -32,      -3.564390031,      -2.081711586,      -9.924816394
          0,           0,         114,      -4.581951196,      -3.606992865,               -32,      -3.577718311,      -2.091443138,      -9.922535917
          0,           0,         115,       -4.58960098,      -3.614964785,               -32,       -3.58781129,      -2.098819056,      -9.919595407
          0,           0,         116,      -4.594465035,      -3.623331853,               -32,      -3.593654702,      -2.103369082,      -9.915994963
          0,           0,         117,      -4.596412044,      -3.631789869,               -32,      -3.594880621,      -2.105000388,       -9.91181536
          0,           0,         118,      -4.595711233,      -3.639992797,               -32,      -3.591871563,      -2.104020811,      -9.907160664
          0,           0,         119,      -4.592970406,      -3.647581817,               -32,      -3.585633008,      -2.101068469,      -9.902191164
          0,           0,         120,       -4.58900418,      -3.654225629,               -32,      -3.577507004,      -2.096974849,      -9.897073823
          0,           0,         121,      -4.584726955,      -3.659667752,               -32,      -3.568893284,        -2.0926585,       -9.89199533
          0,           0,         122,      -4.580993092,      -3.663767954,               -32,       -3.56104076,      -2.088967826,      -9.887105586
          0,           0,         123,      -4.578551795,      -3.666538781,               -32,      -3.554954596,      -2.086640288,      -9.882526331
          0,           0,         124,      -4.578001432,      -3.668150216,               -32,        -3.5513796,      -2.086260733,      -9.878307151
          0,           0,         125,      -4.579782359,      -3.668913515,               -32,      -3.550828684,      -2.088255775,      -9.874544631
          0,           0,         126,      -4.584191465,      -3.669246724,               -32,      -3.553621735,      -2.092909268,      -9.871256474
          0,           0,         127,      -4.591392074,      -3.669625495,               -32,      -3.559923032,      -2.100372172,      -9.868396824
          0,           0,         128,      -4.601424225,      -3.670533719,               -32,      -3.569765078,      -2.110671906,      -9.865891348
          0,           0,         129,      -4.614186517,      -3.672424584,               -32,      -3.583054157,      -2.123693611,      -9.863657635
          0,           0,         130,      -4.629426953,       -3.67569143,               -32,      -3.599556731,      -2.139169393,       -9.86155876
          0,           0,         131,      -4.646712776,      -3.680649305,               -32,      -3.618865326,      -2.156647122,      -9.859496452
          0,           0,         132,      -4.665402862,      -3.687520497,               -32,      -3.640349712,       -2.17546257,      -9.857420305
          0,           0,         133,      -4.684610524,      -3.696427366,               -32,      -3.663099908,      -2.194703616,      -9.855249119
          0,           0,         134,      -4.703227043,      -3.707375487,               -32,      -3.685856974,      -2.213237886,      -9.852926059
          0,           0,         135,      -4.720005688,      -3.720238762,               -32,      -3.707039802,      -2.229804351,      -9.850394348
          0,           0,         136,      -4.733736284,      -3.734744742,               -32,      -3.724936987,      -2.243197031,      -9.847569203
          0,           0,         137,      -4.743485045,      -3.750456456,               -32,      -3.738036495,      -2.252511211,      -9.844500667
          0,           0,         138,      -4.748826016,      -3.766761029,               -32,      -3.745417248,      -2.257372037,      -9.841215212
          0,           0,         139,      -4.749952305,      -3.782877599,               -32,      -3.747025023,      -2.258032471,      -9.837763404
          0,           0,         140,      -4.747616946,       -3.79790147,               -32,       -3.74367223,      -2.255297363,      -9.834194065
          0,           0,         141,      -4.742939805,      -3.810897261,               -32,      -3.736762745,      -2.250318371,      -9.830548487
          0,           0,         142,       -4.73714085,      -3.821041628,               -32,      -3.727905392,      -2.244326122,      -9.826902721
          0,           0,         143,      -4.731389226,      -3.827786582,               -32,      -3.718610722,      -2.238484038,      -9.823357293
          0,           0,         144,      -4.726660882,      -3.830986098,               -32,      -3.710123562,       -2.23375388,      -9.819915061
          0,           0,         145,      -4.723692191,      -3.830936232,               -32,      -3.703374636,       -2.23085564,      -9.816625221
          0,           0,         146,      -4.723001735,      -3.828304952,               -32,      -3.699010045,      -2.230292671,      -9.813522806
          0,           0,         147,      -4.724928752,      -3.823987424,               -32,      -3.697449413,      -2.232391391,      -9.810608282
          0,           0,         148,      -4.729660036,       -3.81894226,               -32,      -3.698937109,      -2.237328361,      -9.807910556
          0,           0,         149,        -4.7372572,      -3.814063558,               -32,      -3.703588158,      -2.245156813,      -9.805368609
          0,           0,         150,      -4.747667378,      -3.810107096,               -32,       -3.71141485,      -2.255816461,      -9.802937707
          0,           0,         151,      -4.760723841,      -3.807661056,               -32,      -3.722338945,      -2.269133011,      -9.800624384
          0,           0,         152,      -4.776136612,      -3.807147469,               -32,      -3.736190618,      -2.284807472,      -9.798346714
          0,           0,         153,      -4.793471652,      -3.808838771,               -32,      -3.752689523,      -2.302394071,      -9.796024655
          0,           0,         154,      -4.812139278,      -3.812871491,               -32,      -3.771420026,      -2.321287533,      -9.793652244
          0,           0,         155,      -4.831376103,      -3.819262804,               -32,      -3.791793489,      -2.340704526,      -9.791186042
          0,           0,         156,      -4.850252754,      -3.827915198,               -32,      -3.813015971,      -2.359692436,      -9.788541719
          0,           0,         157,      -4.867722679,      -3.838616229,               -32,      -3.834065954,      -2.377181808,      -9.785735702
          0,           0,         158,       -4.88273349,       -3.85103148,               -32,       -3.85372769,      -2.392103838,      -9.782754827
          0,           0,         159,      -4.894380875,      -3.864698935,               -32,      -3.870697532,      -2.403551782,      -9.779553229
          0,           0,         160,      -4.902094934,      -3.879025431,               -32,      -3.883790858,      -2.410972596,      -9.776158051
          0,           0,         161,      -4.905769785,      -3.893294235,               -32,      -3.892192036,      -2.414295038,      -9.772598137
          0,           0,         162,      -4.905781558,      -3.906704386,               -32,      -3.895657474,       -2.41393918,      -9.768878202
          0,           0,         163,      -4.902888927,      -3.918438972,               -32,      -3.894574602,      -2.410705497,      -9.764993155
          0,           0,         164,      -4.898059717,      -3.927770979,               -32,      -3.889840654,      -2.405592942,      -9.761004453
          0,           0,         165,      -4.892295893,      -3.934182741,               -32,      -3.882629064,      -2.399621066,       -9.75692263
          0,           0,         166,       -4.88650874,      -3.937464204,               -32,      -3.874152336,      -2.393706918,      -9.752749406
          0,           0,         167,      -4.881453911,      -3.937752873,               -32,      -3.865495901,      -2.388603947,      -9.748543068
          0,           0,         168,      -4.877703798,      -3.935502256,               -32,      -3.857535483,      -2.384878171,      -9.744325398
          0,           0,         169,      -4.875664554,      -3.931385504,               -32,      -3.850925116,      -2.382927785,      -9.740098779
          0,           0,         170,      -4.875598084,      -3.926183273,               -32,      -3.846120073,      -2.383006699,      -9.735887121
          0,           0,         171,      -4.877647418,      -3.920668532,               -32,      -3.843417254,      -2.385250444,       -9.73167811
          0,           0,         172,      -4.881854871,      -3.915536121,               -32,      -3.842991023,      -2.389694313,      -9.727503924
          0,           0,         173,      -4.888176916,      -3.911367745,               -32,      -3.844923015,      -2.396287865,      -9.723348893
          0,           0,         174,      -4.896492412,      -3.908622103,               -32,      -3.849222877,       -2.40490243,      -9.719186157
          0,           0,         175,      -4.906606254,      -3.907640176,               -32,      -3.855843116,      -2.415334022,      -9.715044246
          0,           0,         176,       -4.91824919,      -3.908657801,               -32,      -3.864682547,      -2.427302342,      -9.710916891
          0,           0,         177,      -4.931079266,      -3.911821208,               -32,      -3.875585174,      -2.440451577,      -9.706787693
          0,           0,         178,       -4.94468224,      -3.917198983,               -32,      -3.888330106,      -2.454350389,      -9.702661583
          0,           0,         179,      -4.958581101,      -3.924783759,               -32,      -3.902619457,       -2.46850173,      -9.698540188
          0,           0,         180,      -4.972251678,      -3.934497218,               -32,      -3.918060052,      -2.482359886,      -9.694405296
          0,           0,         181,       -4.98515254,      -3.946187147,               -32,      -3.934146442,      -2.495363052,      -9.690276589
          0,           0,         182,      -4.996764873,      -3.959616025,               -32,      -3.950253311,      -2.506976948,      -9.686120389
          0,           0,         183,      -5.006645187,      -3.974453259,               -32,       -3.96564281,      -2.516751827,       -9.68191078
          0,           0,         184,      -5.014469647,      -3.990260224,               -32,      -3.979506423,      -2.524369881,      -9.677648239
          0,           0,         185,      -5.020077322,      -4.006496178,               -32,      -3.991036873,      -2.529689218,      -9.673402129
          0,           0,         186,      -5.023484222,      -4.022507346,               -32,      -3.999550093,      -2.532755431,      -9.669141483
          0,           0,         187,      -5.024874693,      -4.037565314,               -32,      -4.004602071,      -2.533787823,      -9.664865049
          0,           0,         188,       -5.02456611,      -4.050920299,               -32,      -4.006090475,      -2.533138351,      -9.660611059
          0,           0,         189,      -5.022965021,      -4.061882659,               -32,      -4.004289747,      -2.531242747,       -9.65637073
          0,           0,         190,      -5.020519807,      -4.069931623,               -32,       -3.99979579,      -2.528570198,       -9.65214267
          0,           0,         191,      -5.017682544,       -4.07479844,               -32,      -3.993416899,      -2.525584459,      -9.647959534
          0,           0,         192,      -5.014880091,      -4.076514147,               -32,      -3.986043099,      -2.522715674,      -9.643797374
          0,           0,         193,      -5.012495663,      -4.075407642,               -32,      -3.978533391,      -2.520343873,      -9.639663199
          0,           0,         194,      -5.010861466,      -4.072037375,               -32,      -3.971649439,      -2.518793625,      -9.635572166
          0,           0,         195,      -5.010259158,      -4.067073714,               -32,      -3.966028459,      -2.518336123,      -9.631516994
          0,           0,         196,      -5.010920719,      -4.061226843,               -32,       -3.96216779,      -2.519191407,      -9.627498564
          0,           0,         197,      -5.013028932,      -4.055149912,               -32,      -3.960443663,      -2.521529512,       -9.62353084
          0,           0,         198,        -5.0167162,      -4.049415714,               -32,      -3.961121148,      -2.525470138,      -9.619604842
          0,           0,         199,      -5.022065323,      -4.044489427,               -32,      -3.964371078,      -2.531083256,      -9.615704869
          0,           0,         200,      -5.029105263,      -4.040723341,               -32,       -3.97027682,      -2.538384913,      -9.611827856
          0,           0,         201,      -5.037800505,       -4.03837251,               -32,      -3.978834906,      -2.547326714,       -9.60799457
          0,           0,         202,       -5.04804586,      -4.037601093,               -32,      -3.989952164,      -2.557790202,       -9.60418599
          0,           0,         203,      -5.059654299,      -4.038492475,               -32,      -4.003431638,      -2.569574488,      -9.600396119
          0,           0,         204,      -5.072344978,      -4.041071834,               -32,      -4.018941482,      -2.582384724,      -9.596618052
          0,           0,         205,      -5.085735547,      -4.045291679,               -32,      -4.036000728,      -2.595825418,      -9.592837425
          0,           0,         206,      -5.099336732,      -4.051040809,               -32,      -4.053951919,      -2.609396103,      -9.589039187
          0,           0,         207,      -5.112566671,      -4.058136623,               -32,      -4.071937185,      -2.622508166,      -9.585216618
          0,           0,         208,      -5.124790449,      -4.066333494,               -32,      -4.088925856,      -2.634527678,      -9.581381813
          0,           0,         209,      -5.135384653,      -4.075307247,               -32,      -4.103800438,      -2.644842292,      -9.577533104
          0,           0,         210,      -5.143812347,      -4.084663299,               -32,      -4.115503174,      -2.652937338,       -9.57368962
          0,           0,         211,      -5.149719227,      -4.093953736,               -32,      -4.123231792,      -2.658490087,      -9.569836574
          0,           0,         212,      -5.153001848,       -4.10269118,               -32,      -4.126644234,      -2.661433059,      -9.565969638
          0,           0,         213,      -5.153824517,      -4.110399215,               -32,      -4.125932372,      -2.661963594,      -9.562107453
          0,           0,         214,       -5.15259002,      -4.116646775,               -32,      -4.121766536,      -2.660508614,      -9.558251673
          0,           0,         215,      -5.149874759,      -4.121116037,               -32,       -4.11513642,      -2.657656565,      -9.554411813
          0,           0,         216,      -5.146331719,      -4.123658268,               -32,      -4.107136784,      -2.654061136,         -9.550576
          0,           0,         217,      -5.142613449,      -4.124290857,               -32,      -4.098809715,      -2.650367219,      -9.546733505
          0,           0,         218,      -5.139312143,      -4.123221476,               -32,      -4.091047096,      -2.647154653,      -9.542923237
          0,           0,         219,      -5.136927036,      -4.120804477,               -32,      -4.084545142,      -2.644908024,      -9.539142306
          0,           0,         220,      -5.135851662,      -4.117504524,               -32,      -4.079815747,      -2.644007263,      -9.535381617
          0,           0,         221,      -5.136379234,      -4.113816869,               -32,      -4.077220698,      -2.644732778,      -9.531662213
          0,           0,         222,       -5.13869736,      -4.110221602,               -32,      -4.076984745,      -2.647260792,      -9.527961092
          0,           0,         223,      -5.142920994,      -4.107193801,               -32,      -4.079229942,      -2.651697042,      -9.524309918
          0,           0,         224,      -5.149073267,      -4.105102411,               -32,      -4.083994107,      -2.658055456,      -9.520690747
          0,           0,         225,      -5.157109964,      -4.104295967,               -32,      -4.091226848,      -2.666283582,      -9.517093943
          0,           0,         226,      -5.166911199,      -4.105028955,               -32,      -4.100816205,      -2.676252607,      -9.513553137
          0,           0,         227,      -5.178274079,       -4.10745482,               -32,      -4.112565879,      -2.687750519,      -9.510053358
          0,           0,         228,      -5.190923239,       -4.11171635,               -32,       -4.12618006,       -2.70049337,       -9.50657303
          0,           0,         229,      -5.204492716,      -4.117871453,               -32,      -4.141264783,       -2.71410569,      -9.503139515
          0,           0,         230,      -5.218532807,      -4.125881227,               -32,      -4.157312349,      -2.728129189,      -9.499756553
          0,           0,         231,      -5.232514246,      -4.135691279,               -32,      -4.173666393,      -2.742029623,      -9.496401491
          0,           0,         232,      -5.245860903,       -4.14715543,               -32,      -4.189579875,      -2.755230059,      -9.493074884
          0,           0,         233,      -5.257984809,      -4.160038841,               -32,      -4.204220434,      -2.767147621,      -9.489772887
          0,           0,         234,      -5.268342768,      -4.174027349,               -32,      -4.216751785,      -2.777251775,      -9.486502857
          0,           0,         235,      -5.276517284,      -4.188710555,               -32,      -4.226457566,      -2.785145201,      -9.483266823
          0,           0,         236,      -5.282260308,      -4.203585955,               -32,      -4.232870959,      -2.790605365,       -9.48006599
          0,           0,         237,      -5.285543527,      -4.218062938,               -32,      -4.235845489,      -2.793629982,      -9.476897932
          0,           0,         238,      -5.286558898,      -4.231500512,               -32,      -4.235606148,      -2.794434507,      -9.473775183
          0,           0,         239,      -5.285696088,      -4.243241154,               -32,      -4.232698166,      -2.793423076,      -9.470662524
          0,           0,         240,       -5.28344897,      -4.252731245,               -32,      -4.227852938,      -2.791095768,      -9.467597414
          0,           0,         241,      -5.280378765,       -4.25955794,               -32,      -4.221889992,         -2.788013,      -9.464578477
          0,           0,         242,      -5.277037678,      -4.263551402,               -32,      -4.215591845,       -2.78472098,      -9.461606684
          0,           0,         243,      -5.273925406,      -4.264798592,               -32,      -4.209656604,      -2.781709496,      -9.458687433
          0,           0,         244,      -5.271474457,      -4.263613539,               -32,      -4.204663781,      -2.779399501,      -9.455818906
          0,           0,         245,      -5.270035321,      -4.260520936,               -32,      -4.201049586,      -2.778131121,      -9.452960966
          0,           0,         246,      -5.269866611,      -4.256098539,               -32,         -4.199153,      -2.778153379,      -9.450144804
          0,           0,         247,      -5.271171711,      -4.250961896,               -32,        -4.1991987,      -2.779659826,      -9.447372647
          0,           0,         248,      -5.274067887,      -4.245656391,               -32,      -4.201330176,      -2.782759386,      -9.444631851
          0,           0,         249,      -5.278608245,      -4.240675604,               -32,      -4.205598275,      -2.787498909,      -9.441916098
          0,           0,         250,      -5.284785138,      -4.236414194,               -32,      -4.211995344,      -2.793864388,      -9.439220369
          0,           0,         251,      -5.292536857,      -4.233156194,               -32,      -4.220445904,      -2.801786921,      -9.436554457
          0,           0,         252,       -5.30172003,      -4.231083243,               -32,      -4.230801249,      -2.811116361,      -9.433916485
          0,           0,         253,      -5.312120902,      -4.230298185,               -32,      -4.242828835,      -2.821632032,      -9.431305982
          0,           0,         254,      -5.323456474,      -4.230793056,               -32,      -4.256197275,      -2.833043033,      -9.428715595
          0,           0,         255,      -5.335360066,      -4.232510682,               -32,      -4.270447715,      -2.844976343,      -9.426149195
          0,           0,         256,      -5.347387582,      -4.235372165,               -32,      -4.285001078,       -2.85698351,      -9.423607692
          0,           0,         257,      -5.359020025,      -4.239183939,               -32,      -4.299202403,      -2.868542678,      -9.421088859
          0,           0,         258,      -5.369709453,      -4.243741091,               -32,       -4.31229109,      -2.879108364,      -9.418599193
          0,           0,         259,      -5.378915177,      -4.248772237,               -32,      -4.323502698,      -2.888147936,      -9.416132232
