"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -4.289174573,      -4.033264091,      -4.499954636,      -3.975141866
          0,           0,           1,      -3.861403672,      -3.753899477,      -3.731133406,      -4.204471181
          0,           0,           2,       -3.57852028,      -3.484035077,      -3.611962054,      -4.054019543
          0,           0,           3,      -3.569339291,      -3.437637985,         -3.692693,       -4.05973789
          0,           0,           4,      -3.489727575,      -3.315590889,      -3.660362598,      -3.996922373
          0,           0,           5,      -3.506334511,      -3.299980711,      -3.699014331,      -4.001709042
          0,           0,           6,      -3.513193638,      -3.288505253,      -3.716199437,      -3.969494857
          0,           0,           7,      -3.534654043,      -3.293134016,      -3.723153046,      -3.948629564
          0,           0,           8,      -3.564524909,      -3.314367532,      -3.751950582,      -3.971789902
          0,           0,           9,      -3.593911422,      -3.346815338,      -3.781754474,      -4.008548509
          0,           0,          10,      -3.621121704,      -3.386281332,       -3.81119622,      -4.040865585
          0,           0,          11,      -3.646403837,      -3.430402504,      -3.838357913,      -4.073722731
          0,           0,          12,      -3.667679208,      -3.474441688,      -3.856636628,      -4.107813043
          0,           0,          13,      -3.680230304,      -3.505782488,      -3.864976857,      -4.131984823
          0,           0,          14,      -3.677606813,      -3.512163724,      -3.865797129,      -4.139128475
          0,           0,          15,      -3.660641483,      -3.494680746,      -3.862322234,      -4.133146998
          0,           0,          16,      -3.638449754,      -3.465914041,      -3.859438694,      -4.121454596
          0,           0,          17,      -3.619933543,      -3.438264121,       -3.86208896,      -4.110822115
          0,           0,          18,      -3.610391563,      -3.418817961,      -3.873022313,      -4.106430453
          0,           0,          19,      -3.612317192,      -3.410377977,      -3.891838195,      -4.111190175
          0,           0,          20,      -3.626177695,      -3.413346188,      -3.915401532,      -4.125777763
          0,           0,          21,      -3.650765785,      -3.426928171,      -3.939394697,      -4.149249401
          0,           0,          22,      -3.683431106,      -3.449776587,      -3.960485528,       -4.17974191
          0,           0,          23,      -3.720137539,      -3.480083323,      -3.978467177,      -4.215363317
          0,           0,          24,      -3.752025062,      -3.512622982,      -3.988238408,      -4.243527021
          0,           0,          25,      -3.783203693,      -3.551304866,      -4.001684055,      -4.280626958
          0,           0,          26,      -3.811513366,      -3.592362145,      -4.028046045,       -4.31897651
          0,           0,          27,      -3.840400793,       -3.63672662,      -4.056746701,      -4.359795614
          0,           0,          28,      -3.867698833,       -3.67888077,       -4.09415503,      -4.403004702
          0,           0,          29,      -3.895112448,       -3.71554879,      -4.142883438,      -4.444820157
          0,           0,          30,      -3.924161662,      -3.746009125,      -4.196045962,      -4.484063797
          0,           0,          31,      -3.954848528,       -3.77014507,      -4.249204052,      -4.518631528
          0,           0,          32,      -3.988344598,      -3.791031246,      -4.298189832,      -4.548073128
          0,           0,          33,      -4.025503909,      -3.812913897,      -4.337263444,      -4.574096181
          0,           0,          34,      -4.066229295,      -3.838977637,      -4.365929111,      -4.599705882
          0,           0,          35,      -4.101603045,      -3.864351469,      -4.373683519,      -4.608872392
          0,           0,          36,      -4.140635286,      -3.900475028,      -4.391110434,      -4.643835617
          0,           0,          37,      -4.180826506,      -3.943338954,      -4.418127391,      -4.677259181
          0,           0,          38,      -4.220446719,       -3.99454408,      -4.444213072,      -4.718969427
          0,           0,          39,       -4.25403535,      -4.045642423,      -4.482363542,      -4.767425795
          0,           0,          40,      -4.284010036,      -4.090944939,      -4.532050693,      -4.812650602
          0,           0,          41,      -4.311528957,      -4.126869268,      -4.585712227,      -4.854192751
          0,           0,          42,      -4.338158575,      -4.151886655,      -4.643161118,      -4.889453803
          0,           0,          43,      -4.368190774,      -4.170698218,      -4.700245691,      -4.917995552
          0,           0,          44,      -4.404681924,      -4.189984895,      -4.748343856,      -4.944260996
          0,           0,          45,      -4.437419025,      -4.204361261,      -4.758209598,      -4.944171189
          0,           0,          46,      -4.478521599,       -4.23186997,      -4.772431413,      -4.974705246
          0,           0,          47,      -4.521456901,      -4.266338669,       -4.79058625,      -5.001805759
          0,           0,          48,      -4.567648746,      -4.313420299,      -4.804318071,      -5.037951454
          0,           0,          49,      -4.610725032,      -4.367293031,      -4.827660495,      -5.085388799
          0,           0,          50,      -4.648563147,      -4.421068055,      -4.865231655,      -5.132615649
          0,           0,          51,      -4.680328181,      -4.469062268,      -4.913488319,       -5.17865269
          0,           0,          52,      -4.707909388,      -4.506428012,      -4.971027347,      -5.220652804
          0,           0,          53,       -4.73657052,      -4.533940995,      -5.033621838,      -5.256531444
          0,           0,          54,      -4.770282645,      -4.556919062,      -5.092998509,      -5.288280612
          0,           0,          55,      -4.810521245,      -4.580967973,      -5.142016289,      -5.320392952
          0,           0,          56,      -4.845821541,      -4.600912366,      -5.148038348,       -5.32681909
          0,           0,          57,      -4.886925354,       -4.63217188,      -5.157918851,      -5.362256977
          0,           0,          58,      -4.925591991,      -4.669984388,      -5.173233288,      -5.397824465
          0,           0,          59,      -4.962872938,      -4.716909449,      -5.183459725,      -5.439259736
          0,           0,          60,      -4.993103062,      -4.763864597,      -5.202880794,       -5.48415341
          0,           0,          61,      -5.015606995,      -4.802576575,      -5.235279531,      -5.524663783
          0,           0,          62,      -5.031712754,      -4.827538508,      -5.275955088,      -5.557755429
          0,           0,          63,      -5.046769755,      -4.839384877,      -5.322439468,      -5.580956082
          0,           0,          64,      -5.066577056,      -4.845643565,      -5.369239544,      -5.598289312
          0,           0,          65,       -5.09390746,      -4.853772197,      -5.411391557,      -5.616034699
          0,           0,          66,      -5.129777488,      -4.868381373,      -5.449046814,      -5.640968857
          0,           0,          67,      -5.163914611,      -4.884633229,      -5.447760326,      -5.639759185
          0,           0,          68,      -5.204454004,      -4.912910989,      -5.456909245,      -5.668985333
          0,           0,          69,      -5.246970661,      -4.949826623,      -5.471602987,      -5.701666276
          0,           0,          70,      -5.291297897,      -4.997582756,      -5.480493144,      -5.742179516
          0,           0,          71,      -5.328104309,      -5.048013989,       -5.49789108,       -5.78745593
          0,           0,          72,      -5.353886421,      -5.092650082,      -5.526410148,      -5.830227352
          0,           0,          73,      -5.368121017,      -5.123588611,      -5.561413215,       -5.86506185
          0,           0,          74,      -5.375378406,      -5.137455573,      -5.601484428,       -5.88742681
          0,           0,          75,      -5.382530366,      -5.139572704,      -5.643516412,      -5.900164993
          0,           0,          76,      -5.394116921,       -5.13802019,      -5.684096658,      -5.908511358
          0,           0,          77,      -5.412829396,      -5.139281734,       -5.72068133,      -5.917152315
          0,           0,          78,      -5.440001916,      -5.147326182,      -5.750650049,      -5.931775631
          0,           0,          79,      -5.465666377,      -5.156883117,      -5.749251746,      -5.932131244
          0,           0,          80,      -5.498290724,      -5.178390412,      -5.746374146,      -5.944077409
          0,           0,          81,      -5.537029918,      -5.209585542,      -5.760155807,      -5.970188495
          0,           0,          82,      -5.587307595,      -5.255067971,      -5.774903436,      -6.007605416
          0,           0,          83,      -5.641071072,       -5.31074346,      -5.796515576,      -6.057259688
          0,           0,          84,      -5.690021916,      -5.369486422,      -5.832306051,      -6.108663215
          0,           0,          85,       -5.73163058,      -5.427196139,      -5.877590264,       -6.16127854
          0,           0,          86,      -5.763335398,      -5.478157393,      -5.929551991,      -6.212403265
          0,           0,          87,      -5.786994079,      -5.517539258,      -5.988679217,      -6.257330985
