"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
          0,           0,           0,      -4.042075239,       5.176066142,       3.368015116,       1.263404808
          0,           0,           1,      -4.185881246,       3.695292855,       3.189811466,       1.123730699
          0,           0,           2,      -4.561343729,        3.07158593,        3.30712026,       1.110663057
          0,           0,           3,      -4.755254609,       2.764902856,       3.417594054,       1.116690895
          0,           0,           4,      -4.877877359,       2.585439118,       3.488019547,       1.120786628
          0,           0,           5,      -4.946888391,       2.466171335,       3.533320021,       1.122729455
          0,           0,           6,      -4.979130273,         2.3799437,        3.56473675,        1.12395878
          0,           0,           7,      -4.991474674,       2.313796385,       3.587963079,       1.125047571
          0,           0,           8,      -4.989486624,       2.260624033,       3.605692391,       1.126026138
          0,           0,           9,      -4.975744321,        2.21614084,       3.619368282,       1.126809746
          0,           0,          10,      -4.953258793,       2.177555895,       3.629842358,       1.127336289
          0,           0,          11,      -4.925727946,       2.142900428,       3.637578083,       1.127536336
          0,           0,          12,      -4.896638377,       2.110709996,       3.642758264,       1.127292948
          0,           0,          13,      -4.868456247,       2.079854339,       3.645321278,       1.126428752
          0,           0,          14,      -4.842654024,       2.049425773,         3.6449711,       1.124699752
          0,           0,          15,      -4.819862894,       2.018687077,       3.641249664,        1.12179235
          0,           0,          16,      -4.800315344,        1.98703474,       3.633629143,        1.11733328
          0,           0,          17,      -4.783780252,       1.953940581,       3.621555775,       1.110909547
          0,           0,          18,      -4.769962815,       1.918969122,       3.604486422,       1.102087579
          0,           0,          19,      -4.758477502,       1.881789406,       3.581955612,       1.090435721
          0,           0,          20,      -4.748920718,       1.842141847,       3.553610325,       1.075577682
          0,           0,          21,      -4.740833524,       1.799838193,       3.519147142,       1.057179083
          0,           0,          22,      -4.733880501,       1.754751196,       3.478406718,       1.034982111
          0,           0,          23,      -4.727694188,       1.706823233,        3.43137318,         1.0088274
          0,           0,          24,      -4.722034085,       1.656048782,       3.378132863,      0.9786408448
          0,           0,          25,      -4.716648038,       1.602477726,       3.318865699,       0.944437927
          0,           0,          26,      -4.711421609,       1.546232236,       3.253859172,      0.9063414844
          0,           0,          27,      -4.706261376,       1.487488106,       3.183448505,      0.8645446238
          0,           0,          28,      -4.701133069,       1.426462977,       3.108035858,      0.8192993598
          0,           0,          29,       -4.69606021,       1.363421193,       3.028074066,      0.7709141312
          0,           0,          30,       -4.69109317,       1.298661375,       2.944058917,      0.7197429207
          0,           0,          31,      -4.686326277,       1.232498846,       2.856467391,      0.6661490054
          0,           0,          32,       -4.68184596,       1.165254243,       2.765714769,      0.6104840397
          0,           0,          33,      -4.677766218,       1.097247703,       2.672171306,      0.5530847336
          0,           0,          34,      -4.674216092,       1.028817743,       2.576223892,      0.4942816715
          0,           0,          35,      -4.671327981,      0.9603062143,       2.478228893,      0.4343902083
          0,           0,          36,      -4.669160975,      0.8920612395,        2.37853183,      0.3737216742
          0,           0,          37,      -4.667766423,      0.8244321668,       2.277450793,       0.312573314
          0,           0,          38,      -4.667124116,      0.7577639345,       2.175282442,      0.2512325325
          0,           0,          39,      -4.667161687,      0.6923924639,       2.072305207,      0.1899783896
          0,           0,          40,       -4.66772667,      0.6286402997,       1.968785036,      0.1290890599
          0,           0,          41,      -4.668668057,      0.5668126757,        1.86497916,      0.0688436939
          0,           0,          42,      -4.669864633,      0.5071892437,       1.761136651,    0.009521134996
          0,           0,          43,      -4.671236163,      0.4500127413,       1.657502777,    -0.04859658441
          0,           0,          44,      -4.672724666,      0.3954794298,       1.554306248,     -0.1052395522
          0,           0,          45,      -4.674380631,      0.3437370172,       1.451781135,     -0.1601382473
          0,           0,          46,      -4.676199721,      0.2948921232,       1.350155452,     -0.2130430672
