"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         169,      -6.539001755,      -4.557764157,      -5.465890129,      -4.337967266,      -9.604283595
          0,           0,         170,      -6.561240667,      -4.560350543,      -5.476958254,      -4.349201337,      -9.602449349
          0,           0,         171,      -6.585257005,       -4.56285097,      -5.489113756,       -4.36066638,      -9.600636309
          0,           0,         172,      -6.608930047,      -4.565254023,       -5.50184649,       -4.37168786,        -9.5988886
          0,           0,         173,      -6.630931781,      -4.567558875,      -5.514579674,      -4.381934904,      -9.597208558
          0,           0,         174,      -6.650972831,      -4.569772941,      -5.526916241,       -4.39133829,      -9.595577313
          0,           0,         175,      -6.666418561,      -4.571919181,      -5.538010648,      -4.399127223,      -9.593981962
          0,           0,         176,      -6.678097735,      -4.574026802,      -5.547686667,      -4.405646246,      -9.592448071
          0,           0,         177,      -6.686131798,      -4.576119717,      -5.555989125,      -4.410890104,      -9.590981553
          0,           0,         178,      -6.690592879,      -4.578228049,      -5.563300036,      -4.415065036,       -9.58950973
          0,           0,         179,      -6.693470223,      -4.580367744,      -5.570201297,      -4.418591124,       -9.58780345
          0,           0,         180,      -6.696861503,      -4.582555243,      -5.577569769,      -4.422004001,      -9.586086477
          0,           0,         181,      -6.699689089,      -4.584805004,      -5.585537967,      -4.425071702,       -9.58441276
          0,           0,         182,      -6.703315634,       -4.58710473,      -5.594637462,      -4.428146985,      -9.582777578
          0,           0,         183,      -6.708587548,      -4.589438062,      -5.605259298,      -4.431549994,      -9.581188091
          0,           0,         184,      -6.716324073,       -4.59178958,      -5.617201311,      -4.435628213,      -9.579645613
          0,           0,         185,       -6.72809783,      -4.594139506,      -5.630562591,      -4.440903928,      -9.578156599
          0,           0,         186,      -6.742551107,      -4.596472506,      -5.644492613,      -4.446928907,      -9.576689666
          0,           0,         187,      -6.759311773,       -4.59877976,      -5.658489382,      -4.453623197,      -9.575275269
          0,           0,         188,      -6.776504502,      -4.601047385,      -5.671850537,      -4.460334236,      -9.573907077
          0,           0,         189,      -6.799283342,      -4.603267449,       -5.68500472,      -4.468374996,      -9.572590136
          0,           0,         190,       -6.81965902,      -4.605446939,      -5.696223392,      -4.475613565,      -9.571328671
          0,           0,         191,      -6.841770398,      -4.607587744,      -5.705566342,      -4.482803904,      -9.570113621
          0,           0,         192,      -6.860011643,      -4.609697463,       -5.71331257,       -4.48895626,      -9.568865971
          0,           0,         193,      -6.874096556,      -4.611788718,      -5.719637911,      -4.494141328,      -9.567667211
          0,           0,         194,      -6.882604931,      -4.613867211,      -5.724907263,      -4.498034139,      -9.566412575
          0,           0,         195,       -6.88639191,      -4.615946593,      -5.729517195,      -4.500881509,      -9.564963944
          0,           0,         196,      -6.888819259,      -4.618030763,      -5.734005635,      -4.503354569,      -9.563522809
          0,           0,         197,      -6.889625029,      -4.620123719,      -5.738580557,      -4.505417471,      -9.562118267
          0,           0,         198,      -6.889890592,      -4.622227747,      -5.743631026,       -4.50733958,      -9.560745872
          0,           0,         199,      -6.891239247,      -4.624342224,      -5.749213363,      -4.509465619,      -9.559395464
          0,           0,         200,      -6.893858998,       -4.62646854,      -5.755333126,      -4.511910593,      -9.558083992
          0,           0,         201,      -6.899077642,      -4.628600714,      -5.762004573,      -4.514910095,       -9.55681495
          0,           0,         202,      -6.907168623,      -4.630733005,      -5.769160504,      -4.518471442,      -9.555582912
          0,           0,         203,      -6.918354363,      -4.632860169,      -5.776847005,      -4.522657918,      -9.554390693
          0,           0,         204,      -6.931660418,      -4.634977249,      -5.784768976,      -4.527158206,      -9.553247304
          0,           0,         205,      -6.945920641,      -4.637083447,      -5.792669999,      -4.531883831,      -9.552100167
          0,           0,         206,      -6.959900352,      -4.639173458,      -5.800452033,      -4.536557685,      -9.550983047
          0,           0,         207,       -6.97523764,      -4.641247697,      -5.808083233,      -4.541382206,      -9.549905922
          0,           0,         208,      -6.989408429,      -4.643311183,      -5.815269085,      -4.545998605,      -9.548864597
          0,           0,         209,      -7.000870851,      -4.645358917,      -5.822599666,      -4.550100133,      -9.547860851
          0,           0,         210,      -7.011404661,      -4.647394031,      -5.829674247,       -4.55396617,      -9.546892076
          0,           0,         211,      -7.019835846,       -4.64942453,      -5.836299229,      -4.557539284,      -9.545871866
          0,           0,         212,      -7.026136485,      -4.651447756,      -5.842619229,      -4.560726869,      -9.544784652
          0,           0,         213,      -7.030127244,      -4.653464959,      -5.848753746,      -4.563538784,      -9.543630731
          0,           0,         214,      -7.033955638,      -4.655483132,        -5.8547901,      -4.566334562,      -9.542476723
          0,           0,         215,      -7.038791904,      -4.657496844,      -5.861218216,       -4.56920559,      -9.541299771
          0,           0,         216,      -7.041618611,       -4.65950524,      -5.867200098,      -4.571635562,      -9.540152597
          0,           0,         217,      -7.045979888,      -4.661514212,      -5.872708965,      -4.574420258,      -9.539036725
          0,           0,         218,      -7.046796827,      -4.663520416,      -5.878864221,      -4.576653235,      -9.537945221
          0,           0,         219,      -7.048778179,      -4.665521696,      -5.885183414,      -4.578919641,      -9.536859287
          0,           0,         220,      -7.051651515,      -4.667520167,      -5.891500042,      -4.581353129,      -9.535799998
          0,           0,         221,      -7.054580444,      -4.669513718,      -5.897752235,      -4.583777146,      -9.534765229
          0,           0,         222,      -7.057468966,      -4.671504145,      -5.904008855,      -4.586157412,      -9.533761865
          0,           0,         223,      -7.060920958,      -4.673486337,      -5.910271518,      -4.588577274,      -9.532793645
          0,           0,         224,      -7.067396462,      -4.675457517,      -5.916051945,      -4.591396956,      -9.531860691
          0,           0,         225,      -7.073338622,      -4.677419647,      -5.922537443,      -4.594129641,      -9.530961032
