Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,1.01127,0,80.6327,-0,1.67268e-07,0,0,0,0,0,0,0,0,0,0,32.2531,1.0141,0,2.49013e-08,0,2.49013e-08,1.00465,0,0,0,0,0.0154776
1,0.997072,0,79.4712,-0,1.6722e-07,0,0,0,0,0,0,1,-5.4e-08,0,1,31.7885,0.0849054,6.17224e-14,1.25018e-06,0,1.25018e-06,1.00428,0,0,0,0,0.0809971
2,1.01127,0,80.6326,-0,1.67268e-07,0,0,0,0,0,0,3.637e-10,4.5e-06,0,4.5e-06,32.253,1.01402,8.52407e-10,3.5709e-06,0,3.5709e-06,1.00465,0,0,0,0,0.184777
3,1.01126,0,80.6323,-0,1.67268e-07,0,0,0,0,0,0,2.26239e-09,9.47759e-06,0,9.47759e-06,32.2529,1.01377,3.99507e-09,7.18391e-06,0,7.18391e-06,1.00465,0,0,0,0,0.259106
4,1.01126,0,80.6318,-0,1.67268e-07,0,0,0,0,0,0,6.19369e-09,1.49835e-05,0,1.49835e-05,32.2527,1.01339,9.88789e-09,1.08988e-05,0,1.08988e-05,1.00465,0,0,0,0,0.31252
5,1.01125,0,80.6312,-0,1.67268e-07,0,0,0,0,0,0,1.27829e-08,2.10737e-05,0,2.10737e-05,32.2525,1.01293,1.91798e-08,1.48025e-05,0,1.48025e-05,1.00465,0,0,0,0,0.352874
6,1.01125,0,80.6306,-0,1.67268e-07,0,0,0,0,0,0,2.28134e-08,2.78102e-05,0,2.78102e-05,32.2523,1.01245,3.28255e-08,1.90241e-05,0,1.90242e-05,1.00465,0,0,0,0,0.383318
7,1.01124,0,80.6301,-0,1.67268e-07,0,0,0,0,0,0,3.72638e-08,3.52616e-05,0,3.52617e-05,32.252,1.012,5.22077e-08,2.37209e-05,0,2.3721e-05,1.00465,0,0,0,0,0.40574
8,1.01124,0,80.6296,-0,1.67267e-07,0,0,0,0,0,0,5.73538e-08,4.35039e-05,0,4.35039e-05,32.2518,1.01162,7.9228e-08,2.9054e-05,0,2.90541e-05,1.00464,0,0,0,0,0.421628
9,1.01123,0,80.6292,-0,1.67267e-07,0,0,0,0,0,0,8.46008e-08,5.26208e-05,0,5.26209e-05,32.2517,1.01132,1.16363e-07,3.51668e-05,0,3.5167e-05,1.00464,0,0,0,0,0.432365
10,1.01123,0,80.629,-0,1.67267e-07,0,0,0,0,0,0,1.20889e-07,6.27052e-05,0,6.27053e-05,32.2516,1.01112,1.66697e-07,4.21725e-05,0,4.21728e-05,1.00464,0,0,0,0,0.439341
11,1.01123,0,80.6288,-0,1.67266e-07,0,0,0,0,0,0,1.68553e-07,7.38597e-05,0,7.38599e-05,32.2515,1.01096,2.34044e-07,5.01689e-05,0,5.01694e-05,1.00464,0,0,0,0,0.443972
12,1.01124,0,80.6286,-0,1.67266e-07,0,0,0,0,0,0,2.30484e-07,8.61978e-05,0,8.61981e-05,32.2514,1.01082,3.23251e-07,5.92762e-05,0,5.92771e-05,1.00463,0,0,0,0,0.447612
13,1.01124,0,80.6284,-0,1.67266e-07,0,0,0,0,0,0,3.10259e-07,9.98451e-05,0,9.98456e-05,32.2514,1.01064,4.40636e-07,6.96612e-05,0,6.96626e-05,1.00463,0,0,0,0,0.451349
14,1.01124,0,80.6281,-0,1.67265e-07,0,0,0,0,0,0,4.12294e-07,0.00011494,0,0.000114941,32.2512,1.01042,5.94219e-07,8.15072e-05,0,8.15094e-05,1.00463,0,0,0,0,0.455793
15,1.01124,0,80.6278,-0,1.67265e-07,0,0,0,0,0,0,5.42038e-07,0.000131637,0,0.000131639,32.2511,1.01016,7.9344e-07,9.49301e-05,0,9.49334e-05,1.00462,0,0,0,0,0.460988
16,1.01123,0,80.6274,-0,1.67264e-07,0,0,0,0,0,0,7.06211e-07,0.000150106,0,0.000150108,32.251,1.00989,1.0485e-06,0.000109909,0,0.000109914,1.00462,0,0,0,0,0.466552
17,1.01123,0,80.6271,-0,1.67264e-07,0,0,0,0,0,0,9.13094e-07,0.000170534,0,0.000170536,32.2509,1.00964,1.36995e-06,0.000126296,0,0.000126303,1.00462,0,0,0,0,0.471981
18,1.01124,0,80.6269,-0,1.67263e-07,0,0,0,0,0,0,1.17288e-06,0.000193128,0,0.000193132,32.2507,1.00943,1.76927e-06,0.000143912,0,0.000143923,1.00461,0,0,0,0,0.476943
19,1.01124,0,80.6266,-0,1.67263e-07,0,0,0,0,0,0,1.49812e-06,0.000218119,0,0.000218125,32.2507,1.00924,2.26019e-06,0.000162658,0,0.000162674,1.00461,0,0,0,0,0.481401
20,1.01124,0,80.6264,-0,1.67262e-07,0,0,0,0,0,0,1.90423e-06,0.000245761,0,0.000245768,32.2506,1.00906,2.86053e-06,0.000182578,0,0.0001826,1.0046,0,0,0,0,0.485571
21,1.01124,0,80.6262,-0,1.67262e-07,0,0,0,0,0,0,2.4102e-06,0.000276334,0,0.000276345,32.2505,1.00889,3.59372e-06,0.000203855,0,0.000203887,1.0046,0,0,0,0,0.4898
22,1.01124,0,80.626,-0,1.67261e-07,0,0,0,0,0,0,3.03931e-06,0.000310149,0,0.000310164,32.2504,1.0087,4.49004e-06,0.000226774,0,0.000226819,1.0046,0,0,0,0,0.49445
23,1.01124,0,80.6257,-0,1.67261e-07,0,0,0,0,0,0,3.82022e-06,0.000347549,0,0.00034757,32.2503,1.00849,5.58759e-06,0.000251666,0,0.000251728,1.00459,0,0,0,0,0.499821
24,1.01124,0,80.6254,-0,1.6726e-07,0,0,0,0,0,0,4.78805e-06,0.000388913,0,0.000388942,32.2502,1.00824,6.93398e-06,0.000278897,0,0.000278984,1.00459,0,0,0,0,0.506151
25,1.01124,0,80.625,-0,1.6726e-07,0,0,0,0,0,0,5.98598e-06,0.00043466,0,0.000434701,32.25,1.00795,8.58914e-06,0.000308892,0,0.000309011,1.00459,0,0,0,0,0.513649
26,1.01123,0,80.6246,-0,1.6726e-07,0,0,0,0,0,0,7.46694e-06,0.000485254,0,0.000485311,32.2498,1.00761,1.06273e-05,0.000342093,0,0.000342258,1.00458,0,0,0,0,0.522464
27,1.01123,0,80.6241,-0,1.67259e-07,0,0,0,0,0,0,9.29589e-06,0.000541206,0,0.000541285,32.2496,1.00719,1.31406e-05,0.000378979,0,0.000379207,1.00458,0,0,0,0,0.532715
28,1.01122,0,80.6234,-0,1.67259e-07,0,0,0,0,0,0,1.15525e-05,0.000603081,0,0.000603192,32.2494,1.00669,1.62446e-05,0.000420101,0,0.000420415,1.00458,0,0,0,0,0.544518
29,1.01122,0,80.6227,-0,1.67259e-07,0,0,0,0,0,0,1.43343e-05,0.000671505,0,0.000671658,32.2491,1.00609,2.00813e-05,0.000466022,0,0.000466455,1.00458,0,0,0,0,0.557948
30,1.01121,0,80.6218,-0,1.67258e-07,0,0,0,0,0,0,1.77612e-05,0.000747165,0,0.000747376,32.2487,1.00535,2.48217e-05,0.000517254,0,0.000517849,1.00457,0,0,0,0,0.573012
31,1.0112,0,80.6206,-0,1.67258e-07,0,0,0,0,0,0,2.19796e-05,0.000830823,0,0.000831113,32.2482,1.00443,3.06621e-05,0.0005741,0,0.000574919,1.00457,0,0,0,0,0.589596
32,1.01118,0,80.6192,-0,1.67258e-07,0,0,0,0,0,0,2.71692e-05,0.000923315,0,0.000923715,32.2477,1.00329,3.78196e-05,0.000636569,0,0.000637692,1.00457,0,0,0,0,0.607461
33,1.01116,0,80.6174,-0,1.67257e-07,0,0,0,0,0,0,3.35497e-05,0.00102557,0,0.00102612,32.247,1.00189,4.65412e-05,0.000704556,0,0.000706091,1.00457,0,0,0,0,0.626374
34,1.01114,0,80.6153,-0,1.67257e-07,0,0,0,0,0,0,4.13902e-05,0.0011386,0,0.00113935,32.2461,1.00017,5.71161e-05,0.000777984,0,0.000780078,1.00456,0,0,0,0,0.646171
35,1.01111,0,80.6127,-0,1.67257e-07,0,0,0,0,0,0,5.10195e-05,0.00126353,0,0.00126456,32.2451,0.998103,6.98877e-05,0.000856872,0,0.000859717,1.00456,0,0,0,0,0.666769
