"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         192,      -5.817449123,      -3.900486003,      -4.130499614,      -3.735257351,      -8.054555605
          0,           0,         193,      -5.809503934,      -3.898590628,       -4.12997506,      -3.732196488,      -8.038623135
          0,           0,         194,      -5.798833626,      -3.896720563,      -4.129392335,      -3.726362595,      -8.019080667
          0,           0,         195,      -5.790886567,      -3.894853286,      -4.128737449,      -3.722233002,      -8.004870579
          0,           0,         196,      -5.782852686,      -3.892948142,      -4.128015242,      -3.716898024,      -7.991572411
          0,           0,         197,      -5.776165686,      -3.890994084,       -4.12724627,      -3.711544647,      -7.978130042
          0,           0,         198,      -5.770212063,      -3.888952259,      -4.126432016,      -3.705464355,      -7.963042355
          0,           0,         199,      -5.767402173,      -3.886801192,      -4.125590065,       -3.70097445,      -7.947714307
          0,           0,         200,      -5.766225972,      -3.884525211,      -4.124717494,      -3.696684599,      -7.933311488
          0,           0,         201,      -5.766407834,      -3.882112166,      -4.123830399,      -3.692460536,      -7.916046614
          0,           0,         202,      -5.768016396,      -3.879550572,      -4.122940314,      -3.688436884,      -7.895735804
          0,           0,         203,       -5.77115986,      -3.876833047,      -4.122036026,      -3.684809103,      -7.889200061
          0,           0,         204,      -5.775061924,      -3.873967144,      -4.121111081,      -3.681082979,      -7.872627409
          0,           0,         205,      -5.779469413,      -3.870970087,      -4.120142114,      -3.677224533,      -7.857998086
          0,           0,         206,       -5.78374263,      -3.867838283,      -4.119109389,      -3.672913363,      -7.839972918
          0,           0,         207,      -5.788002007,      -3.864583656,      -4.117988982,      -3.668497917,      -7.825036876
          0,           0,         208,      -5.791770725,      -3.861214199,      -4.116748897,      -3.663781468,      -7.811902457
          0,           0,         209,      -5.794566315,       -3.85774631,      -4.115357071,      -3.658654989,      -7.798276383
          0,           0,         210,      -5.796717423,      -3.854214043,      -4.113794478,      -3.653556623,      -7.784604403
          0,           0,         211,      -5.796971556,      -3.850618491,      -4.112059611,      -3.647762474,      -7.773813045
          0,           0,         212,      -5.795853652,      -3.846961366,      -4.110131164,      -3.641638776,      -7.763211528
          0,           0,         213,      -5.793756817,      -3.843279498,      -4.107990439,      -3.635397658,      -7.754714523
          0,           0,         214,      -5.788484524,       -3.83959622,      -4.105631601,      -3.627779319,      -7.749696833
          0,           0,         215,      -5.783205812,      -3.835931631,      -4.103100861,      -3.620675599,      -7.742825768
          0,           0,         216,      -5.777162946,      -3.832291447,      -4.100394328,      -3.613553575,      -7.730079735
          0,           0,         217,      -5.768866608,      -3.828664444,      -4.097533643,      -3.605287729,      -7.717908109
          0,           0,         218,      -5.756369855,      -3.825060181,      -4.094518025,      -3.594548173,      -7.707363594
          0,           0,         219,      -5.749573024,      -3.821537945,      -4.091385973,      -3.587326923,       -7.69687685
          0,           0,         220,      -5.741596341,      -3.818024316,      -4.088179133,      -3.579344339,      -7.686656431
          0,           0,         221,      -5.732740215,      -3.814547685,      -4.084882393,      -3.570780931,      -7.680793549
          0,           0,         222,      -5.724027132,      -3.811057723,      -4.081421235,      -3.562078788,      -7.682276151
          0,           0,         223,      -5.546994125,      -3.804494416,       -4.07343125,        -3.4215297,       -7.68189207
          0,           0,         224,      -5.616240997,      -3.803962061,      -4.071248355,      -3.485070312,      -7.662054853
          0,           0,         225,      -5.634269852,      -3.800703494,      -4.070535248,      -3.496354525,       -7.64050621
          0,           0,         226,      -5.678936935,      -3.797509495,      -4.067378759,      -3.521153052,      -7.604463476
          0,           0,         227,      -5.672493142,      -3.794280494,      -4.064253132,      -3.513570733,      -7.592056722
          0,           0,         228,      -5.675794065,      -3.791011463,      -4.060910591,      -3.511251515,      -7.583151924
          0,           0,         229,      -5.677598742,      -3.787762767,      -4.057598063,      -3.508218911,      -7.571670835
          0,           0,         230,      -5.676278503,      -3.784538107,      -4.054325321,       -3.50347576,      -7.559995572
          0,           0,         231,      -5.674029683,      -3.781326203,      -4.051093088,      -3.498337922,      -7.529196768
          0,           0,         232,      -5.672050609,      -3.778152575,      -4.047890524,      -3.493469971,      -7.510499953
          0,           0,         233,      -5.669738651,       -3.77501723,      -4.044716571,      -3.488526674,      -7.497649218
          0,           0,         234,      -5.667430923,      -3.771922765,       -4.04156823,      -3.483772994,      -7.484732675
          0,           0,         235,      -5.665168832,      -3.768880974,      -4.038455879,      -3.479254183,      -7.472135174
          0,           0,         236,      -5.662916665,      -3.765878991,      -4.035377188,       -3.47483949,      -7.463256051
          0,           0,         237,      -5.660488424,      -3.762915756,      -4.032296676,      -3.470402012,        -7.4493362
          0,           0,         238,      -5.658046226,      -3.760012442,      -4.029206648,      -3.466174997,      -7.435293983
          0,           0,         239,      -5.655245451,      -3.757170433,      -4.026125678,      -3.461884769,      -7.421246616
          0,           0,         240,      -5.652231533,      -3.754380757,      -4.023051224,      -3.457533804,      -7.411110712
          0,           0,         241,      -5.649141951,      -3.751657814,      -4.019978485,      -3.453273122,      -7.389322355
          0,           0,         242,      -5.645837541,      -3.748977255,      -4.016919577,      -3.448969588,       -7.37674512
          0,           0,         243,      -5.642666798,      -3.746360784,      -4.013866095,      -3.444859471,      -7.374041437
          0,           0,         244,      -5.639419519,       -3.74381274,      -4.010839249,      -3.440769473,       -7.36828798
          0,           0,         245,       -5.63575774,      -3.741302555,      -4.007848324,      -3.436437229,      -7.373312537
          0,           0,         246,       -5.63205137,      -3.738829878,      -4.004873423,        -3.4320661,      -7.386799101
          0,           0,         247,       -5.62906369,      -3.736393622,      -4.001926608,      -3.428088537,      -7.374840204
          0,           0,         248,      -5.625939217,      -3.733991791,      -3.999019295,      -3.424020733,      -7.348281431
          0,           0,         249,      -5.622718978,      -3.731632764,      -3.996159381,      -3.419965392,      -7.318622669
          0,           0,         250,       -5.61945038,      -3.729296983,      -3.993369919,      -3.415909181,      -7.300851618
          0,           0,         251,      -5.616329513,      -3.726988633,      -3.990644618,      -3.411917177,      -7.291620647
          0,           0,         252,      -5.613088066,      -3.724702391,      -3.987973335,      -3.407820274,      -7.282801365
          0,           0,         253,      -5.609828992,      -3.722418722,      -3.985340391,      -3.403737848,       -7.26779675
          0,           0,         254,      -5.606569941,      -3.720160957,      -3.982744191,      -3.399757955,      -7.254864508
          0,           0,         255,      -5.603857247,      -3.717945151,      -3.980200881,      -3.396142174,      -7.243704169
          0,           0,         256,      -5.600542987,      -3.715760408,      -3.977710945,      -3.392293105,      -7.234584417
          0,           0,         257,      -5.597205991,      -3.713621655,      -3.975260442,      -3.388523709,      -7.226103777
