"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -3.825947742,      -15.22325441,      -15.23448291,       -1.77824031,      -9.546894738
          0,           0,           1,      -4.012535823,       -3.85409775,      -3.209627861,      -1.962349291,      -9.822965283
          0,           0,           2,      -4.587259601,      -4.338553575,      -3.811285095,      -2.539719381,        -10.340596
          0,           0,           3,      -4.719582178,      -4.430312074,      -3.903895084,      -2.672310942,      -10.46959428
          0,           0,           4,      -4.767591234,      -4.477497162,      -3.947847306,      -2.720041554,      -10.57048803
          0,           0,           5,      -4.796186618,      -4.503542391,      -3.971474066,      -2.748623677,      -10.67666503
          0,           0,           6,      -4.816500048,      -4.502509721,      -3.981454974,      -2.768939267,      -10.73598129
          0,           0,           7,      -4.831689338,      -4.463448468,       -3.97965331,      -2.784198348,      -10.78258671
          0,           0,           8,      -4.843809431,      -4.391826766,      -3.969319207,      -2.796522823,      -10.82026295
          0,           0,           9,      -4.853598938,      -4.308037315,      -3.954980313,      -2.806681005,      -10.86073464
          0,           0,          10,      -4.860281649,      -4.228522023,      -3.940557711,      -2.813860982,      -10.89088918
          0,           0,          11,      -4.862612511,      -4.160089294,      -3.928051182,      -2.816709962,      -10.91285607
          0,           0,          12,      -4.860244299,      -4.103521745,      -3.917656267,      -2.814756516,      -10.92974878
          0,           0,          13,      -4.854421625,       -4.05713161,      -3.908671604,      -2.809190224,      -10.94232246
          0,           0,          14,      -4.847266752,      -4.018693567,      -3.900322778,      -2.802185983,      -10.95174387
          0,           0,          15,       -4.84068243,      -3.986310005,      -3.892212753,      -2.795764738,      -10.95978405
          0,           0,          16,       -4.83562451,      -3.958721828,      -3.884408646,       -2.79100021,       -10.9686457
          0,           0,          17,      -4.831964052,      -3.935292756,      -3.877333957,      -2.787832716,       -10.9729726
          0,           0,          18,      -4.828678599,      -3.915828357,      -3.871604356,      -2.785232644,      -10.97504122
          0,           0,          19,      -4.824257576,      -3.900362844,       -3.86786135,      -2.781597643,      -10.97375301
          0,           0,          20,      -4.817211984,      -3.889009398,        -3.8666106,      -2.775285797,      -10.96848367
          0,           0,          21,      -4.806532846,      -3.881890275,      -3.868139005,      -2.765130254,      -10.95929517
          0,           0,          22,       -4.79200092,      -3.879149378,      -3.872506806,      -2.750815733,      -10.94678808
          0,           0,          23,      -4.774096327,      -3.880991648,      -3.879615014,      -2.732813666,      -10.93208778
          0,           0,          24,      -4.753713839,      -3.887708348,      -3.889316828,       -2.71207333,       -10.9160278
          0,           0,          25,      -4.731887955,      -3.899644221,      -3.901497167,      -2.689702686,      -10.89908958
          0,           0,          26,      -4.709650474,       -3.91706893,       -3.91604742,      -2.666794127,      -10.88246168
          0,           0,          27,      -4.687995193,      -3.939908753,       -3.93268428,      -2.644380612,      -10.86697828
          0,           0,          28,      -4.667865979,      -3.967284891,       -3.95061063,      -2.623430439,      -10.85326151
          0,           0,          29,      -4.650136067,       -3.99683618,      -3.968069419,      -2.604836804,      -10.84179561
          0,           0,          30,      -4.635571514,      -4.024015752,      -3.982069149,      -2.589389862,      -10.83296784
          0,           0,          31,      -4.624793822,      -4.042229796,      -3.988728139,       -2.57774419,      -10.82699967
          0,           0,          32,      -4.618276253,      -4.045181375,       -3.98472185,      -2.570417344,       -10.8240173
          0,           0,          33,      -4.616367293,      -4.030918137,      -3.969251877,      -2.567813821,       -10.8240084
          0,           0,          34,      -4.619324702,      -4.003428878,      -3.944815664,      -2.570257344,      -10.82690576
          0,           0,          35,       -4.62734747,      -3.969701277,      -3.915931465,      -2.578019332,      -10.83268406
          0,           0,          36,      -4.640568026,      -3.935968329,      -3.887154573,      -2.591306608,      -10.84117678
          0,           0,          37,      -4.658997502,      -3.906270786,      -3.861902595,       -2.61020034,      -10.85224908
          0,           0,          38,      -4.682391742,      -3.882730832,      -3.842250302,      -2.634511278,      -10.86549373
          0,           0,          39,      -4.710025957,      -3.866248952,      -3.829177554,      -2.663530834,      -10.88021146
          0,           0,          40,      -4.740380816,       -3.85701482,      -3.822861747,      -2.695666973,      -10.89542101
          0,           0,          41,      -4.770811114,      -3.854780344,      -3.822883781,      -2.728028688,      -10.90971865
          0,           0,          42,      -4.797514029,      -3.858971562,      -3.828346378,      -2.756319959,      -10.92129274
          0,           0,          43,      -4.816299606,      -3.868702937,      -3.837960474,      -2.775696575,      -10.92827227
          0,           0,          44,      -4.824287821,      -3.882754398,      -3.850135228,      -2.782831967,       -10.9297344
          0,           0,          45,      -4.821596218,      -3.899591158,      -3.863202969,      -2.777988646,      -10.92552685
          0,           0,          46,      -4.811321271,      -3.917496285,      -3.875742562,      -2.764894195,      -10.91664403
          0,           0,          47,       -4.79783355,      -3.934858713,      -3.886915482,      -2.748566229,      -10.90488648
          0,           0,          48,      -4.785062678,      -3.950569733,      -3.896684245,      -2.733312945,      -10.89159327
          0,           0,          49,      -4.775755384,      -3.964363118,      -3.905794809,       -2.72201102,      -10.87822679
