"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633242182329663e-05, 5.837108654169072e-01, -1.345588800255771e+00, -1.313354482491984e-01, 3.644640182050060e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.348364049557718e+00
1, 9.990000128750000e-01, -1.454719496723663e-04, 4.038744714702976e-02, -2.126654946928538e-01, -9.625923629930001e-02, 3.327731139756340e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.372089918777291e+00
2, 9.977599978450000e-01, -3.275032266977679e-04, 1.351283912542497e-02, -1.237250475283232e-01, -1.347372867363801e-01, 2.008136614505782e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.112775405653395e-01
3, 9.960200190539999e-01, -5.899047378042644e-04, -2.123181452748148e-02, -5.569413498677335e-02, -1.308747093270198e-01, 6.581371711154826e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.072911808999212e-01
4, 9.937800168990000e-01, -9.470137788333998e-04, -5.526256322729182e-02, 6.098951542226373e-03, -1.398520870750785e-01, -6.818516896487430e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.035664860805966e-02
5, 9.910500049590000e-01, -1.421872194865545e-03, -7.178962931009962e-02, 3.760391893555712e-02, -1.537979882460576e-01, -1.268632210002590e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.996090405852811e-02
6, 9.878399968150000e-01, -2.045007867898248e-03, -7.839887364986815e-02, 5.358282674904741e-02, -1.726704430694221e-01, -1.556195351035767e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.013970004036926e-02
7, 9.841300249100000e-01, -2.852677354365887e-03, -7.388462086664048e-02, 5.284046586561608e-02, -1.952388458397401e-01, -1.524470958854792e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.298105333783072e-02
8, 9.799500107769999e-01, -3.857170760129004e-03, -5.733121609646477e-02, 3.450173235769010e-02, -2.185457430737703e-01, -1.166510012731558e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.681597601334120e-02
9, 9.752799868580000e-01, -5.055678822231328e-03, -2.927134802543403e-02, -4.529954350518335e-04, -2.384570309490797e-01, -4.997886369818029e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.053737832810519e-02
10, 9.701499938960000e-01, -6.401524295614628e-03, 7.669362583773362e-03, -4.808062587115810e-02, -2.505750542080242e-01, 4.078249614956769e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.445582548310240e-02
11, 9.645400047300000e-01, -7.836487202077851e-03, 4.839391516515405e-02, -1.012854617894732e-01, -2.515024446440509e-01, 1.425551707146231e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.426207195854615e-03
12, 9.584699869160000e-01, -9.285627211522790e-03, 8.533209100530009e-02, -1.501838302376736e-01, -2.403768661722693e-01, 2.361614039032550e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.278872598267173e-03
13, 9.519400000570000e-01, -1.069412056937943e-02, 1.110639083546103e-01, -1.852838437623796e-01, -2.202744390205147e-01, 3.016093788087105e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.342453388263909e-03
14, 9.449599981310000e-01, -1.203468418752675e-02, 1.218362296083418e-01, -2.016465263641144e-01, -1.970868422752740e-01, 3.285373734210486e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.937974348376491e-03
15, 9.375399947170000e-01, -1.331250303944104e-02, 1.199365713296968e-01, -2.016457639663798e-01, -1.766963652451136e-01, 3.223604630920693e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.614102200947659e-03
16, 9.296900033950000e-01, -1.455578026390255e-02, 1.117993398308725e-01, -1.928434856490201e-01, -1.624489158754251e-01, 2.995924513347152e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.982309763528488e-03
17, 9.214000105860000e-01, -1.580380626723569e-02, 1.035143817329588e-01, -1.828509370900998e-01, -1.544552238438792e-01, 2.767272893306545e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.903757115215258e-03
18, 9.126999974250000e-01, -1.708483096341873e-02, 9.886786052209938e-02, -1.765710867615679e-01, -1.512727712328929e-01, 2.631565606498905e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.104132895227106e-03
19, 9.035800099370001e-01, -1.842095689635655e-02, 9.862619554633224e-02, -1.752925873619974e-01, -1.507689944437266e-01, 2.614516665884566e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.226731305968438e-03
20, 8.940600156780000e-01, -1.981678175098743e-02, 1.023842515810688e-01, -1.787374866834733e-01, -1.512906787881811e-01, 2.700692060134214e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.336152477984463e-03
21, 8.841500282290000e-01, -2.126855979177142e-02, 1.089796516783995e-01, -1.856040836690407e-01, -1.517399722903727e-01, 2.861819695743169e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.578229989398415e-03
22, 8.738499879840000e-01, -2.276885912211348e-02, 1.171886851107659e-01, -1.944737339277806e-01, -1.515512556090003e-01, 3.066187571531196e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.039238280872421e-03
23, 8.631799817090000e-01, -2.430608863948126e-02, 1.262155194808817e-01, -2.043503556926847e-01, -1.507157084112863e-01, 3.290061598650302e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.622975109969341e-03
24, 8.521599769590000e-01, -2.586987816647477e-02, 1.353779793498161e-01, -2.144297403659284e-01, -1.492662254472112e-01, 3.519554880376156e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.393581095131037e-03
25, 8.407700061800000e-01, -2.745741660784118e-02, 1.445848580851055e-01, -2.245454105578693e-01, -1.474847042546195e-01, 3.747941117940620e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.212894204969581e-03
26, 8.290500044819999e-01, -2.905918594860313e-02, 1.537050585822614e-01, -2.345503198886196e-01, -1.454523497721808e-01, 3.976418282440143e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.104923428600162e-03
27, 8.170099854470000e-01, -3.067102463199129e-02, 1.629206818787265e-01, -2.446260913783658e-01, -1.432993986742768e-01, 4.206558851407786e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.974413521121704e-03
