"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
          0,           0,           0,      -4.410273976,       4.026487849,     0.09933033621,     0.07768069144
          0,           0,           1,      -4.583909267,       2.586599628,     0.09485319378,     0.09334921197
          0,           0,           2,      -4.945145119,       1.951505964,     0.08091206588,       0.110162665
          0,           0,           3,      -5.116624249,       1.625521567,     0.07392432452,      0.1211967055
          0,           0,           4,      -5.235447455,       1.431774222,     0.06839240116,      0.1275359182
          0,           0,           5,      -5.310084009,       1.302575445,     0.06496658377,      0.1317444322
          0,           0,           6,      -5.350493679,        1.20905299,     0.06315595422,      0.1348859673
          0,           0,           7,      -5.370979553,         1.1372064,     0.06224820229,      0.1373426656
          0,           0,           8,      -5.379119353,        1.07945689,     0.06179814778,      0.1393084306
          0,           0,           9,      -5.378197701,       1.031278949,     0.06162069297,      0.1409078152
          0,           0,          10,      -5.370106018,      0.9897387104,     0.06169207467,      0.1422332994
          0,           0,          11,      -5.356155398,      0.9527726573,     0.06207488458,      0.1433368651
          0,           0,          12,      -5.337532114,      0.9188813649,      0.0628890575,       0.144223886
          0,           0,          13,      -5.316055484,      0.8869679332,     0.06427362153,      0.1448633716
          0,           0,          14,      -5.293733728,      0.8562163401,     0.06635792937,      0.1451967497
          0,           0,          15,      -5.271992211,      0.8260097945,     0.06922632174,      0.1451331847
          0,           0,          16,      -5.251395687,       0.795901049,     0.07291715813,      0.1445672221
          0,           0,          17,      -5.231963027,      0.7655850948,     0.07741932158,      0.1433904043
          0,           0,          18,      -5.213552346,       0.734862418,      0.0826807406,      0.1414949387
          0,           0,          19,      -5.196002269,      0.7035912794,     0.08861058354,      0.1387727769
          0,           0,          20,      -5.179094205,      0.6716835648,      0.0951029233,      0.1351285238
          0,           0,          21,      -5.162585879,      0.6390965055,      0.1020607644,      0.1304957684
          0,           0,          22,      -5.146211698,       0.605823909,      0.1094033078,       0.124833737
          0,           0,          23,      -5.129796908,      0.5718931312,      0.1170501011,      0.1181219569
          0,           0,          24,      -5.113358911,      0.5373485922,      0.1249445316,      0.1103697846
          0,           0,          25,      -5.097032103,      0.5022731616,      0.1330409704,      0.1016228623
          0,           0,          26,       -5.08101413,      0.4667470478,      0.1413195397,     0.09195370228
          0,           0,          27,      -5.065518922,      0.4308706682,      0.1497570575,      0.0814614963
          0,           0,          28,      -5.050748214,      0.3947712109,       0.158312621,     0.07027011177
          0,           0,          29,      -5.036895935,      0.3586020873,      0.1669378389,     0.05852794195
          0,           0,          30,      -5.024149975,      0.3225407509,      0.1755882674,     0.04640135914
          0,           0,          31,      -5.012702277,      0.2867792217,      0.1841950473,     0.03405872231
          0,           0,          32,      -5.002771578,      0.2515239457,      0.1926796438,     0.02167406865
          0,           0,          33,      -4.994613277,      0.2169897784,      0.2009590589,    0.009427529151
          0,           0,          34,      -4.988511177,      0.1833971193,      0.2089389454,   -0.002515243764
          0,           0,          35,      -4.984719521,      0.1509690507,        0.21652199,    -0.01400944647
          0,           0,          36,      -4.983394555,      0.1199289497,      0.2236398579,    -0.02492150044
          0,           0,          37,      -4.984506885,     0.09050337605,      0.2302282931,    -0.03514535235
          0,           0,          38,       -4.98779869,     0.06291560295,      0.2362412451,    -0.04458915759
          0,           0,          39,      -4.992765356,       0.037386042,      0.2416518723,    -0.05317849574
          0,           0,          40,      -4.998747382,     0.01412740816,      0.2464514982,    -0.06085019904
          0,           0,          41,      -5.005053774,   -0.006660688654,      0.2506302023,    -0.06755969883
          0,           0,          42,      -5.011161575,    -0.02479686955,      0.2541763349,    -0.07327289646
          0,           0,          43,      -5.016821792,    -0.04012216184,      0.2570576356,    -0.07796451309
          0,           0,          44,       -5.02211192,    -0.05250700604,      0.2592118783,    -0.08161386452
          0,           0,          45,      -5.027330063,    -0.06186712927,       0.260573238,    -0.08420771951
          0,           0,          46,      -5.032871053,    -0.06814744083,      0.2610506717,    -0.08574647184
          0,           0,          47,      -5.039071258,    -0.07134757132,      0.2605446836,    -0.08623416058
          0,           0,          48,      -5.046127994,    -0.07154435728,      0.2590148637,    -0.08569659312
          0,           0,          49,      -5.054083958,    -0.06886359087,      0.2563774512,    -0.08417813144
          0,           0,          50,       -5.06285609,    -0.06348082372,      0.2525682018,    -0.08173448168
          0,           0,          51,      -5.072283899,    -0.05560962327,      0.2475611544,    -0.07843466021
          0,           0,          52,      -5.082146515,    -0.04549379655,      0.2413408108,     -0.0743738852
          0,           0,          53,      -5.092172962,    -0.03340730243,      0.2338864909,    -0.06966301685
          0,           0,          54,      -5.102020756,    -0.01962415674,      0.2251880004,    -0.06440510677
          0,           0,          55,      -5.111258132,   -0.004408770883,      0.2152403461,    -0.05870311825
          0,           0,          56,      -5.119384678,     0.01197273746,      0.2040812748,    -0.05266271137
          0,           0,          57,      -5.125856337,      0.0292682815,      0.1917616975,    -0.04639372852
          0,           0,          58,      -5.130205208,      0.0472320327,      0.1783525963,    -0.03998311645
          0,           0,          59,      -5.132154683,      0.0656170341,      0.1639211757,    -0.03351956129
          0,           0,          60,      -5.131707883,     0.08418716308,      0.1485440426,    -0.02707648639
          0,           0,          61,      -5.129191599,      0.1027098771,      0.1322730855,    -0.02075892804
          0,           0,          62,      -5.125185017,      0.1209576346,      0.1151872544,    -0.01466953881
          0,           0,          63,      -5.120405035,      0.1387188404,     0.09752532404,   -0.008866106044
          0,           0,          64,      -5.115611484,      0.1557958584,     0.07961459084,   -0.003370261931
          0,           0,          65,      -5.111464117,      0.1720071196,     0.06163558357,    0.001796347956
          0,           0,          66,      -5.108460512,      0.1871785763,     0.04373878528,    0.006596873147
          0,           0,          67,      -5.106921988,      0.2011522853,     0.02600540673,     0.01097741797
          0,           0,          68,      -5.106983796,        0.21379549,    0.008546351551,     0.01488960242
          0,           0,          69,         -5.108629,      0.2250016871,   -0.008506981035,     0.01828979028
          0,           0,          70,      -5.111730081,      0.2346862185,    -0.02503232786,     0.02113978337
          0,           0,          71,      -5.116075614,      0.2427851161,    -0.04090557457,     0.02341090009
          0,           0,          72,      -5.121407669,      0.2492511186,    -0.05602045367,     0.02507420883
          0,           0,          73,      -5.127443666,      0.2540557566,    -0.07028778268,     0.02610973617
          0,           0,          74,      -5.133916181,      0.2571874799,    -0.08362373247,     0.02650508995
          0,           0,          75,      -5.140589785,      0.2586504425,    -0.09596990118,     0.02623285183
          0,           0,          76,      -5.147275096,      0.2584748551,     -0.1072732305,     0.02528729744
          0,           0,          77,      -5.153850325,       0.256702959,     -0.1174749834,     0.02367752761
          0,           0,          78,      -5.160257864,      0.2533702627,     -0.1264902787,     0.02140502107
          0,           0,          79,      -5.166496176,      0.2485433183,     -0.1342864999,     0.01848814294
          0,           0,          80,      -5.172620036,      0.2422949871,     -0.1408323591,     0.01496281572
          0,           0,          81,      -5.178723898,      0.2346914182,     -0.1460803426,     0.01088819086
          0,           0,          82,      -5.184905032,      0.2258284344,     -0.1500219216,    0.006315427842
          0,           0,          83,      -5.191264947,      0.2158220664,      -0.152676289,    0.001296159748
          0,           0,          84,      -5.197893832,      0.2048008201,     -0.1540639075,   -0.004101038757
          0,           0,          85,      -5.204831617,      0.1928735821,     -0.1542276941,   -0.009812434677
          0,           0,          86,      -5.212076673,      0.1801547172,     -0.1532061889,    -0.01576458351
          0,           0,          87,      -5.219560309,      0.1667722938,     -0.1510164983,    -0.02186204505
          0,           0,          88,      -5.227143216,       0.152857813,     -0.1477128823,    -0.02802281378
          0,           0,          89,      -5.234611029,      0.1385434562,     -0.1433800453,    -0.03417934739
          0,           0,          90,      -5.241672217,      0.1239708331,     -0.1380610343,    -0.04023638254
          0,           0,          91,       -5.24798311,       0.109282304,     -0.1318248076,    -0.04610827531
          0,           0,          92,      -5.253152505,     0.09462445367,     -0.1247504602,     -0.0517135138
          0,           0,          93,       -5.25680026,     0.08014410473,     -0.1168992188,    -0.05696124515
          0,           0,          94,      -5.258611372,     0.06598745295,     -0.1083379048,    -0.06176385459
          0,           0,          95,      -5.258371144,     0.05230006256,    -0.09915118263,    -0.06604851205
          0,           0,          96,      -5.256029194,     0.03922430689,    -0.08943510168,    -0.06975072772
          0,           0,          97,      -5.251723772,     0.02689640631,    -0.07926604633,    -0.07281028152
          0,           0,          98,        -5.2457381,     0.01544546792,    -0.06872535238,    -0.07517617875
          0,           0,          99,      -5.238510578,    0.004992959488,    -0.05785077646,    -0.07679221553
          0,           0,         100,      -5.230547124,   -0.004351892541,    -0.04671340902,    -0.07761843883
          0,           0,         101,      -5.222373461,    -0.01249558198,    -0.03542322826,    -0.07763583116
          0,           0,         102,      -5.214511412,    -0.01935753436,    -0.02405155587,    -0.07682870632
          0,           0,         103,       -5.20740796,    -0.02486998794,    -0.01263697963,    -0.07518231038
          0,           0,         104,      -5.201455269,    -0.02898298969,   -0.001208062819,    -0.07269823474
          0,           0,         105,      -5.196973148,    -0.03166950195,     0.01021716307,    -0.06939126944
          0,           0,         106,      -5.194198174,    -0.03291268085,     0.02158666811,    -0.06528196667
          0,           0,         107,      -5.193316148,    -0.03270791502,     0.03287192766,    -0.06040463912
          0,           0,         108,      -5.194454045,    -0.03108189933,     0.04405052462,    -0.05480682902
          0,           0,         109,      -5.197678573,    -0.02811276319,     0.05511377179,    -0.04854374654
          0,           0,         110,      -5.203020555,    -0.02386184734,     0.06603129003,    -0.04167236679
          0,           0,         111,       -5.21044866,    -0.01838710456,     0.07682380367,    -0.03425801923
          0,           0,         112,      -5.219878571,    -0.01178102623,     0.08750450938,    -0.02637549777
          0,           0,         113,      -5.231165863,   -0.004145138262,     0.09804916635,    -0.01810251187
          0,           0,         114,       -5.24406963,    0.004409617141,      0.1084047506,   -0.009530757966
          0,           0,         115,      -5.258264806,     0.01376706366,       0.118562882,  -0.0007349982775
          0,           0,         116,      -5.273319047,     0.02380450534,      0.1285212076,    0.008208136817
          0,           0,         117,      -5.288647088,     0.03439326531,      0.1382781712,     0.01722177339
          0,           0,         118,      -5.303550347,     0.04540288085,      0.1478285832,     0.02622875342
          0,           0,         119,      -5.317215573,     0.05669376638,      0.1571316017,     0.03513368684
          0,           0,         120,       -5.32878906,      0.0681250175,      0.1661208836,     0.04383051365
          0,           0,         121,      -5.337533529,     0.07955174774,       0.174641878,     0.05216290403
          0,           0,         122,       -5.34283724,     0.09083599844,       0.182563123,     0.05999497591
          0,           0,         123,      -5.344458197,      0.1018490574,      0.1898585154,     0.06725266971
          0,           0,         124,      -5.342497242,      0.1124686763,      0.1965650206,     0.07390522567
          0,           0,         125,      -5.337453309,      0.1225813252,      0.2027160146,     0.07992277069
          0,           0,         126,      -5.330076176,      0.1320838669,      0.2083043598,     0.08526437376
          0,           0,         127,      -5.321247116,      0.1408831479,      0.2132606765,     0.08987792997
          0,           0,         128,      -5.311809055,      0.1488954834,      0.2175008344,     0.09371700497
          0,           0,         129,      -5.302536946,      0.1560581687,      0.2210882783,     0.09678161067
          0,           0,         130,      -5.294081572,      0.1623311564,       0.224227462,      0.0991090602
          0,           0,         131,      -5.286968137,      0.1676725755,      0.2270118621,      0.1007104067
          0,           0,         132,      -5.281593819,      0.1720375045,      0.2293359453,      0.1015519141
          0,           0,         133,      -5.278237647,      0.1753940977,      0.2311976143,       0.101629694
          0,           0,         134,      -5.277080124,      0.1777232091,      0.2325695384,       0.100939243
          0,           0,         135,      -5.278238223,      0.1790193927,       0.233430943,     0.09948237258
          0,           0,         136,      -5.281752818,      0.1792878171,       0.233775529,     0.09727568867
          0,           0,         137,      -5.287621107,      0.1785455858,       0.233602135,     0.09434096236
          0,           0,         138,      -5.295774019,      0.1768195155,      0.2329089729,     0.09070705795
          0,           0,         139,      -5.306081868,      0.1741170451,      0.2317120765,     0.08640876326
          0,           0,         140,      -5.318322938,       0.170482224,      0.2300173336,      0.0814860283
          0,           0,         141,      -5.332180902,       0.165969684,       0.227803193,     0.07597416313
          0,           0,         142,      -5.347207818,      0.1606388109,      0.2250439685,     0.06990552904
          0,           0,         143,      -5.362787349,      0.1545562741,      0.2217757291,     0.06335408233
          0,           0,         144,      -5.378171112,      0.1477934478,      0.2180451049,     0.05640233126
          0,           0,         145,      -5.392465249,      0.1404293715,      0.2139085869,     0.04913583842
          0,           0,         146,      -5.404685104,       0.132544281,      0.2094323914,      0.0416522456
          0,           0,         147,      -5.413909473,      0.1242122452,      0.2046158123,     0.03400261067
          0,           0,         148,      -5.419350595,       0.115511905,      0.1994828938,     0.02625607683
          0,           0,         149,      -5.420601208,      0.1065240684,      0.1940410623,     0.01847191773
          0,           0,         150,      -5.417628049,     0.09733758548,      0.1883115596,     0.01071596157
          0,           0,         151,      -5.410850201,      0.0880443899,       0.182314833,    0.003051830337
          0,           0,         152,      -5.401033321,     0.07873769824,      0.1760651469,   -0.004466162723
          0,           0,         153,      -5.389057876,     0.06950653507,      0.1696159949,    -0.01176280575
          0,           0,         154,       -5.37585149,     0.06043573707,      0.1630363834,    -0.01875590914
          0,           0,         155,      -5.362239594,     0.05160762512,      0.1563877833,    -0.02537201693
          0,           0,         156,      -5.348900355,     0.04310249541,      0.1497170555,    -0.03155167197
          0,           0,         157,      -5.336357199,     0.03499485482,       0.143074314,    -0.03723637567
          0,           0,         158,      -5.325013487,     0.02735521264,      0.1364841558,    -0.04238742308
          0,           0,         159,       -5.31516926,     0.02024658647,      0.1299528099,    -0.04697825482
          0,           0,         160,      -5.307016181,     0.01372804694,      0.1235212354,     -0.0509737767
          0,           0,         161,      -5.300691542,    0.007857088872,      0.1172788592,    -0.05432806515
          0,           0,         162,      -5.296294417,     0.00267687401,      0.1112626491,    -0.05702165291
          0,           0,         163,        -5.2938664,   -0.001779757291,      0.1054753295,    -0.05905318612
          0,           0,         164,      -5.293453281,     -0.0054900304,       0.099882859,    -0.06044014635
          0,           0,         165,      -5.295041244,   -0.008440740592,     0.09444066703,    -0.06120844132
          0,           0,         166,      -5.298617312,    -0.01063500268,     0.08912550775,    -0.06138482556
          0,           0,         167,      -5.304143541,    -0.01209072439,      0.0839275373,    -0.06099675557
          0,           0,         168,      -5.311550714,     -0.0128291699,     0.07885055385,    -0.06007200708
          0,           0,         169,      -5.320738031,    -0.01287098167,     0.07391698401,    -0.05864429529
          0,           0,         170,      -5.331576067,    -0.01223015802,      0.0691123803,    -0.05674650758
          0,           0,         171,      -5.343875987,    -0.01094700356,     0.06444992347,    -0.05441994399
          0,           0,         172,      -5.357382379,   -0.009068461615,     0.05993247349,    -0.05171039847
          0,           0,         173,      -5.371754091,   -0.006646152867,     0.05555269545,    -0.04866760759
          0,           0,         174,      -5.386562598,   -0.003736067371,     0.05130318155,    -0.04534446008
          0,           0,         175,      -5.401295174,  -0.0003985400408,     0.04717163515,    -0.04180021096
          0,           0,         176,      -5.415356386,    0.003302595056,     0.04313807639,    -0.03810634412
          0,           0,         177,      -5.428064853,    0.007308619132,     0.03923477976,    -0.03429641477
          0,           0,         178,      -5.438803685,     0.01155827151,     0.03547949642,     -0.0304069173
          0,           0,         179,      -5.446945933,     0.01598619839,     0.03186686411,    -0.02648589355
          0,           0,         180,      -5.452137042,     0.02052795517,     0.02838978383,     -0.0225805939
          0,           0,         181,      -5.454189236,     0.02511916815,     0.02503213946,    -0.01874482785
          0,           0,         182,      -5.453210449,     0.02969702494,      0.0217803482,    -0.01503034029
          0,           0,         183,      -5.449566719,     0.03420330073,     0.01863734463,    -0.01147691442
          0,           0,         184,      -5.443791149,     0.03858372133,     0.01562053874,   -0.008113499376
          0,           0,         185,       -5.43652692,     0.04278879478,     0.01274348315,   -0.004968382746
          0,           0,         186,      -5.428438105,     0.04677440143,     0.01002132725,   -0.002067238138
          0,           0,         187,      -5.420136723,     0.05050279845,    0.007464612498,   0.0005638665345
