Point ID,Density,Energy,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
0,1.32169,3.77976,0.427426,0.690036,0.100382,0,0.697299,0.99975,-3.63324e-05,0,0.99975,1.43833,0.978408,1.08824,0.522084,0.0759496,0,0.52758
1,1.19073,3.41718,0.480603,0.695685,0.101789,0,0.703092,0.999,-0.000145472,0,0.999,1.28384,0.633572,1.0782,0.584252,0.0854852,0,0.590473
2,1.18294,3.40479,0.521678,0.746962,0.111401,0,0.755224,0.99776,-0.000327503,0,0.99776,1.26548,0.592596,1.06978,0.631447,0.0941732,0,0.638431
3,1.17081,3.3749,0.541657,0.765332,0.119129,0,0.774548,0.99602,-0.000589905,0,0.99602,1.24748,0.552412,1.06549,0.653678,0.101749,0,0.661549
4,1.16368,3.35686,0.551534,0.772321,0.129285,0,0.783068,0.99378,-0.000947014,0,0.99378,1.23736,0.529813,1.06332,0.663692,0.1111,0,0.672926
5,1.15881,3.34518,0.560707,0.778806,0.14396,0,0.792,0.99105,-0.00142187,0,0.991051,1.22981,0.512974,1.06128,0.672077,0.124231,0,0.683462
6,1.15159,3.32721,0.571744,0.785011,0.162312,0,0.801616,0.98784,-0.00204501,0,0.987842,1.21928,0.489473,1.05879,0.681678,0.140947,0,0.696097
7,1.14069,3.3001,0.588377,0.794959,0.182585,0,0.815657,0.98413,-0.00285268,0,0.984134,1.20339,0.453997,1.05496,0.696908,0.160065,0,0.715054
8,1.12477,3.26039,0.612396,0.810131,0.201662,0,0.834853,0.97995,-0.00385717,0,0.979958,1.18022,0.402285,1.0493,0.720265,0.179292,0,0.742244
9,1.10387,3.20822,0.643713,0.830568,0.215638,0,0.858104,0.97528,-0.00505568,0,0.975293,1.14988,0.334543,1.04168,0.752417,0.195348,0,0.777362
10,1.07917,3.14644,0.680435,0.854623,0.22128,0,0.882806,0.97015,-0.00640152,0,0.970171,1.11414,0.25478,1.03241,0.791928,0.205047,0,0.818043
11,1.05329,3.08148,0.718515,0.879048,0.21706,0,0.90545,0.96454,-0.00783649,0,0.964572,1.07692,0.171695,1.02244,0.834576,0.206079,0,0.859643
12,1.03066,3.02459,0.751915,0.900226,0.204168,0,0.923088,0.95847,-0.00928563,0,0.958515,1.04449,0.0993053,1.01342,0.873444,0.198094,0,0.895626
13,1.01503,2.98529,0.775336,0.915643,0.186318,0,0.934407,0.95194,-0.0106941,0,0.952,1.02208,0.0492828,1.00694,0.902083,0.183559,0,0.92057
14,1.00735,2.96602,0.787092,0.924696,0.168139,0,0.939858,0.94496,-0.0120347,0,0.945037,1.01103,0.0246218,1.00365,0.917948,0.166912,0,0.932999
15,1.00578,2.96208,0.789557,0.928434,0.153286,0,0.941003,0.93754,-0.0133125,0,0.937635,1.00875,0.0195395,1.00296,0.923101,0.152405,0,0.935597
16,1.00724,2.96573,0.787276,0.928945,0.143388,0,0.939946,0.92969,-0.0145558,0,0.929804,1.01086,0.024247,1.0036,0.922271,0.142358,0,0.933193
