Point ID,Density,Energy,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
1558,1.08129,3.1537,0.68427,0.868137,-0.19194,0,0.889103,0.00337319,-0.0994292,0,0.0994864,1.11527,0.25729,1.03142,0.802871,-0.17751,0,0.82226
1559,1.15545,3.33636,0.56401,0.79388,-0.0179247,0,0.794083,1.00082,0.00208521,0,1.00082,1.2254,0.503119,1.06053,0.687073,-0.0155132,0,0.687248
1560,1.09194,3.17924,0.664443,0.873319,-0.0341472,0,0.873986,0.994895,0.0497627,0,0.996138,1.13179,0.294169,1.03649,0.799783,-0.0312719,0,0.800395
1561,1.0863,3.16549,0.674168,0.880157,-0.0416074,0,0.88114,0.985314,0.0629382,0,0.987323,1.12325,0.275111,1.03402,0.810234,-0.0383019,0,0.811139
1562,0.792496,2.40651,1.0901,0.975404,0.0293597,0,0.975846,0.294104,0.209808,0,0.36127,0.722283,-0.619905,0.911402,1.2308,0.0370471,0,1.23136
1563,0.939053,2.79138,0.884199,0.966721,0.0834482,0,0.970316,0.707147,-0.207383,0,0.736929,0.916027,-0.18744,0.97548,1.02946,0.0888643,0,1.03329
1564,0.986751,2.91445,0.819484,0.940459,-0.160865,0,0.954118,0.0492548,-0.140605,0,0.148983,0.981268,-0.0418135,0.994443,0.953087,-0.163025,0,0.966929
1565,1.09541,3.18778,0.658825,0.864824,0.0942258,0,0.869942,1.00391,-0.0372085,0,1.0046,1.13693,0.305657,1.03791,0.789497,0.0860187,0,0.79417
1566,1.16711,3.36644,0.550218,0.767491,-0.158142,0,0.783615,-0.0208896,-0.0593007,0,0.0628724,1.24135,0.538732,1.06361,0.657598,-0.135498,0,0.671412
1567,1.22902,3.51696,0.437393,0.662383,-0.0280802,0,0.662978,-0.0301749,-0.0216623,0,0.0371454,1.33526,0.748343,1.08644,0.53895,-0.0228476,0,0.539434
1568,0.964422,2.8569,0.849497,0.950945,-0.148296,0,0.962439,0.0647744,-0.151048,0,0.164351,0.950666,-0.11012,0.985737,0.986026,-0.153767,0,0.997944
1569,0.945192,2.80734,0.876056,0.959257,-0.136129,0,0.968868,0.0776878,-0.159474,0,0.177391,0.924307,-0.168957,0.977904,1.01488,-0.144022,0,1.02505
1570,1.09834,3.19481,0.653412,0.865228,-0.0275825,0,0.865667,1.00184,0.036771,0,1.00251,1.14147,0.315773,1.03927,0.78776,-0.0251129,0,0.78816
1571,1.22496,3.50625,0.441476,0.636003,0.200047,0,0.666722,-0.0243259,0.00960646,0,0.026154,1.32992,0.736433,1.08569,0.519204,0.163309,0,0.544281
1572,1.27749,3.63514,0.340244,0.527,0.117785,0,0.540002,-0.0181107,-0.00238298,0,0.0182668,1.4084,0.911617,1.10248,0.412529,0.0922007,0,0.422707
1573,1.10241,3.20512,0.647903,0.857409,0.0899779,0,0.862117,1.00429,-0.0301251,0,1.00474,1.14721,0.328592,1.04064,0.77776,0.0816194,0,0.782031
1574,0.948167,2.81488,0.871476,0.963458,0.0884118,0,0.967506,0.737263,-0.199919,0,0.763888,0.928505,-0.159588,0.979263,1.01613,0.093245,0,1.0204
1575,0.956754,2.837,0.859526,0.960182,0.0923839,0,0.964616,0.763685,-0.192521,0,0.787578,0.940291,-0.133279,0.982793,1.00358,0.0965597,0,1.00822
1576,1.26747,3.61219,0.369032,0.562178,0.142446,0,0.579944,-0.0199066,-0.000459053,0,0.0199118,1.3918,0.874562,1.0981,0.443544,0.112386,0,0.457561
1577,1.24782,3.5605,0.390343,0.602397,0.026413,0,0.602976,-0.025102,-0.0107989,0,0.0273263,1.36593,0.816801,1.09465,0.482759,0.0211673,0,0.483223
1578,1.16151,3.35203,0.557071,0.787717,0.0449368,0,0.788998,1.00089,-0.00206619,0,1.00089,1.23362,0.521477,1.06209,0.678186,0.0386884,0,0.679289
1579,1.21936,3.49369,0.456603,0.682365,-0.065721,0,0.685522,-0.0294472,-0.0294781,0,0.0416665,1.3204,0.715168,1.08286,0.559607,-0.0538977,0,0.562196
1580,1.20792,3.46591,0.478049,0.70306,-0.0962641,0,0.70962,-0.0281697,-0.0368565,0,0.046389,1.30299,0.67631,1.0787,0.582043,-0.0796942,0,0.587473
1581,1.19554,3.43582,0.500606,0.723744,-0.121928,0,0.733943,-0.0261644,-0.0442462,0,0.0514033,1.28422,0.63441,1.07417,0.605368,-0.101986,0,0.613899
1582,0.891994,2.66908,0.949266,0.978215,-0.0494353,0,0.979463,0.538564,0.222329,0,0.582651,0.852531,-0.329171,0.955759,1.09666,-0.0554211,0,1.09806
1583,1.08344,3.15847,0.678907,0.883307,-0.0454822,0,0.884477,0.979571,0.0694342,0,0.982029,1.11898,0.26557,1.0328,0.815281,-0.0419795,0,0.816361
1584,1.15244,3.32989,0.572525,0.759401,0.261732,0,0.80324,-0.0255106,0.034325,0,0.0427668,1.21998,0.491036,1.05861,0.65895,0.227111,0,0.696989
1585,1.01216,2.97894,0.782709,0.933267,0.109452,0,0.939663,0.913635,-0.128164,0,0.922581,1.0171,0.0381776,1.00488,0.922053,0.108137,0,0.928372
1586,1.02147,3.00265,0.769823,0.927745,0.110933,0,0.934354,0.932358,-0.11647,0,0.939605,1.03012,0.0672418,1.00848,0.90825,0.108602,0,0.914719
1587,1.03862,3.04627,0.746008,0.916722,0.112852,0,0.923642,0.959777,-0.0958127,0,0.964548,1.05423,0.12105,1.01503,0.882634,0.108656,0,0.889297
1588,1.04704,3.06746,0.733684,0.910262,0.113011,0,0.917251,0.970021,-0.0864138,0,0.973863,1.06627,0.14793,1.01837,0.86937,0.107934,0,0.876044
1589,1.06125,3.10322,0.712964,0.899075,0.111018,0,0.905903,0.983579,-0.0719098,0,0.986204,1.08663,0.19337,1.02391,0.847183,0.10461,0,0.853617
1590,1.06825,3.12073,0.702509,0.893067,0.109153,0,0.899713,0.98898,-0.0649421,0,0.99111,1.09674,0.215936,1.02667,0.836011,0.10218,0,0.842232
1591,0.988969,2.91968,0.814834,0.945764,0.104086,0,0.951475,0.856754,-0.157561,0,0.871121,0.984793,-0.0339443,0.995777,0.956313,0.105247,0,0.962087
1592,0.980758,2.89862,0.826106,0.949623,0.10185,0,0.955069,0.835298,-0.167158,0,0.851859,0.973437,-0.0592913,0.992536,0.968254,0.103848,0,0.973807
1593,0.92605,2.75794,0.902986,0.966803,-0.121325,0,0.974386,0.0943957,-0.167929,0,0.192642,0.898127,-0.227395,0.969848,1.04401,-0.131013,0,1.0522
1594,0.906706,2.70768,0.929711,0.972282,-0.107055,0,0.978158,0.111937,-0.175565,0,0.208214,0.872022,-0.285665,0.961748,1.07232,-0.11807,0,1.0788
1595,1.06566,3.11505,0.709148,0.885709,-0.187052,0,0.905246,0.0102978,-0.107668,0,0.10816,1.09222,0.205854,1.02492,0.831134,-0.175527,0,0.849467
1596,1.0394,3.048,0.744023,0.903903,-0.182408,0,0.922124,0.0208447,-0.118154,0,0.119979,1.05559,0.124075,1.01557,0.869636,-0.175493,0,0.887167
1597,0.857365,2.57816,0.996985,0.98086,0.0204991,0,0.981074,0.343826,-0.229764,0,0.413531,0.806738,-0.431388,0.94095,1.14404,0.0239094,0,1.14429
1598,0.884321,2.64886,0.959311,0.979393,0.0254274,0,0.979723,0.375253,-0.232213,0,0.441291,0.842461,-0.351649,0.952664,1.10751,0.0287536,0,1.10788
1599,0.869684,2.61101,0.981547,0.979644,-0.0717322,0,0.982267,0.157832,-0.193628,0,0.249805,0.822521,-0.396158,0.94577,1.12644,-0.0824807,0,1.12945
1600,1.09499,3.18662,0.659037,0.869311,-0.0311366,0,0.869869,0.998479,0.0431317,0,0.99941,1.13644,0.304559,1.03785,0.793896,-0.0284354,0,0.794405
1601,0.861919,2.59015,0.990663,0.980187,-0.0413844,0,0.98106,0.507687,0.223476,0,0.554696,0.812727,-0.41802,0.942927,1.13721,-0.0480142,0,1.13823
1602,0.835252,2.52015,1.02927,0.980973,-0.0281131,0,0.981376,0.476507,0.223546,0,0.526338,0.777447,-0.49677,0.930793,1.17446,-0.0336583,0,1.17495
1603,1.06055,3.10151,0.714175,0.904015,-0.0697066,0,0.906698,0.928944,0.109707,0,0.9354,1.08557,0.191004,1.02359,0.852402,-0.0657269,0,0.854933
1604,1.04269,3.05643,0.739693,0.916786,-0.079105,0,0.920192,0.889593,0.132359,0,0.899385,1.06016,0.134275,1.01675,0.879247,-0.0758659,0,0.882514
1605,1.03377,3.03378,0.752108,0.922461,-0.0818733,0,0.926088,0.870009,0.142439,0,0.881592,1.04759,0.106223,1.01336,0.892324,-0.0791985,0,0.895832
1606,1.02524,3.01212,0.764087,0.927779,-0.0837887,0,0.931555,0.850606,0.151411,0,0.863977,1.03556,0.0793805,1.01007,0.904937,-0.0817258,0,0.908619
1607,1.01611,2.9889,0.776829,0.933137,-0.0851255,0,0.937011,0.830597,0.159645,0,0.8458,1.02275,0.0507744,1.00653,0.918338,-0.0837755,0,0.922151
1608,1.0054,2.96158,0.791759,0.939076,-0.085673,0,0.942976,0.807171,0.16845,0,0.824561,1.00775,0.0172893,1.00234,0.934037,-0.0852133,0,0.937916
1609,0.993186,2.93042,0.808814,0.945472,-0.0850754,0,0.949292,0.78019,0.177692,0,0.80017,0.990702,-0.0207545,0.997499,0.951958,-0.0856591,0,0.955804
1610,0.980221,2.89728,0.826991,0.951821,-0.0831408,0,0.955445,0.751018,0.18663,0,0.77386,0.972654,-0.0610402,0.99228,0.971027,-0.0848184,0,0.974725
1611,0.96678,2.86282,0.845752,0.95774,-0.0799752,0,0.961073,0.720654,0.194792,0,0.746516,0.954049,-0.102568,0.986832,0.990649,-0.0827232,0,0.994097
1612,0.95227,2.82545,0.865762,0.963183,-0.0757314,0,0.966156,0.68921,0.202092,0,0.718229,0.934133,-0.147025,0.980954,1.01146,-0.0795272,0,1.01458
1613,0.9374,2.78706,0.886338,0.968107,-0.0699836,0,0.970634,0.656871,0.208452,0,0.689153,0.913816,-0.192375,0.974841,1.03276,-0.0746571,0,1.03545
1614,0.925781,2.75709,0.902816,0.971909,-0.0629537,0,0.973946,0.624985,0.213706,0,0.660513,0.897914,-0.227871,0.969899,1.04983,-0.0680006,0,1.05203
1615,0.786564,2.39062,1.0985,0.973563,0.0440938,0,0.974561,0.232993,0.198389,0,0.306013,0.714752,-0.636715,0.908701,1.23774,0.0560588,0,1.23901
1616,0.791662,2.40437,1.09164,0.972919,0.076668,0,0.975935,0.151651,0.174038,0,0.23084,0.721129,-0.62248,0.910905,1.22896,0.0968443,0,1.23277
1617,0.800361,2.42774,1.07976,0.973765,0.0904876,0,0.97796,0.130943,0.165963,0,0.211399,0.732103,-0.597984,0.914716,1.21666,0.113059,0,1.2219
1618,0.785706,2.38831,1.09968,0.972877,0.053387,0,0.974341,0.202927,0.190897,0,0.278605,0.713673,-0.639122,0.908321,1.23822,0.0679478,0,1.24008
1619,0.787164,2.39226,1.09777,0.972669,0.0641854,0,0.974784,0.176418,0.183096,0,0.254258,0.71548,-0.635088,0.908935,1.23566,0.0815401,0,1.23835
1620,0.813235,2.46222,1.06216,0.974762,0.105898,0,0.980498,0.110861,0.158316,0,0.193272,0.748454,-0.561486,0.920342,1.19862,0.130218,0,1.20568
1621,0.956446,2.83672,0.861791,0.937909,0.233418,0,0.966518,0.0160684,0.0987737,0,0.100072,0.93935,-0.135379,0.982126,0.980619,0.244048,0,1.01053
1622,0.972446,2.87732,0.837689,0.953528,0.0987677,0,0.958629,0.810999,-0.176779,0,0.830042,0.961926,-0.0849875,0.989181,0.980545,0.101566,0,0.985791
1623,0.99625,2.93833,0.804818,0.942129,0.105842,0,0.948056,0.874852,-0.148948,0,0.887441,0.994892,-0.0114015,0.998637,0.945676,0.106241,0,0.951625
1624,1.00362,2.95718,0.794641,0.938211,0.107569,0,0.944357,0.893587,-0.139447,0,0.904402,1.00515,0.0115006,1.00152,0.934824,0.10718,0,0.940949
1625,0.890532,2.6654,0.951796,0.979453,0.0346312,0,0.980065,0.460966,-0.234182,0,0.517041,0.850441,-0.333837,0.954981,1.09985,0.0388882,0,1.10054
1626,0.8907,2.66578,0.951346,0.97904,0.0400034,0,0.979857,0.486377,-0.233935,0,0.539711,0.850725,-0.333203,0.955119,1.09918,0.0449123,0,1.1001
1627,0.976511,2.88804,0.833099,0.925496,0.247449,0,0.958005,0.00894305,0.0913348,0,0.0917716,0.967247,-0.0731093,0.990513,0.947758,0.253401,0,0.981049
1628,0.997096,2.94089,0.805064,0.913681,0.256931,0,0.949119,0.00300338,0.085066,0,0.085119,0.995668,-0.00966963,0.998567,0.916341,0.257679,0,0.951882
1629,1.02022,2.9998,0.772662,0.897526,0.266631,0,0.936293,-0.00313551,0.0773591,0,0.0774226,1.02807,0.0626486,1.00769,0.879735,0.261346,0,0.917734
1630,1.04302,3.05728,0.739369,0.877942,0.275364,0,0.920113,-0.00856404,0.0695567,0,0.0700819,1.06057,0.135209,1.01683,0.841734,0.264007,0,0.882165
1631,1.06542,3.11357,0.706447,0.857335,0.280018,0,0.901905,-0.0130595,0.0623771,0,0.0637295,1.09273,0.206991,1.02564,0.804692,0.262824,0,0.846526
1632,0.828258,2.50221,1.04132,0.975076,0.120839,0,0.982535,0.0950069,0.151692,0,0.178988,0.767774,-0.518362,0.926975,1.17726,0.145895,0,1.18627
1633,0.843163,2.54185,1.02112,0.974896,0.134926,0,0.984189,0.0813749,0.144594,0,0.16592,0.786979,-0.475492,0.933366,1.15624,0.160024,0,1.16726
1634,0.850342,2.56078,1.011,0.972977,0.149557,0,0.984404,0.0701524,0.137876,0,0.154697,0.796391,-0.454484,0.936554,1.14422,0.175879,0,1.15766
1635,0.865679,2.60065,0.987711,0.969059,0.164272,0,0.982883,0.0597307,0.131479,0,0.144411,0.81707,-0.408327,0.943849,1.11942,0.18976,0,1.13539
1636,0.882183,2.64371,0.963903,0.964937,0.178464,0,0.981302,0.0498112,0.125121,0,0.134671,0.839173,-0.358989,0.951245,1.09381,0.202298,0,1.11236
1637,0.903269,2.6989,0.935114,0.959984,0.193401,0,0.979272,0.0390379,0.117474,0,0.123791,0.867227,-0.296368,0.960098,1.06279,0.214113,0,1.08414
1638,0.820179,2.48033,1.05103,0.980278,-0.0145167,0,0.980386,0.444403,0.223064,0,0.497244,0.757756,-0.540724,0.923891,1.1952,-0.0176994,0,1.19533
1639,0.812567,2.46009,1.06175,0.979379,-0.00194681,0,0.979381,0.410169,0.221863,0,0.466328,0.747947,-0.562619,0.920474,1.20529,-0.00239588,0,1.20529
1640,0.807302,2.44606,1.06918,0.978546,0.00804305,0,0.978579,0.378536,0.21991,0,0.437779,0.741186,-0.577709,0.918103,1.21212,0.00996288,0,1.21216
1641,1.07953,3.14882,0.685196,0.887307,-0.0506732,0,0.888753,0.971219,0.077476,0,0.974304,1.11319,0.252657,1.03118,0.821939,-0.0469401,0,0.823278
1642,1.07461,3.13672,0.693256,0.892399,-0.0567564,0,0.894202,0.959967,0.0873428,0,0.963933,1.10587,0.23632,1.02909,0.830439,-0.0528158,0,0.832117
1643,0.905564,2.7046,0.930922,0.976275,0.0582436,0,0.978011,0.574526,-0.229235,0,0.61857,0.87059,-0.288862,0.961378,1.07808,0.0643174,0,1.08
1644,0.912829,2.72348,0.920774,0.9745,0.0651453,0,0.976675,0.608862,-0.225286,0,0.649204,0.880394,-0.266978,0.964468,1.06756,0.0713663,0,1.06994
1645,0.92109,2.74492,0.90927,0.97232,0.0716758,0,0.974958,0.642369,-0.220243,0,0.679077,0.891571,-0.242028,0.967952,1.05562,0.0778163,0,1.05848
1646,0.852659,2.56622,1.00527,0.980997,-0.0532178,0,0.98244,0.186277,-0.202567,0,0.275196,0.800095,-0.446217,0.938353,1.15052,-0.062414,0,1.15221
1647,0.838454,2.52873,1.02518,0.981254,-0.0358222,0,0.981907,0.216413,-0.210336,0,0.301787,0.781511,-0.4877,0.932085,1.17031,-0.0427241,0,1.17109
1648,0.828295,2.50184,1.03948,0.980942,-0.0200933,0,0.981148,0.247544,-0.216605,0,0.328931,0.768293,-0.517203,0.92756,1.18429,-0.0242587,0,1.18454
1649,0.82474,2.49244,1.04461,0.980885,-0.00538749,0,0.9809,0.278509,-0.221648,0,0.355943,0.763652,-0.527562,0.92593,1.18933,-0.00653235,0,1.18934
1650,0.833308,2.51505,1.03216,0.981323,0.00904409,0,0.981365,0.310705,-0.226194,0,0.384319,0.774874,-0.502514,0.929877,1.17762,0.0108532,0,1.17767
1651,1.17859,3.39459,0.53093,0.738366,0.200425,0,0.765085,-0.0345554,0.024739,0,0.0424982,1.2585,0.577018,1.06781,0.626484,0.170056,0,0.649154
1652,1.15502,3.33499,0.563499,0.790339,0.0662441,0,0.79311,1.00048,-0.00433873,0,1.00049,1.22507,0.502399,1.06065,0.684262,0.057353,0,0.686662
1653,1.09974,3.19834,0.651422,0.864059,-0.0219499,0,0.864338,1.00611,0.0337667,0,1.00667,1.14347,0.320244,1.03976,0.785694,-0.0199591,0,0.785947
1654,1.18074,3.39962,0.526246,0.752797,-0.104958,0,0.760079,-0.032872,-0.0505807,0,0.0603239,1.26199,0.5848,1.06881,0.637562,-0.088891,0,0.643729
1655,1.11891,3.24584,0.62139,0.841559,-0.0216295,0,0.841837,1.00352,0.0141197,0,1.00362,1.17166,0.383173,1.04714,0.752121,-0.0193308,0,0.752369
1656,1.08832,3.17042,0.670704,0.878085,-0.0306828,0,0.878621,0.999945,0.0580182,0,1.00163,1.1263,0.28193,1.0349,0.806824,-0.0281928,0,0.807316
1657,0.81301,2.46135,1.06146,0.979628,0.0112897,0,0.979693,0.362924,0.251545,0,0.441575,0.748432,-0.561537,0.920568,1.20494,0.0138863,0,1.20502
1658,0.988708,2.9189,0.81479,0.946011,0.0989971,0,0.951177,0.856969,-0.186418,0,0.877011,0.984545,-0.0344976,0.99579,0.956816,0.100128,0,0.962041
1659,1.12654,3.26598,0.614066,0.82402,-0.154014,0,0.83829,-0.0205007,-0.0851853,0,0.0876175,1.18163,0.405431,1.0489,0.73146,-0.136714,0,0.744127
1660,1.15487,3.33438,0.562939,0.792178,-0.0115074,0,0.792261,1.00125,0.00174815,0,1.00125,1.22505,0.502349,1.06078,0.685948,-0.00996432,0,0.686021
1661,1.06904,3.12284,0.701801,0.897979,-0.0531833,0,0.899553,0.962933,0.106198,0,0.968772,1.09775,0.218192,1.02686,0.839987,-0.0497487,0,0.841459
1662,1.14533,3.31097,0.578725,0.805755,-0.0320147,0,0.80639,1.00032,0.00431604,0,1.00033,1.21084,0.470619,1.05719,0.703511,-0.0279523,0,0.704066
1663,1.24637,3.56084,0.411516,0.616493,0.14753,0,0.6339,-0.0243901,0.00345436,0,0.0246335,1.35986,0.803251,1.09105,0.494631,0.118368,0,0.508597
1664,1.13427,3.28391,0.597362,0.819527,0.0714292,0,0.822634,1.00316,-0.0100786,0,1.00321,1.19424,0.433569,1.05287,0.722512,0.0629734,0,0.725251
1665,1.156,3.33766,0.562971,0.790864,0.0592484,0,0.79308,1.00098,-0.00397765,0,1.00099,1.22624,0.505009,1.06077,0.68414,0.0512531,0,0.686057
1666,0.980618,2.89822,0.826153,0.950076,0.096654,0,0.95498,0.833549,-0.197731,0,0.856681,0.973285,-0.0596313,0.992522,0.968855,0.0985644,0,0.973856
1667,1.20957,3.47044,0.4772,0.683638,0.189369,0,0.709382,-0.0296122,0.0134153,0,0.0325092,1.30497,0.680738,1.07887,0.565191,0.156559,0,0.586474
1668,1.15981,3.34739,0.558068,0.787698,0.0482192,0,0.789172,1.00107,-0.00261953,0,1.00108,1.23156,0.516874,1.06187,0.679163,0.0415752,0,0.680434
1669,1.13683,3.29027,0.593446,0.819069,-0.0246525,0,0.81944,1.00174,0.00623969,0,1.00176,1.19797,0.441908,1.05378,0.720484,-0.0216853,0,0.72081
1670,1.16933,3.37173,0.545976,0.769876,-0.121407,0,0.77939,-0.0305797,-0.058278,0,0.0658137,1.2448,0.54642,1.06454,0.658393,-0.103827,0,0.666529
1671,0.97281,2.87827,0.837265,0.953954,0.0938689,0,0.958561,0.808991,-0.208195,0,0.835351,0.962405,-0.0839182,0.989304,0.980618,0.0964926,0,0.985354
1672,0.897777,2.68462,0.942875,0.979671,0.0316224,0,0.980181,0.4463,-0.268479,0,0.520831,0.85982,-0.312901,0.957722,1.09122,0.035223,0,1.09179
1673,1.05936,3.09855,0.71608,0.902123,0.101989,0,0.90787,0.989778,-0.0839096,0,0.993328,1.08381,0.18708,1.02309,0.851577,0.0962747,0,0.857002
1674,0.898489,2.6865,0.941968,0.976611,-0.083292,0,0.980157,0.135789,-0.212551,0,0.252223,0.860752,-0.310821,0.958,1.08695,-0.0927023,0,1.09089
1675,0.89927,2.68851,0.940779,0.979571,0.0275024,0,0.979957,0.416471,-0.267933,0,0.495214,0.861828,-0.308419,0.958365,1.0893,0.0305831,0,1.08972
1676,1.08528,3.16303,0.675991,0.881849,-0.0337682,0,0.882495,0.995906,0.0659395,0,0.998086,1.12169,0.27163,1.03355,0.812553,-0.0311147,0,0.813149
1677,1.06226,3.10574,0.71143,0.903051,-0.0592704,0,0.904994,0.947503,0.119764,0,0.955042,1.0881,0.196642,1.02432,0.850121,-0.0557964,0,0.85195
1678,0.907128,2.70883,0.92934,0.977025,-0.0495349,0,0.97828,0.555515,0.255365,0,0.611399,0.872531,-0.284529,0.961861,1.07705,-0.0546062,0,1.07844
1679,0.79505,2.4134,1.08669,0.975657,0.0409263,0,0.976515,0.243201,0.231084,0,0.33548,0.725479,-0.612769,0.912496,1.22716,0.0514764,0,1.22824
1680,1.02883,3.02122,0.758983,0.923259,0.105082,0,0.92922,0.950618,-0.126467,0,0.958994,1.04064,0.0907105,1.01147,0.897385,0.102137,0,0.903178
1681,1.08929,3.17353,0.67177,0.843829,0.252095,0,0.880681,-0.0235295,0.0629215,0,0.067177,1.12701,0.283495,1.03463,0.774662,0.231431,0,0.808493
1682,0.795457,2.41449,1.08612,0.97529,0.0505581,0,0.9766,0.211702,0.222959,0,0.307455,0.725996,-0.611615,0.912679,1.22608,0.0635586,0,1.22772
1683,0.919578,2.74125,0.912295,0.974698,-0.0529412,0,0.976135,0.585022,0.252946,0,0.637364,0.889267,-0.247173,0.967038,1.05994,-0.0575711,0,1.0615
1684,1.14694,3.3148,0.575625,0.803032,-0.02634,0,0.803464,1.00083,0.00397915,0,1.00084,1.21335,0.476223,1.0579,0.700153,-0.0229655,0,0.700529
1685,1.12618,3.2636,0.609095,0.831414,-0.0221353,0,0.831709,1.0027,0.0100902,0,1.00275,1.18259,0.407575,1.05009,0.738259,-0.0196552,0,0.738521
1686,1.14519,3.31099,0.580353,0.805711,0.0660732,0,0.808416,1.002,-0.00622702,0,1.00202,1.21026,0.469331,1.05682,0.70356,0.0576961,0,0.705922
1687,1.12559,3.26273,0.612285,0.831777,0.0768469,0,0.835319,1.00422,-0.0141198,0,1.00432,1.18111,0.404266,1.04933,0.738972,0.0682728,0,0.742119
1688,1.11156,3.22782,0.633682,0.847363,0.0851118,0,0.851626,1.00504,-0.023298,0,1.00531,1.16063,0.358557,1.04415,0.76232,0.0765698,0,0.766156
1689,1.15302,3.33002,0.566655,0.795681,-0.0187769,0,0.795902,1.00098,0.00263995,0,1.00098,1.22213,0.495826,1.05994,0.690084,-0.016285,0,0.690277
1690,1.12246,3.25428,0.614615,0.835584,-0.0245236,0,0.835944,1.00224,0.0119037,0,1.00231,1.1772,0.395536,1.04877,0.744425,-0.0218482,0,0.744746
1691,1.15918,3.34773,0.56641,0.799819,-0.00355771,0,0.799827,1.00119,0.00123475,0,1.00119,1.22872,0.510532,1.05999,0.68999,-0.00306917,0,0.689996
1692,1.13859,3.29467,0.59089,0.81487,0.0642832,0,0.817401,1.00338,-0.00766699,0,1.00341,1.2005,0.447551,1.05438,0.715685,0.0564587,0,0.717909
1693,1.15958,3.34699,0.559054,0.789338,0.0396115,0,0.790331,1.00131,-0.00171187,0,1.00131,1.23106,0.515769,1.06165,0.680709,0.0341602,0,0.681566
1694,1.14145,3.30307,0.591351,0.807042,-0.145495,0,0.820052,-0.0246212,-0.0760886,0,0.079973,1.2034,0.454008,1.05427,0.707034,-0.127466,0,0.718432
1695,1.15034,3.30708,0.505589,0.712849,-0.00654143,0,0.712879,1.00148,0.000575687,0,1.00148,1.23448,0.523384,1.07314,0.619687,-0.00568654,0,0.619714
1696,1.15153,3.31038,0.504994,0.712116,0.0317228,0,0.712822,1.0015,-0.00052727,0,1.0015,1.2359,0.526571,1.07327,0.618406,0.0275482,0,0.619019
1697,1.12294,3.20782,0.409495,0.568315,0.0104247,0,0.568411,1.00189,3.15545e-05,0,1.00189,1.22558,0.503534,1.0914,0.506095,0.00928336,0,0.506181
1698,1.16301,3.35859,0.565534,0.800725,0.030542,0,0.801308,1.00123,-0.00119791,0,1.00124,1.23302,0.520125,1.06019,0.688493,0.0262611,0,0.688993
1699,1.05445,3.086,0.722425,0.908604,-0.0649577,0,0.910923,0.929447,0.133484,0,0.938983,1.07701,0.171907,1.02139,0.861681,-0.0616032,0,0.863881
1700,0.806792,2.44482,1.07035,0.978656,0.0186393,0,0.978833,0.334799,0.24818,0,0.416754,0.740415,-0.57943,0.917728,1.21302,0.023103,0,1.21324
1701,1.10785,3.21956,0.64282,0.822907,0.250194,0,0.8601,-0.0266078,0.0547728,0,0.0608936,1.15427,0.344361,1.0419,0.742794,0.225837,0,0.776367
1702,1.12531,3.2627,0.615157,0.80251,0.243904,0,0.838756,-0.0293347,0.0476046,0,0.0559171,1.18005,0.401891,1.04864,0.713146,0.216744,0,0.745356
1703,0.902679,2.69733,0.935817,0.978088,0.047866,0,0.979259,0.528562,-0.267229,0,0.592274,0.866467,-0.298065,0.959883,1.08354,0.0530266,0,1.08484
1704,1.10497,3.21105,0.642397,0.857066,-0.0215638,0,0.857337,1.00483,0.0263506,0,1.00518,1.15138,0.337904,1.04201,0.775649,-0.0195154,0,0.775894
1705,1.10817,3.21897,0.637337,0.853245,-0.0231058,0,0.853558,1.0038,0.0231836,0,1.00407,1.1561,0.348437,1.04325,0.769961,-0.0208504,0,0.770243
1706,1.13037,3.27409,0.602949,0.823369,0.0768924,0,0.826952,1.0028,-0.0119406,0,1.00287,1.18864,0.421072,1.05155,0.728407,0.0680241,0,0.731576
1707,1.13122,3.27624,0.601785,0.825877,-0.0185266,0,0.826084,1.00304,0.0077233,0,1.00307,1.18985,0.423762,1.05182,0.730076,-0.0163775,0,0.73026
1708,1.1562,3.3396,0.5682,0.788752,-0.134506,0,0.800139,-0.0279801,-0.0670398,0,0.0726444,1.22509,0.502442,1.05959,0.682196,-0.116334,0,0.692044
1709,1.07807,3.14526,0.687693,0.885429,0.0949685,0,0.890507,1.00323,-0.0588746,0,1.00496,1.11099,0.247746,1.03053,0.821308,0.0880911,0,0.826019
1710,1.08428,3.16047,0.677285,0.878431,0.0919226,0,0.883228,1.00608,-0.0505041,0,1.00735,1.1203,0.268517,1.03322,0.810152,0.0847776,0,0.814576
1711,1.11078,3.22725,0.639797,0.843631,-0.159774,0,0.858627,-0.0154051,-0.0948846,0,0.096127,1.15816,0.353027,1.04265,0.759492,-0.143839,0,0.772992
1712,1.08856,3.17194,0.67367,0.86684,-0.164859,0,0.882377,-0.00672727,-0.108166,0,0.108375,1.12573,0.280642,1.03414,0.796317,-0.151447,0,0.81059
1713,1.0397,3.04866,0.743302,0.907218,-0.162054,0,0.921578,0.0162925,-0.135741,0,0.136716,1.05609,0.125193,1.01577,0.872581,-0.155866,0,0.886393
1714,0.801287,2.43012,1.07808,0.977516,0.0257633,0,0.977856,0.305392,0.243537,0,0.390608,0.733381,-0.595131,0.915254,1.21993,0.0321524,0,1.22036
