"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        428,              4.28,      -9.680135665,      -10.59308867,       -10.7651069,                 0,       1.259646512,     -0.2206637886,     0.09688896663
        429,              4.29,      -9.686413913,      -10.60280744,      -10.76755492,                 0,        1.26212265,     -0.2395997097,     0.09502765143
        430,               4.3,      -9.690327058,      -10.60876861,       -10.7622607,                 0,       1.264826563,     -0.2547503571,     0.09306464482
        431,              4.31,      -9.692679542,      -10.61131845,      -10.75027611,                 0,       1.267641299,     -0.2658269219,     0.09113972832
        432,              4.32,      -9.693125561,      -10.60997049,      -10.73297229,                 0,       1.270436901,     -0.2726175057,     0.08940411186
        433,              4.33,      -9.691669758,      -10.60467865,      -10.71236022,                 0,       1.273073484,     -0.2749746424,     0.08800500538
        434,              4.34,      -9.688239047,      -10.59568066,      -10.69051037,                 0,       1.275423107,     -0.2728277643,     0.08706704401
        435,              4.35,      -9.682844539,      -10.58377406,      -10.66917771,                 0,       1.277378753,     -0.2661796494,      0.0866742893
        436,              4.36,      -9.675673206,      -10.57015996,      -10.64954318,                 0,       1.278857668,     -0.2551045706,     0.08685758937
        437,              4.37,      -9.667018548,      -10.55625729,      -10.63237729,                 0,       1.279804145,     -0.2397489784,     0.08759151908
        438,              4.38,      -9.657314574,      -10.54332222,      -10.61824181,                 0,        1.28019568,     -0.2203305884,     0.08880166868
        439,              4.39,       -9.64714662,      -10.53200695,      -10.60737443,                 0,       1.280047939,     -0.1971309675,     0.09037954232
        440,               4.4,      -9.637035175,      -10.52253863,      -10.59967952,                 0,       1.279414862,     -0.1704876636,      0.0922002924
        441,              4.41,       -9.62724351,      -10.51509804,      -10.59506552,                 0,       1.278382724,      -0.140792185,     0.09413852932
        442,              4.42,      -9.617914921,      -10.50960188,      -10.59344955,                 0,       1.277064304,     -0.1084876565,     0.09607935505
        443,              4.43,      -9.609440632,      -10.50570911,      -10.59461724,                 0,        1.27559237,    -0.07406237724,     0.09792399805
        444,              4.44,      -9.602229812,       -10.5032087,      -10.59820884,                 0,       1.274112476,    -0.03804327859,     0.09959098221
        445,              4.45,      -9.596612633,      -10.50220862,      -10.60412093,                 0,       1.272772429,  -0.0009902062646,      0.1010144982
        446,              4.46,      -9.593077637,      -10.50336616,      -10.61256158,                 0,       1.271718827,     0.03651323781,      0.1021416689
        447,              4.47,      -9.598097832,      -10.51064121,      -10.62570593,                 0,       1.271148036,     0.07393823311,       0.102930055
        448,              4.48,      -9.605489785,       -10.5196212,      -10.64316286,                 0,       1.271082848,      0.1104670252,      0.1033464433
        449,              4.49,      -9.615342829,      -10.52964336,      -10.66530009,                 0,        1.27158895,      0.1455505264,      0.1033674878
        450,               4.5,      -9.625643645,      -10.53699616,      -10.69078398,                 0,       1.272665539,      0.1785705085,      0.1029818833
        451,              4.51,      -9.633618679,      -10.54893692,      -10.70204157,                 0,       1.274288712,      0.2089190415,      0.1021939923
        452,              4.52,       -9.63856401,      -10.56160207,      -10.69490408,                 0,       1.276384928,      0.2360839828,      0.1010281369
        453,              4.53,      -9.647134777,      -10.57170422,      -10.69370702,                 0,       1.278903878,      0.2595451817,     0.09953262632
        454,              4.54,      -9.653250258,      -10.57693897,      -10.69113862,                 0,       1.281706984,      0.2787981488,     0.09778282866
        455,              4.55,      -9.656779026,      -10.57748128,      -10.68536944,                 0,        1.28464669,       0.293456638,     0.09588126697
        456,              4.56,      -9.657372756,      -10.57306752,      -10.67565487,                 0,        1.28756925,      0.3032739535,     0.09395410382
        457,              4.57,      -9.656087137,      -10.56503912,      -10.66316805,                 0,       1.290317385,      0.3080732985,      0.0921429426
        458,              4.58,      -9.654312938,      -10.55530649,      -10.65003277,                 0,        1.29275269,      0.3077618842,      0.0905917832
        459,              4.59,      -9.653086223,       -10.5456182,      -10.63793583,                 0,       1.294757076,      0.3023244171,     0.08943025425
        460,               4.6,      -9.652555113,      -10.53681766,      -10.62732904,                 0,       1.296232045,      0.2918283852,     0.08875599503
        461,              4.61,      -9.652298934,      -10.52901746,      -10.61813444,                 0,       1.297101654,      0.2764253117,     0.08862037172
        462,              4.62,      -9.651602891,      -10.52191276,      -10.61027144,                 0,       1.297322846,      0.2563425594,     0.08902171421
        463,              4.63,      -9.649720225,      -10.51504882,       -10.6036107,                 0,       1.296898653,      0.2318828118,     0.08990836057
        464,              4.64,       -9.64621453,      -10.50811158,      -10.59793072,                 0,       1.295883653,      0.2034224743,     0.09118996211
        465,              4.65,      -9.641296591,       -10.5012535,      -10.59353199,                 0,       1.294379674,       0.171398264,     0.09275342429
        466,              4.66,       -9.63558439,      -10.49490676,      -10.59151628,                 0,       1.292523744,      0.1363012409,       0.094478846
        467,              4.67,      -9.629667564,      -10.48928732,       -10.5926943,                 0,       1.290473932,     0.09867535601,     0.09625193001
        468,              4.68,      -9.624086467,      -10.48461844,      -10.59689629,                 0,       1.288398326,     0.05910193238,      0.0979714494
        469,              4.69,      -9.619393953,      -10.48152063,      -10.60385564,                 0,       1.286467546,     0.01819181796,      0.0995520813
        470,               4.7,      -9.616167111,      -10.48028043,      -10.61418941,                 0,       1.284845595,    -0.02340846375,      0.1009239238
        471,              4.71,      -9.617468435,      -10.48332473,      -10.62739638,                 0,        1.28372407,     -0.0650451008,      0.1020303595
        472,              4.72,       -9.62289462,      -10.49357147,      -10.63965316,                 0,       1.283219728,     -0.1059630938,      0.1028256036
        473,              4.73,      -9.626856648,      -10.50556149,      -10.65143794,                 0,       1.283384409,     -0.1454545796,      0.1032732982
        474,              4.74,      -9.631976095,      -10.51735772,      -10.66760793,                 0,       1.284263765,     -0.1828576318,      0.1033466046
        475,              4.75,      -9.637026301,      -10.52920236,      -10.68511798,                 0,       1.285841623,     -0.2174401375,      0.1030298565
        476,              4.76,        -9.6417218,      -10.53953327,      -10.70092289,                 0,       1.288044703,     -0.2485586552,      0.1023216826
        477,              4.77,      -9.652209149,      -10.55444535,      -10.71431543,                 0,       1.290865102,     -0.2756560603,      0.1012389506
        478,              4.78,      -9.659946701,      -10.56618174,       -10.7191058,                 0,       1.294079306,     -0.2981668872,      0.0998211528
        479,              4.79,      -9.665908726,      -10.57435817,      -10.71397535,                 0,       1.297513916,     -0.3156886594,     0.09813347027
        480,               4.8,      -9.669589293,      -10.57779994,      -10.69959635,                 0,       1.300987668,     -0.3279275849,     0.09626783369
        481,              4.81,       -9.67133049,      -10.57656412,      -10.67893673,                 0,       1.304287497,     -0.3346644216,     0.09434066834
        482,              4.82,      -9.671199735,       -10.5707961,      -10.65529061,                 0,       1.307213765,     -0.3357863058,     0.09248633357
        483,              4.83,      -9.669042004,       -10.5609107,      -10.63134948,                 0,       1.309603496,       -0.33128043,     0.09084581753
        484,              4.84,      -9.664821051,      -10.54793834,      -10.60900061,                 0,       1.311335789,     -0.3212259247,     0.08955137243
        485,              4.85,      -9.658671554,      -10.53340487,      -10.58945661,                 0,       1.312330416,     -0.3057854014,     0.08870935718
        486,              4.86,      -9.650709429,      -10.51889564,      -10.57347151,                 0,       1.312548709,     -0.2852050225,     0.08838501662
        487,              4.87,      -9.641245754,      -10.50569195,      -10.56143693,                 0,       1.311999019,     -0.2598143008,     0.08859328131
        488,              4.88,        -9.6309795,      -10.49440446,      -10.55332073,                 0,       1.310741247,     -0.2300124789,     0.08929877445
        489,              4.89,       -9.62056119,      -10.48515325,      -10.54868797,                 0,       1.308884195,     -0.1962604389,     0.09042433448
        490,               4.9,      -9.610219789,      -10.47807198,      -10.54720396,                 0,       1.306577676,     -0.1590754578,     0.09186531725
        491,              4.91,        -9.6002235,      -10.47320563,      -10.54876099,                 0,       1.304002405,       -0.11902891,     0.09350527698
        492,              4.92,      -9.591017035,      -10.47013203,      -10.55303229,                 0,       1.301358141,    -0.07674402521,     0.09522919031
        493,              4.93,       -9.58310831,      -10.46858919,       -10.5595493,                 0,       1.298852144,    -0.03288768436,     0.09693223176
        494,              4.94,      -9.577029066,        -10.468844,      -10.56813597,                 0,       1.296684938,      0.0118387689,      0.0985239347
        495,              4.95,      -9.573837685,      -10.47205816,      -10.57904043,                 0,       1.295050439,     0.05671911862,      0.0999287908
        496,              4.96,      -9.580057801,      -10.48204478,      -10.59464355,                 0,       1.294161848,      0.1010821181,      0.1010847947
        497,              4.97,      -9.589079663,      -10.49424759,      -10.61422208,                 0,       1.294047396,       0.143936638,      0.1019413543
        498,              4.98,      -9.601227634,      -10.50801015,      -10.63814089,                 0,       1.294749975,      0.1846361887,      0.1024581129
        499,              4.99,      -9.614251036,      -10.51909873,      -10.66498574,                 0,       1.296229205,      0.2224416178,      0.1026047983
        500,                 5,      -9.623668754,      -10.53315343,      -10.67448289,                 0,       1.298405432,       0.256646106,      0.1023627301
        501,              5.01,      -9.635105619,      -10.55042196,      -10.66801842,                 0,       1.301196884,      0.2866797595,      0.1017276085
        502,              5.02,      -9.644044796,      -10.56040549,      -10.66493922,                 0,       1.304388043,      0.3118703455,       0.100713527
        503,              5.03,      -9.649574743,       -10.5642738,      -10.65912159,                 0,        1.30781402,      0.3317596065,     0.09935707836
        504,              5.04,      -9.650786394,      -10.56120277,      -10.64892464,                 0,        1.31125598,      0.3459810255,     0.09772052509
        505,              5.05,      -9.648366918,      -10.55255375,      -10.63479755,                 0,       1.314501816,      0.3543128122,     0.09589304275
        506,              5.06,      -9.643776612,      -10.53926806,      -10.61818103,                 0,       1.317361799,      0.3566458045,     0.09398879392
        507,              5.07,       -9.63913795,      -10.52453809,      -10.60181806,                 0,       1.319680631,      0.3529668174,     0.09214079884
        508,              5.08,      -9.636010574,      -10.51168359,      -10.58778829,                 0,       1.321332595,      0.3433513638,     0.09049010659
        509,              5.09,      -9.634811582,      -10.50135314,        -10.576509,                 0,       1.322218908,      0.3279661401,     0.08917080738
        510,               5.1,      -9.635182119,      -10.49347284,       -10.5679823,                 0,       1.322279376,      0.3070636439,     0.08829295329
        511,              5.11,      -9.636046882,       -10.4873167,      -10.56193404,                 0,       1.321507539,      0.2809786394,     0.08792697776
        512,              5.12,      -9.636062308,      -10.48193827,      -10.55774392,                 0,       1.319960938,      0.2501279727,     0.08809369623
        513,              5.13,      -9.634290868,      -10.47669133,      -10.55465969,                 0,       1.317759629,      0.2150020874,     0.08876321935
        514,              5.14,        -9.6306394,      -10.47164079,      -10.55289906,                 0,       1.315074965,      0.1761535867,     0.08986253912
        515,              5.15,      -9.625618339,      -10.46719271,       -10.5536092,                 0,       1.312110044,      0.1341974367,     0.09128921019
        516,              5.16,      -9.619911952,      -10.46343316,      -10.55736833,                 0,       1.309081585,     0.08980226201,     0.09292687707
        517,              5.17,      -9.613996724,      -10.46039976,      -10.56338165,                 0,       1.306206819,     0.04367276234,      0.0946587287
        518,              5.18,      -9.608531058,      -10.45880173,      -10.57148761,                 0,       1.303693857,   -0.003466389467,      0.0963767354
        519,              5.19,      -9.604767206,      -10.45906447,      -10.58328627,                 0,       1.301730148,     -0.0508584134,      0.0979863716
        520,               5.2,       -9.60946266,       -10.4656597,      -10.59925369,                 0,       1.300556457,    -0.09777112234,     0.09940782144
        521,              5.21,      -9.615887108,      -10.47872766,      -10.61373998,                 0,       1.300219911,     -0.1431978558,      0.1005748726
        522,              5.22,      -9.620100132,      -10.49298423,      -10.62759236,                 0,       1.300754309,      -0.186463215,      0.1014336597
        523,              5.23,      -9.625408664,      -10.50656893,      -10.64608116,                 0,       1.302176751,     -0.2267811572,      0.1019416879
        524,              5.24,      -9.630665563,      -10.52006297,      -10.66481187,                 0,       1.304407748,      -0.263344453,      0.1020680745
        525,              5.25,      -9.641310256,      -10.53488944,      -10.68167414,                 0,       1.307396399,     -0.2954869929,      0.1017952299
        526,              5.26,      -9.651079888,      -10.54955004,      -10.69194178,                 0,       1.310917324,     -0.3225497436,      0.1011219942
        527,              5.27,      -9.658488839,      -10.56037934,      -10.69161252,                 0,       1.314728453,     -0.3440581359,      0.1000675441
        528,              5.28,      -9.663225242,      -10.56580691,      -10.68003488,                 0,       1.318607847,     -0.3596654731,     0.09867514815
        529,              5.29,      -9.665644569,      -10.56587073,      -10.65989918,                 0,       1.322304641,     -0.3691205385,     0.09701485403
        530,               5.3,      -9.666045762,      -10.56081992,       -10.6352793,                 0,       1.325574531,     -0.3722865613,     0.09518390806
        531,              5.31,      -9.664521893,      -10.55110499,      -10.60976397,                 0,       1.328214681,     -0.3691443607,     0.09330371853
        532,              5.32,      -9.661078372,      -10.53834566,      -10.58595264,                 0,        1.33007707,     -0.3597813771,     0.09151239948
        533,              5.33,      -9.655707957,      -10.52348469,      -10.56508509,                 0,       1.331067008,     -0.3443802289,     0.08995260407
        534,              5.34,       -9.64858077,       -10.5083209,       -10.5480648,                 0,       1.331141919,     -0.3232087788,     0.08875553017
        535,              5.35,      -9.639940815,      -10.49424277,      -10.53548532,                 0,       1.330312126,      -0.296622342,     0.08802365134
        536,              5.36,      -9.630112398,       -10.4822086,      -10.52742162,                 0,       1.328640925,     -0.2650632979,     0.08781604946
        537,              5.37,      -9.619725166,      -10.47224747,      -10.52329505,                 0,       1.326250676,     -0.2290360753,     0.08814038432
        538,              5.38,      -9.609274191,      -10.46445499,      -10.52253719,                 0,       1.323313656,      -0.189103971,     0.08895425141
        539,              5.39,      -9.598931553,      -10.45904722,      -10.52489034,                 0,       1.320039289,     -0.1458880757,     0.09017471583
        540,               5.4,      -9.589074132,       -10.4557506,      -10.53012259,                 0,          1.316661,     -0.1000638272,     0.09169296692
        541,              5.41,      -9.580359798,      -10.45410241,      -10.53774527,                 0,       1.313421763,    -0.05235699547,     0.09338968898
        542,              5.42,      -9.573341687,       -10.4541788,      -10.54735732,                 0,       1.310557768,   -0.003536264144,     0.09514759287
        543,              5.43,      -9.568499912,      -10.45631076,      -10.55887486,                 0,       1.308281868,     0.04560049095,     0.09685953279
        544,              5.44,      -9.571030125,      -10.46458815,      -10.57392758,                 0,       1.306837671,     0.09431610948,     0.09843234162
        545,              5.45,      -9.579800033,      -10.47722145,      -10.59328475,                 0,       1.306317106,      0.1416262008,      0.0997873738
        546,              5.46,      -9.592012995,      -10.49227875,      -10.61648765,                 0,       1.306755846,      0.1866763745,      0.1008598085
        547,              5.47,       -9.60642177,      -10.50692835,       -10.6435326,                 0,        1.30811659,      0.2286990631,      0.1015976143
        548,              5.48,      -9.619146902,      -10.51845073,       -10.6646354,                 0,       1.310302246,      0.2669116137,      0.1019612347
        549,              5.49,      -9.631928563,      -10.53816107,      -10.66074631,                 0,       1.313235938,      0.3006635163,      0.1019245902
        550,               5.5,      -9.642280463,      -10.55117603,      -10.65651064,                 0,       1.316646341,      0.3292203958,      0.1014774123
        551,              5.51,      -9.648528383,       -10.5559615,      -10.65042661,                 0,       1.320338685,      0.3520641224,      0.1006289005
        552,              5.52,      -9.649680271,      -10.55284591,      -10.63946831,                 0,       1.324070893,      0.3687838254,     0.09941147213
        553,              5.53,      -9.646256301,       -10.5416261,      -10.62337737,                 0,       1.327593353,      0.3791212777,     0.09788394278
        554,              5.54,      -9.639947322,      -10.52685031,      -10.60465028,                 0,       1.330684997,      0.3829588638,     0.09613296914
        555,              5.55,      -9.632900975,      -10.51045604,      -10.58566915,                 0,       1.333167178,      0.3802893264,     0.09427153243
        556,              5.56,      -9.627304232,       -10.4954893,      -10.56893156,                 0,       1.334899955,       0.371200247,      0.0924333511
        557,              5.57,      -9.624351127,      -10.48374026,      -10.55556297,                 0,       1.335775163,      0.3558706585,      0.0907625638
        558,              5.58,      -9.624046832,      -10.47541601,      -10.54571114,                 0,       1.335724938,      0.3345714433,     0.08939901689
        559,              5.59,      -9.625430811,      -10.46971793,      -10.53913966,                 0,         1.3347387,      0.3076572094,     0.08846096236
        560,               5.6,      -9.627057347,      -10.46581725,      -10.53539249,                 0,       1.332877015,         0.2755642,     0.08802859228
        561,              5.61,      -9.627281096,      -10.46179928,      -10.53317924,                 0,       1.330269482,      0.2388165601,     0.08813258943
        562,              5.62,      -9.625323825,      -10.45765539,      -10.53207537,                 0,       1.327104521,      0.1980006953,     0.08875134226
        563,              5.63,      -9.621556188,       -10.4538567,      -10.53306673,                 0,       1.323610131,      0.1537633273,     0.08981726805
        564,              5.64,      -9.616726681,      -10.45076341,      -10.53718454,                 0,       1.320030849,      0.1068187495,     0.09122987438
        565,              5.65,      -9.611249368,       -10.4481712,       -10.5438163,                 0,       1.316610362,     0.05792500949,     0.09287143518
        566,              5.66,      -9.605415614,      -10.44649773,       -10.5518106,                 0,       1.313580743,    0.007860298992,     0.09462113916
        567,              5.67,      -9.600574426,      -10.44662153,      -10.56237467,                 0,       1.311151677,    -0.04258130317,     0.09636525328
        568,              5.68,      -9.601544616,      -10.45111912,      -10.57770949,                 0,       1.309554131,    -0.09260250231,     0.09800280532
        569,              5.69,      -9.609731308,      -10.46211258,      -10.59541536,                 0,       1.308915596,     -0.1412449438,     0.09944743799
        570,               5.7,      -9.614899967,      -10.47773868,      -10.61067972,                 0,       1.309252593,     -0.1875898627,      0.1006272875
        571,              5.71,      -9.619811473,      -10.49218471,      -10.62880814,                 0,       1.310564184,     -0.2309094787,      0.1014841642
        572,              5.72,      -9.625280617,       -10.5062581,      -10.64889489,                 0,        1.31278154,     -0.2703423702,      0.1019730641
        573,              5.73,      -9.635757666,      -10.52121921,      -10.66734498,                 0,       1.315839413,     -0.3051514378,      0.1020627769
        574,              5.74,      -9.646642498,      -10.53695154,      -10.68031511,                 0,       1.319509764,     -0.3346237936,      0.1017379336
        575,              5.75,      -9.654931852,      -10.54831531,       -10.6824896,                 0,       1.323507895,      -0.358241397,      0.1010023094
        576,              5.76,      -9.660485966,      -10.55392045,      -10.67257208,                 0,        1.32758713,     -0.3756307353,     0.09988252323
        577,              5.77,       -9.66351157,      -10.55485248,      -10.65315703,                 0,       1.331478729,     -0.3865287685,     0.09843140112
        578,              5.78,      -9.664360166,      -10.55074023,      -10.62825829,                 0,       1.334915211,       -0.39078678,     0.09672988139
        579,              5.79,       -9.66320978,      -10.54219511,      -10.60202465,                 0,       1.337672375,     -0.3883824048,     0.09488622043
        580,               5.8,      -9.660139186,      -10.53015639,      -10.57730496,                 0,       1.339587925,     -0.3794097771,     0.09303134123
        581,              5.81,      -9.655298641,      -10.51597887,      -10.55564416,                 0,       1.340560638,     -0.3640620062,     0.09130949697
        582,              5.82,      -9.648809874,      -10.50125395,       -10.5379462,                 0,          1.340545,     -0.3426216225,     0.08986430936
        583,              5.83,      -9.640693232,      -10.48746813,      -10.52487196,                 0,        1.33955128,     -0.3154606123,     0.08882161548
        584,              5.84,      -9.631179373,      -10.47556405,      -10.51660927,                 0,       1.337648685,     -0.2830372074,     0.08827228105
        585,              5.85,       -9.62103728,      -10.46578239,      -10.51267839,                 0,       1.334968781,     -0.2458789829,     0.08825914316
        586,              5.86,      -9.610703201,      -10.45806479,      -10.51232034,                 0,       1.331691247,      -0.204582699,     0.08877202691
        587,              5.87,      -9.600415891,      -10.45273325,      -10.51518518,                 0,       1.328041597,     -0.1597900056,     0.08975223277
        588,              5.88,      -9.590542802,      -10.44969614,      -10.52108893,                 0,       1.324271152,     -0.1122020745,     0.09110451659
        589,              5.89,      -9.581738635,      -10.44840762,      -10.52955134,                 0,       1.320640842,    -0.06257403096,     0.09271271391
        590,               5.9,      -9.574587692,      -10.44877551,      -10.54008218,                 0,       1.317404566,    -0.01170760274,     0.09445463313
        591,              5.91,      -9.569576422,      -10.45117763,      -10.55249631,                 0,        1.31479223,      0.0395636156,     0.09621330283
        592,              5.92,      -9.570138684,      -10.45838405,      -10.56772319,                 0,       1.313039704,     0.09043787807,     0.09788367777
        593,              5.93,      -9.579062322,      -10.47134664,      -10.58769459,                 0,       1.312292147,      0.1399913388,     0.09937525445
        594,              5.94,      -9.591955353,      -10.48735702,      -10.61155495,                 0,        1.31257999,      0.1872281249,      0.1006123199
        595,              5.95,      -9.607923411,       -10.5042858,      -10.63935802,                 0,       1.313869636,      0.2313682315,      0.1015332953
        596,              5.96,      -9.623436044,      -10.51747345,      -10.66491246,                 0,       1.316051029,      0.2715971016,      0.1020901308
        597,              5.97,      -9.637715745,      -10.53784061,      -10.66545697,                 0,       1.319037981,      0.3072160594,      0.1022487812
        598,              5.98,       -9.64981544,      -10.55262261,      -10.66047034,                 0,        1.32255541,      0.3374847607,      0.1019909223
        599,              5.99,      -9.657189019,      -10.55795649,      -10.65413063,                 0,        1.32637206,       0.361819498,      0.1013171882
        600,                 6,      -9.658892864,      -10.55527472,      -10.64263616,                 0,       1.330241429,      0.3798053402,      0.1002508327
        601,              6.01,      -9.655151064,      -10.54533856,      -10.62603928,                 0,       1.333894357,      0.3911605141,     0.09884117598
        602,              6.02,      -9.647602178,      -10.52960801,      -10.60577298,                 0,       1.337094466,      0.3957635046,     0.09716576049
        603,              6.03,      -9.638648965,       -10.5113926,      -10.58475478,                 0,       1.339651558,      0.3936126631,     0.09532996255
        604,              6.04,      -9.630932401,      -10.49435189,      -10.56590423,                 0,       1.341418717,      0.3848055788,     0.09346287681
        605,              6.05,      -9.626146053,      -10.48082967,      -10.55073768,                 0,        1.34228334,      0.3695305033,     0.09170855964
        606,              6.06,      -9.624610028,      -10.47131018,      -10.53955512,                 0,       1.342173995,      0.3480661749,     0.09021254276
        607,              6.07,      -9.625479588,      -10.46505484,      -10.53212798,                 0,       1.341078355,      0.3207775022,     0.08910484556
        608,              6.08,      -9.627116807,      -10.46076843,      -10.52788014,                 0,       1.339056189,      0.2881144812,     0.08848245387
        609,              6.09,      -9.627797379,      -10.45740394,       -10.5257929,                 0,       1.336242542,      0.2506097323,     0.08839537872
        610,               6.1,      -9.626420796,      -10.45369554,      -10.52485961,                 0,       1.332835427,      0.2088657566,     0.08884039187
        611,              6.11,      -9.623081819,      -10.45028904,      -10.52587504,                 0,       1.329073559,      0.1635494796,     0.08976437428
        612,              6.12,      -9.618572607,      -10.44765481,      -10.53002851,                 0,       1.325216013,      0.1153907512,     0.09107555339
        613,              6.13,      -9.613281244,      -10.44554356,      -10.53698922,                 0,       1.321520095,     0.06517364436,     0.09265900183
        614,              6.14,      -9.607096453,      -10.44398244,         -10.54527,                 0,       1.318229567,     0.01370557703,     0.09439192839
        615,              6.15,      -9.601252871,      -10.44383079,       -10.5554757,                 0,       1.315564389,    -0.03819940654,     0.09615554821
        616,              6.16,      -9.599617912,      -10.44685258,      -10.56992093,                 0,       1.313748309,    -0.08970976809,     0.09784240674
        617,              6.17,      -9.607577803,      -10.45633407,         -10.58845,                 0,       1.312953509,     -0.1399129432,     0.09935949692
        618,              6.18,      -9.612541337,      -10.47096366,      -10.60516425,                 0,       1.313186126,     -0.1877448729,      0.1006287102
        619,              6.19,      -9.615702778,      -10.48463577,      -10.62325063,                 0,       1.314435775,     -0.2325088976,      0.1015863087
        620,               6.2,      -9.619975189,      -10.49763577,      -10.64376748,                 0,       1.316642408,     -0.2733305892,      0.1021822987
        621,              6.21,       -9.62875386,      -10.51060932,      -10.66238381,                 0,       1.319728391,      -0.309432686,      0.1023807687
        622,              6.22,       -9.63830799,      -10.52441647,      -10.67568112,                 0,       1.323464279,     -0.3400779171,      0.1021616121
        623,              6.23,      -9.645115772,      -10.53306037,      -10.67765253,                 0,       1.327546554,     -0.3647284196,        0.10152362
        624,              6.24,      -9.649242206,      -10.53744363,       -10.6679182,                 0,       1.331713625,     -0.3829994761,      0.1004881357
        625,              6.25,      -9.650775924,      -10.53670575,      -10.64825342,                 0,        1.33568831,      -0.394621339,      0.0991025766
        626,              6.26,       -9.65018989,       -10.5313436,      -10.62299528,                 0,       1.339193469,     -0.3994403799,     0.09744274697
        627,              6.27,      -9.647728851,      -10.52207823,      -10.59644834,                 0,       1.341995814,     -0.3974324213,     0.09561267454
        628,              6.28,      -9.643614624,      -10.50989691,       -10.5715362,                 0,       1.343927032,     -0.3886937394,     0.09374076128
        629,              6.29,      -9.638135905,       -10.4960469,      -10.54973689,                 0,        1.34488324,     -0.3734226665,     0.09197129608
        630,               6.3,      -9.631455904,      -10.48188209,      -10.53185679,                 0,       1.344818582,     -0.3519066543,     0.09045116056
        631,              6.31,      -9.623488108,      -10.46867785,      -10.51858055,                 0,       1.343744713,     -0.3245230067,     0.08931284465
        632,              6.32,      -9.614270834,       -10.4573531,      -10.51022256,                 0,       1.341731896,     -0.2917389857,     0.08865667708
        633,              6.33,      -9.604328157,      -10.44782607,      -10.50623642,                 0,       1.338912719,     -0.2540952333,     0.08853639244
        634,              6.34,      -9.594350753,      -10.44029105,      -10.50588526,                 0,       1.335476382,     -0.2121917873,     0.08895219669
        635,              6.35,       -9.58441819,      -10.43502127,       -10.5087834,                 0,       1.331651305,     -0.1666917454,     0.08985356007
        636,              6.36,      -9.574853427,      -10.43203721,      -10.51480196,                 0,       1.327697361,     -0.1183043457,     0.09115013894
        637,              6.37,      -9.566288471,      -10.43071894,       -10.5234665,                 0,       1.323883456,    -0.06779850742,     0.09272728463
        638,              6.38,      -9.559276842,      -10.43085479,      -10.53421057,                 0,       1.320471498,    -0.01599154957,      0.0944615846
        639,              6.39,      -9.554262499,      -10.43284449,      -10.54684696,                 0,       1.317699002,      0.0362662733,     0.09623308839
        640,               6.4,      -9.553762053,      -10.43873067,      -10.56204445,                 0,       1.315798166,     0.08814211712,     0.09793296492
        641,              6.41,      -9.562021022,      -10.45038426,      -10.58217896,                 0,       1.314940997,      0.1387395389,     0.09946684429
        642,              6.42,      -9.573928209,      -10.46476768,      -10.60624229,                 0,       1.315148538,      0.1869926451,      0.1007553866
        643,              6.43,      -9.589222135,       -10.4805114,      -10.63440189,                 0,       1.316398212,       0.232126619,      0.1017337956
        644,              6.44,      -9.604685602,      -10.49286786,      -10.66105913,                 0,       1.318575994,      0.2733031301,      0.1023511296
        645,              6.45,      -9.617548566,      -10.50973063,      -10.66436969,                 0,       1.321582273,      0.3097985334,      0.1025706312
        646,              6.46,      -9.628189442,      -10.52197755,      -10.65878296,                 0,       1.325150461,      0.3408815917,       0.102371273
        647,              6.47,      -9.634732941,      -10.52516878,      -10.65186624,                 0,       1.329026288,      0.3659353858,      0.1017508688
        648,              6.48,      -9.636644674,      -10.52334913,      -10.64021108,                 0,       1.332961469,        0.38455636,      0.1007297454
        649,              6.49,      -9.633718173,      -10.51530662,      -10.62311595,                 0,        1.33667666,      0.3964454404,     0.09935428552
        650,               6.5,      -9.627162008,      -10.50238435,      -10.60224735,                 0,       1.339928884,      0.4014722161,     0.09769931992
        651,              6.51,       -9.61909553,      -10.48718225,      -10.58067838,                 0,       1.342522176,      0.3996316998,     0.09586808873
        652,              6.52,      -9.612168164,      -10.47300823,      -10.56154822,                 0,       1.344305547,      0.3910219795,     0.09398855392
        653,              6.53,      -9.608087633,      -10.46201523,      -10.54636065,                 0,       1.345165027,      0.3758339308,     0.09220508173
        654,              6.54,      -9.607106087,      -10.45457628,      -10.53526502,                 0,       1.345028456,      0.3543504657,     0.09066528068
        655,              6.55,      -9.608401325,      -10.45000792,      -10.52796633,                 0,       1.343883981,      0.3269436132,     0.08950305921
        656,              6.56,       -9.61046121,      -10.44715691,      -10.52396859,                 0,       1.341791929,       0.294071644,     0.08882074633
        657,              6.57,      -9.611594477,      -10.44469877,      -10.52220728,                 0,       1.338887759,      0.2562764289,     0.08867437171
        658,              6.58,      -9.610860502,      -10.44218188,      -10.52171004,                 0,       1.335374235,      0.2141623246,     0.08906633365
        659,              6.59,      -9.608265913,      -10.43947408,      -10.52292253,                 0,       1.331493382,      0.1684045833,     0.08994783831
        660,               6.6,      -9.604672997,      -10.43741598,      -10.52727875,                 0,       1.327509171,      0.1197376075,     0.09122959234
        661,              6.61,      -9.600397269,      -10.43583789,      -10.53465133,                 0,       1.323684623,     0.06895420912,     0.09279727484
