"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -3.414158584,      -13.06023278,      -13.07792599,      -1.366451152,      -8.979131817
          0,           0,           1,      -3.594434578,      -3.425438354,      -2.810249945,       -1.54409049,      -9.301621095
          0,           0,           2,      -4.172846457,      -3.763124465,       -3.35091118,      -2.125816606,      -9.820306601
          0,           0,           3,      -4.241755222,      -3.618798122,      -3.330535693,      -2.194886455,      -9.991160368
          0,           0,           4,      -4.246901814,      -3.473862126,      -3.282369863,      -2.201096771,      -10.14691618
          0,           0,           5,      -4.259660933,      -3.376063388,      -3.255939094,      -2.215106756,      -10.23330807
          0,           0,           6,      -4.274450541,      -3.318047561,      -3.253043259,      -2.230273775,      -10.28416759
          0,           0,           7,      -4.275689348,      -3.290359339,      -3.268324577,      -2.230633787,      -10.30884534
          0,           0,           8,      -4.257581309,      -3.285277567,      -3.296013336,      -2.211211137,      -10.31757082
          0,           0,           9,      -4.226424671,      -3.295642926,      -3.329275429,      -2.179282348,      -10.30346427
          0,           0,          10,       -4.19180342,      -3.313705004,      -3.359769026,        -2.1445675,      -10.27391017
          0,           0,          11,      -4.160438032,      -3.331246703,      -3.380159456,      -2.113436246,      -10.24009587
          0,           0,          12,      -4.135996576,      -3.341592905,      -3.387510094,      -2.089253529,      -10.20660021
          0,           0,          13,      -4.119610608,       -3.34166487,      -3.383410795,      -2.073019802,      -10.17667425
          0,           0,          14,      -4.111538743,      -3.332100647,      -3.370722177,       -2.06498134,      -10.15276374
          0,           0,          15,      -4.111255626,      -3.315364747,      -3.351591644,      -2.064649594,      -10.13226131
          0,           0,          16,      -4.117253104,      -3.294284391,      -3.327993999,      -2.070563326,      -10.11392868
          0,           0,          17,      -4.126743706,      -3.271911011,      -3.302684625,      -2.079980735,      -10.09568141
          0,           0,          18,      -4.135669266,      -3.251055608,      -3.278974622,      -2.088882486,       -10.0759414
          0,           0,          19,       -4.13965093,      -3.233889251,      -3.259890766,      -2.092916347,      -10.05514973
          0,           0,          20,      -4.135879196,      -3.221702156,       -3.24746859,      -2.089282411,      -10.03229872
          0,           0,          21,      -4.124605672,      -3.214718183,      -3.242413866,       -2.07822228,      -10.00904472
          0,           0,          22,       -4.10858086,      -3.211894749,      -3.244090323,      -2.062432574,      -9.986754942
          0,           0,          23,      -4.091431953,       -3.21151477,      -3.250528533,      -2.045497342,      -9.964130396
          0,           0,          24,       -4.07610602,       -3.21127175,      -3.258596211,      -2.030324278,      -9.942212286
          0,           0,          25,      -4.064335045,      -3.208989012,      -3.264366012,      -2.018609451,      -9.921193597
          0,           0,          26,      -4.056810691,      -3.203461433,      -3.264413542,      -2.011028642,      -9.901087052
          0,           0,          27,      -4.053530805,      -3.194696825,      -3.257500789,      -2.007580545,      -9.881840872
          0,           0,          28,      -4.054009991,      -3.183801191,      -3.245091581,      -2.007797657,      -9.863751769
          0,           0,          29,      -4.057467376,      -3.172496534,      -3.230419327,      -2.010945464,      -9.846758202
