"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633267228290264e-05, 1.317048514466283e+00, 6.969333013758597e-01, 1.013965647733852e-01, 3.767901576065251e+00
1, 9.990000128750000e-01, -1.454877519734475e-04, 1.185342860380162e+00, 6.977982202823484e-01, 1.021592945323944e-01, 3.402630998541690e+00
2, 9.977599978450000e-01, -3.276763035648608e-04, 1.178172821641938e+00, 7.476716856566674e-01, 1.117368611375248e-01, 3.391765750289305e+00
3, 9.960200190539999e-01, -5.908371776044496e-04, 1.166679702062167e+00, 7.651650389590366e-01, 1.197152295609889e-01, 3.363504216035056e+00
4, 9.937800168990000e-01, -9.503711580592251e-04, 1.159986132982964e+00, 7.711992893075449e-01, 1.303846517814463e-01, 3.346522396807869e+00
5, 9.910500049590000e-01, -1.431104493861052e-03, 1.155444181677896e+00, 7.770114663694752e-01, 1.459144194629901e-01, 3.335653230859954e+00
6, 9.878399968150000e-01, -2.065843219501399e-03, 1.148258907080272e+00, 7.827933170514938e-01, 1.653848091871518e-01, 3.317750285419991e+00
7, 9.841300249100000e-01, -2.893124614693864e-03, 1.137024693289968e+00, 7.927082640448480e-01, 1.869052480128066e-01, 3.289771626949088e+00
8, 9.799500107769999e-01, -3.926149039608922e-03, 1.120285066331299e+00, 8.083131118340331e-01, 2.071532034201552e-01, 3.248014195058937e+00
9, 9.752799868580000e-01, -5.161198342586707e-03, 1.098046189812044e+00, 8.296434286381411e-01, 2.219460987743035e-01, 3.192469720360166e+00
10, 9.701499938960000e-01, -6.547848241434274e-03, 1.071492871885426e+00, 8.549449018081335e-01, 2.277800199406256e-01, 3.125999333434530e+00
11, 9.645400047300000e-01, -8.022614719366071e-03, 1.043291831500024e+00, 8.807365464177851e-01, 2.229478076394617e-01, 3.055124593342903e+00
12, 9.584699869160000e-01, -9.504500784122530e-03, 1.018377522490548e+00, 9.030958245325987e-01, 2.086681294155693e-01, 2.992361285981828e+00
13, 9.519400000570000e-01, -1.093395517108733e-02, 1.001213896130194e+00, 9.193025666334139e-01, 1.889479142797742e-01, 2.949120932571610e+00
14, 9.449599981310000e-01, -1.228126253321360e-02, 9.930747170844390e-01, 9.287190380780009e-01, 1.688321507238658e-01, 2.928666345222621e+00
15, 9.375399947170000e-01, -1.355173705377461e-02, 9.919169143421485e-01, 9.324442435504543e-01, 1.523102334693709e-01, 2.925785301916983e+00
16, 9.296900033950000e-01, -1.477554192782963e-02, 9.942429172398279e-01, 9.326937521305900e-01, 1.411630322978569e-01, 2.931640726692828e+00
17, 9.214000105860000e-01, -1.599452076060943e-02, 9.969086891151212e-01, 9.317216525325185e-01, 1.351082849691993e-01, 2.938316937879768e+00
18, 9.126999974250000e-01, -1.723925044204500e-02, 9.979696961596766e-01, 9.311091748708985e-01, 1.326423610562156e-01, 2.940916122483055e+00
19, 9.035800099370001e-01, -1.853309198716230e-02, 9.968244077691383e-01, 9.315492088382828e-01, 1.320253952043728e-01, 2.937925930558174e+00
20, 8.940600156780000e-01, -1.988103354206930e-02, 9.937370989557002e-01, 9.331001254838442e-01, 1.318671482029863e-01, 2.930023522887367e+00
21, 8.841500282290000e-01, -2.127896695544783e-02, 9.893276632021311e-01, 9.354486536002670e-01, 1.313465588305835e-01, 2.918771719468394e+00
22, 8.738499879840000e-01, -2.271872814055018e-02, 9.842378312291553e-01, 9.381899512446429e-01, 1.301561370100950e-01, 2.905784928124809e+00
23, 8.631799817090000e-01, -2.418816486824180e-02, 9.789837689754185e-01, 9.410060081036389e-01, 1.283282312481193e-01, 2.892370490964949e+00
24, 8.521599769590000e-01, -2.567666966974382e-02, 9.738682328987143e-01, 9.436909877157811e-01, 1.260435801872584e-01, 2.879293001747913e+00
25, 8.407700061800000e-01, -2.718134121977303e-02, 9.690075486512194e-01, 9.461648468150887e-01, 1.235126597513634e-01, 2.866848893771384e+00
26, 8.290500044819999e-01, -2.869345282018877e-02, 9.644021422967969e-01, 9.484272796958299e-01, 1.208894435158880e-01, 2.855042532394599e+00
27, 8.170099854470000e-01, -3.020986617453764e-02, 9.599911340028712e-01, 9.505140043177984e-01, 1.182664094273458e-01, 2.843721915122041e+00
28, 8.046399950980000e-01, -3.173063496671110e-02, 9.557029689269718e-01, 9.524512705892362e-01, 1.156785704108511e-01, 2.832702365424180e+00
29, 7.919700145720000e-01, -3.325105906638748e-02, 9.514929187471113e-01, 9.542749395211736e-01, 1.131222865173355e-01, 2.821873045767489e+00
30, 7.790099978450000e-01, -3.476888293133563e-02, 9.473312400462189e-01, 9.560222348497514e-01, 1.105837223793840e-01, 2.811163816077416e+00
