"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633204908771746e-05, 1.320446871641542e+00, 6.970679962233594e-01, 1.013887417975442e-01, 3.777364738340400e+00
1, 9.990000128750000e-01, -1.454484167495742e-04, 1.188045859425333e+00, 7.010883700471557e-01, 1.024893065948375e-01, 3.410676931528881e+00
2, 9.977599978450000e-01, -3.272451590579843e-04, 1.179627027795667e+00, 7.529372938255082e-01, 1.119461403226013e-01, 3.396742054605061e+00
3, 9.960200190539999e-01, -5.885116162773984e-04, 1.166826500430985e+00, 7.722817857064693e-01, 1.192845589833359e-01, 3.365234230658972e+00
4, 9.937800168990000e-01, -9.419822675752037e-04, 1.158959819135660e+00, 7.801410018930703e-01, 1.286306959394019e-01, 3.345347040798913e+00
5, 9.910500049590000e-01, -1.407974213829872e-03, 1.153550228899769e+00, 7.874799486520224e-01, 1.420455680330147e-01, 3.332327708736772e+00
6, 9.878399968150000e-01, -2.013442599236492e-03, 1.146031674275991e+00, 7.942342432728914e-01, 1.587179331624325e-01, 3.313602263270790e+00
7, 9.841300249100000e-01, -2.790847012636092e-03, 1.135188362648067e+00, 8.042759527535223e-01, 1.770593071744965e-01, 3.286600081057902e+00
8, 9.799500107769999e-01, -3.750402975487906e-03, 1.119739416971272e+00, 8.189263970025970e-01, 1.941960001039535e-01, 3.248056964117097e+00
9, 9.752799868580000e-01, -4.889499586001285e-03, 1.099767688669062e+00, 8.382002274978034e-01, 2.065666051929387e-01, 3.198170303661590e+00
10, 9.701499938960000e-01, -6.165525462372408e-03, 1.076422961135812e+00, 8.605660832206147e-01, 2.112746513550214e-01, 3.139740714270696e+00
11, 9.645400047300000e-01, -7.526236059695979e-03, 1.052207708534039e+00, 8.830692223579014e-01, 2.070327183945564e-01, 3.078937807561544e+00
12, 9.584699869160000e-01, -8.903865260333058e-03, 1.031150333232480e+00, 9.025053778209102e-01, 1.950193832974862e-01, 3.025975449877687e+00
13, 9.519400000570000e-01, -1.024892913306789e-02, 1.016479146350010e+00, 9.166816762058039e-01, 1.786277545561015e-01, 2.989070907954737e+00
14, 9.449599981310000e-01, -1.153646829297061e-02, 1.008971259298351e+00, 9.251160790770081e-01, 1.620023481510574e-01, 2.970208336090820e+00
15, 9.375399947170000e-01, -1.277059612300416e-02, 1.006959827487542e+00, 9.287860682451632e-01, 1.483853093947130e-01, 2.965151170132006e+00
16, 9.296900033950000e-01, -1.397604288482259e-02, 1.007702915666306e+00, 9.295730405100386e-01, 1.392116670240253e-01, 2.966987449821346e+00
17, 9.214000105860000e-01, -1.518769945829991e-02, 1.008730138757285e+00, 9.293586516750147e-01, 1.342385927613010e-01, 2.969507664185140e+00
18, 9.126999974250000e-01, -1.643011644222511e-02, 1.008505800839743e+00, 9.294581357876992e-01, 1.322255674001754e-01, 2.968853016907809e+00
19, 9.035800099370001e-01, -1.772278910479446e-02, 1.006521609206218e+00, 9.304455699633493e-01, 1.317347656414175e-01, 2.963745955009486e+00
20, 8.940600156780000e-01, -1.906921077108314e-02, 1.002967054036378e+00, 9.323694346187835e-01, 1.316132501661128e-01, 2.954672146754950e+00
21, 8.841500282290000e-01, -2.046552492206586e-02, 9.983250616376462e-01, 9.349574325575301e-01, 1.311753274906639e-01, 2.942843922712009e+00
22, 8.738499879840000e-01, -2.190469494291754e-02, 9.931037530301412e-01, 9.378693590715675e-01, 1.301610284777473e-01, 2.929536697272741e+00
23, 8.631799817090000e-01, -2.337582665638357e-02, 9.877145629743493e-01, 9.408451473956710e-01, 1.285923084993532e-01, 2.915792647816916e+00
24, 8.521599769590000e-01, -2.486923017679934e-02, 9.823897690679503e-01, 9.437052996382215e-01, 1.266113515855566e-01, 2.902193846896359e+00
25, 8.407700061800000e-01, -2.638244036493611e-02, 9.772223550206099e-01, 9.463892938291694e-01, 1.243869220836464e-01, 2.888978772588321e+00
26, 8.290500044819999e-01, -2.790664655988313e-02, 9.722084486576794e-01, 9.488898737803617e-01, 1.220385970342300e-01, 2.876137747464710e+00
27, 8.170099854470000e-01, -2.943826346504719e-02, 9.673015540278168e-01, 9.512407201058766e-01, 1.196371949776475e-01, 2.863556459596564e+00
28, 8.046399950980000e-01, -3.097668444866774e-02, 9.624456315926658e-01, 9.534557330861123e-01, 1.172055153782700e-01, 2.851088316968825e+00
29, 7.919700145720000e-01, -3.251635360559510e-02, 9.576140908350464e-01, 9.555632001486526e-01, 1.147358633087261e-01, 2.838669107175411e+00
30, 7.790099978450000e-01, -3.405411549767192e-02, 9.527917253161622e-01, 9.575921522645749e-01, 1.122143472617392e-01, 2.826265527111537e+00
31, 7.657799720760000e-01, -3.558540394868296e-02, 9.479435167093708e-01, 9.595338909364720e-01, 1.096173989034887e-01, 2.813780505698063e+00
32, 7.522799968720000e-01, -3.710775769522718e-02, 9.430390375618329e-01, 9.613969508726273e-01, 1.069303392607679e-01, 2.801134810362204e+00
33, 7.385200262070000e-01, -3.861736203566939e-02, 9.380919980527981e-01, 9.631857282101407e-01, 1.041444170923260e-01, 2.788366296451891e+00
34, 7.245299816130000e-01, -4.010822694929526e-02, 9.331486380510480e-01, 9.648886404568466e-01, 1.012541629371980e-01, 2.775594877032043e+00
35, 7.103199958800001e-01, -4.157663665642979e-02, 9.282380741721672e-01, 9.664831731067611e-01, 9.825906993581200e-02, 2.762891309294009e+00
36, 6.958900094030001e-01, -4.301995589672854e-02, 9.233974471808334e-01, 9.679956181384380e-01, 9.516846450359860e-02, 2.750362209279380e+00
37, 6.812700033190000e-01, -4.443268593399578e-02, 9.186134542597003e-01, 9.693843357106523e-01, 9.198385163683061e-02, 2.737959230191235e+00
38, 6.664699912070000e-01, -4.581159022503634e-02, 9.139124718999967e-01, 9.706762842482290e-01, 8.871840244372456e-02, 2.725760403943830e+00
39, 6.514999866490000e-01, -4.715362221578719e-02, 9.093089499800721e-01, 9.718712720281901e-01, 8.538216965018182e-02, 2.713803691185763e+00
40, 6.363800168040000e-01, -4.845509597851442e-02, 9.048144906785855e-01, 9.729551909220829e-01, 8.198420294472131e-02, 2.702115062904568e+00
41, 6.211299896240000e-01, -4.971269176262676e-02, 9.004434501877129e-01, 9.739579308417479e-01, 7.853704229935538e-02, 2.690741274251006e+00
42, 6.057599782940000e-01, -5.092420391789883e-02, 8.961493530374792e-01, 9.748550051386008e-01, 7.504790353529543e-02, 2.679550933693128e+00
43, 5.902799963950000e-01, -5.208763706599043e-02, 8.919172664446572e-01, 9.756823889130896e-01, 7.152775911861943e-02, 2.668515319415097e+00
44, 5.747100114820000e-01, -5.320049236176835e-02, 8.877759220357236e-01, 9.764104566023624e-01, 6.797995045601715e-02, 2.657700802166797e+00
45, 5.590599775310000e-01, -5.426124686426706e-02, 8.838929528427175e-01, 9.770735940498635e-01, 6.441430221991500e-02, 2.647561050847135e+00
46, 5.433599948880000e-01, -5.526726548488092e-02, 8.803784862068265e-01, 9.776556285818693e-01, 6.083045201880858e-02, 2.638380602240237e+00
47, 5.276100039480000e-01, -5.621808734378084e-02, 8.770836816965902e-01, 9.781834206069043e-01, 5.723450146703526e-02, 2.629773065365197e+00
48, 5.118399858470000e-01, -5.711153309941357e-02, 8.735246603613246e-01, 9.786053244251710e-01, 5.361870018659799e-02, 2.620443176586539e+00
