"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633240963563842e-05, 2.750453648614843e-01, -7.009189948266799e-01, -1.116645612126938e-01, 2.038986162045945e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.587308007489070e+00
1, 9.990000128750000e-01, -1.454711742732867e-04, -6.815874095103698e-02, 4.578726932638812e-03, -8.710660962638336e-02, -3.546267494790951e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.733722628808153e-01
2, 9.977599978450000e-01, -3.274946038480025e-04, -8.231397210723766e-02, 5.352266720229134e-02, -1.125727059861660e-01, -1.096369331888528e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.423810508131710e-02
3, 9.960200190539999e-01, -5.898571438973935e-04, -1.009996734641526e-01, 8.980380707167596e-02, -1.122761010625713e-01, -1.838988360896568e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.945113298915255e-02
4, 9.937800168990000e-01, -9.468361523376828e-04, -1.205740554349079e-01, 1.251411899992081e-01, -1.213700781289709e-01, -2.624577057445907e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.343941722564005e-02
5, 9.910500049590000e-01, -1.421358502036365e-03, -1.287720224460052e-01, 1.416038187144115e-01, -1.351117770288153e-01, -2.933380381075962e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.401012633050290e-02
6, 9.878399968150000e-01, -2.043767052258233e-03, -1.294372106957476e-01, 1.469436285793372e-01, -1.534919272674234e-01, -3.022949894509056e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.807155562896086e-02
7, 9.841300249100000e-01, -2.850043665582219e-03, -1.209590172903628e-01, 1.391192481698359e-01, -1.752664185480473e-01, -2.858821593376994e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.360738990747821e-02
8, 9.799500107769999e-01, -3.852141794751433e-03, -1.020172731072241e-01, 1.164721158910573e-01, -1.977206261507967e-01, -2.417468107535447e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.909258670971281e-02
9, 9.752799868580000e-01, -5.046828312386717e-03, -7.266741396397884e-02, 7.921679112294283e-02, -2.170204312615207e-01, -1.701849204955773e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.383395120828094e-02
10, 9.701499938960000e-01, -6.386997149175387e-03, -3.507935541465992e-02, 3.055669518286680e-02, -2.290460760474284e-01, -7.666673321482334e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.479833061947405e-03
11, 9.645400047300000e-01, -7.813934950894521e-03, 6.151433176457040e-03, -2.320280003319814e-02, -2.305409375099560e-01, 2.709827128759804e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.037334931635014e-03
12, 9.584699869160000e-01, -9.252258747463759e-03, 4.393016163592088e-02, -7.292292567978610e-02, -2.206114747824623e-01, 1.232203580033685e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.627281702406001e-03
13, 9.519400000570000e-01, -1.064670120736112e-02, 7.101815194436729e-02, -1.095136214393772e-01, -2.020449828020849e-01, 1.924171689939533e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.056488252985185e-03
14, 9.449599981310000e-01, -1.196959151442288e-02, 8.352019100393167e-02, -1.279947699666318e-01, -1.803699749599658e-01, 2.240777634935510e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.176361967323201e-04
15, 9.375399947170000e-01, -1.322577515025417e-02, 8.337490548391584e-02, -1.303562472947118e-01, -1.611758978009861e-01, 2.228240033802847e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.562083125566703e-03
16, 9.296900033950000e-01, -1.444315867776441e-02, 7.676288217384873e-02, -1.238097309752835e-01, -1.476673451458290e-01, 2.045053964590962e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.506921117497059e-03
17, 9.214000105860000e-01, -1.566068707091493e-02, 6.972658314400970e-02, -1.158037556388461e-01, -1.400060436027159e-01, 1.853250412349777e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.799749392271345e-03
18, 9.126999974250000e-01, -1.690641413061563e-02, 6.599459406954630e-02, -1.111130888509408e-01, -1.368133874770053e-01, 1.746057164857291e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.261874236472710e-03
19, 9.035800099370001e-01, -1.820208654636767e-02, 6.640064600601457e-02, -1.110688884425048e-01, -1.361073186519772e-01, 1.749230069898045e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.561502434472967e-03
20, 8.940600156780000e-01, -1.955205726297159e-02, 7.053479049155728e-02, -1.153771550738797e-01, -1.363140323304239e-01, 1.848394788533983e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.820728776736748e-03
