"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         141,      -5.545093915,       -5.16037381,      -5.662459964,      -4.821459536,      -7.054475289
          0,           0,         142,      -5.548107144,      -5.162998193,       -5.66096702,       -4.82468767,      -7.045661927
          0,           0,         143,      -5.537838797,      -5.166063789,      -5.670088968,      -4.814231716,      -7.037182197
          0,           0,         144,      -5.524120215,      -5.169205962,      -5.657529632,      -4.801273227,      -7.028345736
          0,           0,         145,      -5.538439206,      -5.175122595,      -5.668028016,      -4.814397156,       -7.02064037
          0,           0,         146,      -5.567204802,      -5.182109997,      -5.668655344,      -4.842824338,      -7.014641846
          0,           0,         147,      -5.584310339,      -5.178575603,      -5.649008421,       -4.85823527,      -7.009564429
          0,           0,         148,      -5.579905579,      -5.196347356,      -5.668319867,      -4.854865503,      -7.006055235
          0,           0,         149,      -5.574158509,      -5.205386289,      -5.700595035,      -4.848562071,      -6.998271277
          0,           0,         150,      -5.561116555,      -5.214046625,      -5.694389183,      -4.836366702,      -6.989295819
          0,           0,         151,      -5.551149896,      -5.224664452,      -5.679524815,      -4.826179607,      -6.978952611
          0,           0,         152,      -5.543674509,      -5.235957739,      -5.635908764,      -4.819263133,      -6.967734914
          0,           0,         153,      -5.552196527,       -5.24925492,      -5.641693504,      -4.826166413,      -6.956549469
          0,           0,         154,      -5.582437952,      -5.262916107,      -5.686655986,      -4.855565979,      -6.945734327
          0,           0,         155,      -5.592914987,      -5.278457828,      -5.718125668,      -4.865987359,      -6.935316222
          0,           0,         156,      -5.589649025,      -5.291910707,      -5.687732864,      -4.863131346,      -6.925796683
          0,           0,         157,      -5.573498403,      -5.304961253,      -5.683309179,      -4.846910488,      -6.917017112
          0,           0,         158,      -5.562357288,      -5.318506582,      -5.685679442,      -4.836346208,      -6.907767266
          0,           0,         159,      -5.570412942,      -5.334960069,      -5.691827583,      -4.843049818,      -6.897223409
          0,           0,         160,      -5.577533133,       -5.35040609,      -5.669025976,       -4.85056818,      -6.886264094
          0,           0,         161,       -5.59460104,      -5.368020022,      -5.691834239,      -4.865988017,      -6.875974556
          0,           0,         162,      -5.597996727,      -5.382727982,      -5.708460295,      -4.869740309,      -6.867035001
          0,           0,         163,      -5.581892883,      -5.398807436,      -5.702216293,      -4.853930437,      -6.859786746
          0,           0,         164,      -5.587455453,      -5.414500633,      -5.679740295,      -4.859594444,      -6.853708116
          0,           0,         165,      -5.597198156,      -5.429780335,      -5.694038774,      -4.868398675,      -6.843184448
          0,           0,         166,      -5.586959127,      -5.444266177,      -5.700329921,      -4.858954567,      -6.832308869
          0,           0,         167,      -5.582368966,      -5.461524389,      -5.706231235,      -4.853795953,      -6.825585592
          0,           0,         168,      -5.581393825,      -5.474766949,      -5.661291411,      -4.853595665,      -6.819268731
          0,           0,         169,      -5.547046181,      -4.997058953,      -5.542704507,      -4.632007569,      -6.810026091
          0,           0,         170,      -5.388451496,      -5.162169584,      -5.319041739,      -4.618973711,      -6.801078449
          0,           0,         171,      -5.582003554,      -5.433024595,      -5.654784698,      -4.845945044,      -6.792592217
          0,           0,         172,      -5.585519688,      -5.502904525,      -5.668733025,      -4.853354664,      -6.784820388
          0,           0,         173,      -5.588398675,      -5.539865176,      -5.696335252,      -4.856965979,      -6.779182447
          0,           0,         174,      -5.597124695,      -5.568967572,      -5.707603325,      -4.867154015,      -6.778808599
          0,           0,         175,      -5.601832298,       -5.59102683,      -5.709394866,      -4.871070945,      -6.783445066
          0,           0,         176,      -5.597011094,      -5.605203065,      -5.709099096,      -4.867378912,      -6.775724185
          0,           0,         177,        -5.6015032,      -5.621505611,      -5.732676338,      -4.870806088,      -6.767773452
          0,           0,         178,      -5.596912303,      -5.631976441,      -5.706114059,      -4.867236072,      -6.759268473
          0,           0,         179,      -5.600956345,      -5.649123132,        -5.7022264,       -4.86984175,      -6.752567329
          0,           0,         180,      -5.597325432,      -5.655448847,      -5.713858674,      -4.867239443,      -6.749023472
          0,           0,         181,      -5.595235916,      -5.666849356,      -5.732263708,       -4.86462521,      -6.748855137
          0,           0,         182,      -5.597972466,      -5.668048189,      -5.687865091,      -4.867921975,      -6.749198079
          0,           0,         183,       -5.60773776,      -5.682203996,      -5.684193541,      -4.876363478,      -6.744307467
          0,           0,         184,      -5.612971527,      -5.685969201,      -5.712610732,      -4.882130426,      -6.738796442
          0,           0,         185,      -5.597518112,        -5.6916515,      -5.723979074,      -4.867539524,      -6.733674744
          0,           0,         186,      -5.599600596,      -5.698903158,      -5.679574865,      -4.869849524,      -6.727772878
          0,           0,         187,      -5.609115076,      -5.700696345,      -5.685449589,      -4.878025596,       -6.72327083
          0,           0,         188,      -5.600808019,      -5.689306308,      -5.703465402,      -4.871073415,      -6.718367714
          0,           0,         189,      -5.592971149,      -5.696200599,      -5.720827223,      -4.863342222,       -6.71303191
          0,           0,         190,      -5.595113562,      -5.703581764,      -5.664570643,       -4.86595304,      -6.709108362
          0,           0,         191,      -5.614201377,        -5.7093713,      -5.673334487,      -4.883156782,      -6.706410034
          0,           0,         192,      -5.634675106,      -5.711838402,      -5.717014924,      -4.903255104,      -6.700844896
          0,           0,         193,      -5.618725048,      -5.715779802,       -5.73828498,      -4.888295437,      -6.696577967
          0,           0,         194,      -5.594386906,      -5.701367218,      -5.704346553,      -4.865630391,      -6.694828476
          0,           0,         195,      -5.590882222,      -5.699745219,       -5.69767831,       -4.86123097,      -6.690297244
          0,           0,         196,      -5.599538465,      -5.708149965,      -5.692403028,      -4.870265649,      -6.684853421
          0,           0,         197,      -5.609756705,       -5.72518873,      -5.711840139,      -4.879139459,      -6.679204289
          0,           0,         198,      -5.603971307,      -5.728680301,      -5.719691921,      -4.874459578,      -6.673496747
          0,           0,         199,      -5.601419175,      -5.741739036,        -5.7217613,      -4.871514093,      -6.669317436
          0,           0,         200,      -5.611167587,      -5.750783671,      -5.677447674,      -4.881562153,      -6.665399362
          0,           0,         201,      -5.631507128,      -5.763022536,      -5.695236842,       -4.89979915,      -6.661116233
          0,           0,         202,      -5.636050308,      -5.749653232,      -5.709125438,      -4.904824463,      -6.657643343
          0,           0,         203,        -5.6133858,      -5.752545873,      -5.721104985,      -4.883120146,      -6.654829059
          0,           0,         204,       -5.59223358,      -5.741788494,      -5.711471582,       -4.86380947,      -6.650714245
          0,           0,         205,      -5.589868177,      -5.752792295,      -5.703603403,      -4.860698159,      -6.645890715
          0,           0,         206,      -5.612763343,       -5.76964613,      -5.671550751,        -4.8835163,      -6.641332179
          0,           0,         207,      -5.646110719,      -5.791471029,      -5.690024904,      -4.914201081,      -6.636205906
          0,           0,         208,      -5.663343883,      -5.797490189,       -5.71467246,      -4.931368551,      -6.631213782
          0,           0,         209,      -5.643356649,      -5.803113116,      -5.740611842,      -4.912548622,      -6.626361035
          0,           0,         210,      -5.596211811,      -5.786619752,       -5.70062766,      -4.868531914,      -6.622164189
          0,           0,         211,      -5.586210748,      -5.778601872,      -5.698930796,      -4.856062202,      -6.618169791
          0,           0,         212,      -5.599254761,      -5.795210211,      -5.686068019,      -4.870814158,      -6.613629347
